zts1e	新物品
zts2663e	可愛的兔帽子[n]從裝備開始計算使用時間[n]所有防禦力+5%[n]最大HP+200[n][n]
zts2664e	男生帥氣兔帽子(30日)
zts2665e	男生帥氣兔帽子(永久)
zts2666e	男生毛毛兔帽子(7日)
zts2667e	男生毛毛兔帽子(30日)
zts2668e	男生毛毛兔帽子(永久)
zts2669e	帥氣的老虎帽子[n]從裝備開始計算使用時間[n]所有防禦力+5%[n]最大HP+200[n][n]
zts2670e	男生帥氣魔法虎帽子(7日)
zts2671e	男生帥氣魔法虎帽子(30日)
zts2672e	男生帥氣魔法虎帽子(永久)
zts2677e	In der Magischen Truhe liegt ein Schatz![n]Erhalte eins der folgenden Dinge:[n]1x Pandahut (30 Tage)[n]1x Pandakost&#252;m (30 Tage)[n]1x Kragenb&#228;renhut (30 Tage)[n]1x Kragenb&#228;renkost&#252;m (30 Tage)[n]1x Teddyb&#228;renhut (30 Tage)[n]1x Teddyb&#228;renkost&#252;m (30 Tage)[n]1x Eisb&#228;renhut (30 Tage)[n]1x Eisb&#228;renkost&#252;m (30 Tage)[n]2x Amulett des Segens[n]1x Rattenhut (30 Tage)[n][n]
zts2684e	在地獄煉爐製作的破滅蘭斯[n][n]
zts2685e	擁有強烈破壞力可穿透敵人盔甲的弓[n][n]
zts2686e	依附著大天使力量的法杖[n][n]
zts2687e	狩獵完美寶箱
zts2688e	冰塊料理工具
zts2689e	設置在3分鐘內可以料理冰涼食物的刨冰器[n][n]
zts2690e	霜雪冰冠寶箱
zts2691e	冰塊
zts2692e	鮮牛奶
zts2693e	水果雪糕
zts2694e	朱古力雪糕
zts2695e	路德拉克斯寶箱
zts2696e	頓德拉移動板
zts2697e	可移動到彼托頓德拉的魔法滑雪板[n]只能在霜雪冰冠使用[n]
zts2698e	火屬性精靈 (30%)
zts2699e	水屬性精靈 (30%)
zts2700e	光屬性精靈 (30%)
zts2701e	暗屬性精靈 (30%)
zts2702e	紫梅花旗袍(7日)
zts2703e	紫梅花旗袍(31日)
zts2704e	紫梅花旗袍(永久)
zts2705e	黃金虎衣服(7日)
zts2706e	黃金虎衣服(31日)
zts2707e	黃金虎衣服(永久)
zts2717e	集結天使的旗幟
zts2718e	30分鐘內建立自己陣營的據點.[n]建立據點後，使用據點移動板，可即時飛到 據點.[n]只可在霜雪冰冠裡使用, 各陣營只可建立1個據點.[n][n]
zts2719e	集結惡魔的旗幟
zts2720e	可即時移動到自己陣營的魔法滑雪板[n]只可在霜雪冰冠裡使用[n][n]
zts2721e	據點移動板
zts2722e	爽朗狗衣服(7日)
zts2723e	爽朗狗衣服(30日)
zts2724e	爽朗狗衣服(永久)
zts2725e	閃亮狗衣服(7日)
zts2726e	閃亮狗衣服(30日)
zts2727e	閃亮狗衣服(永久)
zts2728e	啡色燙髮獅子衣服(7日)
zts2729e	啡色燙髮獅子衣服(30日)
zts2730e	啡色燙髮獅子衣服(永久)
zts2731e	裝備時,身上衣服將會變成獅子.[n]裝備時開始計算使用時間.[n]所有防禦力+5%[n]最大 HP +200[n][n]
zts2732e	黑色燙髮獅子衣服(7日)
zts2733e	黑色燙髮獅子衣服(30日)
zts2734e	黑色燙髮獅子衣服(永久)
zts2735e	師氣狗衣服(7日)
zts2736e	師氣狗衣服(30日)
zts2737e	師氣狗衣服(永久)
zts2738e	柔嫩狗衣服(7日)
zts2739e	柔嫩狗衣服(30日)
zts2740e	柔嫩狗衣服(永久)
zts2741e	黃金獅子衣服(7日)
zts2742e	黃金獅子衣服(30日)
zts2743e	黃金獅子衣服(永久)
zts2744e	黑色獅子衣服(7日)
zts2745e	黑色獅子衣服(30日)
zts2746e	黑色獅子衣服(永久)
zts2747e	爽朗狗帽子(7日)
zts2748e	爽朗狗帽子(30日)
zts2749e	爽朗狗帽子(永久)
zts2750e	閃亮狗帽子(7日)
zts2751e	閃亮狗帽子(30日)
zts2752e	閃亮狗帽子(永久)
zts2753e	啡色燙髮獅子帽(7日)
zts2754e	啡色燙髮獅子帽(30日)
zts2755e	啡色燙髮獅子帽(永久)
zts2756e	可愛的獅子帽子.[n]裝備時開始計算使用時間.[n]所有攻擊力 +5%[n]最大 MP+200[n][n]
zts2757e	黑色燙髮獅子帽(7日)
zts2758e	黑色燙髮獅子帽(30日)
zts2759e	黑色燙髮獅子帽(永久)
zts2760e	師氣狗帽子(7日)
zts2761e	師氣狗帽子(30日)
zts2762e	師氣狗帽子(永久)
zts2763e	柔嫩狗帽子(7日)
zts2764e	柔嫩狗帽子(30日)
zts2765e	柔嫩狗帽子(永久)
zts2766e	黃金獅子帽子(7日)
zts2767e	黃金獅子帽子(30日)
zts2768e	黃金獅子帽子(永久)
zts2769e	帥氣的獅子帽子.[n]裝備時開始計算使用時間.[n]所有攻擊力 +5%[n]最大 MP+200[n][n]
zts2770e	黑色獅子帽子(7日)
zts2771e	黑色獅子帽子(30日)
zts2772e	黑色獅子帽子(永久)
zts2781e	創世女神的祝福(活動用)
zts2782e	ACT4禮物寶箱A
zts2783e	收藏各式各樣道具的箱子.[n]使用後可隨機獲得希魯安的泉水、非常大的全體恢復劑、固定訊息泡泡、友誼的翅膀中其中一個[n]
zts2784e	ACT4禮物寶箱B
zts2785e	收藏各式各樣道具的箱子.[n]使用後可隨機獲得好的跳荳晶球 、蝙鼠妖球晶球、鋼鐵偵察儀晶球、精靈醒覺、彊屍帽、皇后頭飾。[n]
zts2786e	會抽到什麼呢？好緊張唷！[n]只要雙擊就可以知道了！![n]這件道具會在活動結束時消失[n]
zts2787e	PvP攻擊力強化劑
zts2788e	使用時，1小時內PvP攻擊力提升50%.[n]只有在霜雪冰冠跟對方陣營戰鬥時才有效.[n]
zts2789e	PvP防禦力強化劑
zts2790e	使用時，1小時內PvP防禦力提升50%.[n]只有在霜雪冰冠跟對方陣營戰鬥時才有效.[n]
zts2791e	PvP抵抗力強化劑
zts2792e	使用時，1小時內PvP抗性提升20%.[n]只有在霜雪冰冠跟對方陣營戰鬥時才有效.[n]
zts2793e	家族召喚號角
zts2794e	使用此道具可使家族成員移到自己身邊.[n]30秒內右下方會出現介面, 點擊介面即可移動.[n]只可召喚同一分流的家族成員, 不可使用在狩獵時空裂縫及時空裂縫.[n]
zts2795e	天使聖所包
zts2796e	最多一個小時內，設定令天使陣營雪白斯奧復活的構造物.[n]HP和 MP全都回復到100%, 5秒內 PvP無敵輔助狀態.[n]復活或於敵人領域受攻擊，聖所使用時間將遞減, 使用時間結束時將消失.[n][n]※只可在霜雪冰冠使用,只有自己屬於天使陣營方可使用[n]
zts2797e	惡魔祭壇包
zts2798e	最多一個小時內，設定令惡魔陣營雪白斯奧復活的構造物.[n]HP和 MP全都回復到100%, 5秒內 PvP無敵輔助狀態.[n]復活或於敵人領域受攻擊，聖所使用時間將遞減, 使用時間結束時將消失.[n][n]※只可在霜雪冰冠使用,只有自己屬於惡魔陣營方可使用[n]
zts2799e	限制等級：65-99[n]可在[秘密研究所1樓]地圖進入。[n]只能獨自進入。[n][n]
zts2800e	限制等級：65-99[n]可在[秘密研究所2樓]地圖進入。[n]只能獨自進入。[n][n]
zts2801e	可以預防得到恐怖傳染病的抗生劑。[n][n]
zts2802e	穆克斯王地下城寶箱
zts2803e	穆克斯王所持有的寶物箱。[n]開啟箱子，即可找出穆克斯王所藏起來的裝備。[n](開出裝備物品時，會得到與箱子稀有等級相同的稀有等級裝備!!)[n]
zts2804e	水著夢古晶球
zts2815e	小神仙服(7天)
zts2816e	精靈喜愛的可愛服裝。[n]穿著後，會開始計算使用時間。[n]防禦力 +5%[n]最大 HP +200[n]
zts2817e	小神仙服(30天)
zts2818e	小神仙服(永久)
zts2819e	小白魔紳士服(7天)
zts2820e	魔王喜愛的帥氣服裝。[n]穿著後，會開始計算使用時間。[n]防禦力 +5%[n]最大 HP +200[n]
zts2821e	小白魔紳士服(30天)
zts2822e	小白魔紳士服(永久)
zts2823e	粉紅蝴蝶頭飾(7天)
zts2824e	可愛的蝴蝶頭飾。[n]戴上後，會開始計算使用時間。[n]防禦力 +5%[n]最大 MP +200[n]
zts2825e	粉紅蝴蝶頭飾(30天)
zts2826e	粉紅蝴蝶頭飾(永久)
zts2827e	紳士小高帽 (7天)
zts2828e	紳士小高帽。[n]戴上後，會開始計算使用時間。[n]防禦力 +5%[n]最大 MP +200[n]
zts2829e	紳士小高帽 (30天)
zts2830e	紳士小高帽 (永久)
zts2901e	非常大的全體恢復劑(活動)
zts2902e	守護天使之祝福(活動用)
zts2903e	友情的翅膀 (活動用)
zts2917e	火燄魔法精靈
zts2918e	不會成長，但擁有35%的火屬性。[n]使用時會產生[魔法的力量]。[n][n]
zts2921e	可愛月餅
zts2922e	恢復MP1500，活動結束之後會消失。[n]
zts2923e	嫦娥親手製作的月餅
zts2924e	恢復HP和MP1500，活動結束之後會消失。[n]
zts2925e	月餅
zts2926e	恢復HP1500，活動結束之後會消失。[n]
zts2930e	飛天獨角馬晶球
zts2931e	月兔寶寶晶球
zts2991e	拉迪 安魯爾的萬聖節禮物箱
zts2992e	禮物箱開啟後可獲得強化時所需要的各種材料與提升能力值的藥水。[n]此道具將會在活動結束後消失。[n][n]
zts2993e	貝托魯奇 辛尼的萬聖節禮物箱
zts2994e	禮物箱開始後可獲得各種恢復劑和提升經驗值獲得量的道具。[n]此道具將會在活動結束後消失。[n][n]
zts2995e	雪滋 羅濱蒂的萬聖節禮物箱
zts2996e	禮物箱開啟後可獲得各種賽隆、裝飾性服裝和符咒。[n]此道具將會在活動結束後消失。[n][n]
zts2997e	使HP和MP逐漸恢復[n]在3格範圍以內的自組隊伍也一起恢復。[n][n]
zts2998e	使HP和MP逐漸恢復[n]在3格範圍以內的自組隊伍也一起恢復。[n]如果帶給拉迪 安魯爾、貝托魯奇 辛尼、雪滋 羅濱蒂，有機會可以得到好東西。[n]此道具將會在活動結束後消失。[n][n]
zts3015e	使用時會跳出現可強化或衝裝備的視窗。[n]在此視窗進行強化或衝裝備時，就算失敗了裝備也不會消失。[n]衝裝備時，如果出現的等級低於目前稀有等級，將會維持目前的稀有等級。[n][使用方法][n]用滑鼠雙擊後，就會跳出裝備強化
zts3016e	使用時會跳出可強化0~9等級變身卡片的視窗。[n]在此視窗強化時，就算失敗了變身卡片靈魂也不會消滅，發光的綠色靈魂和發光的紅色靈魂也不會消失。[n][使用方法][n][n]在此視窗進行強化時，將會減少1個護符，並可以保護卡片。[n][n]
zts3017e	使用時會跳出可強化10~14等級變身卡片的視窗。[n]在此視窗強化時，就算失敗了變身卡片靈魂也不會消滅，發光的清澈靈魂也不會消失。[n][使用方法][n][n]在此視窗進行強化時，將會減少1個護符，並可以保護卡片。[n][n]
zts3018e	利用過去在戰場上戰敗士兵所用過的兵器重新鑄成的劍。[n][n]
zts3019e	附上戰士之魂的劍。[n][n]
zts3020e	裝備感極佳，方便拉弓[n][n]
zts3021e	感覺沒什麼偽裝的效果[n][裝備時效果][n]輕微毒刺抵抗40%[n][n]
zts3022e	能夠緊貼在耳朵上的飾品[n][裝備時效果][n]曼陀羅尖叫抵抗30%[n][n]
zts3023e	配戴此眼鏡，感覺變得很聰明。[n][配戴時效果][n]輕微絕望抵抗30%[n][n]
zts3024e	讓頭部保暖的鹿角帽[n][n]
zts3025e	通馬桶吸盤造型的帽子[n][n]
zts3026e	保護頭部的堅固護具[n][n]
zts3027e	可聯想到昆蟲觸角的髮箍[n][n]
zts3028e	道士喜愛的髮箍，可感受到靈性的神秘。[n][n]
zts3029e	挑釁對方的吐舌帽，一不小心可能會讓對方生氣，請注意![n][n]
zts3030e	帥氣的人喜愛的帽子![n][n]
zts3031e	有著尖銳水牛角的帽子[n][n]
zts3032e	復古四角粗框眼鏡
zts3033e	街頭風四角粗框眼鏡
zts3034e	時尚達人四角粗框眼鏡
zts3035e	時髦四角粗框眼鏡
zts3036e	知識份子愛用的四角粗框眼鏡
zts3037e	智慧單眼眼鏡
zts3038e	圓形單眼眼鏡
zts3039e	裝備精靈時，角色就會產生屬性之力。[n]屬性能力為追加的攻擊力，[n]因此會在角色的攻擊力，[n]以屬性能力的百分比，[n]追加屬性之力。[n][n]
zts3040e	可以把寵物放入彈珠中，並保管在物品欄或倉庫裡面，還可進行交易。[n][使用方法][n]選擇要放入彈珠的寵物後雙擊彈珠。[n]同行中的寵物無法放入彈珠內，[n]想要將寵物放出來時，雙擊彈珠即可。[n][注意事項][n]雖然會儲存寵物等級、強化等級，不過寵物名稱、訓練數值、聰明寵物飼料的效果將會消失。[n]寵物等級比角色等級高時，雖然可從彈珠放出寵物，但是無法使用在自組隊伍中。[n][n]
zts3041e	愛撒嬌的貓咪帽[n][n]
zts3042e	調皮的小驢帽[n][n]
zts3043e	西部牛仔喜愛的帽子[n][n]
zts3044e	可愛的猴子帽[n][n]
zts3045e	充滿野性美的羊角帽[n][n]　
zts3046e	巨大牽牛花模樣的帽子[n][n]
zts3047e	可愛的企鵝帽[n][n]
zts3048e	雖然有點破舊，但很帥氣的紳士用帽子[n][n]
zts3049e	模仿熊耳的可愛髮箍[n][n]
zts3050e	看起來似乎很重的花盆帽[n][n]
zts3051e	盜賊的面具
zts3052e	蒙面俠眼罩
zts3053e	銳利面具
zts3054e	刺客面罩
zts3055e	真實面罩
zts3056e	治療面罩
zts3057e	眼罩
zts3058e	高科技眼罩
zts3059e	夢幻眼罩
zts3060e	龐克髮型的捲毛假髮[n][n]
zts3061e	像被炸彈轟到的髮型假髮[n][n]
zts3062e	具有非常稀有顏色的爆炸頭假髮[n][n]
zts3063e	具有非常稀有顏色的龐克頭假髮[n][n]
zts3064e	裝備時，會戴上可愛的熊貓帽子。[n]裝備時開始計算使用時間[n][n]
zts3065e	裝備時，身上衣服將會變成黑熊的身體。[n]裝備時開始計算使用時間 [n][n]
zts3066e	裝備時，身上衣服將會變成北極熊的身體。[n]裝備時開始計算使用時間[n][n]
zts3067e	裝備時，身上衣服將會變成熊貓的身體。[n]裝備時開始計算使用時間[n][n]
zts3068e	裝備時，身上衣服將會變成泰迪熊的身體。[n]裝備時開始計算使用時間[n][n]
zts3069e	裝備時，將會戴上可愛的黑熊帽子。[n]裝備時開始計算使用時間[n][n]
zts3070e	裝備時，將會戴上可愛的北極熊帽子[n]裝備時開始計算使用時間[n][n]
zts3071e	裝備時，將會戴上可愛的泰迪熊帽子。[n]裝備時開始計算使用時間[n][n]
zts3072e	超級可愛的老鼠造型帽子。[n]裝備時開始計算使用時間[n][n]
zts3073e	裝備時，身上衣服將會變成運動服。[n]裝備時開始計算使用時間[n][n]
zts3074e	裝備時，身上衣服將會變成裝飾服裝。[n]裝備時開始計算使用時間[n][n]
zts3075e	新鮮的橘子帽，橘子內含防止頭皮癢以及促進頭皮清爽的成分，可以使頭髮變得有光澤。[n]裝備時開始計算使用時間[n][n]
zts3076e	掛有華麗裝飾的花盆帽子，雖然很漂亮，但是重量很重，要注意脖子！[n]裝備時開始計算使用時間[n][n]
zts3077e	小又輕的木碗帽子，會想要從裡面拿出餃子來吃。[n]裝備時開始計算使用時間[n][n]
zts3078e	從前管理者或是地主們常帶的帽子，具有濃厚的傳統氣息。[n]裝備時開始計算使用時間[n][n]
zts3079e	可愛的高麗傳統帽[n]裝備後開始計算使用時間[n][n]
zts3080e	豪華的中國傳統頭飾[n]裝備後開始計算使用時間[n][n]
zts3081e	美麗的日本傳統裝飾[n]裝備後開始計算使用時間[n][n]
zts3082e	韓國傳統公子帽[n]裝備後開始計算使用時間[n][n]
zts3083e	有趣的可愛殭屍帽[n]裝備時開始計算使用時間[n][n]
zts3084e	帥氣的日本傳統武術帽子[n]裝備時開始計算使用時間[n][n]
zts3085e	裝備後服裝會變成高麗傳統服裝[n]裝備後開始計算使用時間[n][n]
zts3086e	裝備時服裝會變成中國傳統服裝[n]裝備後開始計算使用時間[n][n]
zts3087e	裝備時服裝會變成日本傳統服裝[n]裝備後開始計算使用時間[n][n]
zts3088e	裝備時會變成狗狗服裝[n]裝備後開始計算使用時間[n][n]
zts3089e	裝備時會變成貓咪服裝[n]裝備後開始計算使用時間[n][n]
zts3090e	裝備時會變成兔子服裝[n]裝備後開始計算使用時間[n][n]
zts3091e	柔弱火屬性精靈
zts3092e	柔弱水屬性精靈
zts3093e	柔弱光屬性精靈
zts3094e	柔弱暗屬性精靈
zts3095e	裝備時，衣服變成老虎服裝[n]裝備後開始計算使用時間[n][n]
zts3096e	裝備時，衣服變成獅子裝。[n]裝備後開始計算使用時間[n][n]
zts3097e	可愛的狗狗帽子[n]裝備後開始計算使用時間[n][n]
zts3098e	可愛的貓咪帽子[n]裝備後開始計算使用時間[n][n]
zts3099e	可愛的兔耳朵[n]裝備後開始計算使用時間[n][n]
zts3100e	可愛的老虎帽子[n]裝備後開始計算使用時間[n][n]
zts3101e	可愛的獅子帽子[n]裝備後開始計算使用時間[n][n]
zts3102e	可愛的兔帽子[n]裝備後開始計算使用時間[n][n]
zts3103e	帥氣的老虎帽子[n]裝備後開始計算使用時間[n][n]
zts3104e	帥氣的獅子帽子[n]裝備後開始計算使用時間[n][n]
zts3105e	慎重的髮夾
zts3106e	可愛的星星髮夾[n][裝備時效果][n]輕微暈厥抵抗10%[n][n]
zts3107e	集中的髮夾
zts3108e	可愛的星星髮夾[n][裝備時效果][n]輕微暈厥抵抗30%[n][n]
zts3109e	希望的髮夾
zts3110e	可愛的星星髮夾[n][裝備時效果][n]輕微暈厥抵抗40%[n][n]
zts3111e	執念的髮夾
zts3112e	可愛的星星髮夾[n][裝備時效果][n]輕微暈厥抵抗35%[n]微弱神經毒氣抵抗40%[n][n]
zts3113e	布髮箍
zts3114e	為了集中精神的髮箍[n][裝備時效果][n]微弱出血抵抗15%[n][n]
zts3115e	皮革髮箍
zts3116e	為了集中精神的髮箍[n][裝備時效果][n]微弱出血抵抗30%[n][n]
zts3117e	輕便髮箍
zts3118e	為了集中精神的髮箍[n][裝備時效果][n]微弱妨礙移動抵抗25%[n][n]
zts3119e	絲綢髮箍
zts3120e	為了集中精神的髮箍[n][裝備時效果][n]微弱出血抵抗40%[n]微弱妨礙移動抵抗35%[n]絕望抵抗40%[n][n]
zts3121e	銀之花
zts3122e	裝飾著美麗花的髮箍[n][裝備時效果][n]暈厥抵抗10%[n][n]
zts3123e	血之花
zts3124e	裝飾著美麗花的髮箍[n][裝備時效果][n]出血抵抗25%[n][n]
zts3125e	白之花
zts3126e	裝飾著美麗花的髮箍[n][裝備時效果][n]暈厥抵抗30%[n][n]
zts3127e	炎之花
zts3128e	裝飾著美麗花的髮箍[n][裝備時效果][n]灼傷抵抗35%[n]恐懼抵抗20%[n][n]
zts3129e	想要快速到達某處時非常有用[n][n]
zts3130e	冰之花
zts3131e	裝飾著美麗花的髮箍[n][裝備時效果][n]冰凍抵抗30%[n]畏懼抵抗25%[n][n]
zts3132e	防衛之花
zts3133e	裝飾著美麗花的髮箍[n][裝備時效果][n]弱化武器抵抗25%[n]冰凍抵抗25%[n]灼傷抵抗30%[n][n]
zts3134e	冷卻頭盔
zts3135e	保護頭部的護具[n][裝備時效果][n]感冒抵抗20%[n][n]
zts3136e	恐慌頭盔
zts3137e	保護頭部的護具[n][裝備時效果][n]暈厥抵抗25%[n]弱化屬性攻擊抵抗35%[n][n]
zts3138e	邪惡頭盔
zts3139e	保護頭部的護具[n][裝備時效果][n]暈厥抵抗25%[n]亡者之手抵抗50%[n][n]
zts3140e	紅心頭盔
zts3141e	保護頭部的護具[n][裝備時效果][n]出血抵抗30%[n]猛毒抵抗40%[n][n]
zts3142e	神聖頭盔
zts3143e	保護頭部的護具[n][裝備時效果][n]出血抵抗30%[n]畏懼抵抗40%[n][n]
zts3144e	智力頭盔
zts3145e	保護頭部的護具[n][裝備時效果][n]出血抵抗20%[n]暈厥抵抗15%[n]弱化屬性攻擊抵抗60%[n]亡者之手抵抗60%[n][n]
zts3146e	岩石飛翼頭飾
zts3147e	帥氣的翅膀模樣護具[n][裝備時效果][n]石化抵抗15%[n][n]
zts3148e	冬季飛翼頭飾
zts3149e	帥氣的翅膀模樣護具[n][裝備時效果][n]嚴重暈厥抵抗20%[n]嚴重感冒抵抗25%[n][n]
zts3150e	夏季飛翼頭飾
zts3151e	帥氣的翅膀模樣護具[n][裝備時效果][n]嚴重灼傷抵抗20%[n]嚴重出血抵抗20%[n][n]
