zts1e	依蘭特 裝備商店 (使用)
zts5572e	咒術師先生說得沒錯。成長之後剩下的痕跡… 看起來一定是剛生長不久的，不過，周圍都看不到什麼耶，是不是移動到其他地方啊
zts5573e	咒術師先生說的沒錯，有剛出生過的痕跡，不過，好像剛移動到其他地方了
zts5574e	恩，我知道，只好再次去尋找他們並處理掉
zts5575e	凱梅特?哈哈…最近我很…等等，先整理一下話題，因為需要先讓比斯特沉睡，所以要先報告…凱梅特?哈哈
zts5576e	我剛剛啊 哈哈遇到凱梅特 哈哈
zts5577e	幹麻一直笑啊? 你有遇到凱梅特嗎?
zts5578e	我想說 凱梅特是誰? 今天遇到他啊…哈哈
zts5579e	好!第一次看到應該沒差 那個種族很討厭耶 請你去查凱梅特在哪裡? 好嗎?比斯特之樹只有凱梅特才可以解決
zts5580e	戰睜??
zts5581e	我說狼人族和凱梅特啊
zts5582e	戰爭結束又沒多久…為什麼討厭狼人族和凱梅特阿?雖然有點奇怪. 不過, 不會危險喔.
zts5583e	沒理由 只是看到他就想要打架
zts5584e	怎麼會這樣啊!
zts5585e	有時候不需要理由的. 你到現在都不知道了嗎?你之後要多苦一點喔
zts5586e	不過, 發生戰爭很糟糕耶! 我們需要凱梅特, 如果戰爭時, 比斯特復活的話…
zts5587e	應該狼人族和凱梅特種族的話 , 一定會想好這些問題的. 但情況變惡化的話 人類來處理就好. 現在的話 只要找回凱梅特就好. 我已經推測的地方 先去哪裡看看吧~
zts5588e	好窄的路喔，是說這條路嗎?
zts5589e	好像有什麼耶?
zts5590e	這裡沒有耶，去其他地方吧
zts5591e	我有去過你說的地方，不過，沒看到凱梅特耶!
zts5592e	厚!凱梅特他們已經跑掉了嗎?告訴你其他地方.
zts5593e	好窄的路耶，進去吧~
zts5594e	什麼啊!這裡耶沒有啊
zts5595e	這次也找不到凱梅特耶~
zts5596e	恩  其實有時候會這樣 我有一個新消息喔 要不要去那裡找一下啊?
zts5597e	這裡應該有吧?
zts5598e	好像有什麼耶~
zts5599e	厚!!又是魔物= =
zts5600e	不在那裡的嗎?稍等一下喔
zts5601e	(拿巧克力糖給狼人族的琛姆治)
zts5602e	(在幹嘛啊?)
zts5603e	找到了，這次一定沒錯
zts5604e	因為拿巧克力糖?? 所以確定了嗎?
zts5605e	不知道差在哪裡嗎?提供正確的情報就會有獎賞，不過說謊會有懲罰喔!!雖然Nos camp沒多久，但是我能力是很強的喔，快去找凱梅特吧~
zts5606e	會有嗎?再相信你一次好了
zts5607e	一定會有的
zts5608e	厚!!累死了，還是去找艾美比較好
zts5609e	艾美
zts5610e	好久不見~過的好嗎?
zts5611e	…其實還好啦~
zts5612e	有什麼要幫忙的嗎?聽說你在幫琛姆治是嗎?
zts5613e	其實…
zts5614e	說明過去的事情…
zts5615e	是喔?比斯特之樹事件…
zts5616e	你不知道這消息嗎?
zts5617e	戰爭之後，我這裡也很忙
zts5618e	對了!我要找凱梅特，請問你知道他在哪裡嗎?
zts5619e	我也不確定耶~可是，我可以告訴給你凱梅特常去的地方
zts5620e	真的嗎?謝謝了
zts5621e	比納怎嚜可以這麼做呢? 我認識了狼人族和凱梅特….不過這樣下去比斯特之樹不能醒回來 我要先去找夏李囉~
zts5622e	ACT2　任務_狼人族和凱梅特2
zts5623e	凱梅特公主嗎?這是個好機會!你要加油喔!
zts5624e	我在加油啊
zts5625e	真的真的很重要喔~請你介紹給我可傳達正確的情報者 好嗎? 很急喔
zts5626e	只要情報很正確就好(想在啊力…)
zts5627e	我要先找到她!我要比艾美更快!!績效績效!!
zts5628e	咦 你是?
zts5629e	又看到你了耶~我這次想要帽子耶
zts5630e	你說什麼帽子阿
zts5631e	不可能只要情報吧? 需要代價吧?
zts5632e	拿任何帽子都可以嗎?
zts5633e	像我這麼時髦的人不能隨便戴帽子
zts5634e	十字鎬?用十字鎬能製作帽子嗎?
zts5635e	你還想跟我交易阿?真不知道的話，問問琛姆治吧!她會知道我的癖好的
zts5636e	你這麼快回來?應該是還不知道情報，對吧?他是不是跟你要什麼東西?
zts5637e	是阿，他要帽子。可是，他只給我一把十字鎬
zts5638e	哈哈!他還是老樣子。你用那把十字鎬在村莊周邊拿些閃亮的石粉吧
zts5639e	恩（用石粉怎麼做成帽子呢?）
zts5640e	到底用石粉怎能作成帽子?琛姆治會幫我作吧
zts5641e	這個給你。請問，怎麼用石粉作帽子?(囧)
zts5642e	你想勒?石粉只是裝飾用的
zts5643e	我當然知道，真的…本來就知道了…只是
zts5644e	算了!在去找布料才能作帽子。他很挑剔，你去找找好一點的吧
zts5645e	嗯…這個布料還不錯
zts5646e	你不是要用石粉作帽子看我看?
zts5647e	我知道了，不用再說。等一下，我馬上就給你作
zts5648e	(琛姆治正在親手作帽子)
zts5649e	你會親手做針線?我沒想到你也會有纖細的一面
zts5650e	我不可以做針線嗎?好了，做完了。交給你了!我相信你!
zts5651e	好，我收到了我該獲得的報酬，所以我也給你應得的情報。我聽過凱梅特公主去了魔物獵區，你也去看看吧
zts5652e	這肯定是夏娃留下來的線索，去問問琛姆治好了
zts5653e	凱梅特怎麼會去那個地方?我只有聽過狼人族才會進去霧氣山谷
zts5654e	霧氣山谷?夏娃在那裡嗎?
zts5655e	可能…如果真的是的話，很麻煩
zts5656e	為什麼?
zts5657e	霧氣山谷是整年有霧氣的地方，那邊的霧氣裡面有很多毒，所以一刻也不能待，再加上有霧氣巨人在那裡…
zts5658e	那，我們要放棄嗎?
zts5659e	有辦法…但是很危險，不太方便委託你來做，如果你覺得很難的話就放棄吧，我不會強迫你
zts5660e	不，我要夏娃見面，告訴我那個辦法
zts5661e	林克山地一個月一次有淡淡的彩霞，戴用含著那彩霞的氣做的口罩的話，不會中毒。在林克山地峰的後山可以收到最強的晚霞之光，你去那裡吧!剛好今天是有彩霞。準備布料後，放在有紅岩上吧。那張布料會變紅了，拿給我那張布料，我來幫你做口罩
zts5662e	布料變紅了
zts5663e	給你口罩
zts5664e	謝謝！那，我去找夏娃！
zts5665e	等，等一下！
zts5666e	可能很為難。小心一點。
zts5667e	嗯…空氣聞起來真不好，那是什麼?
zts5668e	夏娃與比納…我該怎麼辦才好?我也不知道!但是，不能拋棄夏娃!
zts5669e	琛姆治!不得了!比納抓住夏娃了!
zts5670e	什麼？這怎麼回事呢？你只目睹了她被抓出去嗎？
zts5671e	我也沒辦法。那是夏娃自己要的。雖然有點為難，但我要救夏娃。我可以知道夏娃被抓出去哪裡嗎？
zts5672e	如果被比納抓住的話。。可能在地牢。地。。
zts5673e	地牢在哪裡?
zts5674e	你先把我說的話都聽完吧。只有長老級的狼人族才會知道地牢的位置。
zts5675e	那，問長老就好吧？
zts5676e	那個長老絕對不會好好告訴你。
zts5677e	小孩子，幹嘛?
zts5678e	我有急事，我想知道狼人族地牢的位置
zts5679e	我不能告訴人類這種事情!
zts5680e	我也知道你很難告訴我，可是，我一定要知道。如果告訴我的話，任何事都會幫你做，拜託啦!
zts5681e	嘻嘻，你拿給我猛獸的牙齒來吧，如果你活著給我拿來的話，我會告訴你
zts5682e	活…活著回來??
zts5683e	嘻嘻，沒錯，拿給我住在靈魂之洞的天狼的牙齒吧。那個地方是狼人族戰士的靈魂聚集的地方。只有你通過他們的考驗才能進去天狼的地方。人類絕對不能通過我戰士們的考驗!!
zts5684e	(琛姆治說得對，果然沒那麼簡單) 好的!誰怕誰?我會拿回來。你一定要遵守約定!!
zts5685e	厚!這是怪物!狼人族沒錯。我差點死掉!這個老人不遵守約定的話，我也不會忍耐!
zts5686e	猛獸的牙齒在這!!
zts5687e	這真是猛獸的牙齒嗎?不會吧?人類怎麼能贏天狼?我不信!
zts5688e	你看到牙齒也不相信我!!我真的差點死掉了!!
zts5689e	哼～你別騙我!你拿來別的牙齒，是不是?你以為我那麼笨嗎?
zts5690e	受不了!要我揍你幾拳嗎!!
zts5691e	開玩笑啦!我仔細地看看…這真是猛獸的牙齒
zts5692e	呵呵
zts5693e	(真沒有面子…)嗯，你想知道地牢的位置嗎?我告訴你
zts5694e	沒想到比納這樣反應。。這樣的話，比納不會好好放開夏娃。
zts5695e	家長與副家長當然不能退出，退出家族的人一天之內，不能組成新的家族或進去別的家族。
zts5696e	sandra(使用)
zts5697e	琛姆治_主要任務
zts5698e	56Lv Nos camp林克支部
zts5699e	58Lv 狼人族與凱梅特
zts5700e	60Lv 巴特的復活
zts5701e	比爾柏修斯　主要任務
zts5702e	62Lv 巴特的最後
zts5703e	脛骨之峰本來是艾彌爾也不要進去的神聖地方。你去找在脛骨之峰的石像給祖先，證明那些惡運不是因為人類的關係後，把山楂汁灑在每個石像上，藉祖先的力量去掉林克山地的惡運
zts5704e	咒術師先生!石像被打壞了!
zts5705e	太重。。但是凱梅特到底是什麼？啊！不管怎樣，委託誰做石像呢？在依蘭特沒看過做這個的人。。那，先問一下柏修斯？可是，這不是武器。。難道是隨意人。。
zts5706e	(向琛姆治報告中)
zts5707e	凱梅特!!凱梅特與狼人族是冤家，徹徹底底的討厭對方
zts5708e	這是以博取狼人族的歡心的好機會!
zts5709e	凱梅特與狼人族的關係為什麼不好?
zts5710e	首先一定要抓住凱梅特!我大概知道一個地方，我們先去那裡查一下吧!
zts5711e	喂～
zts5712e	動手!
zts5713e	是嗎?還有別的情報，請你去這邊。這次應該沒錯!
zts5714e	這次也沒找到凱梅特，只有一直碰到魔物
zts5715e	他們是善於藏匿的種族。可是，我也是個一流的情報通
zts5716e	應該是這裡沒錯，快點去看看吧!
zts5717e	等一下，我先問了以後告訴你。
zts5718e	過一段時間了
zts5719e	有人說看過凱梅特。可是不確定。你要不要去我告訴你的地方?
zts5720e	啊!我聽過狼人族也去那附近
zts5721e	我知道了!
zts5722e	好像雙方有很大的誤會。不管怎麼樣，首先要找凱梅特的公主!
zts5723e	凱梅特的公主?這是好機會!你這次一定要更加努力!
zts5724e	好的，我也知道。但是，這次你也一定要告訴我正確的情報!
zts5725e	那還用說嗎?我會給你介紹很好的情報通
zts5726e	琛姆治說的地方就是這裡吧?
zts5727e	琛姆治介紹我來的。啊!你是?
zts5728e	又來了，你處理他們一下吧!吵死了!
zts5729e	他們…?
zts5730e	就是在外面的那些傢伙。你去讓他們安靜一點!
zts5731e	你突然這樣…我怎麼辦?
zts5732e	你不是想知道什麼才來這裡的嗎?不要就算了
zts5733e	啊!!我馬上就去處理他們
zts5734e	稍為安靜了點吧?應該會給我情報吧!!希望沒問題
zts5735e	終於安靜了，這次我想要帽子
zts5736e	不想要情報了嗎?
zts5737e	好，好。我收到了代價，所以給你情報。你去看看吧。
zts5738e	在鏡上用口紅被標記了[霧氣山谷]
zts5739e	這肯定是凱梅特公主留下來的，我去問琛姆治好了
zts5740e	嗯…霧氣山谷
zts5741e	那邊是什麼樣的地方?
zts5742e	霧氣山谷是整年有霧氣的地方，那邊的霧氣中有很多毒，所以一刻也不能待，而且還有霧氣巨人待在那裡…
zts5743e	是這樣嗎?有沒有什麼方法過去?
zts5744e	雖然我不能幫你處理那邊的魔物，但是，可以給你做不會中毒的口罩。不過!
zts5745e	只有曬過紅色彩霞的口罩才能擋住霧氣山谷的毒氣
zts5746e	怎麼能找那個?
zts5747e	林克山地峰的後山可以曬到最強烈的晚霞之光，你去那裡吧!
zts5748e	把布料放在有紅岩上吧，吸收後會變紅
zts5749e	謝謝!那我要去找凱梅特的公主!
zts5750e	耽誤了很長時間了!你知不知道這次的任務對Nos camp業績是很重要的?
zts5751e	當然知道
zts5752e	我沒想到這邊…毒氣那麼強…還有那麼多…怪物如果我沒有這個口罩…我真不敢想發生什麼事情了…
zts5753e	什麼?那又錯過獲得績效的機會嗎?
zts5754e	琛姆治!那不是重點!
zts5755e	這…就…是…問題!
zts5756e	琛姆治，你冷靜點吧
zts5757e	你知道我們錯過很多的機會嗎?
zts5758e	我也知道，但是，還有其他機會可以讓績效更高啊
zts5759e	你說什麼，還有機會嗎?
zts5760e	你忘了嗎?為了封印比斯特之樹，一定需要夏娃!
zts5761e	救她並且成功封印比斯特之樹，沒有比這個更大的業績吧?
zts5762e	嗯…
zts5763e	比納只因為他們種族不和的問題抓住夏娃
zts5764e	這樣會永遠失去封印比斯特之樹的辦法，要快點救夏娃!
zts5765e	如果被比納抓住的話…那應該在地牢
zts5766e	因為地牢很久沒有被使用，年輕的狼人族不太可能知道地牢在哪?
zts5767e	在這裡最年長的狼人族應該知道吧
zts5768e	年紀大的狼人族…那…
zts5769e	這次真的不能失敗，你要好好衝刺Nos camp 林克支部的績效，知道嗎?
zts5770e	我也知道你會很為難，可是，我一定要知道。如果告訴我的話，任何事都會做，拜託啦!
zts5771e	嘻嘻，沒錯。給我住在靈魂洞穴天狼的牙齒吧。那個地方是狼人族戰士的靈魂聚集之地。只有你通過他們的考驗才能進去找到天狼的地方。人類絕對不能通過戰士們的考試!!
zts5772e	(琛姆治說得對，果然沒那麼簡單跟我說) 好!誰怕誰?我會拿回來，你一定要遵守約定!!
zts5773e	呼!這怪物真強，差點死在這!
zts5774e	希望和平協定能好好結束…還有很多事情要做…
zts5775e	ACT2　任務_巴特的復活
zts5776e	向琛姆治解釋目前情況
zts5777e	凱梅特與狼人族的和平協定是…好是好，但是我擔心協定不順利，因為他們的關係太不好
zts5778e	見面談談應該能夠理解，你可以幫我打聽希納的下落嗎?
zts5779e	哦…知道了，可是，這個…
zts5780e	這是什麼?
zts5781e	你知道林克山地上有很多珍貴的寶物吧?這是其中之一的藏寶圖
zts5782e	琛姆治～現在不是找寶物的時候…
zts5783e	林克山地的寶物也可以說是狼人族的寶物，你現在做的事會引起他們的反感
zts5784e	所以說以這樣可以討狼人族歡心才會比較安全，懂了我的意思嗎?
zts5785e	山…琛姆治
zts5786e	幹嘛那麼吃驚?我有了目標的話，不會亂搞的!你快點去吧!
zts5787e	對不起，我沒想到你有那樣的想法，以為妳只關心寶物
zts5788e	你快點去吧!快點!
zts5789e	沒想到琛姆治能想那麼多，我以為她只關心業績…
zts5790e	辛苦了
zts5791e	有沒有打聽到希納的下落?
zts5792e	有，我已經打聽到了，可是也打聽到了比納要妨礙你的樣子
zts5793e	比納?
zts5794e	他死腦筋不知變通，看來他無法接受跟凱梅特合作
zts5795e	比納…希望不要那樣…
zts5796e	請你注意他
zts5797e	我真笨!被達克希欺騙，還讓她拿走我的信…首先要找希納!
zts5798e	不管怎麼樣，去哪裡找希納…以我的立場現在去林克山地那邊太危險，不能回去琛姆治那邊…啊!可以找艾美!
zts5799e	哦!好久不見了!你有什麼事嗎?你氣色不是很好
zts5800e	其實…
zts5801e	解釋前陣子的事情…
zts5802e	為什麼不能和平共處?真莫名奇妙
zts5803e	我想跟希納見面，有他的消息嗎?
zts5804e	不久之前，希納來過這個村莊。他說想檢查狼人族的動態…我覺得他應該在林克山地附近
zts5805e	啊!還是艾美好，我要趕快過去了，真的很感謝每次幫我!
zts5806e	不會，一路順風!
zts5807e	到底要怎麼做?凱梅特與狼人族他們都是很彆扭的種族…現在只能相信達克希…先跟琛姆治說一聲吧?
zts5808e	你回來了，那個事情怎麼樣?
zts5809e	其實，我也不知道情況怎麼樣…
zts5810e	我本來就沒期待會有什麼好消息了，他們兩個種族原本就很難相處…對了!咒術師找你
