zts1e	New Item
zts2965e	Contains a Burma Cat Costume (30 Days) and Burma Cat Hat (30 Days) for men.[n][n]
zts2966e	Korat Cat Costume Box
zts2967e	Contains a Korat Cat Costume (Permanent) and Korat Cat Hat (Permanent) for men.[n][n]
zts2968e	Black Lion Costume Box
zts2969e	Contains a Black Lion Costume (30 Days) and Black Lion Hat (30 Days) for men.[n][n]
zts2970e	Golden Lion Costume Box
zts2971e	Contains a Golden Lion Costume (Permanent) and Golden Lion Hat (Permanent) for men.[n][n]
zts2972e	March Hare Costume Box
zts2973e	Contains a March Hare Costume (30 Days) and March Hare Hat (30 Days) for men.[n][n]
zts2974e	White Rabbit Costume Box
zts2975e	Contains a White Rabbit Costume (Permanent) and White Rabbit Hat (Permanent) for men.[n][n]
zts2976e	Adorable Bunny Costume Box
zts2977e	Contains an Adorable Bunny Costume (30 Days) and Adorable Bunny Ears (30 Days) for women.[n][n]
zts2978e	Playful Bunny Costume Box
zts2979e	Contains a Playful Bunny Costume (Permanent) and Playful Bunny Ears (Permanent) for women.[n][n]
zts2980e	Sixth Fortune Key
zts2981e	Sixth Legendary Treasure Chest
zts2982e	A mythical treasure is hidden in this box![n]You will receive one of the following items:[n]1x Exterminator Bushi[n]1x New Year Lucky Pig[n]1x Asian Black Bear Costume and Asian Black Bear Hat (Permanent)[n]1x Polar Bear Costume and Polar Bear Hat (Permanent)[n]3x Higher SP Protection Scroll and 99x Angel's Feather[n]1x Soul Revival Stone[n][n]
zts2983e	Sixth Mysterious Treasure Chest
zts2984e	Some mysterious treasure is hidden in this box![n]You will receive one of the following items:[n]For men:[n]1x Rainbow Hanbok and Hogeon (30 Days)[n]1x Sunlight Kimono and Ebosi (30 Days)[n]1x Demon Costume and Demon Hat (30 Days)[n]1x Kung Fu Chipao and Asian Hat (30 Days)[n]For women:[n]1x Lily Kimono and Flower Hairpin (30 Days)[n]1x Crocus Hanbok and Ayam (30 Days)[n]1x Phoenix Chipao and Empress Coronet (30 Days)[n]1x Fairy Costume and Fairy Hairband (30 Days)[n][n]
zts2985e	Sixth Antique Treasure Chest
zts2986e	An ancient treasure is hidden in this box![n]You will receive one of the following items:[n]70x Cylloan Spring Water[n]70x Cylloan Spring Water and 1x Magic Eraser[n]10x Ancelloan's Blessing[n]10x Ancelloan's Blessing and 1x Magic Eraser[n]1x Bag Package (10 Days)[n]1x Bag Package (10 Days) and 1x Magic Eraser[n]1x Lower SP Protection Scroll and 50x Angel's Feather[n]1x Equipment Protection Scroll[n]1x Equipment Protection Scroll and 1x Magic Eraser[n][n]
zts2987e	Sixth Deluxe Treasure Chest
zts2988e	A chest containing some high-quality treasure![n]You will receive one of the following items:[n]2x Blessing Amulet[n]1x Release Scroll[n]1x Amulet of Strength[n]1x Amulet of Resolve[n]2x Name Tag for Pets[n][n]
zts2989e	Sixth Pretty Treasure Chest
zts2990e	Some great treasure is hidden in this box![n]You will receive one of the following items:[n]5x Partner Medicine[n]5x Guardian Angel's Blessing[n]5x Fairy Booster[n]40x Durability Coupon[n]10x Production Coupon[n][n]
zts2991e	Malcolm's Halloween Box
zts2992e	The box may contain potions for increasing your abilities, scrolls, or other great items.[n][Note][n]This item disappears at the end of the event.[n][n]
zts2993e	Eva's Halloween Box
zts2994e	The box may contain health potions, blessings or other great items.[n][Note][n]This item disappears at the end of the event.[n][n]
zts2995e	Soraya's Halloween Box
zts2996e	The box may contain Cellons, costumes or other great items.[n][Note][n]This item disappears at the end of the event.[n][n]
zts2997e	Slowly restores HP and MP.[n]Heals NosMates within 3 spaces.[n][n]
zts2998e	Slowly restores HP and MP.[n]Heals NosMates within 3 spaces.[n]If you give it to Malcolm, Eva or Soraya, they will give you something great in exchange.[n][Note][n]This item disappears at the end of the event.[n][n]
zts2999e	Men's Fashion Box A (Hat)
zts3000e	A box containing men's costumes.[n]You will receive one of the following items:[n]1x Black Lion Hat (Permanent)[n]1x Black Lion Hat (7 Days)[n]1x Large Health Potion[n]1x Large Mana Potion[n]1x Large Recovery Potion[n]1x Specialist Point Potion[n][n]
zts3001e	Men's Fashion Box A (Costume)
zts3002e	A box containing men's costumes.[n]You will receive one of the following items:[n]1x Black Lion Costume (Permanent)[n]1x Black Lion Costume (7 Days)[n]1x Large Health Potion[n]1x Large Mana Potion[n]1x Large Recovery Potion[n]1x Specialist Point Potion[n][n]
zts3003e	Men's Fashion Box E (Hat)
zts3004e	A box containing men's costumes.[n]You will receive one of the following items:[n]1x Korat Cat Hat (Permanent)[n]1x Korat Cat Hat (7 Days)[n]1x Large Health Potion[n]1x Large Mana Potion[n]1x Large Recovery Potion[n]1x Specialist Point Potion[n][n]
zts3005e	Men's Fashion Box E (Costume)
zts3006e	A box containing men's costumes.[n]You will receive one of the following items:[n]1x Korat Cat Costume (Permanent)[n]1x Korat Cat Costume (7 Days)[n]1x Large Health Potion[n]1x Large Mana Potion[n]1x Large Recovery Potion[n]1x Specialist Point Potion[n][n]
zts3007e	Women's Fashion Box A (Hat)
zts3008e	A box containing women's costumes.[n]You will receive one of the following items:[n]1x Dark Lion Hat (Permanent)[n]1x Dark Lion Hat (7 Days)[n]1x Large Health Potion[n]1x Large Mana Potion[n]1x Large Recovery Potion[n]1x Specialist Point Potion[n][n]
zts3009e	Women's Fashion Box A (Costume)
zts3010e	A box containing women's costumes.[n]You will receive one of the following items:[n]1x Dark Lion Costume (Permanent)[n]1x Dark Lion Costume (7 Days)[n]1x Large Health Potion[n]1x Large Mana Potion[n]1x Large Recovery Potion[n]1x Specialist Point Potion[n][n]
zts3011e	Women's Fashion Box E (Hat)
zts3012e	A box containing women's costumes.[n]You will receive one of the following items:[n]1x Russian Blue Cat Hat (Permanent)[n]1x Russian Blue Cat Hat (7 Days)[n]1x Large Health Potion[n]1x Large Mana Potion[n]1x Large Recovery Potion[n]1x Specialist Point Potion[n][n]
zts3013e	Women's Fashion Box E (Costume)
zts3014e	A box containing women's costumes.[n]You will receive one of the following items:[n]1x Russian Blue Cat Costume (Permanent)[n]1x Russian Blue Cat Costume (7 Days)[n]1x Large Health Potion[n]1x Large Mana Potion[n]1x Large Recovery Potion[n]1x Specialist Point Potion[n][n]
zts3015e	When used it will open the gambling or improvement window.[n]Even if you fail in this window, your equipment will not be lost.[n]The rarity level of the equipment will not drop on failure.[n][Usage][n]Double-click on the item in your inventory to open the window.[n]When you improve/gamble your equipment in this window, the scrolls protects your equipment from failure.[n][n]
zts3016e	You can use the Protection Scroll when upgrading a Specialist Card of level 0-9. Even if the upgrade fails, you won't lose the Shining Red Soul, Shining Green Soul, Dragon Skin and Dragon Blood items! The card's soul remains.[n][Instructions][n]The protection begins as soon as you double-click on the scroll.[n]Double-click the scroll again to cancel the effect.[n](In this case no Protection Scroll will be consumed.)[n]You only consume an SP Protection Scroll any time you attempt to upgrade a Specialist Card with the protection effect active.[n]
zts3017e	You can use the Protection Scroll when upgrading a Specialist Card of level 10-14. Even if the upgrade fails, you won't lose the Shining Blue Soul and Dragon Heart items! The card's soul remains.[n][Instructions][n]The protection begins as soon as you double-click on the scroll.[n]Double-click the scroll again to cancel the effect.[n](In this case no Protection Scroll will be consumed.)[n]You only consume an SP Protection Scroll any time you attempt to upgrade a Specialist Card with the protection effect active.[n]
zts3018e	This sword was forged from the weapons of defeated soldiers.[n][n]
zts3019e	Infused with the spirit of warriors.[n][n]
zts3020e	The string on this bow is extremely easy to pull.[n][n]
zts3021e	They don't seem to be very useful.[n][Effect][n]Provides 40% resistance to the Slight Toxic Thorn[n][n]
zts3022e	It covers your ears.[n][Effect][n]Provides resistance to the Mandra's scream.[n][n]
zts3023e	You'll look extra smart wearing this item.[n][Effect][n]Provides 30% resistance to Slight Despair.[n][n]
zts3024e	This hat will keep your head warm.[n][n]
zts3025e	A hat which looks like a plunger.[n][n]
zts3026e	Protects your head.[n][n]
zts3027e	Headgear which looks like an insect's feelers.[n][n]
zts3028e	Taoists love this headband.[n][n]
zts3029e	The funny fish hat.[n][n]
zts3030e	Attractive people love this![n][n]
zts3031e	A hat with a water buffalo's horn.[n][n]
zts3032e	Vintage Rectangular Glasses
zts3033e	Street Rectangular Glasses
zts3034e	Fashionable Rectangular Glasses
zts3035e	Luxurious Rectangular Glasses
zts3036e	Scholar's Rectangular Glasses
zts3037e	Scholar's Monocle
zts3038e	Circular Monocle
zts3039e	Provides elemental attack power.[n]It adds to your character's elemental power.[n][n]
zts3040e	Using this item you can[n]place your NosMate in a bead[n]and store it in your inventory[n]or warehouse.[n]Can be traded with other players.[n][n][Instructions][n]Select your NosMate and[n]double-click on the bead.[n][n][Note][n]Your NosMate's name will be lost[n]when you store it in this bead.[n]If your NosMate's level is higher than yours,[n]you can release it in your Miniland[n]but it cannot accompany you[n]on missions.[n][n]
zts3041e	A charming cat hat.[n][n]
zts3042e	A mischievous donkey hat.[n][n]
zts3043e	This hat is very popular among cowboys in the wild west.[n][n]
zts3044e	A cute monkey hat.[n][n]
zts3045e	A wild antelope hat.[n][n]
zts3046e	A huge morning glory hat.[n][n]
zts3047e	A cute penguin hat.[n][n]
zts3048e	A worn but elegant top hat.[n][n]
zts3049e	A lovely headband which looks like bear ears.[n][n]
zts3050e	A small flower vase hat.[n][n]
zts3051e	Thief Mask
zts3052e	Fierce Mask
zts3053e	Sharp Mask
zts3054e	Silent Mask
zts3055e	Truthful Mask
zts3056e	Healing Mask
zts3057e	Eye Bandage
zts3058e	Abyssal Eye Bandage
zts3059e	Eye Bandage of Fantasy
zts3060e	Apollo-style curly hair.[n][n]
zts3061e	Hair which looks like the result of an explosion.[n][n]
zts3062e	A punk hairstyle in an unusual colour.[n][n]
zts3063e	A spiky hairstyle in an unusual colour.[n][n]
zts3064e	A cute panda hat.[n]Duration starts as soon as you equip it.[n][n]
zts3065e	A cute Asian black bear costume.[n]Duration starts as soon as you equip it.[n][n]
zts3066e	A cute polar bear costume.[n]Duration starts as soon as you equip it.[n][n]
zts3067e	A cute panda costume.[n]Duration starts as soon as you equip it.[n][n]
zts3068e	A cute teddy bear costume.[n]Duration starts as soon as you equip it.[n][n]
zts3069e	A cute Asian black bear hat.[n]Duration starts as soon as you equip it.[n][n]
zts3070e	A cute polar bear hat.[n]Duration starts as soon as you equip it.[n][n]
zts3071e	A cute teddy bear hat.[n]Duration starts as soon as you equip it.[n][n]
zts3072e	A cute rat hat.[n]Duration starts as soon as you equip it.[n][n]
zts3073e	A cool outfit.[n]Duration starts as soon as you equip it.[n][n]
zts3074e	A casual outfit.[n]Duration starts as soon as you equip it.[n][n]
zts3075e	This hut reduces dandruff, massages your head and makes your hair glossy.[n]Duration starts as soon as you equip it.[n][n]
zts3076e	This hat is gorgeous but very heavy. It makes your neck ache![n]Duration starts as soon as you equip it.[n][n]
zts3077e	A small lightweight Nutshell Hat.[n]Duration starts as soon as you equip it.[n][n]
zts3078e	Public officials used to wear hats like this. They give off a certain air.[n]Duration starts as soon as you equip it.[n][n]
zts3079e	A pretty traditional Korean hat.[n]Duration starts as soon as you equip it.[n][n]
zts3080e	A luxurious traditional Chinese accessory.[n]Duration starts as soon as you equip it.[n][n]
zts3081e	A beautiful traditional Japanese accessory.[n]Duration starts as soon as you equip it.[n][n]
zts3082e	A traditional Korean hat.[n]Duration starts as soon as you equip it.[n][n]
zts3083e	An interesting Asian hat.[n]Duration starts as soon as you equip it.[n][n]
zts3084e	An elegant traditional Japanese hat.[n]Duration starts as soon as you equip it.[n][n]
zts3085e	A traditional Korean costume.[n]Duration starts as soon as you equip it.[n][n]
zts3086e	A traditional Chinese costume.[n]Duration starts as soon as you equip it.[n][n]
zts3087e	A traditional Japanese costume.[n]Duration starts as soon as you equip it.[n][n]
zts3088e	A dog costume.[n]Duration starts as soon as you equip it.[n][n]
zts3089e	A cat costume.[n]Duration starts as soon as you equip it.[n][n]
zts3090e	A rabbit costume.[n]Duration starts as soon as you equip it.[n][n]
zts3091e	Immature Fire Fairy
zts3092e	Immature Water Fairy
zts3093e	Immature Light Fairy
zts3094e	Immature Shadow Fairy
zts3095e	A tiger costume.[n]Duration starts as soon as you equip it.[n][n]
zts3096e	A lion costume.[n]Duration starts as soon as you equip it.[n][n]
zts3097e	A dog hat.[n]Duration starts as soon as you equip it.[n][n]
zts3098e	A cat hat.[n]Duration starts as soon as you equip it.[n][n]
zts3099e	Bunny ears.[n]Duration starts as soon as you equip it.[n][n]
zts3100e	A cute tiger hat.[n]Duration starts as soon as you equip it.[n][n]
zts3101e	A lion hat.[n]Duration starts as soon as you equip it.[n][n]
zts3102e	A bunny hat.[n]Duration starts as soon as you equip it.[n][n]
zts3103e	A dignified tiger hat.[n]Duration starts as soon as you equip it.[n][n]
zts3104e	A lion hat.[n]Duration starts as soon as you equip it.[n][n]
zts3105e	Hairpin of Prudence
zts3106e	A cute star-shaped hairpin.[n][Effect][n]Provides 10% resistance to Slight Blackouts.[n][n]
zts3107e	Hairpin of Concentration
zts3108e	A cute star-shaped hairpin.[n][Effect][n]Provides 30% resistance to Slight Blackouts.[n][n]
zts3109e	Hairpin of Hope
zts3110e	A cute star-shaped hairpin.[n][Effect][n]Provides 40% resistance to Slight Despair.[n][n]
zts3111e	Hairpin of Devotion
zts3112e	A cute star-shaped hairpin.[n][Effect][n]Provides 35% resistance to Slight Blackouts.[n]Provides 40% resistance to Slight Nerve Gas.[n][n]
zts3113e	Cloth Headband
zts3114e	A headband which increases your ability to concentrate.[n][Effect][n]Provides 15% resistance to Minor Bleeding.[n][n]
zts3115e	Leather Headband
zts3116e	A headband which increases your ability to concentrate.[n][Effect][n]Provides 30% resistance to Minor Bleeding.[n][n]
zts3117e	Light Headband
zts3118e	A headband which increases your ability to concentrate.[n][Effect][n]Provides 25% resistance to Slight Paralysis.[n][n]
zts3119e	Silk Headband
zts3120e	A hairband which increases your ability to concentrate.[n][Effect][n]Provides 40% resistance to Minor Bleeding.[n]Provides 35% resistance to Slight Paralysis.[n]Provides 40% resistance to Despair.[n][n]
zts3121e	Silver Floral Headband
zts3122e	A floral headband.[n][Effect][n]Provides 10% resistance to Blackouts.[n][n]
zts3123e	Cursed Floral Headband
zts3124e	A floral headband.[n][Effect][n]Provides 25% resistance to Bleeding.[n][n]
zts3125e	White Floral Headband
zts3126e	A floral headband.[n][Effect][n]Provides 30% resistance to Blackouts.[n][n]
zts3127e	Flaming Floral Headband
zts3128e	A floral headband.[n][Effect][n]Provides 35% resistance to Burn.[n]Provides 20% resistance to Fear.[n][n]
zts3129e	Handy when you want to get somewhere fast.[n][n]
zts3130e	Icy Floral Headband
zts3131e	A floral headband.[n][Effect][n]Provides 30% resistance to Freeze.[n]Provides 25% resistance to Horror.[n][n]
zts3132e	Protective Floral Headband
zts3133e	A floral headband.[n][Effect][n]Provides 25% resistance to Weaken Weapon.[n]Provides 25% resistance to Freeze.[n]Provides 30% resistance to Burn.[n][n]
zts3134e	Cold Head Protector
zts3135e	Protective headgear.[n][Effect][n]Provides 20% resistance to Intense Cold.[n][n]
zts3136e	Panic Head Protector
zts3137e	Protective headgear.[n][Effect][n]Provides 25% resistance to Blackouts.[n]Provides 35% resistance to Attack Element Weakening.[n][n]
zts3138e	Deathly Head Protector
zts3139e	Protective headgear.[n][Effect][n]Provides 25% resistance to Blackouts.[n]Provides 50% resistance to the Hand of Death.[n][n]
zts3140e	Poison Head Protector
zts3141e	Protective headgear.[n][Effect][n]Provides 30% resistance to Bleeding.[n]Provides 40% resistance to Deadly Poison.[n][n]
zts3142e	Strong Head Protector
zts3143e	Protective headgear.[n][Effect][n]Provides 30% resistance to Bleeding.[n]Provides 40% resistance to Horror.[n][n]
zts3144e	Ultimate Head Protector
zts3145e	Protective headgear.[n][Effect][n]Provides 20% resistance to Bleeding.[n]Provides 15% resistance to Blackouts.[n]Provides 60% resistance to Attack Element Weakening[n]Provides 60% resistance to the Hand of Death.[n][n]
zts3146e	Stone Circlet
zts3147e	A circlet with cute wings.[n][Effect][n]Provides 15% resistance to Fossilisation.[n][n]
zts3148e	Winter Circlet
zts3149e	A circlet with cute wings.[n][Effect][n]Provides 20% resistance to Deadly Blackouts.[n]Provides 25% resistance to Bad Cold.[n][n]
zts3150e	Summer Circlet
zts3151e	A circlet with cute wings.[n][Effect][n]Provides 20% resistance to Fatal Burn.[n]Provides 25% resistance to Heavy Bleeding.[n][n]
zts3152e	Light Circlet
zts3153e	A circlet with cute wings.[n][Effect][n]Provides 20% resistance to Serious Horror.[n]Provides 25% resistance to Strong Incapacitation.[n][n]
zts3154e	Hard Circlet
zts3155e	A circlet with cute wings.[n][Effect][n]Provides 20% resistance to Deadly Poison.[n]Provides 20% resistance to Break Defensive Weapon.[n][n]
zts3156e	Angel Circlet
zts3157e	A circlet with cute wings.[n][Effect][n]Provides 25% resistance to Deadly Blackouts.[n]Provides 25% resistance to Fatal Burn.[n]Provides 25% resistance to Heavy Bleeding.[n]Provides 25% resistance to Strong Incapacitation.[n][n]
zts3158e	Panda Hat (7 Days/Event)
zts3159e	Panda Hat (30 Days/Event)
zts3160e	Asian Black Bear Hat (7 Days/Event)
zts3161e	Asian Black Bear Hat (30 Days/Event)
zts3162e	Polar Bear Hat (7 Days/Event)
zts3163e	Polar Bear Hat (30 Days/Event)
