zts1e	Effetto Generale
zts21439e	Armatura perforata (F)
zts21440e	Armatura perforata (E)
zts21441e	Armatura perforata (D)
zts21442e	Armatura perforata (C)
zts21443e	Armatura perforata (B)
zts21444e	Armatura perforata (A)
zts21445e	Armatura perforata (S)
zts21446e	Pressione Caldaia (F)
zts21447e	Pressione Caldaia (E)
zts21448e	Pressione Caldaia (D)
zts21449e	Pressione Caldaia (C)
zts21450e	Pressione Caldaia (B)
zts21451e	Pressione Caldaia (A)
zts21452e	Pressione Caldaia (S)
zts21453e	Tore Vapore (F)
zts21454e	Tore Vapore (E)
zts21455e	Tore Vapore (D)
zts21456e	Tore Vapore (C)
zts21457e	Tore Vapore (B)
zts21458e	Tore Vapore (A)
zts21459e	Tore Vapore (S)
zts21460e	Halitus-15 (F) è con te
zts21461e	Halitus-15 (E) è con te
zts21462e	Halitus-15 (D) è con te
zts21463e	Halitus-15 (C) è con te
zts21464e	Halitus-15 (B) è con te
zts21465e	Halitus-15 (A) è con te
zts21466e	Halitus-15 (S) è con te
zts21467e	Prototipo Halitus (F) è con te
zts21468e	Prototipo Halitus (E) è con te
zts21469e	Prototipo Halitus (D) è con te
zts21470e	Prototipo Halitus (C) è con te
zts21471e	Prototipo Halitus (B) è con te
zts21472e	Prototipo Halitus (A) è con te
zts21473e	Prototipo Halitus (S) è con te
zts21474e	Ali Aquila d'oro
zts21475e	Effetto Ali Aquila d'oro
zts21476e	Benedizione Ali Aquila d'oro
zts21477e	La Benedizione Ali Aquila d'oro ti rende più agile.
zts21478e	Lancia splendente
zts21479e	Hai lucidato la tua lancia fino a farla risplendere.
zts21480e	Lancia appuntita
zts21481e	La tua lancia ha una punta davvero notevole.
zts21482e	Lancia acuminata
zts21483e	La punta della tua lancia perforerebbe qualsiasi materiale.
zts21484e	Preriscaldamento
zts21485e	La tua arma sta raggiungendo una certa temperatura.
zts21486e	Bollente
zts21487e	La tua arma diventerà bollente.
zts21488e	Incandescente
zts21489e	La tua arma diventerà estremamente calda.
zts21490e	Surriscaldamento
zts21491e	La temperatura della tua arma ha raggiunto la temperatura massima. Non puoi più usare le abilità che incrementano il calore.
zts21492e	Campo gravitazionale (grande)
zts21493e	La tua Sfera gravitazionale si carica di energia gravitazionale.
zts21494e	Campo antigravitazionale (grande)
zts21495e	La tua Sfera gravitazionale si carica di energia antigravitazionale.
zts21496e	Equilibrio gravitazionale
zts21497e	L'energia gravitazionale e quella antigravitazionale si armonizzano equilibrate nella Sfera gravitazionale.
zts21498e	Armatura perforata
zts21499e	La tua armatura è stata perforata.
zts21500e	Armatura completamente perforata
zts21501e	La tua armatura è stata perforata in ogni suo punto.
zts21502e	Ferita grave
zts21503e	Ti ha colpito una lancia.
zts21504e	Scudo Draconium
zts21505e	Questo scudo massiccio protegge il tuo corpo.
zts21506e	Luce della protezione
zts21507e	Ti protegge la forza della luce.
zts21508e	Luce purificante
zts21509e	Ti guarisce la luce sacra.
zts21510e	Ricarica
zts21511e	Ricarichi delle granate più potenti.
zts21512e	Scudo energetico Draconium
zts21513e	Ti protegge uno scudo energetico in cui fluisce l'energia del drago.
zts21514e	Alta pressione
zts21515e	L'elevata forza di gravità rende difficile compiere anche i movimenti più semplici.
zts21516e	Conversione energetica
zts21517e	Rafforza il corpo tramite conversione del calore dell'arma.
zts21518e	Ustione Soffio di drago
zts21519e	Ti ha colpito il fuoco in cui fluiva la magia del drago.
zts21520e	Forza del fuoco incrementata
zts21521e	La tua forza del fuoco viene rafforzata dal calore.
zts21522e	Campo gravitazionale
zts21523e	Attiva un forte campo gravitazionale.
zts21524e	Conseguenze gravitazionali
zts21525e	Ti ritrovi all'interno di un campo gravitazionale.
zts21526e	Ipergravità
zts21527e	Incrementa la forza della Sfera gravitazionale. Può causare Sovraccarico.
zts21528e	Campo antigravitazionale
zts21529e	Questo Campo antigravitazionale sostituisce una parte dei danni HP subiti con degli MP.
zts21530e	Riflesso antigravitazionale
zts21531e	L'antigravitazione riflette tutti gli attacchi.
zts21532e	Campo antigravitazionale reattivo
zts21533e	Il Campo antigravitazionale reagisce automaticamente agli attacchi avversari.
zts21534e	Senza gravità
zts21535e	Conosci gli effetti dell'assenza di gravità.
zts21536e	Maldestrezza
zts21537e	Ti muovi in modo goffo perché non conosci gli effetti provocati dall'assenza di gravità.
zts21538e	Conseguenze della gravità più forte
zts21539e	Ti ritrovi all'interno di un campo gravitazionale particolarmente forte.
zts21540e	Rifornimento
zts21541e	Trasforma l'energia magica in carburante per braccia robotiche.
zts21542e	Ricarica magia
zts21543e	Conclude il rifornimento e ricarica la magia del drago per un certo periodo di tempo.
zts21544e	Vibrazione tellurica
zts21545e	Blocco frontale
zts21546e	Gli attacchi avversari vengono bloccati con le potenti Braccia Draconium.
zts21547e	Barriera magica
zts21548e	L'energia magica delle armi protegge dagli attacchi avversari.
zts21549e	Corpo frantumato
zts21550e	Le ossa ti sono state frantumante da un colpo particolarmente forte.
zts21551e	Attacco feroce
zts21552e	Il bersaglio viene attaccato ripetutamente in modo selvaggio.
zts21553e	Shock magico
zts21554e	La potente magia del drago sortisce un effetto devastante sul corpo.
zts21555e	Barriera magica migliorata
zts21556e	Surplus di carburante
zts21557e	C'è abbastanza carburante per migliorare le presatzioni.
zts21558e	Surplus di carburante migliorato.
zts21559e	Campo gravitazionale sovraccarico
zts21560e	La quantità di energia gravitazionale in tuo possesso è troppo alta.
zts21561e	Campo antigravitazionale sovraccarico
zts21562e	La quantità di energia antigravitazionale in tuo possesso è troppo alta.
zts21563e	C'è abbastanza carburante per migliorare le prestazioni. Se il carburante è esaurito, l'effetto viene sostituito da [Surplus di carburante].
zts21564e	Protezione Drago di ghiaccio primevo
zts21565e	Devi andare nell'area blu.
zts21566e	Protezione Drago di fuoco primevo
zts21567e	Devi andare nell'area rossa.
zts21568e	Protezione Drago del sole primevo
zts21569e	Devi andare nell'area gialla.
zts21570e	Protezione Drago della luna primevo
zts21571e	Devi andare nell'area nera.
zts21572e	Scudo specchio Draconium
zts21573e	Uno Scudo Draconium extra. È particolarmente robusto, ma ha una durata breve.
zts21574e	Potere misterioso di Ancelloan
zts21575e	La misteriosa forza di Ancelloan fluisce in te.
zts21576e	La terra sta tremando e tu fai fatica a muoverti.
zts21577e	Sopraffatto dai regali
zts21578e	La grossa quantità di regali ti rallenta.
zts21579e	Stile di battaglia dell'Omino Panpepato
zts21580e	Assumi l'assetto da battaglia dell'Omino Panpepato.
zts21581e	Mira dell'Omino Panpepato
zts21582e	Disponi della mira dell'Omino Panpepato.
zts21583e	Poteri magici dell'Omino Panpepato
zts21584e	Possiedi i poteri magici dell'Omino Panpepato.
zts21585e	Benedizione Anno Nuovo del coniglio
zts21586e	Armatura Inchiostro
zts21587e	Questa armatura di inchiostro nero è in grado di proteggerti.
zts21588e	Lesione d'ombra
zts21589e	L'energia dell'ombra oscura provoca una ferita profonda.
zts21590e	Benedizione Coniglio nero
zts21591e	Energia dell'ombra
zts21592e	L'energia dell'ombra fluisce in te.
zts21593e	Cioccolato dolce
zts21594e	Il Cioccolato dolce dà una carica di energia.
zts21595e	Micosi sconosciuta
zts21596e	Benedizione Fungo d'oro
zts21597e	Vengono ridotti l'HitRate e gli HP.
zts21598e	L'Energia sacra potenzia il tuo corpo.
zts21599e	La morte è in agguato.
zts21600e	Sfida contro la morte.
zts21601e	Nessuno sfugge alla morte.
zts21602e	Rafforzamento sacro
zts21603e	Il Potere sacro fluisce in te.
zts21604e	Potere del totem sacro
zts21605e	La Luce del totem sacro rafforza le tue armi.
zts21606e	Luce splendente
zts21607e	La Luce infligge dei danni alle forze del male.
zts21608e	Potere sacro debole
zts21609e	Il Potere della luce sacra aumenta.
zts21610e	Risveglio del potere sacro
zts21611e	Dispiegamento del potere sacro
zts21612e	Sonnolenza
zts21613e	La stanchezza ti travolge e non riesci a difenderti.
zts21614e	Totem sacro
zts21615e	Un totem a forma di croce.
zts21616e	Armatura sacra
zts21617e	Ti protegge uno Scudo sacro.
zts21618e	Una malattia micotica sconosciuta.
zts21619e	Soffio di drago migliorato
zts21620e	L'inarrestabile fuoco del drago potenzia la tua arma.
zts21621e	Illuminazione debole
zts21622e	Benedizione di Dio debole
zts21623e	Illusione (PvP)
zts21624e	Decadimento oscuro debole
zts21625e	L'Energia oscura fa deperire l'anima.
zts21626e	Decadimento oscuro
zts21627e	Minacce
zts21628e	Il pet si prepara alla lotta.
zts21629e	Minacce 1
zts21630e	Minacce 2
zts21631e	Minacce 3
zts21632e	Subisci Blackout e non puoi eseguire nessuna azione.
zts21633e	Blackout 1
zts21634e	Blackout 3
zts21635e	Blackout 5
zts21636e	Postura di difesa
zts21637e	Il pet assume una posizione di difesa.
zts21638e	Postura di difesa 1
zts21639e	Postura di difesa 2
zts21640e	Postura di difesa 3
zts21641e	Primo soccorso
zts21642e	Il tuo corpo si rigenera.
zts21643e	Minacce 4
zts21644e	Minacce 5
zts21645e	Minacce 6
zts21646e	Postura di difesa 4
zts21647e	Postura di difesa 5
zts21648e	Postura di difesa 6
zts21649e	Primo soccorso 1
zts21650e	Primo soccorso 2
zts21651e	Primo soccorso 3
zts21652e	Primo soccorso 4
zts21653e	Primo soccorso 5
zts21654e	Primo soccorso 6
zts21655e	Estrai essenza migliorata
zts21656e	Con questa abilità avanzata puoi ottenere pi7 di un'essenza.
zts21657e	Schiocco di frusta
zts21658e	Fai schioccare la frusta.
zts21659e	Ali arboree
zts21660e	Effetto Ali arboree
zts21661e	Ramo di Madre Natura
zts21662e	La forza di Madre Natura fluisce in te.
zts21663e	Maledizione di Madre Natura
zts21664e	Madre Natura ti ha maledetto.
zts21665e	Veleno speciale (F)
zts21666e	Hai subito un avvelenamento.
zts21667e	Veleno speciale (E)
zts21668e	Veleno speciale (D)
zts21669e	Veleno speciale (C)
zts21670e	Veleno speciale (B)
zts21671e	Veleno speciale (A)
zts21672e	Veleno speciale (S)
zts21673e	Tralci dell'incanto (F)
zts21674e	A causa dei tralci non ti può muovere.
zts21675e	Tralci dell'incanto (E)
zts21676e	Tralci dell'incanto (D)
zts21677e	Tralci dell'incanto (C)
zts21678e	Tralci dell'incanto (B)
zts21679e	Tralci dell'incanto (A)
zts21680e	Tralci dell'incanto (S)
zts21681e	Tralci strangolanti (F)
zts21682e	I tralci ti impediscono di respirare.
zts21683e	Tralci strangolanti (E)
zts21684e	Tralci strangolanti (D)
zts21685e	Tralci strangolanti (C)
zts21686e	Tralci strangolanti (B)
zts21687e	Tralci strangolanti (A)
zts21688e	Tralci strangolanti (S)
zts21689e	Semi letali (F)
zts21690e	Dei semi parassitari ti si diffondono nel corpo.
zts21691e	Semi letali (E)
zts21692e	Semi letali (D)
zts21693e	Semi letali (C)
zts21694e	Semi letali (B)
zts21695e	Semi letali (A)
zts21696e	Semi letali (S)
zts21697e	Tralci rinforzanti
zts21698e	I tralci sottraggono forza agli avversari.
zts21699e	Forga Tiratrice elfa boschiva è con te (F)
zts21700e	Forga Tiratrice elfa boschiva è con te (E)
zts21701e	Forga Tiratrice elfa boschiva è con te (D)
zts21702e	Forga Tiratrice elfa boschiva è con te (C)
zts21703e	Forga Tiratrice elfa boschiva è con te (B)
zts21704e	Forga Tiratrice elfa boschiva è con te (A)
zts21705e	Forga Tiratrice elfa boschiva è con te (S)
zts21706e	Hai delle ferite gravi e stai perdendo sangue.
zts21707e	Benedizione del pesce inseguitore
zts21708e	Una scossa elettrica ti ha paralizzato.
zts21709e	Benedizione della medusa
zts21710e	Assorbimento fotonico
zts21711e	Conseguenze della crescita
zts21712e	Ferita sporca
zts21713e	Difficilmente puoi muoverti a causa della ferita sporca.
zts21714e	Acqua contaminata
zts21715e	Hai subito un avvelenamento dall'acqua contaminata.
zts21716e	Viticci tortuosi
zts21717e	I viticci di Pollutus ti avvolgono.
zts21718e	Prigione di acqua contaminata
zts21719e	Corpi invincibili
zts21720e	Migliora arma
zts21721e	Migliora la corazza
zts21722e	Migliora generatore
zts21723e	Modulo scudo superiore
zts21724e	Riparazione d'emergenza
zts21725e	Rafforza arma
zts21726e	Rafforza armatura
zts21727e	Movimento veloce
zts21728e	Modulo scudo
zts21729e	Recupero d'emergenza
zts21730e	Ferita squarciata
zts21731e	Danni da esplosione
zts21732e	Obiettivo catturato!
zts21733e	Scossa elettrica!
zts21734e	Forte scossa elettrica!
zts21735e	Bomba con grilletto di movimento
zts21738e	Buff del 16° anniversario
zts21739e	Morbido e soffice
zts21740e	Benedizione della tortina al cioccolato per il 16º anniversario
zts21741e	Benedizione della tortina arcobaleno per il 16º anniversario
zts21742e	Party delle tortine
zts21743e	Fan delle tortine
zts21744e	Benedizione della Testa di pupazzo di neve
zts21745e	La Benedizione della Testa di pupazzo di neve.
zts21746e	Estirpatore forte
zts21747e	Estremamente efficace contro le sterpaglie.
zts21748e	Estirpatore forte
zts21749e	Spaccatura dell'armatura
zts21750e	Una lama rotante squarcia l'armatura.
zts21751e	Perforazione forte
zts21752e	Una freccia veloce trafigge il bersaglio.
zts21753e	Disturbo metabolico
zts21754e	Il metabolismo funziona lentamente e fa cose strane.
zts21755e	Elettroshock
zts21756e	Colto da una forte scossa elettrica.
zts21757e	Colpo alla vulnerabilità
zts21758e	Colpito da un preciso colpo di balestra.
zts21759e	Schock da vapore
zts21760e	Scioccato da una lama di vapore.
zts21761e	Shock mentale
zts21762e	Il flusso di energia nel cervello viene interrotto.
zts21763e	Giunto idraulico
zts21764e	Funziona con la potenza di una macchina idraulica.
zts21765e	Sopportare il tormento
zts21766e	I banditi sono abituati al dolore.
zts21767e	Benedizione del vapore
zts21768e	Benedetto dal potere del vapore.
zts21769e	Difesa meccanica
zts21770e	Arte marziale meccanica che ricorda il movimento di una macchina.
zts21771e	Ali Steampunk
zts21772e	Arrugginito
zts21773e	Gli ingranaggi arrugginiti funzionano solo in misura limitata.
zts21774e	Tutto liscio!
zts21775e	Come l'olio!
zts21776e	Scudo perfetto
zts21777e	Questo potente scudo previene qualsiasi danno derivante dagli attacchi. Scompare quando tutti i moduli vengono rimossi.
