zts1e	Nowy przedmiot
zts4255e	Uszlachetniona Kryszta³owa Bransoletka
zts4256e	Uszlachetniona Diamentowa Bransoletka
zts4257e	Efekt:[n]3% odpornoœci na wszystkie negatywne efekty do poziomu 1[n][n]
zts4258e	Efekt:[n]5% odpornoœci na wszystkie negatywne efekty do poziomu 1[n][n]
zts4259e	Efekt:[n]8% odpornoœci na wszystkie negatywne efekty do poziomu 1[n][n]
zts4260e	Efekt:[n]8% odpornoœci na wszystkie negatywne efekty do poziomu 2[n][n]
zts4261e	Efekt:[n]8% odpornoœci na wszystkie negatywne efekty do poziomu 3[n][n]
zts4262e	Spinka do W³osów Mandry
zts4263e	Urocza spinka do w³osów w kszta³cie gwiazdki.[n]Efekt:[n]Odpornoœæ na krzyk Mandry[n][n]
zts4264e	Spinka Si³y Woli
zts4265e	Urocza spinka do w³osów w kszta³cie gwiazdki.[n]Efekt:[n]15% odpornoœci na lekkie zamroczenie[n]20% odpornoœci na ma³y gaz nerwowy[n][n]
zts4266e	Miêkka Opaska
zts4267e	Opaska do w³osów poprawiaj¹ca koncentracjê[n]Efekt:[n]30% odpornoœci na lekkie krwawienie[n]20% odpornoœci na lekki parali¿[n][n]
zts4268e	Ochronna Kwiecista Opaska
zts4269e	Opaska ozdobiona kwiatami.[n]Efekt:[n]10% odpornoœci na os³abienie broni[n]10% odpornoœci na mróz[n]15% odpornoœci na spalenie[n][n]
zts4270e	He³m Ochronny
zts4271e	Ochrona na g³owê.[n]Efekt:[n]15% odpornoœci na krwawienia[n]30% odpornoœci na os³abienie w wyniku ataku ¿ywio³ów[n]30% odpornoœci na rêkê œmierci[n][n]
zts4272e	Miêkkie Skórzane Rêkawice
zts4273e	Mocne Skórzane Rêkawice
zts4274e	Ulepszone Skórzane Rêkawice
zts4275e	Rêkawice Wojownika
zts4276e	Kolczaste Rêkawice
zts4277e	Mocne P³omienne Rêkawice
zts4278e	Lekkie Wzmocnione Rêkawice
zts4279e	Mocne Szybkie Rêkawice
zts4280e	Mocne Rêkawice Bojowe
zts4281e	Miêkkie Skórzane Buty
zts4282e	Mocna Kolcze Rêkawice
zts4283e	Wzmocnione Rêkawice Bojowe
zts4284e	Mocne Skórzane Buty
zts4285e	Lekkie Skórzane Buty
zts4286e	Miêkkie Rolki
zts4287e	Mocne Rolki
zts4288e	Lekkie Buty £añcuszkowe
zts4289e	Lekkie Futrzane Buty
zts4290e	Lekkie Glany
zts4291e	Lekkie Wietrzne Buty
zts4292e	Wzmocnione Metalowe Buty
zts4293e	Wzmocnione Wietrzne Buty
zts4294e	Szata Stra¿nika
zts4295e	Szata noszona przez stra¿ników Akamur.[n][n]
zts4296e	Skórzana Zbroja Stra¿nika
zts4297e	Skórzany pancerz noszony przez stra¿ników Akamur.[n][n]
zts4298e	Zbroja Stra¿nika
zts4299e	Zbroja noszona przez stra¿ników Akamur.[n][n]
zts4300e	Karta Tarota (G³upiec)
zts4301e	Zachowujesz siê jak g³upiec.[n]Zwiêksza szybkoœæ poruszania siê o +1, pozyskiwanie z³ota o 10%, jednoczeœnie zmniejszaj¹c wszystkie parametry obrony o 30%.[n]Wymagany poziom: 60[n]Czas u¿ytkowania: 1 godzina[n]Czas u¿ytkowania rozpoczyna siê w momencie za³o¿enia.[n][n]
zts4302e	Karta Tarota (Mag)
zts4303e	Dziêki czarodziejskiej mocy Maga[n]twoje zu¿ycie many zmniejsza siê o 20%, a wszystkie rodzaje odpornoœci na ¿ywio³y zwiêkszaj¹ siê o 5.[n]Wymagany poziom: 60[n]Czas u¿ytkowania: 1 godzina[n]Czas u¿ytkowania rozpoczyna siê w momencie za³o¿enia.[n][n]
zts4304e	Karta Tarota (Mi³oœæ)
zts4305e	Czujesz ogieñ mi³oœci.[n]Zwiêksza maks. P¯ i PM o +2000.[n]Wymagany poziom: 60[n]Czas u¿ycia: 1 godzina[n]Czas u¿ytkowania rozpoczyna siê w momencie za³o¿enia.[n][n]
zts4306e	Karta Tarota (Pustelnik)
zts4307e	Gdy u¿yjesz tego przedmiotu, posi¹dziesz moc Pustelnika.[n]Twoja si³a obrony wzroœnie o 200, jednak szybkoœæ poruszania siê spadnie o 1.[n]Wymagany poziom: 60[n]Czas u¿ytkowania: 1 godzina.[n]Czas u¿ytkowania rozpoczyna siê w momencie za³o¿enia.[n][n]
zts4308e	Karta Tarota (Œmieræ)
zts4309e	Przeniesie ciê na Wyspê Œmierci.
zts4310e	Karta Tarota (Demon)
zts4311e	Dodaje demonicznej si³y.[n]Zwiêksza si³ê ataku o 100. Dodatkowo zwiêkszona jest si³a ataku ¿ywio³u mroku o 100 oraz twoja celnoœæ wynosi 100%.[n]Wymagany poziom: 60[n]Czas u¿ytkowania 1 godzina. Czas u¿ytkowania rozpoczyna siê w momencie za³o¿enia.[n][n]
zts4312e	Karta Tarota (Wie¿a)
zts4313e	Dziêki magicznej mocy Wie¿y[n]twoje pozyskiwanie z³ota i liczba punktów doœwiadczenia zwiêksz¹ siê o 10%, jednak liczba P¯ zmniejszy siê o 20%.[n]Wymagany poziom: 60[n]Czas u¿ytkowania: 1 godzina[n]Czas u¿ytkowania rozpoczyna siê w momencie za³o¿enia.[n][n]
zts4314e	Karta Tarota (Gwiazda)
zts4315e	Dziêki mocy œwiec¹cej gwiazdy twoja szybkoœæ poruszania siê zostaje zwiêkszona o +1, a liczba punktów doœwiadczenia o 15%.[n]Wymagany poziom: 60[n]Czas u¿ytkowania: 1 godzina[n]Czas u¿ytkowania rozpoczyna siê w momencie za³o¿enia.[n][n]
zts4316e	Karta Tarota (Ksiê¿yc)
zts4317e	Moc ksiê¿yca[n]zwiêksza twoje maks. PM o 2000 i ca³¹ si³ê ¿ywio³ów o 50.[n]Wymagany poziom: 60[n]Czas u¿ytkowania: 1 godzina[n]Czas u¿ytkowania rozpoczyna siê w momencie za³o¿enia.[n][n]
zts4318e	Karta Tarota (S³oñce)
zts4319e	S³oneczne ciep³o budzi w tobie now¹ si³ê.[n]Zwiêksza si³ê ataku siê o 100. Dodatkowo zwiêkszone s¹ ataki ogniem Infero o 100 oraz twoja celnoœæ wynosi 100%.[n]Wymagany poziom: 60[n]Czas u¿ytkowania 1 godzina. Czas u¿ytkowania rozpoczyna siê w momencie za³o¿enia.[n][n]
zts4320e	Talizman B³yskawicy
zts4321e	Talizman, w którym tkwi si³a b³yskawicy.[n]Celnoœæ wzrasta o +100.[n]Wymagany poziom: 60.[n]Czas u¿ytkowania: 3 godziny. Czas u¿ytkowania rozpoczyna siê w momencie za³o¿enia.[n][n]
zts4322e	Talizman Fali
zts4323e	Talizman, w którym tkwi si³a fali.[n]Pozyskiwanie doœwiadczenia wzrasta o 15%.[n]Wymagany poziom: 60[n]Czas u¿ytkowania: 3 godziny[n]Czas u¿ytkowania rozpoczyna siê w momencie za³o¿enia.[n][n]
zts4324e	Talizman Chmury
zts4325e	Talizman, w którym tkwi si³a chmury. Zwiêkszenie maks. PM o +1000.[n]Wymagany poziom: 60[n]Czas u¿ytkowania: 3 godzina[n]Czas u¿ytkowania rozpoczyna siê w momencie za³o¿enia.[n][n]
zts4326e	Talizman Wiatru
zts4327e	Talizman, w którym tkwi si³a wiatru. Zwiêksza szybkoœæ poruszania siê o 1.[n]Wymagany poziom: 60[n]Czas u¿ytkowania: 3 godzina[n]Czas u¿ytkowania rozpoczyna siê w momencie za³o¿enia.[n][n]
zts4328e	Talizman Ognia
zts4329e	Talizman, w którym tkwi si³a ognia. Zwiêksza ca³¹ si³ê ataku o 40.[n]Wymagany poziom: 60[n]Czas u¿ytkowania: 3 godzina[n]Czas u¿ytkowania rozpoczyna siê w momencie za³o¿enia.[n][n]
zts4330e	D³ugi Miecz Pustynnych Rozbójników
zts4331e	Ostry miecz u¿ywany przez elitarnych wojowników pustynnych rozbójników.[n][n]
zts4332e	£uk Pustynnych Rozbójników
zts4333e	Stabilny ³uk u¿ywany przez najlepszych ³uczników wœród pustynnych rozbójników.[n][n]
zts4334e	Laska Pustynnych Rozbójników
zts4335e	Tajemnicza laska u¿ywana przez najlepszych magów wœród pustynnych rozbójników.[n][n]
zts4336e	Z³ota Zbroja Bandy Rozbójników
zts4337e	Zbroja, ozdobiona god³em pustynnych rozbójników. [n][n]
zts4338e	Z³ota Tunika Bandy Rozbójników
zts4339e	Zbroja, ozdobiona god³em pustynnych rozbójników. [n][n]
zts4340e	Z³ota Szata Bandy Rozbójników
zts4341e	Szata, ozdobiona z³otym god³em pustynnych rozbójników.[n][n]
zts4342e	Kusza Pustynnego W³óczêgi
zts4343e	Kusza u¿ywana przez w³óczêgów pustynnych.[n][n]
zts4344e	Sztylet Pustynnego Skorpiona
zts4345e	Ten sztylet wykuto z ogonów antycznych skorpionów.[n][n]
zts4346e	Miotacz Zaklêæ Pustynnego Maga
zts4347e	Miotacz zaklêæ, który daje pustynnym magom ich czarodziejsk¹ moc.[n][n]
zts4348e	Srebrne Buty Bandy Rozbójników
zts4349e	Pustynni rozbójnicy strzeg¹ tych srebrnych butów jak oka w g³owie.[n][n]
zts4350e	B³yszcz¹ce Buty Bandy Rozbójników
zts4351e	Pustynni rozbójnicy strzeg¹ tych lœni¹cych butów jak oka w g³owie.[n][n]
zts4352e	Srebrne Rêkawice Bandy Rozbójników
zts4353e	Pustynni rozbójnicy strzeg¹ tych srebrnych rêkawic jak oka w g³owie.[n][n]
zts4354e	B³yszcz¹ce Rêkawice Bandy Rozbójników
zts4355e	Pustynni rozbójnicy strzeg¹ tych lœni¹cych rêkawic jak oka w g³owie.[n][n]
zts4356e	Kapelusz Mistrza Rozbójników
zts4357e	Wed³ug legendy ten kapelusz nale¿a³ do bardzo znanego rozbójnika.[n][n]
zts4358e	Maska Mistrza Rozbójnika
zts4359e	Wed³ug legendy ta maska nale¿a³a do bardzo znanego rozbójnika.[n][n]
zts4360e	Ostry Miecz Wielkiego Przywódcy
zts4361e	Ostry miecz u¿ywany przez przywódcê pustynnych rozbójników na wschodzie.[n][n]
zts4362e	Ró¿d¿ka Wielkiego Przywódcy
zts4363e	Ró¿d¿ka u¿ywana przez herszta pustynnych rozbójników.[n][n]
zts4364e	£uk Klinowy Wielkiego Przywódcy
zts4365e	£uk klinowy u¿ywany przez przywódcê pustynnych rozbójników na wschodzie.[n][n]
zts4366e	Ciê¿ka Zbroja Komendanta
zts4367e	Ciê¿ka zbroja komendanta pustynnych rozbójników.[n][n]
zts4368e	Szata Komendanta
zts4369e	Szata komendanta pustynnych rozbójników.[n][n]
zts4370e	Skórzana Zbroja Komendanta
zts4371e	Skórzana zbroja komendanta pustynnych rozbójników.[n][n]
zts4372e	Kusza Wielkiego Przywódcy
zts4373e	Kusza przechowywana w skarbcu Ibrahima.[n][n]
zts4374e	Miotacz Zaklêæ Wielkiego Przywódcy
zts4375e	Podczas jednej ze swoich podró¿y Ibrahim ukrad³ pewnemu magowi ten miotacz zaklêæ.[n][n]
zts4376e	Nó¿ Wielkiego Przywódcy
zts4377e	Ibrahim przechowuje ten nó¿.[n][n]
zts4378e	Turban Komendanta
zts4379e	Turban noszony przez komendanta pustynnych rozbójników.[n][n]
zts4380e	Turban Wielkiego Przywódcy
zts4381e	Turban noszony przez herszta pustynnych rozbójników.[n][n]
zts4382e	Rêkawice Morskiej Odpornoœci
zts4383e	S¹ to rêkawice, w których tkwi b³ogos³awieñstwo Morskich Elfów.[n][n]
zts4384e	Czarne Rêkawice z Kamiennej Skóry
zts4385e	Rêkawice wykonane z masywnej, ciemnej lawy.[n][n]
zts4386e	Buty Morskiej Odpornoœci
zts4387e	S¹ to buty, w których tkwi b³ogos³awieñstwo Morskich Elfów.[n][n]
zts4388e	Buty z Czarnej Kamiennej Skóry
zts4389e	Mocne buty z ciemnej lawy.[n][n]
zts4390e	Skrzynia skarbów Lady Calvinas
zts4391e	Kusza Niebieskiego Kolca Calvinas
zts4392e	He³m £uskowy Calvinas
zts4393e	He³m wykonany z pazurów oraz magicznej energii Calvinas.[n][n]
zts4394e	He³m £uskowy Calvinas
zts4395e	He³m wykonany z ³usek Calvinas.[n][n]
zts4396e	Ochronna Bransoletka Glacernon
zts4397e	Skarb Glacernon, który Calvinas ukrywa w sekretnym miejscu.[n][n]
zts4398e	Ostry Miecz Komendanta
zts4399e	Ostry miecz u¿ywany przez komendanta pustynnych rozbójników na wschodzie.[n][n]
zts4400e	£uk Klinowy Komendanta
zts4401e	£uk klinowy u¿ywany przez komendanta pustynnych rozbójników na wschodzie.[n][n]
zts4402e	Pa³ka Komendanta
zts4403e	Pa³ka u¿ywana przez komendanta pustynnych rozbójników z po³udnia.[n][n]
zts4404e	Kusza Pustynnego Najemnika
zts4405e	Kusza u¿ywana przez pustynnych najemników.[n][n]
zts4406e	Sztylet Elitarnego Zamachowca
zts4407e	Krótki ostry sztylet u¿ywany przez elitarnych zamachowców na pustyni.[n][n]
zts4408e	Miotacz Zaklêæ Mrocznego Maga
zts4409e	Miotacz zaklêæ, który daje mrocznym magom ich czarodziejsk¹ moc.[n][n]
zts4410e	B³yszcz¹ca Zbroja Bandy Rozbójników
zts4411e	Zbroja ta zosta³a wzmocniona przy u¿yciu mocy œwiat³a.[n][n]
zts4412e	B³yszcz¹cy Skórzany Pancerz Bandy Rozbójników
zts4413e	Skórzany pancerz stworzony przy u¿yciu mocy œwiat³a.[n][n]
zts4414e	B³yszcz¹ca Szata Bandy Rozbójników
zts4415e	Szata ta zosta³a wzmocniona przy u¿yciu mocy œwiat³a.[n][n]
zts4416e	Maska Handlarza
zts4417e	Maska noszona przez handlarzy Akamur.[n][n]
zts4418e	Maska Rozbójników
zts4419e	Maska noszona przez pustynnych rozbójników.[n][n]
zts4420e	Maska Pierwszej Pomocy
zts4421e	Maska u¿ywana przez handlarzy Akamur do natychmiastowego uleczania.[n][n]
zts4422e	Maska Inspektora
zts4423e	Maska noszona przez inspektorów i poszukiwaczy skarbów.[n][n]
zts4424e	Maska Elity
zts4425e	Wyj¹tkowa maska, przyznawana przez pustynnych rozbójników swojej elicie.[n][n]
zts4426e	Maska Komendanta
zts4427e	Maska noszona przez komendanta pustynnych rozbójników.[n][n]
zts4428e	He³m Ochronny Ducha Piasku
zts4429e	Zawiera esencjê ducha piasku.[n][n]
zts4430e	He³m Ochronny Ducha Wiatru
zts4431e	Zawiera esencjê ducha wiatru.[n][n]
zts4432e	He³m Ochronny Pustynnego Rozbójnika
zts4433e	He³m ochronny zak³adany przez zwyk³ych ¿o³nierzy bandy rozbójników.[n][n]
zts4434e	He³m Ochronny Handlarzy
zts4435e	He³m ochronny stra¿ników handlarzy Akamur.[n][n]
zts4436e	Krzakogon Bokser
zts4437e	Ostry Miecz Bandy Rozbójników
zts4438e	Zwyk³y ostry miecz bandy rozbójników[n][n]
zts4439e	£uk Klinowy Bandy Rozbójników
zts4440e	Zwyk³y ³uk klinowy u¿ywany przez bandê rozbójników.[n][n]
zts4441e	Laska Bandy Rozbójników
zts4442e	Zwyk³a laska u¿ywana przez bandê rozbójników.[n][n]
zts4443e	Kusza Stra¿nika
zts4444e	Kusza noszona przez stra¿ników Akamur.[n][n]
zts4445e	Sztylet Zamachowca
zts4446e	Sztylet u¿ywany przez zamachowców handlarzy Akamur.[n][n]
zts4447e	Ró¿d¿ka Handlarzy
zts4448e	Ró¿d¿ka maga handlarzy Akamur.[n][n]
zts4449e	Opaska Rozbójników-Nowicjuszy
zts4450e	Opaska na czo³o noszona przez nowych cz³onków bandy rozbójników.[n][n]
zts4451e	Rêkawice Mistrza Rozbójników
zts4452e	Mawiaj¹, ¿e rêkawice te nosi³ mistrz rozbójników.[n][n]
zts4453e	Buty Mistrza Rozbójników
zts4454e	Mawiaj¹, ¿e buty te nosi³ mistrz rozbójników.[n][n]
zts4455e	Po u¿yciu mog¹ wyst¹piæ nastêpuj¹ce efekty:[n]Zwiêkszenie liczby P¯, Zwiêkszenie liczby PM, zwiêkszenie liczby PS lub nic.[n]Alternatywnie mo¿na wymieniæ u Evy Energy na pieczêæ Grasslin.[n][Uwaga][n]Przedmiot ten zniknie po zakoñczeniu eventu.[n][n]
zts4456e	Po u¿yciu mog¹ wyst¹piæ nastêpuj¹ce efekty:[n]Zwiêkszenie liczby P¯, Zwiêkszenie liczby PM, zwiêkszenie liczby PS lub nic.[n]Alternatywnie mo¿na wymieniæ u Evy Energy na pieczêæ Grasslin.[n][Uwaga][n]Przedmiot ten zniknie po zakoñczeniu eventu.[n][n]
zts4457e	Buff daje ci na 10 minut o 30% wiêcej bojowych punktów doœwiadczenia.[n][Uwaga][n]Przedmiot ten zniknie po zakoñczeniu eventu.[n][n]
zts4458e	Pakiet Krzakogona boksera
zts4459e	Limitowany przedmiot wakacyjny.[n]Mo¿esz otrzymaæ jednoczeœnie Boksera Krzakogona i wiele innych przedmiotów.[n][n]
zts4460e	Przedmiotu mog¹ u¿ywaæ jedynie nowo zwerbowani gracze.[n]Zaloguj siê jednoczeœnie ze znajomym, który ciê zwerbowa³, by wspólnie profitowaæ ze zwiêkszonej liczby punktów doœwiadczenia.[n][Uwaga][n]Przedmiot ten zniknie po zakoñczeniu eventu.[n][n]
zts4461e	Skrzynia Skarbów Premium
zts4462e	Skrzynia premium, w której znajduje siê szybki magiczny skuter.[n]Mo¿esz otrzymaæ nastêpuj¹ce przedmioty:[n]1x Magiczny skuter[n]5x B³ogos³awieñstwo Ancelloan[n]Po zastosowaniu tego przedmiotu przemienisz siê w kierowcê magicznego skutera.[n]Poczuj wiatr we w³osach![n]Zaleta zakupu:[n]Zakup skrzyni premium[n][n]
zts4463e	Przemienia skrzyd³a twojego specjalisty w skrzyd³a anio³a.[n][Instrukcja][n]1. Przemieñ siê w specjalistê.[n]2. U¿yj tego przedmiotu, by zmieniæ swoje skrzyd³a.[n][Uwaga][n]1. Mo¿esz zmieniæ je w skrzyd³a anio³a jedynie przy u¿yciu ulepszonej karty specjalisty +1 lub wy¿szej.[n]2. Skrzyd³a znikaj¹, gdy od³o¿ysz kartê specjalisty do pojemnika na karty.[n][n]
zts4464e	Przemienia skrzyd³a twojego specjalisty w skrzyd³a .[n][Instrukcja][n]1. Przemieñ siê w specjalistê.[n]2. U¿yj tego przedmiotu, by zmieniæ swoje skrzyd³a.[n][Uwaga][n]1. Mo¿esz zmieniæ je w skrzyd³a demona jedynie przy u¿yciu ulepszonej karty specjalisty +1 lub wy¿szej.[n]2. Skrzyd³a znikaj¹, gdy od³o¿ysz kartê specjalisty do pojemnika na karty.[n][n]
zts4465e	Wartoœciowy Raport Patrolu (Hamid)
zts4466e	Wartoœciowy Raport Patrolu (Stra¿nik Latarni Morskiej Chilton)
zts4467e	Przedmiot zadania.[n]U¿yj go wraz z figami kaktusowymi Neila Lagera.[n]
zts4468e	Klucz Klucznika Bandy Rozbójników
zts4469e	Rozbity Towar
zts4470e	Towar (pierwsze znalezisko)
zts4471e	Towar (drugie znalezisko)
zts4472e	Towar (trzecie znalezisko)
zts4473e	Towar (czwarte znalezisko)
zts4474e	Towar (pi¹te znalezisko)
zts4475e	Towar (szóste znalezisko)
zts4476e	Kadzide³ko Kap³ana
zts4477e	Przedmiot zadania.[n]U¿yj na kap³anie, który umar³ w bibliotece.[n]
zts4478e	Kadzide³ko Mnicha
zts4479e	Przedmiot zadania.[n]U¿yj na mnichu, który umar³ w podziemnej jaskini.[n]
zts4480e	Kadzide³ko Kleryka
zts4481e	Przedmiot zadania.[n]U¿yj na kleryku, który umar³ w sali modlitw.[n]
zts4482e	Kadzide³ko Poszukiwacza Skarbów
zts4483e	Przedmiot zadania.[n]U¿yj na martwym poszukiwaczu skarbów.[n]
zts4484e	Esencja Piasku
zts4485e	Esencja Wiatru
zts4486e	Fragment Listu Do Herszta Pustynnych Rozbójników
zts4487e	Przedmiot zadania.[n]U¿yj na odpoczywaj¹cym rozbójniku oddzia³u zwiadowczego w Obozie pustynnych rozbójników.[n]
zts4488e	Przedmiot zadania.[n]U¿yj na odpoczywaj¹cej jednostce transportowej w Obozie pustynnych rozbójników.[n]
zts4489e	Przedmiot zadania.[n]U¿yj na œpi¹cym patrolu w Obozie pustynnych rozbójników.[n]
zts4490e	Esencja Wró¿ki Ziemi
zts4491e	Przedmiot zadania.[n]U¿yj na odpoczywaj¹cym elitarnym rozbójniku w Obozie pustynnych rozbójników.[n]
zts4492e	Skradziony Towar (Obóz Kerusa)
zts4493e	Skradziony Towar (Obóz Gartona)
zts4494e	Skradziony Towar (Obóz Pustynnych Rozbójników)
zts4495e	Skradziony Towar (Dziedziniec Rozbójników)
zts4496e	Mo¿na na niej rozpoznaæ god³o przywódcy bandy rozbójników.[n]Mo¿esz wymieniæ na broñ u handlarza z³otem w Mieœcie Or³a Pustyni.[n][n]
zts4497e	Mo¿na na niej rozpoznaæ god³o przywódcy bandy rozbójników.[n]Mo¿esz wymieniæ u handlarza srebrem w Mieœcie Or³a Pustyni.[n][n]
zts4498e	Mo¿na na niej rozpoznaæ god³o przywódcy bandy rozbójników.[n]Mo¿esz wymieniæ u handlarza miedzi¹ w Mieœcie Or³a Pustyni.[n][n]
zts4499e	Klucz, na którym wygrawerowane jest god³o bandy rozbójników.[n]Jest ci potrzebny do otwarcia skrzyni bandy rozbójników.[n]Przy ka¿dym podejœciu potrzebujesz klucza.
zts4500e	Z³oty Klucz Ibrahima
zts4501e	Z³oty klucz, na którym wygrawerowane jest god³o Ibrahima.[n]Jest ci potrzebny do otwarcia skrzyni skarbów Ibrahima.[n]Przy ka¿dym podejœciu potrzebujesz klucza, niezale¿nie od tego, czy ci siê uda, czy nie.[n][n]
zts4502e	Torba Ibrahima
zts4503e	Woreczek ten nale¿y do herszta bandy rozbójników.[n]W œrodku znajdziesz jeden z nastêpuj¹cych przedmiotów:[n]1x Z³ota moneta bandy rozbójników[n]1x B³yszcz¹cy b³êkitny klejnot[n]1x Z³oty klucz Ibrahima[n][n]
zts4504e	Tajemniczy i jednoczeœnie fascynuj¹cy relikt.[n]Gdy dasz go do przebadania archeologom, dowiesz siê o nim wiêcej.[n]Nie dowiesz siê, co siê w nim kryje, dopóki ktoœ siê temu bli¿ej nie przyjrzy.[n]Tego przedmiotu mog¹ u¿ywaæ postacie o poziomie ponad 60 i wiêkszym.[n][n]
zts4505e	Tajemniczy i jednoczeœnie fascynuj¹cy relikt.[n]Gdy dasz go do przebadania archeologom, dowiesz siê o nim wiêcej.[n]Nie dowiesz siê, co siê w nim kryje, dopóki ktoœ siê temu bli¿ej nie przyjrzy.[n]Tego przedmiotu mog¹ u¿ywaæ postacie o poziomie ponad 60 i wiêkszym.[n][n]
zts4506e	Œwie¿y Sok z Jab³ek
zts4507e	Przywraca 2500 PM i 2500 P¯.[n]Korzysta na tym równie¿ twój NosKumpel.[n][n]
zts4508e	Mocne Wino z Truskawek
zts4509e	Przywraca 10 000 P¯ i 10 000 PM.[n]Korzysta na tym równie¿ twój NosKumpel.[n][n]
zts4510e	Na tym pergaminie opisana jest produkcja broni komendanta pustynnych rozbójników.[n]Zawiera formu³ê do produkcji nowej broni i zbroi.[n][Produkcja][n]1. Wszystkie materia³y musz¹ znajdowaæ siê w ekwipunku.[n]2. Otwórz okno produkcji i kliknij dwukrotnie na zwój.[n]3. Wybierz przedmiot, który chcesz wyprodukowaæ.[n]4. Umieœæ potrzebne przedmioty wyposa¿enia w oknie.[n]5. Naciœnij na przycisk produkcji, by zakoñczyæ proces.[n][Uwaga][n]Poziom unikalnoœci, ulepszenia i opcje przedmiotu wyjœciowego zostan¹ przeniesione na produkt.[n][n]
zts4511e	Na tym pergaminie opisana jest produkcja maski pustynnych rozbójników.[n]Zawiera formu³ê do produkcji nowej broni i zbroi.[n][Produkcja][n]1. Wszystkie materia³y musz¹ znajdowaæ siê w ekwipunku.[n]2. Otwórz okno produkcji i kliknij dwukrotnie na zwój.[n]3. Wybierz przedmiot, który chcesz wyprodukowaæ.[n]4. Umieœæ potrzebne przedmioty wyposa¿enia w oknie.[n]5. Naciœnij na przycisk produkcji, by zakoñczyæ proces.[n][Uwaga][n]Poziom unikalnoœci, ulepszenia i opcje przedmiotu wyjœciowego zostan¹ przeniesione na produkt.[n][n]
zts4512e	Przywraca 3000 P¯.[n]Korzysta na tym równie¿ twój NosKumpel.[n][n]
zts4513e	Przywraca 3000 PM.[n]Korzysta na tym równie¿ twój NosKumpel.[n][n]
zts4514e	Przywraca 20 000 PM.[n]Korzysta na tym równie¿ twój NosKumpel.[n][n]
zts4515e	Przywraca 20 000 P¯.[n]Korzysta na tym równie¿ twój NosKumpel.[n][n]
zts4516e	Do rajdu Bandy Rozbójników mo¿esz do³¹czyæ na Tajemnej Œcie¿ce przy Œwi¹tyni Aster.[n]Zalecany poziom: 80-95[n][Instrukcja][n]Gracz zostaje liderem dru¿yny.[n]Po tym, jak zostaniesz liderem rajdu, mo¿esz zapraszaæ innych graczy, klikaj¹c na nich.[n]Udaj siê do wejœcia do rajdu. Gdy lider dru¿yny wejdzie do rajdu, reszta pod¹¿a automatycznie.[n][Uwaga][n]Postacie o wy¿szym poziomie od zalecanego, mog¹ wzi¹æ udzia³ w rajdzie, jednak¿e otrzymuj¹ karê.[n](Brak dodatkowych serc, pude³ek rajdu równie¿ przy sukcesie.)[n][n]
zts4517e	Zawiera karty Tarota i dobre pude³ko fortuny.[n][n]
zts4518e	Gor¹cy Kawa³ek Metalu
zts4519e	Czujesz ciep³o kawa³ka metalu.[n]Do celów produkcyjnych.[n][n]
zts4520e	Zniszczony Fragment Reliktu
zts4521e	Mo¿na sprzedaæ w sklepie.[n]Relikt, który uleg³ zniszczeniu w trakcie badania.[n]Poniewa¿ nie wygl¹da na bardzo wartoœciowy, nie zostanie sprzedany za wysok¹ cenê.[n][n]
zts4522e	B³yszcz¹cy Fioletowy Klejnot
zts4523e	Mo¿na sprzedaæ w sklepie.[n][n]
zts4524e	B³yszcz¹cy B³êkitny Klejnot
zts4525e	P¯: 2000, PM: 2000[n]P¯ i PM s¹ powoli przywracane.[n]Korzysta na tym równie¿ twój NosKumpel.[n][n]
zts4526e	P³on¹cy Kurczak
zts4527e	P¯: 10 000, PM: 10 000[n]P¯ i PM s¹ powoli przywracane.[n]Korzysta na tym równie¿ twój NosKumpel.[n]Mo¿e byæ u¿yte podczas wypoczynku.[n][n]
zts4528e	Gor¹ca Skóra
zts4529e	Czujesz ciep³o skóry.[n]Do celów produkcyjnych.[n][n]
zts4530e	Gor¹cy Materia³
zts4531e	Czujesz ciep³o materia³u.[n]Do celów produkcyjnych.[n][n]
zts4532e	Gor¹ce Drewno
zts4533e	Czujesz ciep³o drewna.[n]Do celów produkcyjnych.[n][n]
zts4534e	Gor¹ca Srebrna Niæ
zts4535e	Do celów produkcyjnych.[n][n]
zts4536e	Gor¹ca Z³ota Niæ
zts4537e	Boski Magiczny Kryszta³
zts4538e	Ciemny Magiczny Kryszta³
zts4539e	Boski Kryszta³
zts4540e	Ciemny Kryszta³
zts4541e	Niebieski Metalowy Piasek
zts4542e	Niebieski Kawa³ek Drewna
zts4543e	Niebieski Kawa³ek Kryszta³u
zts4544e	Fioletowy Kawa³ek Drewna
zts4545e	Fioletowy Metaliczny Piasek
zts4546e	Fioletowy Fragment Kryszta³u
zts4547e	Fioletowy Dyniowy Kamieñ
zts4548e	Pomarañczowy Dyniowy Kamieñ
zts4549e	B³êkitny Dyniowy Kamieñ
zts4550e	Fragment Maski Akamur
zts4551e	Fragment Maski Pustynnych Rozbójników
zts4552e	Plakietka Akamur
zts4553e	Suchy Chleb ¯ytni
zts4554e	P¯: 3500, PM: 1500[n]P¯ i PM s¹ powoli przywracane.[n]Korzysta na tym równie¿ twój NosKumpel.[n][n]
