zts1e	Yeni nesne
zts4598e	YP: 700, BP: 300[n]YP ve BP yavaþ yavaþ dolar.[n]NosMate'in de bundan yararlanýr.[n][n]
zts4599e	YP: 300, BP: 700[n]YP ve BP yavaþ yavaþ dolar.[n]NosMate'in de bundan yararlanýr.[n][n]
zts4600e	YP: 1.000, BP: 500[n]YP ve BP yavaþ yavaþ dolar.[n]NosMate'in de bundan yararlanýr.[n][n]
zts4601e	YP: 500, BP: 1.000[n]YP ve BP yavaþ yavaþ dolar.[n]NosMate'in de bundan yararlanýr.[n][n]
zts4602e	BP: 2.500[n]BP yavaþ yavaþ dolar.[n]NosMate'in de bundan yararlanýr.[n]Yalnýzca dinlenirken kullanýlabilir.[n][n]
zts4603e	YP: 2.500 BP: 2.500[n]YP ve BP yavaþ yavaþ dolar.[n]NosMate'in de bundan yararlanýr.[n]Yalnýzca dinlenirken kullanýlabilir.[n][n]
zts4604e	Boksör Çalýkuyruk Kutusu
zts4605e	Bir Boksör Çalýkuyruk kutusu.[n]Þu eþyalardan birini elde et:[n]1 tane Boksör Çalýkuyruk[n]1 tane Hasta Çalýkuyruk[n]1 tane melek kanadý[n]1 tane iblis kanadý[n]1 tane peri güçlendirici[n]1 tane teçhizat koruma parþömeni[n]1 tane serbest býrakma parþömeni[n]1 tane büyük özel iksir[n]1 tane özel evcil hayvan yemi[n][n]
zts4606e	Bir soytarý gibi davranýrsýn.[n]Hareket hýzýný 1 ve altýn kazanýmýný %10 artýrýr.[n]Gereken seviye: 1[n]Kullaným süresi: 3 saat[n]Kullaným süresi, ilk kez kullanýldýðýnda baþlar.
zts4607e	Büyücünün sihir gücü[n]büyü enerjisi harcamasýný %20 azaltýr ve maksimum BP'yi 2.500, bütün element dirençlerini 3 puan artýrýr.[n]Gereken seviye: 1[n]Kullaným süresi : 3 saat[n]Kullaným süresi, ilk kez kullanýldýðýnda baþlar.[n][n]
zts4608e	Aþkýn ateþini hissedersin.[n]Maksimum YP'yi ve BP'yi +800 ve tüm saldýrýlarý 50 puan artýrýr.[n]Gereken seviye: 1[n]Kullaným süresi: 3 saat[n]Kullaným süresi, ilk kez kullanýldýðýnda baþlar.[n][n]
zts4609e	Sana bir Münzevinin gücünü verir.[n]Bütün savunma deðerlerini 100 artýrýr, maksimum YP'yi 800 ve tüm element dirençlerini 3 düþürür.[n]Gereken seviye: 1[n]Kullaným süresi: 3 saat[n]Kullaným süresi ilk kullanýmdan sonra baþlar.
zts4610e	Ölüm korkusu yaþarsýn.[n]Ýsabet oranýný ve saldýrý gücünü 150 artýrýr.[n]Gereken seviye: 1[n]Kullaným süresi: 3 saat Kullaným süresi, ilk kez kullanýldýðýnda baþlar.[n][n]
zts4611e	Sana iblis güçleri verir.[n]Hareket hýzýný 1, YP'yi 800 ve saldýrý gücünü 250 artýrýr.[n]Gereken seviye: 1[n]Kullaným süresi: 3 saat[n]Kullaným süresi, ilk kez kullanýldýðýnda baþlar.
zts4612e	Kulenin büyü gücü[n]altýn kazanýmýný ve tecrübe puanýný %10 artýrýr.[n]Gereken seviye: 1[n]Kullaným süresi: 3 saat[n]Kullaným süresi, ilk kez kullanýldýðýnda baþlar.[n][n]
zts4613e	Sana parýldayan yýldýzlarýn gücünü verir.[n]Hareket hýzýný 1 ve dövüþ tecrübe puanlarýný %15 artýrýr.[n]Gereken seviye: 1[n]Kullaným süresi: 3 saat[n]Kullaným süresi, ilk kez kullanýldýðýnda baþlar.
zts4614e	Ayýn kutsamasý sayesinde BP ve savunma ve saldýrý gücün artar.[n]Kullaným süresi: bak. eþya bilgisi[n]Kullaným süresi, kullanýldýðý anda baþlar.[n][n]
zts4615e	Güneþin ýsýsý sana güç verir.[n]Hareket hýzý 1 artýrýr, BP 800 ve saldýrý gücünü 250 yükseltir.[n]Gereken seviye: 1[n]Kullaným süresi: 3 saat[n]Kullaným süresi, ilk kez kullanýldýðýnda baþlar.
zts4616e	NosMall'da bulunan þu eþyalarý içerir:[n]1x büyülü scooter [n]10x arkadaþlýk kanadý[n]30x hoparlör[n]1x Tarot oyun kartý[n] ve birçok baþka eþya. Ayrýca bir de antika þans kutusu içeriri.[n][n]
zts4617e	Büyülü Scooter Sandýðý
zts4618e	Premium hazine sandýðýnda bulunan bir sandýk.[n]Ýçinde büyülü scooter bulunur.[n][Dikkat][n]Büyülü scooterý sandýktan çýkarýrsan, bunu artýk pazarlayamazsýn.[n][n]
zts4619e	Antika Þans Kutusu
zts4620e	Ýçinde çeþitli nesnelerin bulunduðu bir þans kutusu![n]Nadir bir nesne elde etmek için bunu aç.[n][n]
zts4621e	NosMall'da bulunan þu eþyalarý içerir:[n]1 tane Ancelloan kutsamasý[n]1 tane Tarot oyun kartý[n]1 tane büyük özel iksir[n]1 tane þapka þans kutusu (7 gün)[n][n]
zts4622e	Bu Tarot kartý (Soytarý) hala mühürlü ve baþka oyunculara aktarýlabilir.[n][Kullaným talimatý][n]Çift týklayarak mührü kaldýrabilir ve bu Tarot kartýný (Soytarý) alabilirsin.[n]Bu eþya için bir seviye sýnýrlamasý bulunmuyor.[n][n]
zts4623e	Bu Tarot kartý (Büyücü) hala mühürlü ve baþka oyunculara aktarýlabilir.[n][Kullaným talimatý][n]Çift týklayarak mührü kaldýrabilir ve bu Tarot kartýný (Büyücü) alabilirsin.[n]Bu eþya için bir seviye sýnýrlamasý bulunmuyor.[n][n]
zts4624e	Bu Tarot kartý (Aþk) hala mühürlü ve baþka oyunculara aktarýlabilir.[n][Kullaným talimatý][n]Çift týklayarak mührü kaldýrabilir ve bu Tarot kartýný (Aþk) alabilirsin.[n]Bu eþya için bir seviye sýnýrlamasý bulunmuyor.[n][n]
zts4625e	Bu Tarot kartý (Münzevi) hala mühürlü ve baþka oyunculara aktarýlabilir.[n][Kullaným talimatý][n]Çift týklayarak mührü kaldýrabilir ve bu Tarot kartýný (Münzevi) alabilirsin.[n]Bu eþya için bir seviye sýnýrlamasý bulunmuyor.[n][n]
zts4626e	Bu Tarot kartý (Ölüm) hala mühürlü ve baþka oyunculara aktarýlabilir.[n][Kullaným talimatý][n]Çift týklayarak mührü kaldýrabilir ve bu Tarot kartýný (Ölüm) alabilirsin.[n]Bu eþya için bir seviye sýnýrlamasý bulunmuyor.[n][n]
zts4627e	Bu Tarot kartý (Ölüm) hala mühürlü ve baþka oyunculara aktarýlabilir.[n][Kullaným talimatý][n]Çift týklayarak mührü kaldýrabilir ve bu Tarot kartýný (Ölüm) alabilirsin.[n]Bu eþya için bir seviye sýnýrlamasý bulunmuyor.[n][n]
zts4628e	Bu Tarot kartý (Kule) hala mühürlü ve baþka oyunculara aktarýlabilir.[n][Kullaným talimatý][n]Çift týklayarak mührü kaldýrabilir ve bu Tarot kartýný (Kule) alabilirsin.[n]Bu eþya için bir seviye sýnýrlamasý bulunmuyor.[n][n]
zts4629e	Bu Tarot kartý (Yýldýz) hala mühürlü ve baþka oyunculara aktarýlabilir.[n][Kullaným talimatý][n]Çift týklayarak mührü kaldýrabilir ve bu Tarot kartýný (Yýldýz) alabilirsin.[n]Bu eþya için bir seviye sýnýrlamasý bulunmuyor.[n][n]
zts4630e	Bu Tarot kartý (Ay) hala mühürlü ve baþka oyunculara aktarýlabilir.[n][Kullaným talimatý][n]Çift týklayarak mührü kaldýrabilir ve bu Tarot kartýný (Ay) alabilirsin.[n]Bu eþya için bir seviye sýnýrlamasý bulunmuyor.[n][n]
zts4631e	Bu Tarot kartý (Güneþ) hala mühürlü ve baþka oyunculara aktarýlabilir.[n][Kullaným talimatý][n]Çift týklayarak mührü kaldýrabilir ve bu Tarot kartýný (Güneþ) alabilirsin.[n]Bu eþya için bir seviye sýnýrlamasý bulunmuyor.[n][n]
zts4632e	Beþ Tarot kartýndan oluþan bir set.[n]Aþaðýdaki mühürlü Tarot kartlarýnýn beþ tanesini elde edebilirsin:[n]Soytarý, Büyücü, Aþk, Münzevi, Ölüm, Ýblis, Kule, Yýldýz, Ay ya da Güneþ.[n]Bir mühürlü Tarot kartý kullandýðýnda, teçhizat nesnesi olarak bir Tarot kartý alýrsýn. Kullaným süresi, kullanýldýðý anda baþlar.[n]Bu eþya için seviye sýnýrlamasý bulunmuyor.[n][n]
zts4633e	Bu eþyayla kendini bir scooter sürücüsüne dönüþtürürsün.[n]Hareket hýzýn artar.[n]Eþyayý tekrar kullandýðýnda üzerinden inersin.[n]Seviye sýnýrý yok.[n][n]
zts4634e	Bu eþya sayesinde bir büyülü halýnýn üzerinde uçarsýn.[n]Hareket hýzý özellikle çöl bölgelerinde artar.[n]Eþyayý tekrar kullandýðýnda üzerinden inersin.[n]70. seviyeden itibaren kullanýlabilir.[n][n]
zts4635e	Güneþin ýsýsý sana güç verir.[n]Hareket hýzý 1 artýrýr, BP 800 ve saldýrý gücünü 250 yükseltir.[n]Gereken seviye: 1[n]Kullaným süresi: 3 saat[n]
zts4636e	Tecrübe puanlarýný bir saat boyunca %100 artýrýr.[n][n]
zts4638e	Mavi Denizci Kýyafeti (1 gün)
zts4639e	Mavi Denizci Kýyafeti (7 gün)
zts4640e	Mavi Denizci Kýyafeti (30 gün)
zts4641e	Mavi Denizci Kýyafeti (Sýnýrsýz)
zts4642e	Mavi Tayfa Kýyafeti (1 gün)
zts4643e	Mavi Tayfa Kýyafeti (7 gün)
zts4644e	Mavi Tayfa Kýyafeti (30 gün)
zts4645e	Mavi Tayfa Kýyafeti (Sýnýrsýz)
zts4646e	Mavi Denizci Þapkasý (1 gün)
zts4647e	Mavi Denizci Þapkasý (7 gün)
zts4648e	Mavi Denizci Þapkasý (30 gün)
zts4649e	Mavi Denizci Þapkasý (Sýnýrsýz)
zts4650e	Mavi Tayfa Þapkasý (1 gün)
zts4651e	Mavi Tayfa Þapkasý (7 günlük)
zts4652e	Mavi Tayfa Þapkasý (30 gün)
zts4653e	Mavi Tayfa Þapkasý (sýnýrsýz)
zts4657e	Cadýlar Bayramý Kostüm Parþömeni
zts4658e	Bununla Cadýlar Bayramý'na uygun bir canavara dönüþebilirsin. Eðer dönüþüm baþarýlý olursa, bir parþömen harcanýr.[n]Þu dönüþümler yaþanabilir:[n]Yak[Savaþçýsý[n]Prenses Catrisha[n]Çimdikleyen Ýþkenceci[n]Tekerlekli Ýþkenceci[n]Çelik Gibi Ýþkenceci[n]Eski duruma dönüþ:[n]Dönüþtükten sonra bu eþyayý tekrar kullanýrsan, baþka bir parþömen harcamadan eski haline dönersin.[n]Ölürsen ya da oyundan çýkarsan da yine eski haline dönersin.[n][n]
zts4659e	Cadýlar Bayramý Dönüþüm Kitabý
zts4660e	Bununla Cadýlar Bayramý'na uygun bir canavara dönüþebilirsin. Eðer dönüþüm baþarýlý olursa, bir parþömen harcanýr.[n]Þu dönüþümler yaþanabilir:[n]Yak[Savaþçýsý[n]Prenses Catrisha[n]Çimdikleyen Ýþkenceci[n]Tekerlekli Ýþkenceci[n]Çelik Gibi Ýþkenceci[n]Eski duruma dönüþ:[n]Dönüþtükten sonra bu eþyayý tekrar kullanýrsan, baþka bir parþömen harcamadan eski haline dönersin.[n]Ölürsen ya da oyundan çýkarsan da yine eski haline dönersin.[n][n]
zts4661e	Cadýlar Bayramý Kostüm Parþömeni (Etkinlik)
zts4662e	Bununla Cadýlar Bayramý'na uygun bir canavara dönüþebilirsin. Eðer dönüþüm baþarýlý olursa, bir parþömen harcanýr.[n]Þu dönüþümler yaþanabilir:[n]Yak Savaþçýsý[n]Prenses Catrisha[n]Çimdikleyen Ýþkenceci[n]Tekerlekli Ýþkenceci[n]Çelik Gibi Ýþkenceci[n]Eski duruma dönüþ:[n]Dönüþtükten sonra bu eþyayý tekrar kullanýrsan, baþka bir parþömen harcamadan eski haline dönersin.[n]Ölürsen ya da oyundan çýkarsan da yine eski haline dönersin.[n]Etkinlik eþyasý[n][Dikkat][n]Bu eþya etkinlik bittiðinde yok olur.[n][n]
zts4663e	Cadýlar Bayramý Akýn Mührü
zts4664e	Cadýlar Bayramý akýnýna NosVille'deki gizli akýn giriþinden girebilirsin.[n]Önerilen seviye: 20-99[n][Kullanýmý][n]Oyuncu takým lideri olur.[n]Takým lideri olduktan sonra diðer oyuncularý üzerilerine týklayarak davet edebilirsin.[n]Akýn giriþine git. Lider giriþ yaptýðýnda grubun diðer üyeleri de otomatik olarak onunla birlikte giriþ yapar.[n][Dikkat][n]Önerilenden yüksek seviyedeki karakterler akýna katýlabilir ancak ceza alýr.[n](Baþarýlý olunsa bile ekstra kalp veya akýn kutusu alýnamaz.)[n][Etkinlik eþyasý][n]Bu eþya etkinlik bittiðinde yok olur.[n][n]
zts4665e	Cadýlar Bayramý Þekerlemesi Dolu Çanta
zts4666e	Bu çantayý, köylerdeki YZK'lere gidip "Tatlý mý, Acý mý!" oynadýðýnda alabilirsin.[n]Çantalarý biriktirebilir ve Benito Butler'da Cadýlar Bayramý hediyeleriyle takas edebilirsin.[n]Etkinlik eþyasý:[n][Dikkat][n]Bu eþya etkinlik bittiðinde yok olur.[n][n]
zts4667e	Cadýlar Bayramý Levhasý
zts4668e	Diðer oyuncularýn 60 dakika boyunca Mini Ülke'ne girebilmesi için bir levha dikebilirsin.[n]Levha Jack O'Lantern'e benzer.[n][n]
zts4669e	Cadýlar Bayramý Korku Sandýðý
zts4670e	Sandýkta çeþitli eþyalar gizli.[n][Etkinlik eþyasý][n][Dikkat][n]Bu eþya etkinlik bittiðinde yok olur.[n][n]
zts4671e	Jack O'Lantern Sandýðý
zts4672e	Ýçinde yararlý eþyalarýn bulunduðu bir Cadýlar Bayramý sandýðý.[n]Þu eþyalardan birini elde edebilirsin:[n]1x Kabak Çalýkuyruk[n]30x Cadýlar Bayramý kostüm parþömeni[n]20x Cadýlar Bayramý levhasý[n]3x Ancelloan kutsamasý[n]3x Tarot oyun kartý[n]Özel eþya olarak da bir antika bir þans kutusu içerir.[n][n]
zts4673e	Seni ve NosMate'ini iyileþtirir.[n][Dikkat][n]Bu eþya etkinlik bittiðinde yok olur.[n][n]
zts4674e	Ölüm korkusu yaþarsýn.[n]Ýsabet oranýný ve saldýrý gücünü 150 artýrýr.[n]Gereken seviye: 1[n]Kullaným süresi: 3 saat Kullaným süresi, ilk kez kullanýldýðýnda baþlar.[n][n]
zts4693e	Maceracý Sýrt Çantasý (10 Gün/Etkinlik)
zts4695e	Partner Sýrt Çantasý (10 Gün/Etkinlik)
zts4697e	Evcil Hayvan Sepeti (10 Gün/Etkinlik)
zts4700e	Aþkýn ateþini hissedersin.[n]Maksimum YP'yi ve BP'yi +2000 ve tüm saldýrýlarý 50 puan yükseltir.[n]Gereken seviye: 1[n]Kullaným süresi: 3 saat[n]Kullaným süresi, ilk kez kullanýldýðýnda baþlar.[n][n]
zts4701e	Balkabaðý Çalýkuyruk
zts4702e	Cadýlar Bayramý Hazine Sandýðý
zts4703e	Jack O'Lantern'in Akýn Mührü
zts4704e	Jack O'Lantern akýnýna NosVille'in kuzeybatýsýndaki sýðýnaktan katýlabilirsin.[n]Önerilen seviye: 20-99[n][Kullanýmý][n]Oyuncu takým lideri olur.[n]Takým lideri olduktan sonra diðer oyuncularý üzerilerine týklayarak davet edebilirsin.[n]Akýn giriþine git. Lider giriþ yaptýðýnda grubun diðer üyeleri de otomatik olarak onunla birlikte giriþ yapar.[n][Dikkat][n]Önerilenden yüksek seviyedeki karakterler akýna katýlabilir ancak ceza alýr.[n](Baþarýlý olunsa bile ekstra kalp veya akýn kutusu alýnamaz.)[n][Etkinlik eþyasý][n]Bu eþya etkinlik bittiðinde yok olur.[n][n]
zts4705e	Güzel eþyalar içeren bir sandýk.[n]Bir Cadýlar Bayramý hazine sandýðý ve bir þans sandýðý içerir.[n][n]
zts4706e	Aþkýn ateþini hissedersin.[n]Maksimum YP'yi ve BP'yi +800 ve tüm saldýrýlarý 50 puan artýrýr.[n]Gereken seviye: 1[n]Kullaným süresi: 3 saat[n]Kullaným süresi, ilk kez kullanýldýðýnda baþlar.[n][n]
zts4707e	Bu eþya sayesinde bir büyülü halýnýn üzerinde uçarsýn.[n]Hareket hýzý çöl bölgelerinde artar.[n]Eþyayý tekrar kullandýðýnda üzerinden inersin.[n]Seviye sýnýrý yok.[n][n]
zts4710e	Sandýkta büyülü bir scooter gizli.[n][Dikkat][n]Scooterý sandýktan çýkarýrsan, bunu artýk pazarlayamazsýn.[n][n]
zts4711e	Büyülü Halý Sandýðý
zts4712e	Sandýkta büyülü bir halý gizli.[n]Dikkat:[n]Halýyý sandýktan çýkarýrsan, bunu artýk pazarlayamazsýn.[n][n]
zts4725e	Tarot Þans Kutusu
zts4726e	Bu kutuda rastgele bir Tarot kartý bulunur.[n]
zts4760e	Pegasus
zts4761e	Mühürlü Kap
zts4762e	Ýçinde canavarlarýn hapis olduðu mühürlü bir kap.[n][n]Bunu köyde, açýk alanda ya da Mini Ülkende, canavar yaratmak için kullanabilirsin. Bu canavarlarý avlarsan, birçok tecrübe puaný ve belli bir olasýlýkla mühürlü sandýklar da kazanabilirsin.[n][n]Dikkat:[n][n]Canavarlarý bir Mini Ülke'de yaratýrsan ve burada kimse yoksa ya da Mini Ülke'nin sahibi oyundan çýkarsa, canavarlar tekrar kaybolur.[n][n]Etkinlik eþyasý:[n][n][Dikkat][n]Bu eþya etkinlik bittiðinde yok olur.[n][n]
zts4763e	Mühürlü Kap (Etkinlik)
zts4764e	Ýçinde canavarlarýn hapis olduðu mühürlü bir kap.[n][n]Bunu köyde, açýk alanda ya da Mini Ülkende, canavar yaratmak için kullanabilirsin. Bu canavarlarý avlarsan, birçok tecrübe puaný ve belli bir olasýlýkla mühürlü sandýklar da kazanabilirsin.[n][n]Dikkat:[n][n]Canavarlarý bir Mini Ülke'de yaratýrsan ve burada kimse yoksa ya da Mini Ülke'nin sahibi oyundan çýkarsa, canavarlar tekrar kaybolur.[n][n]Etkinlik eþyasý:[n][n][Dikkat][n]Bu eþya etkinlik bittiðinde yok olur.[n][n]
zts4765e	Buz Kostümü Parþömeni
zts4766e	Bununla, kendini bu mevsime uygun bir Glacernon canavarýna dönüþtürebilirsin. Eðer dönüþüm baþarýlý olursa, bir parþömen harcanýr.[n]Geri dönüþüm:[n]Dönüþtükten sonra bu eþyayý tekrar kullanýrsan, baþka bir parþömen harcamadan eski haline dönersin.[n]Ölürsen ya da oyundan çýkarsan da yine eski haline dönersin.[n][n]
zts4767e	Buz Kostümü Parþömeni (Etkinlik)
zts4768e	Bununla, kendini bu mevsime uygun bir Glacernon canavarýna dönüþtürebilirsin. Eðer dönüþüm baþarýlý olursa, bir parþömen harcanýr.[n]Geri dönüþüm:[n]Dönüþtükten sonra bu eþyayý tekrar kullanýrsan, baþka bir parþömen harcamadan eski haline dönersin.[n]Ölürsen ya da oyundan çýkarsan da yine eski haline dönersin.[n]Etkinlik eþyasý[n][Dikkat][n]Bu eþya etkinlik bittiðinde yok olur.[n][n]
zts4769e	Aldýðýn eþyalarý içerir.[n][n]
zts4770e	Yeni Yýl Hazine Sandýðý
zts4771e	Harika eþyalar içeren bir kutu.[n]Sandýðý açarsan, þunlardan birini elde edersin:[n]1 tane Pegasuslu inci[n]1 tane Aziz Çalýkuyruk incisi[n]50 tane mühürlü kap[n]30 tane buz kostümü parþömeni[n]8 tane Ancelloan kutsamasý[n][n]
zts4774e	Mühürlü Hazine Sandýðý
zts4775e	Bu sandýðý, mühürlü kaptaki canavardan elde edebilirsin.[n]Yüksek bir olasýlýkla içinde nadir bir eþya bulunur.[n][n]
zts4776e	Küçük Noel Hediyesi
zts4777e	Noel Baba'dan özel bir hediye.[n]Birçok farklý hediye almak için sandýðý aç.[n][Dikkat][n]Bu eþya etkinlik bittiðinde yok olur.[n][n]
zts4778e	Büyük Noel Hediyesi
zts4779e	Noel Baba'dan özel bir hediye.[n]Birçok farklý hediye almak için sandýðý aç.[n][Dikkat][n]Bu eþya etkinlik bittiðinde yok olur.[n][n]
zts4780e	Altýn Yeni Yýl Sandýðý
zts4781e	Yeni yýlýn þerefine altýn bir sandýk.[n]Çeþitli hediyeler almak için sandýðý aç.[n][Dikkat][n]Bu eþya etkinlik bittiðinde yok olur.[n][n]
zts4786e	Mavi Deðerli Taþ
zts4787e	Yeþil Deðerli Taþ
zts4788e	Sarý Deðerli Taþ
zts4791e	Ýçinde canavarlarýn hapis olduðu mühürlü bir kap.[n][n]Bunu köyde, açýk alanda ya da Mini Ülkende, canavar yaratmak için kullanabilirsin. Bu canavarlarý avlarsan, birçok tecrübe puaný ve belli bir olasýlýkla mühürlü sandýklar da kazanabilirsin.[n][n]Dikkat:[n][n]Canavarlarý bir Mini Ülke'de yaratýrsan ve burada kimse yoksa ya da Mini Ülke'nin sahibi oyundan çýkarsa, canavarlar tekrar kaybolur.[n][n]Etkinlik eþyasý:[n][n][Dikkat][n]Bu eþya etkinlik bittiðinde yok olur.[n][n]
zts4792e	Bununla, kendini bu mevsime uygun bir Glacernon canavarýna dönüþtürebilirsin. Eðer dönüþüm baþarýlý olursa, bir parþömen harcanýr.[n]Geri dönüþüm:[n]Dönüþtükten sonra bu eþyayý tekrar kullanýrsan, baþka bir parþömen harcamadan eski haline dönersin.[n]Ölürsen ya da oyundan çýkarsan da yine eski haline dönersin.[n][n]
zts4793e	Bununla, kendini bu mevsime uygun bir Glacernon canavarýna dönüþtürebilirsin. Eðer dönüþüm baþarýlý olursa, bir parþömen harcanýr.[n]Geri dönüþüm:[n]Dönüþtükten sonra bu eþyayý tekrar kullanýrsan, baþka bir parþömen harcamadan eski haline dönersin.[n]Ölürsen ya da oyundan çýkarsan da yine eski haline dönersin.[n]Etkinlik eþyasý[n][Dikkat][n]Bu eþya etkinlik bittiðinde yok olur.[n][n]
zts4794e	Bu sandýðý, mühürlü kaptaki canavardan elde edebilirsin.[n]Yüksek bir olasýlýkla içinde nadir bir eþya bulunur.[n][n]
zts4822e	Ölüm korkusu yaþarsýn.[n]Ýsabet oranýný ve saldýrý gücünü 150 artýrýr.[n]Gereken seviye: 1[n]Kullaným süresi: 3 saat Kullaným süresi, ilk kez kullanýldýðýnda baþlar.[n][n]
zts4827e	Lady Calvinas'a ait bir hazine sandýðý.[n]Bunu açarak Lady Calvinas'ýn gizli bir eþyasýný elde et.[n][n]
zts4829e	Bir etkinlik eþyasý.[n][Dikkat][n]Bu eþya etkinlik bittiðinde yok olur.[n][n]
zts4832e	Büyülü Beyaz Kaplan
zts4833e	Bu eþya sayesinde büyülü bir beyaz kaplana binersin.[n]Hareket hýzý Glacernon'da artar.[n]Eþyayý tekrar kullandýðýnda üzerinden inersin.[n]Seviye sýnýrý yok.[n][n]
zts4834e	Büyülü Beyaz Kaplan Sandýðý
zts4835e	Sandýkta büyülü bir beyaz kaplan gizli.[n]Kaplaný sandýktan çýkarýrsan, bunu artýk pazarlayamazsýn.[n][n]
zts4836e	YP ve BP sürekli olarak dolar.[n][Dikkat][n]Bu eþya etkinlik bittiðinde yok olur.[n][n]
zts4837e	Etkinlik eþyasý.[n][Dikkat][n]Bu eþya etkinlik bittiðinde yok olur.[n][n]
zts4838e	Bir Sevgililer Günü eþyasý.[n]Aþkýný itiraf etmek istediðin birisi varsa, onu seçip bu eþyayý kullanabilirsin.[n]Birisine birden fazla kez aþk itirafýnda bulunulursa (4 ya da 10 kez), bu kiþi daha da güçlü bir güçlendirici alýr.[n]Dikkat et: Aþkýný günde yalnýzca üç kez itiraf edebilirsin.[n][Dikkat][n]Bu eþya etkinlik bittiðinde yok olur.[n][n]
zts4839e	Bir Sevgililer Günü eþyasý.[n]Aþkýný itiraf etmek istediðin birisi varsa, onu seçip bu eþyayý kullanabilirsin.[n]Birisine birden fazla kez aþk itirafýnda bulunulursa (4 ya da 10 kez), bu kiþi daha da güçlü bir güçlendirici alýr.[n]Dikkat et: Aþkýný günde yalnýzca üç kez itiraf edebilirsin.[n][Dikkat][n]Bu eþya etkinlik bittiðinde yok olur.[n][n]
zts4843e	NosMall'daki þu eþyalarý içerir:[n]1x büyülü beyaz kaplan[n]10x arkadaþlýk kanadý[n]30x hoparlör[n]1x Tarot oyun kartý[n]1x antika þans kutusu[n][n]
zts4900e	Klasik Çalýkuyruk Kostümü (Sýnýrsýz)
zts4903e	Çalýkuyruk Þapkasý (Sýnýrsýz)
zts4924e	Düðün Giysisi (3 Gün)
zts4925e	Erkekler bir smokin, kadýnlar bir gelinlik alýr.[n]Kullaným süresi, giysiyi giydiðinde baþlar.[n]
zts4926e	Düðün Giysisi (7 Gün)
zts4927e	Düðün Giysisi (30 Gün)
zts4928e	Düðün Giysisi (Sýnýrsýz)
zts4929e	Düðün için Baþ Süsü (3 Gün)
zts4930e	Erkekler bir düðün saç modeli, kadýnlar bir duvak alýr.[n]Kullaným süresi, baþ süsünü taktýðýnda baþlar.[n]
zts4931e	Düðün için Baþ Süsü (7 Gün)
zts4932e	Düðün için Baþ Süsü (30 Gün)
zts4933e	Düðün için Baþ Süsü (Sýnýrsýz)
zts4934e	Eros'un Oku
zts4936e	Ayrýlýk Mektubu
zts4937e	Eþler bu eþyanýn yardýmýyla birbirinden ayrýlabilir.[n][Kullaným talimatý][n]Ayrýlmak için eþlerden birinin nesneyi kullanmasý yeterli.[n][n]
