zts1e	Efekt ogólny
zts21005e	Sytoœæ II
zts21006e	Czujesz energiê sytoœci.
zts21007e	Sytoœæ III
zts21008e	Czujesz siln¹ energiê sytoœci.
zts21009e	Ostrzysz swój nó¿ kuchenny. Daje ci szansê na przyrz¹dzenie dodatkowych pokrojonych sk³adników lub potraw.
zts21010e	Odpoczynek przez sytoœæ (s³aby)
zts21011e	Twój organizm regeneruje siê dziêki efektowi dziwnej potrawy.
zts21012e	Odpornoœæ przez sytoœæ
zts21013e	Z pewnym prawdopodobieñstwem bêdziesz móg³ siê oprzeæ negatywnym efektom dziêki [Odpornoœæ przez sytoœæ].
zts21014e	Sk³adnik od¿ywczy dla wzroku
zts21015e	Dziêki swojemu dobremu wzrokowi mo¿esz zobaczyæ ukryte postacie.
zts21016e	Sk³adnik od¿ywczy dla mózgu
zts21017e	Jesteœ teraz m¹drzejszy i dlatego otrzymasz wiêcej doœwiadczenia.
zts21018e	Odpoczynek przez sytoœæ (œredni)
zts21019e	Otrzymujesz moc oœmiornicy. Efekt ten znika po przekroczeniu Wie¿y Nieba lub Areny Honoru.
zts21020e	Z³agodzenie bólu przez sytoœæ
zts21021e	Pe³ny brzuch pomo¿e ci w z³agodzeniu bólu.
zts21022e	Uzupe³nienie protein przez sytoœæ
zts21023e	Dziêki wielu proteinom zwiêkszy siê twoja si³a ataku, jeœli twoje P¯ spadnie poni¿ej okreœlonej wartoœci.
zts21024e	Sk³adnik od¿ywczy dla mózgu (silny)
zts21025e	Otrzymujesz moc tyrana rzecznego. Efekt ten znika po przekroczeniu Wie¿y Nieba lub Areny Honoru.
zts21026e	Otrzymujesz moc lawowego tyrana. Efekt ten znika po przekroczeniu Wie¿y Nieba lub Areny Honoru.
zts21027e	Sk³adnik od¿ywczy dla wzroku (s³aby)
zts21028e	Odpoczynek przez sytoœæ
zts21029e	Uzupe³nienie protein przez sytoœæ (s³abe)
zts21030e	Œrodek znieczulaj¹cy
zts21031e	Kwieciste Skrzyd³a
zts21032e	Ten buff otrzymasz dziêki kwiecistym skrzyd³om.
zts21033e	Kwiecista Trucizna
zts21034e	Silna trucizna, pochodz¹ca z kwiecistych skrzyde³.
zts21035e	S³aby Znak Œmierci
zts21036e	Kto posiada ten znak, dozna dodatkowych obra¿eñ oraz efekt [Duchowe rozszczepienie].
zts21037e	Zwolniono
zts21038e	Eksplozja miny ogniowej spowalnia ciê.
zts21039e	Moc Skoncentrowanych Dusz
zts21040e	Wzmocnisz swoje si³y, absorbuj¹c dusze przeciwnika. Znika, gdy u¿yjesz umiejêtnoœci ataku.
zts21041e	Znieczulaj¹cy sk³adnik po¿ywienia, który ³agodzi ból.
zts21042e	Energia NiedŸwiedzia Loa
zts21043e	Dziêki energii NiedŸwiedzia Loa zwiêkszy siê twój ¿ywio³ ognia i si³a ataku.
zts21044e	Ochronny P³omieñ
zts21045e	Chroniony jesteœ przez œwiêty p³omieñ.
zts21046e	P³omienny Korzeñ
zts21047e	P³omienne korzenie wyrastaj¹ z ziemi i oplataj¹ stopy.
zts21048e	Skóra NiedŸwiedzia Brunatnego
zts21049e	Twoja skóra stanie siê twarda jak u niedŸwiedzia.
zts21050e	Uzdrawiaj¹cy P³omieñ
zts21051e	Œwiêty p³omieñ uzdrawia ciê i chroni przed negatywnymi efektami.
zts21052e	P³omienisty Pancerz
zts21053e	Spala przeciwników znajduj¹cych siê w pobli¿u.
zts21054e	ZapowiedŸ Walki przez NiedŸwiedzia
zts21055e	Otrzymujesz obra¿enia, które powinni doznaæ przyjaciele znajduj¹cy siê w twoim pobli¿u.
zts21056e	Nerwowoœæ
zts21057e	Strach przed du¿ym niedŸwiedziem brunatnym sprawia, ¿e cel zaczyna siê denerwowaæ.
zts21058e	Oczyszczaj¹cy P³omieñ
zts21059e	Czysty p³omieñ spala wszystkie twoje negatywne efekty.
zts21060e	Powa¿ne Oparzenia
zts21061e	Twoje powa¿ne oparzenia sprawiaj¹, ¿e stajesz siê powolniejszy.
zts21062e	Absorbuj¹cy P³omieñ
zts21063e	Bardzo gor¹cy p³omieñ, który spala ka¿dy atak.
zts21064e	Energia Czerwonego Leoparda
zts21065e	Otrzymujesz energiê szybkiego, czerwonego leoparda. Efekt dzia³a tylko, jeœli przybra³eœ kszta³t leoparda.
zts21066e	Energia NiedŸwiedzia Brunatnego
zts21067e	Otrzymujesz energiê niedŸwiedzia brunatnego. Efekt dzia³a tylko, jeœli przybra³eœ kszta³t leoparda lub niedŸwiedzia.
zts21068e	Powa¿ne Skaleczenie
zts21069e	Zadajesz celowi g³êbok¹ ranê, u¿ywaj¹c do tego du¿ego topora.
zts21070e	Energia Czystej Wody
zts21071e	Czysta woda wzmacnia twoj¹ obronê i twój ¿ywio³ wody.
zts21072e	Ochrona Wodospadu
zts21073e	Energia wodospadu chroni ciê przed negatywnymi efektami.
zts21074e	Energia Wodospadu
zts21075e	Silna energia wodospadu zwiêksza twoj¹ szybkoœæ poruszania siê, twoj¹ si³ê ataku oraz twój pasek wœciek³oœci.
zts21076e	Uderzenie Wody
zts21077e	Cel zostanie trafiony przez wodê, która wydaje siê, ¿e spada z du¿ej wysokoœci.
zts21078e	Œmiertelny Cios
zts21079e	G³êboka rana zadana œmiercionoœn¹ broni¹.
zts21080e	Oœlepiaj¹ce Œwiat³o
zts21081e	Zostajesz na chwilê oœlepiony jaskrawym œwiat³em s³onecznym.
zts21082e	Nie jesteœ w stanie siê broniæ jak zazwyczaj.
zts21083e	Naturalne Uzdrowienie
zts21084e	Natura uzdrawia niezmiennie twoje rany. Po pokonaniu S³onecznego Wilka, zostanie on o¿ywiony.
zts21085e	Odzyskana Si³a ¯yciowa
zts21086e	Po uzdrowieniu, tryskasz energi¹.
zts21087e	Rani¹ce Œwiat³o
zts21088e	Œwiat³o s³oneczne zadaje rany. Zwiêkszaj¹ siê obra¿enia zadawane przez ¿ywio³ œwiat³a i S³onecznego Wilka.
zts21089e	Skutki Eksplozji Plam S³onecznych
zts21090e	Z powodu eksplozji plam s³onecznych zmniejszona zosta³a odpornoœæ na œwiat³o, a obra¿enia zadawane przez S³onecznego wilka zwiêkszone.
zts21091e	Ochrona Dziczy
zts21092e	Chroni ciê dzika energia runy na w³óczni.
zts21093e	Œwiêta Sieæ
zts21094e	Owija ciê sieæ ze œwiat³a.
zts21095e	Moc S³oñca
zts21096e	Wzmacnia ciê energia s³oneczna w³óczni.
zts21097e	Kl¹twa Jadowitego Wê¿a
zts21098e	Jad wê¿a rzuca straszliw¹ kl¹twê na cel.
zts21099e	Kl¹twa Kap³ana Voodoo
zts21100e	Kap³an Voodoo mo¿e wzmocniæ rzucone kl¹twy.
zts21101e	Kl¹twa Paj¹ka
zts21102e	Rzuca na cel kl¹twê Paj¹ka Duszy.
zts21103e	Transformacja w Duszê
zts21104e	Œwiat ¿yj¹cych nie ma ¿adnego wp³ywu na dusze.
zts21105e	Sztywne Cia³o
zts21106e	Twoje cia³o staje siê sztywne i nieruchome, poniewa¿ przyklejona jest do ciebie dusza.
zts21107e	Dusza ¯¹dna Zemsty
zts21108e	Chroni ciê dusza ¿¹dna zemsty.
zts21109e	Lalka Voodo
zts21110e	Twoja dusza jest w harmonii z lalk¹ voodo, która zadaje nieprzerwanie ból.
zts21111e	Gniew Lalki Voodo
zts21112e	Lalka voodo wpad³a w furiê.
zts21113e	Kl¹twa Wodnika
zts21114e	Przemienia cel w wodnika. Jeœli dozna obra¿eñ, przemienia siê on z powrotem w swój pierwotny kszta³t.
zts21115e	Kl¹twa Œmierci
zts21116e	Gigantyczna kl¹twa, która przywo³uje œmieræ. Zwiêkszaj¹ siê doznane obra¿enia od ataku.
zts21117e	Gniew
zts21118e	Wpadasz powoli w gniew.
zts21119e	Jesteœ wœciek³y.
zts21120e	Wybuch Gniewu
zts21121e	Jesteœ szalenie wœciek³y.
zts21122e	Furia
zts21123e	Nic nie mo¿e z³agodziæ twojego gniewu, tylko czas. Jeœli minie efekt, pasek wœciek³oœci zostanie zresetowany.
zts21124e	Chroni ciê dzika energia runy na w³óczni. Ten buff nie daje twojemu NosKumplowi i twojemu S³onecznemu Wilkowi ¿adnych dodatkowych P¯.
zts21125e	Grzmot Wodospadu
zts21126e	Gniew Wodospadu
zts21127e	Wœciek³oœæ Wodospadu
zts21128e	Z³oœæ Wodospadu
zts21129e	Pancerz Cienia
zts21130e	Mroczna energia otacza Paimona i chroni go. Znika, po pokonaniu Ducha P³omiennego Druida.
zts21131e	Moc nad Cieniem
zts21132e	Magiczny efekt wzmacniaj¹cy Paimona. Znika, po pokonaniu Ducha Kap³ana Voodoo.
zts21133e	Potêgê Bohaterskich Orków
zts21134e	Os³abia go rozpêtana przez Paimona energia Bohaterskiego Orka.
zts21135e	Os³abiona Potêga Z³a
zts21136e	Przywo³anie s³ugusów Paimona trwa d³u¿ej.
zts21137e	Ryk wzmacnia twoje cia³o.
zts21138e	Opanowanie
zts21139e	Plusk wodospadu ³agodzi gniew wojownika.
zts21140e	Tarcza Dusz
zts21141e	Chroni ciê dusza ¿¹dna zemsty. Zastêpuje czêœæ obra¿eñ przez PM.
zts21142e	Wzmocnisz swoje si³y, absorbuj¹c dusze przeciwnika. Efekt ten koñczy siê, gdy u¿yjesz umiejêtnoœci ataku lub udasz siê na inny obszar.
zts21143e	Natura uzdrawia niezmiennie twoje rany. Jeœli S³oneczny Wilk zostanie pokonany, zostanie on ponownie o¿ywiony. Ten buff jednak nie daje twojemu NosKumplowi i twojemu S³onecznemu Wilkowi ¿adnych dodatkowych P¯.
zts21144e	Zwinny i odwa¿ny
zts21145e	Umiejêtnie unikasz wrogich ataków.
zts21146e	B³ogos³awieñstwo Welo
zts21147e	Efekt, którym obdarzy³ ciê ma³y dinozaur o imieniu Welo.
zts21148e	B³ogos³awieñstwo £agodnej Królowej Pszczó³
zts21149e	Efekt, którym obdarzy³a ciê ³agodna królowa pszczó³.
zts21150e	Buff 14. Urodzin
zts21151e	Przytulna Torba Kangurza
zts21152e	W przytulnej torbie kangurzej jest przytulnie.
zts21153e	W Górê Piêœci!
zts21154e	Kangur ochrania ciê swoimi piêœciami.
zts21155e	S³aba Tarcza ¯ycia
zts21156e	Tarcza ¿ycia z lekko os³abionym efektem.
zts21157e	Recepta Lekarska
zts21158e	Proszê za¿yæ zgodnie z zaleceniem lekarza.
zts21159e	Smocze B³ogos³awieñstwo
zts21160e	Otrzymujesz b³ogos³awieñstwo smoka.
zts21161e	B³ogos³awieñstwo Ognistego Smoka
zts21162e	Otrzymujesz b³ogos³awieñstwo ognistego smoka.
zts21163e	B³ogos³awieñstwo Lodowego Smoka
zts21164e	Otrzymujesz b³ogos³awieñstwo lodowego smoka.
zts21165e	B³ogos³awieñstwo Smoka Œwiat³a Ksiê¿yca
zts21166e	Otrzymujesz b³ogos³awieñstwo smoka œwiat³a ksiê¿yca.
zts21167e	B³ogos³awieñstwo Niebiañskiego Smoka
zts21168e	Otrzymujesz b³ogos³awieñstwo niebiañskiego smoka.
zts21169e	Ognisty Oddech
zts21170e	P³omienie ognistego smoka po¿eraj¹ cel.
zts21171e	Lodowy Oddech
zts21172e	Zimny oddech lodowego smoka zamra¿a cel.
zts21173e	Ksiê¿ycowy Cieñ
zts21174e	Cieñ smoka œwiat³a ksiê¿yca os³abia cel.
zts21175e	Niebiañskie Œwiat³o
zts21176e	Œwiat³o niebiañskiego smoka oœlepia cel.
zts21177e	Smoczy Cios
zts21178e	Cierpisz na wskutek dzia³ania ciosu, który przebi³by nawet smocze ³uski.
zts21179e	Smocza Strza³a
zts21180e	Ostra strza³a wykonana ze smoczych koœci sprawia, ¿e zaczynasz krwawiæ.
zts21181e	Smocza Kl¹twa
zts21182e	Straszna kl¹twa, zrodzona ze smoczej duszy, nawiedza twoje cia³o.
zts21183e	Odmro¿enie
zts21184e	Zimny ogieñ parali¿uje twoje cia³o.
zts21185e	Energia Smoczego Kryszta³u
zts21186e	Wyczerpuje ciê silna energia smoczych kryszta³ów.
zts21187e	Od³amek Smoczej Koœci
zts21188e	Rana zadana od³amkiem smoczej koœci sprawia, ¿e czujesz siê os³abiony.
zts21189e	MroŸne Tchnienie
zts21190e	MroŸne tchnienie lodowego smoka parali¿uje ciê.
zts21191e	Pancerz Smoczych £usek
zts21192e	Twoja zbroja jest wytrzymalsza.
zts21193e	Lekkim Krokiem
zts21194e	Energia zbroi sprawia, ¿e stajesz siê zwinniejszy.
zts21195e	Magiczna Moc Lodowego Smoka
zts21196e	Chroni ciê magia lodowego smoka.
zts21197e	Smocza Zrêcznoœæ
zts21198e	Smocza magia zbroi sprawia, ¿e stajesz siê zrêczniejszy.
zts21199e	Straszna Obecnoœæ
zts21200e	Ledwo mo¿esz siê poruszaæ z powodu przyt³aczaj¹cej mocy smoka.
zts21201e	S³aba Smocza Trucizna
zts21202e	Trucizna Valehira p³ynie przez twoje ¿y³y. U¿yj eliksiru odpornoœci na truciznê, by pozbyæ siê efektu. Jeœli któryœ z przeciwników Valehira cierpi z powodu tego debuffu, Valehir otrzymuje buff [Moc Rozk³adu].
zts21203e	Tchnienie Zarazy Nieumar³ego Smoka
zts21204e	Potê¿na trucizna Valehira kradnie twoje zmys³y.
zts21205e	Mg³a Strachu
zts21206e	Gêsta mg³a przyprawia ciê o dreszcze. Znika ona, gdy u¿yjesz energii smoka zombie.
zts21207e	Moc Rozk³adu
zts21208e	Moc rozk³adu wzmacnia Valehira, jeœli jedna z jego ofiar cierpi z powodu debuffu [S³aba Smocza Trucizna].
zts21209e	Mglista Tarcza
zts21210e	Gêsta mg³a sprawia, ¿e Valehir staje siê niezwyciê¿ony.
zts21211e	MroŸny Bastion
zts21214e	S³abe MroŸne £añcuchy
zts21215e	Twoje cia³o zosta³o zakute w lodowe ³añcuchy przez magiê mrozu Alzanora.
zts21216e	Przejmuj¹ce Zimno
zts21217e	Moc Alzanora dos³ownie zamra¿a ci krew w ¿y³ach.
zts21218e	Mokry do Szpiku Koœci
zts21219e	Ca³a moc znika z twojego cia³a, poniewa¿ lód siê topi, a ty niezmiernie marzniesz.
zts21220e	Bezsilny
zts21221e	Alzanor zu¿y³ ca³¹ magiê mrozu i dlatego jest s³aby i mo¿na go zraniæ.
zts21222e	Odprowadzalnik Mrozu
zts21223e	Absorbuje od Alzanora magiê mrozu. Zapobiega obra¿eniom od ataków Alzanora.
zts21225e	Cienisty Ogieñ
zts21226e	Oddech Azgobasa z ognia i cienia po¿era ciê.
zts21227e	Recycling Magii
zts21228e	Azgobas wzbija siê w powietrze i absorbuje tam œwie¿¹ magiê, by siê wzmocniæ.
zts21229e	Paso¿ytniczy Smoczy ¯ywiciel
zts21230e	Tam znajduje siê jajo Azgobasa.
zts21231e	Smoczy Paso¿yt
zts21232e	Alzanor owija swoje cia³o lodem i w ten sposób siê leczy.
zts21233e	Ten efekt koñczy siê, gdy zostan¹ pokonane wszystkie lodowe golemy Alzanora.
zts21234e	Z powodu du¿ej wagi nie mo¿esz siê poruszaæ.
zts21235e	Kl¹twa Smoczego Lorda
zts21236e	Smoczy Lord Azgobas rzuci³ na ciebie kl¹twê. Zostanie usuniêta, jeœli trafisz gniewem smoczego lorda.
zts21237e	S³aba Kl¹twa Smoczego Lorda
zts21238e	Smoczy Lord Azgobas rzuci³ na ciebie kl¹twê.
zts21239e	S³aba Magia Smoczego Lorda
zts21240e	Azgobas zostanie wzmocniony swoj¹ magi¹.
zts21241e	Magia Smoczego Lorda
zts21242e	Silna Magia Smoczego Lorda
zts21243e	Ultymatywna Magia Smoczego Lorda
zts21244e	Magia Nieumar³ego Smoka
zts21245e	Magia nieumar³ego smoka wzmacnia Azgobasa. Efekt ten dzia³a tylko wtedy, gdy w pobli¿u znajduje siê magiczny nieumar³y smok.
zts21246e	To jest energia ognistego smoka.
zts21247e	To jest energia lodowego smoka.
zts21248e	Noworoczne B³ogos³awieñstwo Tygrysa
zts21249e	Skrzyd³a Ksiê¿yca
zts21250e	Efekt Skrzyde³ Ksiê¿yca
zts21251e	Moc Ksiê¿yca
zts21252e	Uzyskujesz moc ksiê¿yca i gwiazd.
zts21253e	Energia Magicznego Bia³ego Tygrysa Noworocznego
zts21254e	Uzyskujesz moc magicznego bia³ego tygrysa noworocznego.
zts21255e	B³ogos³awieñstwo Magicznego Bia³ego Tygrysa Noworocznego
zts21256e	Efekt, którym obdarzy ciê magiczny bia³y tygrys noworoczny.
zts21257e	Regeneracja PM Smoczego Lorda
zts21258e	Smoczy Lord nieustannie regeneruje PM.
zts21259e	Wzmacniacz Nerwów
zts21260e	Liœcie eukaliptusa odprê¿aj¹ ciê.
zts21261e	Trucizna Eukaliptusowa
zts21262e	Uspokaja nerwy.
zts21263e	B³ogos³awieñstwo NiedŸwiadka Koala
zts21264e	Gotowy do spania
zts21265e	Koala u¿ywa liœci eukaliptusa do uœpienia przeciwników.
zts21266e	B³ogos³awieñstwo Oswojonej Œnie¿ki
zts21267e	P³omienna Kl¹twa
zts21268e	Silna P³omienna Kl¹twa
zts21269e	Potê¿na P³omienna Kl¹twa
zts21270e	Transfuzja Krwi (poziom 1)
zts21271e	Transfuzja Krwi (poziom 2)
zts21272e	Transfuzja Krwi (poziom 3)
zts21273e	Transfuzja Krwi (poziom 4)
zts21274e	Transfuzja Krwi (poziom 5)
zts21275e	Transfuzja Krwi (poziom 6)
zts21276e	Pochopne Dzia³anie
zts21277e	Dla przeciwnika jest niemo¿liwe, by postêpowa³ roztropnie.
zts21278e	Zamieæ Œnie¿na
zts21279e	Moc Przemiany (poziom 4)
zts21280e	Moc Przemiany (poziom 6)
zts21281e	Moc Nieustêpliwoœci (poziom 1)
zts21282e	Moc Nieustêpliwoœci (poziom 2)
zts21283e	Moc Nieustêpliwoœci (poziom 3)
zts21284e	Moc Nieustêpliwoœci (poziom 4)
zts21285e	Moc Nieustêpliwoœci (poziom 5)
zts21286e	Moc Nieustêpliwoœci (poziom 6)
zts21287e	Moc Instynktu (poziom 1)
zts21288e	Moc Instynktu (poziom 2)
zts21289e	Moc Instynktu (poziom 3)
zts21290e	Moc Instynktu (poziom 4)
zts21291e	Moc Instynktu (poziom 5)
zts21292e	Moc Instynktu (poziom 6)
zts21293e	Moc Leczenia (poziom 1)
zts21294e	Moc Leczenia (poziom 2)
zts21295e	Moc Leczenia (poziom 3)
zts21296e	Moc Leczenia (poziom 4)
zts21297e	Moc Leczenia (poziom 5)
zts21298e	Moc Leczenia (poziom 6)
zts21299e	Moc Oczyszczaj¹cej Zbroi (poziom 1)
zts21300e	Moc Oczyszczaj¹cej Zbroi (poziom 2)
zts21301e	Moc Oczyszczaj¹cej Zbroi (poziom 3)
zts21302e	Moc Oczyszczaj¹cej Zbroi (poziom 4)
zts21303e	Moc Oczyszczaj¹cej Zbroi (poziom 5)
zts21304e	Moc Oczyszczaj¹cej Zbroi (poziom 6)
zts21305e	Moc Regeneracji (poziom 1)
zts21306e	Moc Regeneracji (poziom 2)
zts21307e	Moc Regeneracji (poziom 3)
zts21308e	Moc Regeneracji (poziom 4)
zts21309e	Moc Regeneracji (poziom 5)
zts21310e	Moc Regeneracji (poziom 6)
zts21311e	Moc P³omiennego Krêgu (poziom 1)
zts21312e	Moc P³omiennego Krêgu (poziom 2)
zts21313e	Moc P³omiennego Krêgu (poziom 3)
zts21314e	Moc P³omiennego Krêgu (poziom 4)
zts21315e	Moc P³omiennego Krêgu (poziom 5)
zts21316e	Moc P³omiennego Krêgu (poziom 6)
zts21317e	Moc Czystoœci (poziom 1)
zts21318e	Moc Czystoœci (poziom 2)
zts21319e	Moc Czystoœci (poziom 3)
zts21320e	Moc Czystoœci (poziom 4)
zts21321e	Moc Czystoœci (poziom 5)
zts21322e	Moc Czystoœci (poziom 6)
zts21323e	Moc Odpornoœci na Kl¹twê (poziom 1)
zts21324e	Moc Odpornoœci na Kl¹twê (poziom 2)
zts21325e	Moc Odpornoœci na Kl¹twê (poziom 3)
zts21326e	Moc Odpornoœci na Kl¹twê (poziom 4)
zts21327e	Moc Odpornoœci na Kl¹twê (poziom 5)
zts21328e	Moc Odpornoœci na Kl¹twê (poziom 6)
zts21329e	Moc Kl¹twy Wampira (poziom 1)
zts21330e	Moc Kl¹twy Wampira (poziom 2)
zts21331e	Moc Kl¹twy Wampira (poziom 3)
zts21332e	Moc Kl¹twy Wampira (poziom 4)
zts21333e	Moc Kl¹twy Wampira (poziom 5)
zts21334e	Moc Kl¹twy Wampira (poziom 6)
zts21335e	Moc Przemiany (poziom 1)
zts21336e	Moc Przemiany (poziom 2)
zts21337e	Moc Przemiany (poziom 3)
zts21338e	Moc Przemiany (poziom 5)
zts21339e	Neurotoksyna (poziom 2)
zts21340e	Neurotoksyna (poziom 3)
zts21341e	Neurotoksyna (poziom 4)
zts21342e	Bohaterska technika walki z Tart Hapendam
zts21343e	Zwiêksza otrzymane doœwiadczenie bohatera o 75%.
zts21344e	M¹droœæ Azgobasa
zts21345e	Zwiêksza otrzymywane PD poziomu bohatera.
zts21346e	B³ogos³awieñstwo ¯ycia
zts21347e	Magiczna moc Krainy ¯yj¹cych regeneruje P¯.
zts21348e	M¹droœæ ¯ycia
zts21349e	Istoty Krainy ¯yj¹cych mog¹ ciê du¿o nauczyæ.
zts21350e	Gniew ¯ycia
zts21351e	Przepe³nia ciê gniew dzikich istot Krainy ¯yj¹cych.
zts21352e	¯ywio³y ¯ycia
zts21353e	Magiczna moc Krainy ¯yj¹cych wzmacnia cztery ¿ywio³y.
zts21354e	Zbroja Zycia
zts21355e	Magiczna moc Krainy ¯yj¹cych chroni ciebie lepiej, ni¿ najtwardsza zbroja.
zts21356e	Wiedza ¯ycia
zts21357e	Dezorientacja
zts21358e	Kl¹twa o³tarza os³abia ciê.
zts21359e	Ociê¿a³oœæ
zts21360e	Prawdziwa Forma
zts21361e	Niezdarnoœæ
zts21362e	Letarg
zts21363e	Zatrucie
zts21364e	Ulepszone Do³adowanie
zts21365e	Godnoœæ Arystokratów
zts21366e	Czujesz, ¿e otacza ciê aura arystokraty.
zts21367e	Magiczne Skorupki Jaj
zts21368e	Magiczna skorupka jaja jest twoim schronieniem.
zts21369e	Potê¿na Kl¹twa Laureny
zts21370e	Laurena rzuca zaklêcie na postacie bie¿¹ce udzia³ w rajdzie. Przez co nie mog¹ one rozwin¹æ ca³ego swojego potencja³u.
zts21371e	Adrenalina
zts21372e	Adrenalina p³ynie w twoich ¿y³ach i zwiêksza szybkoœæ poruszania siê.
zts21373e	Napêd Si³y
zts21374e	Przez krótki czas wzrasta si³a ataku.
zts21375e	Mocny Napêd Si³y
zts21376e	Skrzyd³a Retro
zts21377e	Efekt Skrzyde³ Retro
zts21378e	Wstrz¹s
zts21379e	Debuff wywo³any przez eksplozje.
zts21380e	Rana Magicznego Strza³u
zts21381e	Rana powsta³a od magicznego strza³u.
zts21382e	Kl¹twa ¯ywio³u
zts21383e	To leœna kl¹twa.
zts21384e	Lodowa Tarcza Many
zts21385e	Tarcza z zamarzniêtej magicznej mocy.
zts21392e	Energia Mistrza Wêdkowania
zts21393e	Zwiêkszy³a siê szansa na z³owienie rzadkiej ryby.
zts21394e	B³ogos³awieñstwo Lataj¹cego Szopa
zts21395e	Efekt, którym obdarzy³ ciê Lataj¹cy Szop.
zts21396e	Obra¿enia przez bambus
zts21397e	Spo¿ycie bambusa regeneruje P¯ i PM.
zts21398e	B³ogos³awieñstwo Ma³ej Pandy
zts21399e	Efekt, którym obdarzy³a ciê Ma³a Panda.
zts21400e	Zbroja Caligora
zts21401e	Gruba zbroja Caligora zmniejsza doznane obra¿enia.
zts21402e	Po¿ywny bambus
zts21403e	Buff na 15. Rocznicê
zts21404e	St³umiony (F)
zts21405e	St³umiony (E)
zts21406e	St³umiony (D)
zts21407e	St³umiony (C)
zts21408e	St³umiony (B)
zts21409e	St³umiony (A)
zts21410e	St³umiony (S)
zts21411e	Zneutralizowana Zbroja (F)
zts21412e	Zneutralizowana Zbroja (E)
zts21413e	Zneutralizowana Zbroja (D)
zts21414e	Zneutralizowana Zbroja (C)
zts21415e	Zneutralizowana Zbroja (B)
zts21416e	Zneutralizowana Zbroja (A)
zts21417e	Zneutralizowana Zbroja (S)
zts21418e	Przegrzany (F)
zts21419e	Przegrzany (E)
zts21420e	Przegrzany (D)
zts21421e	Przegrzany (C)
zts21422e	Przegrzany (B)
zts21423e	Przegrzany (A)
zts21424e	Przegrzany (S)
zts21425e	Lekko przegrzany (F)
zts21426e	Lekko przegrzany (E)
zts21427e	Lekko przegrzany (D)
zts21428e	Lekko przegrzany (C)
zts21429e	Lekko przegrzany (B)
zts21430e	Lekko przegrzany (A)
zts21431e	Lekko przegrzany (S)
zts21432e	Lekko st³umiony (F)
zts21433e	Lekko st³umiony (E)
zts21434e	Lekko st³umiony (D)
zts21435e	Lekko st³umiony (C)
zts21436e	Lekko st³umiony (B)
zts21437e	Lekko st³umiony (A)
zts21438e	Lekko st³umiony (S)
zts21439e	Prze³amana Zbroja (F)
zts21440e	Prze³amana Zbroja (E)
zts21441e	Prze³amana Zbroja (D)
zts21442e	Prze³amana Zbroja (C)
zts21443e	Prze³amana Zbroja (B)
zts21444e	Prze³amana Zbroja (A)
zts21445e	Prze³amana Zbroja (S)
zts21446e	Ciœnienie w Kotle (F)
zts21447e	Ciœnienie w Kotle (E)
zts21448e	Ciœnienie w Kotle (D)
zts21449e	Ciœnienie w Kotle (C)
zts21450e	Ciœnienie w Kotle (B)
zts21451e	Ciœnienie w Kotle (A)
zts21452e	Ciœnienie w Kotle (S)
zts21453e	Jan Parowy (F)
zts21454e	Jan Parowy (E)
zts21455e	Jan Parowy (D)
zts21456e	Jan Parowy (C)
zts21457e	Jan Parowy (B)
zts21458e	Jan Parowy (A)
zts21459e	Jan Parowy (S)
zts21460e	W Towarzystwie Halitus-15 (F)
zts21461e	W Towarzystwie Halitus-15 (E)
zts21462e	W Towarzystwie Halitus-15 (D)
zts21463e	W Towarzystwie Halitus-15 (C)
zts21464e	W Towarzystwie Halitus-15 (B)
zts21465e	W Towarzystwie Halitus-15 (A)
zts21466e	W Towarzystwie Halitus-15 (S)
zts21467e	W Towarzystwie Prototypu Halitus (F)
zts21468e	W Towarzystwie Prototypu Halitus (E)
zts21469e	W Towarzystwie Prototypu Halitus (D)
zts21470e	W Towarzystwie Prototypu Halitus (C)
zts21471e	W Towarzystwie Prototypu Halitus (B)
zts21472e	W Towarzystwie Prototypu Halitus (A)
zts21473e	W Towarzystwie Prototypu Halitus (S)
zts21474e	Z³ote Skrzyd³a Or³a
zts21475e	Efekt "Z³otych Skrzyde³ Or³a"
zts21476e	B³ogos³awieñstwo Z³otych Skrzyde³ Or³a
zts21477e	B³ogos³awieñstwo Z³otych Skrzyde³ Or³a zwiêksza twoj¹ zwinnoœæ.
zts21478e	Lœni¹ca lanca
zts21479e	Uda³o ci siê wypolerowaæ lancê na wysoki po³ysk.
zts21480e	Ostra lanca
zts21481e	Twoja lanca ma mocne ostrze.
zts21482e	Lanca ostra jak ig³a
zts21483e	Twoja lanca jest ostra jak nigdy przedtem.
zts21484e	Podgrzana
zts21485e	Twoja broñ powoli siê nagrzewa.
zts21486e	Gor¹ca
zts21487e	Twoja broñ jest gor¹ca.
zts21488e	Roz¿arzona
zts21489e	Twoja broñ jest piekielnie gor¹ca.
zts21490e	Przegrzana
zts21491e	Temperatura twojej broni osi¹gnê³a maksimum. Nie mo¿esz ju¿ u¿yæ ¿adnych umiejêtnoœci zwiêkszaj¹cych upa³.
zts21492e	Du¿e pole grawitacyjne
zts21493e	Twoja sfera grawitacji jest mocno na³adowana energi¹ grawitacyjn¹.
zts21494e	Du¿e pole antygrawitacyjne
zts21495e	Twoja sfera grawitacji jest mocno na³adowana energi¹ antygrawitacyjn¹.
zts21496e	Równowaga grawitacyjna
