zts1e	Odpoczynek
zts2937e	Twój wilk podbiega do celu i zadaje mu kopniaka tylnymi ³apami.
zts2938e	Wiêzy na Nogi
zts2939e	Kiedy w³ócznia trafia cel, zamienia siê w pu³apkê i wi¹¿e celowi nogi.
zts2940e	S³oneczna Erupcja
zts2941e	Teleportuj swojego jasno œwiec¹cego S³onecznego Wilka do celu, który on oœlepi.
zts2942e	Ochrona Dziczy
zts2943e	Runa na w³óczni przywo³uje moc natury, która ciê chroni.
zts2944e	Sieæ Œwiat³a
zts2945e	Rzucona w³ócznia zamienia siê w sieæ œwiat³a, która owija siê wokó³ celu.
zts2946e	Szybki Odwrót
zts2947e	Po ustawieniu pu³apki na niedŸwiedzie, która zmierza w kierunku wroga znajduj¹cego siê w pobli¿u, szybko siê wycofujesz.
zts2948e	Stado Wilków
zts2949e	Przywo³ujesz stado wilków w pobli¿u celu i wydajesz mu rozkaz ataku.
zts2950e	Eksplozja Plam S³onecznych
zts2951e	Rzucasz w³óczni¹, która zawiera w sobie potê¿n¹ energiê.
zts2952e	Wiruj¹cy Wilk
zts2953e	Teleportujesz swojego s³onecznego Wilka do celu, który wiruj¹c atakuje cel.
zts2954e	Wyrok S³oñca
zts2955e	Spada z nieba ogromna œwiêta w³ócznia.
zts2957e	Promieñ Kl¹twy
zts2958e	Wystrzeliwujesz mroczny promieñ, który przynosi kl¹twê.
zts2959e	Truj¹ca Chmura
zts2960e	Przywo³ujesz bardzo truj¹c¹ chmurê z pomoc¹ duszy Wê¿a Loa.
zts2961e	Paj¹k Duszy
zts2962e	Przywo³ujesz olbrzymiego niebieskiego paj¹ka, który eksploduj¹c atakuje cele w pobli¿u.
zts2963e	Eksplozje mog¹ na³o¿yæ kl¹twy na cele.
zts2964e	Kszta³t Ducha
zts2965e	Zamieñ siê na jakiœ czas w ducha.
zts2966e	Nie mo¿na zadaæ ci obra¿eñ, ani ciê zaatakowaæ.
zts2967e	Lepka Dusza
zts2968e	Przyzywasz duszê, która uparcie przylepia siê do twojego celu.
zts2969e	Ramiona zmar³ych wyrastaj¹ z ziemi i ³api¹ cel.
zts2970e	Chciwy Rój Szarañczy
zts2971e	Przywo³ujesz rój chciwych szarañczy.
zts2972e	Zadaje obra¿enia celowi znajduj¹cemu siê w pobli¿u.
zts2973e	Dusza ¯¹dna Zemsty
zts2974e	Przyzywasz duszê, która szuka zemsty.
zts2975e	Jeœli zostaniesz zaatakowany, zemœci siê ona na twoim przeciwniku.
zts2976e	Lalka Voodo
zts2977e	Rzucasz kl¹twê na swój cel z pomoc¹ lalki voodo.
zts2978e	P¯ celu stale siê zmniejsza. Jeœli kl¹twa nie zostanie zdjêta, to zada celowi powa¿ne obra¿enia.
zts2979e	Kszta³t Wodnika
zts2980e	Rzucasz kl¹twê na swój cel i zamieniasz go w wodnika.
zts2981e	W tym kszta³cie jest bardzo podatny na obra¿enia.
zts2982e	Absorpcja Dusz
zts2983e	Zwiêksza twoj¹ moc, absorbuj¹c energiê duszy twojego celu.
zts2984e	W ten sposób zdobyt¹ moc mo¿esz u¿yæ tylko raz.
zts2985e	Kl¹twa Œmierci
zts2986e	Rzucasz œmierteln¹ kl¹twê na du¿y obszar wokó³ siebie.
zts2987e	Dzia³a ona tylko na wrogów, posiadaj¹cych ju¿ debuffy.
zts2988e	S³oneczny Wilk atakuje cel.
zts2989e	S³oneczny Wilk zadaje kopniak celowi i odpycha go.
zts2990e	S³oneczny Wilk wydaje rozkaz duszom swoich przodków, by zaatakowa³y cel.
zts2991e	S³oneczny Wilk pojawia siê w oœlepiaj¹cym œwietle, które wywo³uje u celu [Zamroczenie].
zts2992e	S³oneczny Wilk atakuje cel oraz przeciwników w pobli¿u, obracaj¹ siê szybko wokó³ w³asnej osi.
zts2994e	Twój NosKumpl i twój S³oneczny Wilk nie otrzymaj¹ ¿adnych dodatkowych P¯.
zts3010e	Twój NosKumpl i twój S³oneczny Wilk nie otrzymaj¹ ¿adnych dodatkowych P¯.
zts3012e	Uderzenie Ogonem
zts3013e	Podskakuje w miejscu i atakuje wrogów swoim ogonem.
zts3014e	[Pocz¹tkuj¹cy] Odpornoœæ na Chorobê
zts3015e	Podrêcznik "Smocza Witalnoœæ"
zts3017e	Podrêcznik "Smocza Sprawnoœæ"
zts3019e	Podrêcznik "Smoczy Intelekt"
zts3020e	Podrêcznik "Smocza Si³a"
zts3021e	Podrêcznik "Smocza Magia"
zts3038e	Zwiêksza maks. P¯ o 12 000
zts3039e	Zwiêksza zrêcznoœæ o 150.
zts3040e	Zwiêksza bystroœæ o 150.
zts3041e	Zwiêksza si³ê fizyczn¹ o 150.
zts3042e	Zwiêksza maks. PM o 12 000.
zts3045e	Gniew Smoczego Lorda
zts3046e	Zwiêksza maks. P¯ o 10 000.
zts3047e	Zwiêksza maks. PM o 10 000.
zts3048e	ChodŸ, zjemy coœ!
zts3049e	ZjedŸ wraz z koal¹ kilka liœci eukaliptusa.
zts3050e	Sennoœæ koali
zts3051e	Koala u¿ywa liœci eukaliptusa do uœpienia przeciwników.
zts3072e	Nie dotyczy efektów, które skracaj¹ regeneracjê.
zts3073e	Robisz szybki krok.
zts3074e	Ultymatywny pancerz zwiêksza obronê i szansê oprzeæ siê wymuszonym ruchom.
zts3075e	Cyklon Lataj¹cego Szopa
zts3076e	Lataj¹cy Szop obraca siê w zawrotnym tempie, tworz¹c ma³y cyklon.
zts3077e	K³êbek Pandy
zts3078e	Ma³a Panda zwija siê w k³êbek... i z Karacho na twoich przeciwników!
zts3079e	Wyrzut Pary
zts3080e	Dusi twoich przeciwników we w³asnym soku.
zts3081e	Rakieta Przeciwzbrojowa
zts3082e	Wystrzeliwuje rakiety umieszczone na grzbiecie.
zts3083e	Wyrzut Gor¹ca
zts3084e	Rakieta Przeciwczo³gowa
zts3085e	Ciœnienie w Kotle
zts3086e	Halitus uwalnia swoj¹ nadmiarow¹ energiê.
zts3087e	Przegrzany
zts3088e	Szybkie uderzenie
zts3089e	Atakujesz przeciwnika lanc¹.
zts3090e	D³ugie uderzenie
zts3091e	Atakujesz oddalonego przeciwnika lanc¹.
zts3092e	Cios tarcz¹
zts3093e	Zadajesz przeciwnikowi cios tarcz¹, który go og³usza.
zts3094e	Szturm lanc¹
zts3095e	Celujesz lanc¹ w rz¹d przeciwników i trafiasz wszystkich w biegu.
zts3096e	Œwiêta tr¹ba powietrzna
zts3097e	Wymachuj¹c lanc¹ tworzysz œwietln¹ tr¹bê powietrzn¹.
zts3098e	Rzut lanc¹
zts3099e	Rzucasz lanc¹ i zadajesz obra¿enia kilku przeciwnikom stoj¹cym jeden za drugim.
zts3100e	Potrójny cios
zts3101e	Zadajesz przeciwnikowi trzy ciosy jeden po drugim.
zts3102e	Tarcza Drakonium
zts3103e	Twarda tarcza chroni przed atakami przeciwnika.
zts3104e	Zniszczenie zbroi
zts3105e	Przywo³ujesz ma³e, œwietliste w³ócznie, które uderzaj¹ w s³abe punkty zbroi przeciwnika.
zts3106e	Œwiat³o Ochronne
zts3107e	Za pomoc¹ energii œwietlnej smoczej magii mo¿na usun¹æ negatywne efekty i zwiêkszyæ obronê bliskich sojuszników.
zts3108e	¯¹d³o smoka
zts3109e	Podczas ataku skupiasz smocz¹ magiê na jednym punkcie.
zts3110e	Rzut granatem
zts3111e	Rzucasz granatem.
zts3112e	Granat uderzeniowy
zts3113e	Wystrzeliwujesz granat, który wyzwala falê uderzeniow¹.
zts3114e	Strza³ pod k¹tem
zts3115e	Wystrzeliwujesz granat pod ostrym k¹tem.
zts3116e	Granat z napalmem
zts3117e	Wystrzeliwujesz granat z napalmem, który spala wszystkich przeciwników w obszarze celu.
zts3118e	Do³adowanie
zts3119e	Do³adowujesz mocniejsze granaty.
zts3120e	Tarcza energii Drakonium
zts3121e	Wytwarza tarczê energii, która chroni twoje cia³o.
zts3122e	Granat si³y ci¹¿enia
zts3123e	Wystrzeliwujesz granat, który zwiêksza si³ê ci¹¿enia w miejscu ataku i wiêzi tam przeciwników.
zts3124e	Zwiêkszona si³a ognia
zts3125e	Moc ognia jest wzmacniana przez upa³.
zts3126e	Strza³ HEAT
zts3127e	Wystrzeliwujesz granat HEAT o wyj¹tkowej sile przebicia.
zts3128e	Przemiana energii
zts3129e	Poprawia si³ê ognia twojej broni.
zts3130e	Strzelasz wi¹zk¹ p³omieni zawieraj¹c¹ energiê upa³u i smocz¹ magiê w stronê wrogów stoj¹cych jeden za drugim.
zts3131e	Brak efektu zwiêkszenia zasiêgu ataku.
zts3132e	Telekineza
zts3133e	Kontroluj¹c grawitacjê, rzucasz kamieniem w przeciwnika.
zts3134e	Przyci¹ganie
zts3135e	Z pomoc¹ energii grawitacji przyci¹gasz przeciwników do siebie.
zts3136e	Z pomoc¹ energii antygrawitacji odrzucasz przeciwników od siebie.
zts3137e	Mia¿d¿enie
zts3138e	Pozwalasz wielkiemu g³azowi spaœæ na cel.
zts3139e	Pole antygrawitacyjne
zts3140e	Wytwarzasz pole antygrawitacyjne, które chroni twoje cia³o. Efekt zu¿ywa PM.
zts3141e	Szybka ucieczka
zts3142e	Zadajesz przeciwnikowi obra¿enia i odpychasz siê od niego, aby uciec.
zts3143e	Pole grawitacyjne
zts3144e	Wytwarzasz pole grawitacyjne, które zadaje obra¿enia przeciwnikom znajduj¹cym siê w pobli¿u.
zts3145e	Hipergrawitacja
zts3146e	Zwiêkszasz swoj¹ si³ê ataku przez rozszerzenie sfery grawitacji. To jednak ma skutki uboczne.
zts3147e	Odbicie przez antygrawitacjê
zts3148e	Wytwarzasz pole antygrawitacyjne, które odbija obra¿enia.
zts3149e	Niewa¿koœæ
zts3150e	Pozwalasz, aby wszystko wokó³ ciebie znalaz³o siê w stanie niewa¿koœci.
zts3151e	Twoi przeciwnicy maj¹ k³opoty, ale tobie ten efekt jest znany.
zts3152e	Czarna dziura
zts3153e	Tworzysz czarn¹ dziurê, która wci¹ga wszystko do swego wnêtrza.
zts3154e	Cios ciê¿arem
zts3155e	Zadajesz przeciwnikowi cios ciê¿kimi ramionami robota.
zts3156e	Tankowanie
zts3157e	Przemieniasz magiczn¹ moc w paliwo.
zts3158e	Atak ze skoku
zts3159e	Uderzasz w cel, wykonuj¹c skok.
zts3160e	Zgniatanie
zts3161e	Œci¹gasz przeciwników w jedno miejsce i zgniatasz ich rêkami robota.
zts3162e	Atak m³ota
zts3163e	Atakujesz przeciwników jak m³ot.
zts3164e	Uderzenie w ziemiê
zts3165e	Mocno uderzasz w ziemiê
zts3166e	Blokada frontalna
zts3167e	Za pomoc¹ ramion robota blokujesz nieprzyjacielskie ataki.
zts3168e	Silny atak ze skoku
zts3169e	Cios szturmowy
zts3170e	Skupiasz swoj¹ magiczn¹ moc w jednym ramieniu i szturmujesz cel.
zts3171e	Nadwy¿ka paliwa
zts3172e	Zu¿ywasz paliwo, aby wzmocniæ swoj¹ si³ê bojow¹.
zts3173e	Cios Drako
zts3174e	Zbierasz wszystkie si³y w swoich piêœciach i atakujesz przeciwników stoj¹cych jeden za drugim w linii prostej.
zts3175e	Protokó³ regeneracji
zts3176e	Zu¿ywasz paliwo, aby siê zregenerowaæ.
zts3177e	Atak zgliszczy
zts3178e	Atakujesz skrzy¿owanymi rêkami robotów.
zts3188e	Odpychanie
zts3194e	CEL2	1	-9	1	1	-8	1	1	-7	1	1	-6	1	1	-5	1	1	-4	1	1	-3	1	1	-2	1	1	-1	1	0	0	0
zts3196e	Ciasteczka i prezenty
zts3197e	Rozdajesz ciê¿kie prezenty i ciasteczka w okolicy.
zts3198e	Styl walki piernikowego ludzika
zts3199e	Otrzymujesz energiê piernikowego ludzika Para.
zts3200e	Celnoœæ piernikowego ludzika
zts3201e	Otrzymujesz energiê piernikowego ludzika Pura.
zts3202e	Czarodziejska moc piernikowego ludzika
zts3203e	Otrzymujesz energiê piernikowego ludzika Pira.
zts3204e	G³êbokie Cienie
zts3205e	Maluje na ziemi g³êboki g³êboki cieñ, który atakuje przeciwników.
zts3206e	Malarstwo Mroku
zts3207e	Precyzyjnymi poci¹gniêciami pêdzla daje ci si³ê energii mroku.
zts3208e	Wymaga 1000 punktów ultymatywnych.
zts3209e	Wymaga 1000 punktów ultymatywnych i 3. ulty-efektu.
zts3210e	Œwiêty Totem
zts3211e	Przywo³uje œwiêty totem, który obdarza buffem u¿ytkownika oraz sojuszników w pobli¿u.
zts3212e	Pasek "Œwiêta Energia" musi byæ ca³kowicie nape³niony dla tej umiejêtnoœci.
zts3213e	Nie mo¿na zastosowaæ na cele z 100% P¯.
zts3214e	Smagniêcie biczem
zts3215e	Atakuje przeciwników biczem.
zts3216e	Redukuje P¯, ale nie mo¿e zadaæ œmiertelnego ciosu.
zts3217e	Oswajanie
zts3218e	Mo¿esz oswoiæ 1-gwiazdkowego zwierzaka.
zts3219e	Twój poziom musi byæ wy¿szy, ni¿ poziom oswajanego zwierzaka, a liczba jego P¯ musi wynosiæ mniej ni¿ po³owê.
zts3220e	Przywo³aj s³abego potwora szkoleniowego
zts3221e	Ten potwór szkoleniowy mo¿e ulepszaæ zwierzaki do poziomu 20.
zts3222e	Wymaga klatki na potwora szkoleniowego.
zts3223e	Ekstrahuj esencjê
zts3224e	Ekstrahujesz esencjê wybranego zwierzaka.
zts3225e	Mo¿na u¿yæ tylko na zwierzakach, które osi¹gnê³y maksymalny poziom szkoleniowy.
zts3226e	Dokonaj prze³omu
zts3227e	Zwiêksza liczbê gwiazdek wybranego zwierzaka.
zts3228e	Zaawansowane Oswajanie
zts3229e	Mo¿esz oswoiæ 2-gwiazdkowego zwierzaka.
zts3230e	Przywo³aj potwora szkoleniowego
zts3231e	Ten potwór szkoleniowy mo¿e ulepszaæ zwierzaki do poziomu 40.
zts3232e	Ekstrahuj ulepszon¹ esencjê
zts3233e	Jeœli ekstrahujesz esencjê zwierzaków 1-gwiazdkowych lub 2-gwiazdkowych, z prawdopodobieñstwem 10% otrzymasz dodatkow¹ esencjê.
zts3234e	Przywo³aj silnego potwora szkoleniowego
zts3235e	Ten potwór szkoleniowy mo¿e ulepszaæ zwierzaki do poziomu 60.
zts3236e	Zresetuj szkolenie
zts3237e	Resetuje poziom szkoleniowy wybranego zwierzaka do 0.
zts3238e	Lekkie smagniêcie biczem
zts3239e	Próbujesz oswoiæ sojusznika.
zts3240e	Nie wiesz, czy to mo¿liwe.
zts3241e	GroŸby
zts3242e	Zwierzak szykuje siê do walki i zwiêksza swoj¹ si³ê ataku.
zts3243e	GroŸby 1
zts3244e	GroŸby 2
zts3245e	GroŸby 3
zts3246e	GroŸby 4
zts3247e	GroŸby 5
zts3248e	GroŸby 6
zts3249e	Masowe og³uszenie
zts3250e	Pozbawia przytomnoœci wrogów w pobli¿u.
zts3251e	Masowe og³uszenie 1
zts3252e	Masowe og³uszenie 2
zts3253e	Masowe og³uszenie 3
zts3254e	Masowe og³uszenie 4
zts3255e	Masowe og³uszenie 5
zts3256e	Masowe og³uszenie 6
zts3257e	Zach³anne k³apanie
zts3258e	Zwierzak zach³annie k³apie za przeciwnikami.
zts3259e	Zach³anne k³apanie 1
zts3260e	Zach³anne k³apanie 2
zts3261e	Zach³anne k³apanie 3
zts3262e	Zach³anne k³apanie 4
zts3263e	Zach³anne k³apanie 5
zts3264e	Zach³anne k³apanie 6
zts3265e	Postawa obronna
zts3266e	Zwierzak przyjmuje postawê defensywn¹ i zwiêksza obronê.
zts3267e	Postawa obronna 1
zts3268e	Postawa obronna 2
zts3269e	Postawa obronna 3
zts3270e	Postawa obronna 4
zts3271e	Postawa obronna 5
zts3272e	Postawa obronna 6
zts3273e	Pierwsza pomoc
zts3274e	Twoje cia³o regeneruje siê.
zts3275e	Pierwsza pomoc 1
zts3276e	Pierwsza pomoc 2
zts3277e	Pierwsza pomoc 3
zts3278e	Pierwsza pomoc 4
zts3279e	Pierwsza pomoc 5
zts3280e	Pierwsza pomoc 6
zts3281e	Instrukcja Tresera Zwierz¹tka 1
zts3282e	Wszystkie ataki i obrony s¹ zwiêkszone o 25.
zts3283e	Instrukcja Tresera Zwierz¹tka 2
zts3284e	Instrukcja Tresera Zwierz¹tka 3
zts3285e	Potwór szkoleniowy pozostaje na 15 minut.
zts3286e	Potwór szkoleniowy pozostaje na 30 minut.
zts3287e	Potwór szkoleniowy pozostaje na 60 minut.
zts3288e	Zatruta Strza³a
zts3289e	Wystrzeliwuje zatrut¹ strza³ê w kierunku celu.
zts3290e	Trafiony przeciwnik zostaje zatruty.
zts3291e	Strza³a Pn¹czy
zts3292e	Wystrzeliwuje strza³ê, z której wyrastaj¹ pn¹cza.
zts3293e	Pn¹cza oplataj¹ cel.
zts3294e	Zabójcze Nasiona
zts3295e	Rozsiewa paso¿ytnicze nasiona w otoczeniu.
zts3311e	Torcikowy Cios
zts3312e	Atakuje cel z moc¹ torcika.
zts3313e	Badanie miêœni Techrona
zts3314e	Zwiêksza maks. P¯ o 14 000.
zts3315e	Badanie poznawcze Techrona
zts3316e	Zwiêksza zrêcznoœæ o 220.
zts3317e	Badanie mózgu Techrona
zts3318e	Zwiêksza bystroœæ o 220.
zts3319e	Badanie koœci Techrona
zts3320e	Zwiêksza si³ê fizyczn¹ o 220.
zts3321e	Badanie magii Techrona
zts3322e	Zwiêksza maks. PM o 14 000.
zts3323e	PrzyjaŸñ Wró¿ek (2)
zts3324e	Zwiêksza wszystkie odpornoœci na ¿ywio³y o 20.
zts3325e	Zwiêksza maks. P¯ o 13 000.
zts3326e	Zwiêksza zrêcznoœæ o 200.
zts3327e	Zwiêksza bystroœæ o 200.
zts3328e	Zwiêksza si³ê fizyczn¹ o 200.
zts3329e	Zwiêksza maks. PM o 13 000.
