zts1e	Objeto nuevo
zts1990e	Puedes recibir una Caja misteriosa A, B o C. Si abres las cajas, podrás conseguir diferentes objetos de la tienda, perlas con Ardillas y máscaras nuevas.[n]
zts1991e	Sombrero de oso panda
zts1992e	Disfraz de oso panda
zts1993e	Tarjeta del especialista de guardabosques
zts1994e	Caja de regalos
zts1995e	Una bonita caja de regalos. Haz doble clic para obtener uno de los objetos.[n]
zts1996e	Tarjeta del especialista - elemento tinieblas[n][n]Con el poder oscuro del mal, este guerrero obliga a sus enemigos a rendirse de una manera en ocasiones inmoral. Los enemigos quedan impotentes ante él y tienen que someterse a su voluntad.[n][n]
zts1997e	Tarjeta del especialista - elemento luz[n][n]Su conocimiento y su instinto animal le permiten moverse sin problemas en la selva. Con su poder animal, avasalla a cualquier enemigo sin dificultad.[n][n]
zts1998e	Tarjeta del especialista - elemento tinieblas[n] El Mago de las tinieblas hace huir a sus enemigos utilizando artes prohibidas. Estos guerreros obtienen su poder del poder malvado del diablo.[n][n]
zts1999e	Ardilla enferma
zts2000e	Cerdo de Año Nuevo
zts2001e	Ratón feliz
zts2002e	Sobre de regalo
zts2003e	Un sobre de regalo para celebrar el año nuevo.[n]Consigue un objeto aleatorio o un animal poco común.
zts2004e	Leña para una hoguera pequeña
zts2005e	La hoguera pequeña arde durante 3 minutos y te permite preparar una comida sencilla.[n][n]
zts2006e	Leña para una hoguera grande
zts2007e	La hoguera grande arde durante 3 minutos y te permite preparar una comida lujosa.[n][n]
zts2008e	Se puede vender en la tienda.[n]Se puede obtener de los Ratones felices.[n][n]
zts2009e	Tus HP y tus MP se van rellenando paulatinamente.[n]Si tu NosMate se encuentra en un radio de 3 campos, los suyos también se rellenan.[n]Puedes tomarlo durante un descanso.[n]¡Objeto de año nuevo![n][n]
zts2010e	Bocadillo de queso
zts2011e	Costillas de cerdo
zts2012e	Restaura tus SP.[n]Solo lo puedes utilizar mientras estés en reposo.[n][n]
zts2013e	Tortilla de fruta
zts2014e	Hamburguesa
zts2015e	Bistec
zts2016e	Jarabe dulce
zts2017e	Especias
zts2018e	Agua
zts2019e	Un sobre de regalo para celebrar el año nuevo.[n]Consigue un objeto aleatorio o un animal poco común.
zts2020e	Disfraz de oso pardo
zts2021e	Disfraz de oso polar
zts2022e	Disfraz de osito de peluche
zts2023e	Sombrero de oso pardo
zts2024e	Sombrero de oso polar
zts2025e	Sombrero de osito de peluche
zts2026e	Un objeto de evento para San Valentín.[n][Atención][n]El objeto desaparece al final del evento.[n][n]
zts2027e	Objeto de evento para San Valentín.[n]Demuéstrale tu aprecio a alguien entregándole este regalo.[n]Si la persona que eliges acepta tu regalo, recibirás la Bendición del Día de San Valentin.[n]Si lo rechaza, tu personaje llorará durante un minuto.[n][Atención][n]El objeto desaparece al final del evento.[n][n]
zts2028e	Aumenta temporalmente tus HP y tus MP.[n]Cura a NosMates y compañeros.[n]Un objeto de evento para San Valentín.[n][Atención][n]El objeto desaparece al final del evento.[n][n]
zts2029e	Uniforme de entrenamiento para hombres 1
zts2030e	Uniforme de entrenamiento para mujeres 1
zts2031e	Uniforme de entrenamiento para hombres 2
zts2032e	Uniforme de entrenamiento para mujeres 2
zts2033e	Uniforme de entrenamiento para hombres 3
zts2034e	Uniforme de entrenamiento para mujeres 3
zts2035e	Uniforme de entrenamiento para hombres 4
zts2036e	Uniforme de entrenamiento para mujeres 4
zts2037e	Ropa informal para hombres 1
zts2038e	Ropa informal para mujeres 1
zts2039e	Ropa informal para hombres 2
zts2040e	Ropa informal para mujeres 2
zts2041e	Ropa informal para hombres 3
zts2042e	Ropa informal para mujeres 3
zts2043e	Ropa informal para hombres 4
zts2044e	Ropa informal de mujer 4
zts2045e	Ropa informal para hombres 5
zts2046e	Ropa informal de mujer 5
zts2047e	Ropa informal para hombres 6
zts2048e	Ropa informal de mujer 6
zts2049e	Sombrero de ratón
zts2050e	Un adorabe sombrero de ratón.[n][n]
zts2051e	Sombrero naranja
zts2052e	Este sombrero previene la aparición de caspa, te hace masajes en el cuero cabelludo y da brillo a tu pelo.[n][n]
zts2053e	Sombrero de flores decorativas
zts2054e	¡Este precioso sombrero es bastante pesado y provoca dolor de nuca![n][n]
zts2055e	Sombrero de nuez
zts2056e	Un sombrero de nuez pequeño y ligero.[n][n]
zts2057e	Sombrero azul de fundador
zts2058e	Antiguamente los funcionarios llevaban sombreros como este. Crean una atmósfera especial.
zts2059e	Sombrero verde de fundador
zts2060e	Sombrero rojo del fundador
zts2061e	N (Evento)
zts2062e	O (Evento)
zts2063e	S (Evento)
zts2064e	1 (Evento)
zts2065e	Y (Evento)
zts2066e	E (Evento)
zts2067e	A (Evento)
zts2068e	R (Evento)
zts2069e	Medallón del 1.er aniversario
zts2070e	Sombrero de oso panda (7 días)
zts2071e	Un adorable sombrero de oso panda.[n]El tiempo de utilización empieza en cuanto te lo pones.[n]Todos los ataques +5 %[n]MP. máx. +200[n][n]
zts2072e	Disfraz de oso pardo (7 días)
zts2073e	Un hermoso disfraz de oso pardo.[n]El tiempo de utilización empieza en cuanto te lo pones.[n]Todos tus niveles de defensa aumentan en un +5 %[n]HP máx. +200[n][n]
zts2074e	Disfraz de oso polar (7 días)
zts2075e	Un hermoso disfraz de oso polar.[n]El tiempo de utilización empieza en cuanto te lo pones.[n]Todos tus niveles de defensa aumentan en un +5 %[n]HP máx. +200[n][n]
zts2076e	Disfraz de oso panda (7 días)
zts2077e	Un hermoso disfraz de oso panda.[n]El tiempo de utilización empieza en cuanto te lo pones.[n]Todos tus niveles de defensa aumentan en un +5 %[n]HP máx. +200[n][n]
zts2078e	Disfraz de osito de peluche (7 días)
zts2079e	Un adorable disfraz de osito de peluche.[n] El tiempo de utilización empieza en cuanto te lo pongas.[n]Todos tus niveles de defensa aumentan en un +5%[n]HP máx. +200[n][n]
zts2080e	Sobrero de oso pardo (7 días)
zts2081e	Un adorable sombrero de oso pardo.[n]El tiempo de utilización empieza en cuanto te lo pones.[n]Todos los ataques +5 %[n]MP máx. +200[n][n]
zts2082e	Sombrero de oso polar (7 días)
zts2083e	Un adorable sombrero de oso polar[n]El tiempo de utilización empieza en cuanto te lo pones.[n]Todos los ataques +5 %[n]MP máx. +200[n][n]
zts2084e	Sombrero de osito de peluche (7 días)
zts2085e	Un adorable sombrero de osito de peluche[n]El tiempo de utilización empieza en cuanto te lo pones.[n]Todos los ataques +5 %[n]MP máx. +200[n][n]
zts2086e	Un adorabe sombrero de ratón.[n][n]
zts2087e	Chándal de hip-hop (7 días)
zts2088e	Un estupendo traje moderno.[n]El tiempo de utilización empieza en cuanto te lo pones.[n]+5 % sobre todos los valores de defensa[n]HP máx. +200[n][n]
zts2089e	Chándal negro (7 días)
zts2090e	Chándal amarillo (7 días)
zts2091e	Chándal rosa coral (7 días)
zts2092e	Chándal de llamas (7 días)
zts2093e	Chándal celeste (7 días)
zts2094e	Chándal fashion (7 días)
zts2095e	Chándal rosa fosforito (7 días)
zts2096e	Ropa elegante (7 días)
zts2097e	Un atuendo informal.[n]El tiempo de utilización empieza en cuanto te lo pones.[n]+5 % sobre todos los valores de defensa[n]HP máx. +200[n][n]
zts2098e	Uniforme escolar verde (7 días)
zts2099e	Ropa militar (7 días)
zts2100e	Uniforme escolar amarillo (7 días)
zts2101e	Ropa de montaña (7 días)
zts2102e	Uniforme escolar lila (7 días)
zts2103e	Ropa de fuego (7 días)
zts2104e	Vestimenta de heavy metal (7 días)
zts2105e	Vestimenta de descubridor (7 días)
zts2106e	Este sombrero previene la aparición de caspa, te hace masajes en el cuero cabelludo y da brillo a tu pelo.[n][n]
zts2107e	¡Este precioso sombrero es bastante pesado y provoca dolor de nuca![n][n]
zts2108e	Disfraz de oso pardo (30 días)
zts2109e	Disfraz de oso polar (30 días)
zts2110e	Disfraz de oso panda (30 días)
zts2111e	Disfraz de osito de peluche (30 días)
zts2112e	Chándal de hip-hop (30 días)
zts2113e	Chándal negro (30 días)
zts2114e	Chándal amarillo (30 días)
zts2115e	Chándal rosa coral (30 días)
zts2116e	Pantalón de llamas (30 días)
zts2117e	Chándal celeste (30 días)
zts2118e	Chándal fashion (30 días)
zts2119e	Chándal rosa fosforito (30 días)
zts2120e	Ropa elegante (30 días)
zts2121e	Uniforme escolar verde (30 días)
zts2122e	Ropa militar (30 días)
zts2123e	Uniforme escolar amarillo (30 días)
zts2124e	Ropa de montaña (30 días)
zts2125e	Uniforme escolar lila (30 días)
zts2126e	Ropa de fuego (30 días)
zts2127e	Ropa informal de mujer 4 (30 días)
zts2128e	Vestimenta de heavy metal (30 días)
zts2129e	Ropa informal de mujer 5 (30 días)
zts2130e	Vestimenta de descubridor (30 días)
zts2131e	Ropa informal de mujer 6 (30 días)
zts2132e	Disfraz de oso pardo (permanente)
zts2133e	Disfraz de oso polar (permanente)
zts2134e	Disfraz de oso panda (permanente)
zts2135e	Disfraz de osito de peluche (permanente)
zts2136e	Chándal de hip-hop (permanente)
zts2137e	Chándal negro (permanente)
zts2138e	Chándal amarillo (permanente)
zts2139e	Chándal rosa coral (permanente)
zts2140e	Chándal de llamas (permanente)
zts2141e	Chándal celeste (permanente)
zts2142e	Chándal fashion (permanente)
zts2143e	Chándal rosa fosforito (permanente)
zts2144e	Ropa elegante (permanente)
zts2145e	Uniforme escolar verde (permanente)
zts2146e	Ropa militar (permanente)
zts2147e	Uniforme escolar amarillo (permanente)
zts2148e	Ropa de montaña (permanente)
zts2149e	Uniforme escolar lila (permanente)
zts2150e	Ropa de fuego (permanente)
zts2151e	Ropa informal de mujer 4 (Indefinido)
zts2152e	Vestimenta de heavy metal (permanente)
zts2153e	Ropa informal de mujer 5 (Indefinido)
zts2154e	Vestimenta de descubridor (permanente)
zts2155e	Ropa informal de mujer 6 (Indefinido)
zts2156e	Sombrero de oso panda (30 días)
zts2157e	Sobrero de oso pardo (30 días)
zts2158e	Sombrero de oso polar (30 días)
zts2159e	Sombrero de osito de peluche (30 días)
zts2160e	Sombrero de oso panda (permanente)
zts2161e	Sombrero de oso pardo (permanente)
zts2162e	Sombrero de oso polar (permanente)
zts2163e	Sombrero de osito de peluche (permanente)
zts2164e	Aumenta temporalmente el nivel de HP y MP.[n]Cura NosMates y compañeros.[n][n]
zts2165e	Os cura a ti y a tu NosMate.[n][Atención][n]El objeto desaparece al final del evento.[n][n]
zts2166e	En cuanto utilizas este objeto, se activan los siguientes efectos para los próximos 15 días:[n][n]Tu inventario se amplía en 4 posiciones.[n]Recibes un 10% más de puntos de experiencia.[n]Los niveles de ataque y defensa de tu personaje aumentan en un 10%.[n]NosMates y compañeros reciben un 10% más de puntos de experiencia.[n][n][Atención][n]Si utilizas la Mochila de aventurero al mismo tiempo, no se duplicarán las posiciones del inventario. Este objeto no se puede colocar en el almacén.[n][n]
zts2167e	Un adorable sombrero de rata.[n]Todos los ataques +5 %[n]MP máx. +200[n][n]
zts2168e	Este sombrero previene la aparición de caspa, te hace masajes en el cuero cabelludo y da brillo a tu pelo.[n]Todos los ataques +5 %[n]MP máx. +200[n][n]
zts2169e	¡Este precioso sombrero es bastante pesado y puede provocar dolor de nuca![n]Todos los ataques +5 %[n]MP máx. +200[n][n]
zts2170e	Un sombrero de nuez pequeño y ligero.[n]Todos los ataques +5 %[n]MP máx. +200[n][n]
zts2171e	Antiguamente los funcionarios llevaban sombreros como este. Generan una atmósfera especial.[n]Todos los ataques +5 %[n]MP máx. +200[n][n]
zts2174e	Con la ayuda de tu compañero puedes utilizar 50 casillas de inventario adicionales.[n](10 días)[n][n]
zts2175e	Con la ayuda de tu compañero puedes utilizar 50 casillas extra de tu inventario.[n](30 días)[n][n]
zts2176e	Con la ayuda de tu compañero puedes utilizar 50 casillas de inventario adicionales.[n](60 días)[n][n]
zts2177e	Esfera de cristal sagrada de la fama
zts2178e	Aumenta tus puntos de fama en 200.[n]No se puede sobrepasar el nivel máximo.[n][n]
zts2179e	Carta de Mimi Mentor
zts2180e	Carta de Anni
zts2181e	Carta de recomendación de Anni
zts2182e	Huevo de Latheore
zts2183e	Un huevo en el que duerme un valioso amigo.[n][n]
zts2184e	Carta de recomendación de Leika
zts2185e	Aventurero de primera clase del NosCamp [n][n]
zts2186e	Cuaderno de bitácora
zts2187e	Esta marcado con un calavera bien visible.[n][n]
zts2188e	Primer informe de exploración
zts2189e	Primera advertencia
zts2190e	Es ilegible porque está rasgado.[n][n]
zts2191e	Segunda advertencia
zts2192e	Tercera advertencia
zts2193e	Pizarra antigua
zts2194e	Esta placa describe la función de la barrera mágica.[n][n]
zts2195e	Informe de exploración desgarrado
zts2196e	Informe de Bitoren Tundra
zts2197e	Este es el informe que escribiste.[n][n]
zts2198e	Segundo informe de exploración
zts2199e	Libro mágico de Mukraju
zts2200e	Paquete de informes
zts2201e	Tienes que escribir este informe.[n][n]
zts2202e	Cofre mágico
zts2203e	En el cofre se encuentra un objeto mágico. [n]Contiene un objeto aleatorio o bien un disfraz.[n][n]
zts2204e	No le digas nada raro al mensajero.[n]Mimi Mentor[n][n]
zts2205e	Ya no puedo correr con los gastos de manutención porque abrí una cuenta adicional en la que tengo que depositar una cantidad determinada todos los meses.[n]Por favor, dame un aumento.[n]Anni[n][n]
zts2206e	Por favor, presta atención a la persona que te entrega esta carta.[n]Tu vieja amiga, Anni[n][n]
zts2207e	Puedo ver a los recién llegados.[n]Los aventureros nuevos parecen medio lelos. No hay por qué preocuparse.[n][n]
zts2208e	Detened a los intrusos hasta que despierte nuestro maestro.[n](Lo demás ha sido arrancado.)[n][n]
zts2209e	Pone que el Maestro Morcos atacará[n]personalmente la Ciudadela Corazón Helado.[n][n]
zts2210e	Este libro está poseído por el mal.[n]Describe un método para combatir la maldición.[n][n]
zts2211e	Sombrero de ratón (permanente)
zts2212e	Sombrero naranja (permanente)
zts2213e	Sombrero de flores decorativas (permanente)
zts2214e	Sombrero de nuez (permanente)
zts2215e	Sombrero azul de fundador (permanente)
zts2216e	Sombrero verde de fundador (permanente)
zts2217e	Sombrero rojo de fundador (permanente)
zts2218e	Sombrero de ratón (7 días)
zts2219e	Sombrero de ratón (30 días)
zts2220e	Sombrero naranja (7 días)
zts2221e	Sombrero naranja (30 días)
zts2222e	Sombrero de flores decorativas (7 días)
zts2223e	Sombrero floral (30 días)
zts2224e	Sombrero de nuez (7 días)
zts2225e	Sombrero de nuez (30 días)
zts2226e	Sombrero azul de fundador (7 días)
zts2227e	Sombrero azul de fundador (30 días)
zts2228e	Sombrero verde de fundador (7 días)
zts2229e	Sombrero verde de fundador (30 días)
zts2230e	Sombrero rojo de fundador (7 días)
zts2231e	Sombrero rojo de fundador (30 días)
zts2232e	Amuleto bendito (2 usos)
zts2233e	Cuando te equipas con el objeto, aumenta en un 10 % la probabilidad de éxito en apuestas. Además, [n]se protege el equipamiento en caso de fallo.[n]Se puede usar en armas y armaduras[n](hasta un total de dos veces)[n][n]
zts2234e	Amuleto de la protección (2 usos)
zts2235e	Si te equipas con el objeto, se protege el equipamiento en caso de fallo.[n]Se puede usar con armas y armaduras normales[n] (se puede usar como máximo 2 veces)[n][n]
zts2236e	Amuleto de la fuerza
zts2237e	Aumenta el poder de ataque en 20 %.[n][n]
zts2238e	Amuleto de la firmeza
zts2239e	Aumenta el poder de defensa en un 20%[n][n]
zts2240e	Hada oval
zts2241e	Llave de la felicidad
zts2242e	Con esta llave puedes recibir diferentes recompensas.[n]¡Cuál de todas obtendrás es cuestión de suerte![n][n]
zts2243e	Baúl del tesoro místico
zts2244e	¡El Baúl legendario esconde un tesoro![n]Puedes recibir una de las siguientes cosas:[n]1 Pergamino de protección de equipamiento[n]1 Ardilla enferma[n]1 Cerdo de Año Nuevo[n]1 Alimento especial para mascotas[n]1 Pergamino de liberación[n]1 Portatarjetas del especialista[n][n]
zts2245e	Baúl del tesoro misterioso
zts2246e	¡Hay un tesoro oculto en el baúl misterioso![n]Puedes recibir una de las siguientes cosas:[n]2 Amuletos benditos[n]1 Sombrero de oso pardo[n]1 Disfraz de oso pardo[n]1 Sombrero de oso panda[n]1 Disfraz de oso panda[n]1 Poción especial mediana[n][n]
zts2247e	Baúl del tesoro antiguo
zts2248e	¡En este baúl se esconde un tesoro antiguo![n]Puedes recibir una de las siguientes cosas:[n]1 Bendición del ángel guardián[n]1 Agua de la fuente de Cylloan[n]1 Mochila aventurera[n]1 Mochila del compañero[n]1 Amuleto de fuerza[n]1 Amuleto de firmeza[n]1 Cesta NosMate[n]1 Cupón de durabilidad[n][n]
zts2249e	Baúl del tesoro de alto nivel
zts2250e	¡En este baúl se esconde un tesoro![n]Puedes recibir una de las siguientes cosas:[n]1 Perla de mascota[n]1 Perla de compañero[n]1 Amuleto de la protección (utilizable 2 veces)[n]1 Pergamino de liberación[n][n]
