zts1e	Normaler Effekt
zts21263e	Segen des Koalabären
zts21264e	Bettfertig
zts21265e	Der Koala verwendet Eukalyptusblätter, um Gegner einschlafen zu lassen.
zts21266e	Segen des zahmen Schneebällchens
zts21267e	Flammenfluch
zts21268e	Starker Flammenfluch
zts21269e	Mächtiger Flammenfluch
zts21270e	Bluttransfusion (Stufe 1)
zts21271e	Bluttransfusion (Stufe 2)
zts21272e	Bluttransfusion (Stufe 3)
zts21273e	Bluttransfusion (Stufe 4)
zts21274e	Bluttransfusion (Stufe 5)
zts21275e	Bluttransfusion (Stufe 6)
zts21276e	Überstürztes Handeln
zts21277e	Es ist dem Gegner unmöglich, überlegt vorzugehen.
zts21278e	Schneesturm
zts21279e	Macht der Umwandlung (Stufe 4)
zts21280e	Macht der Umwandlung (Stufe 6)
zts21281e	Macht der Unnachgiebigkeit (Stufe 1)
zts21282e	Macht der Unnachgiebigkeit (Stufe 2)
zts21283e	Macht der Unnachgiebigkeit (Stufe 3)
zts21284e	Macht der Unnachgiebigkeit (Stufe 4)
zts21285e	Macht der Unnachgiebigkeit (Stufe 5)
zts21286e	Macht der Unnachgiebigkeit (Stufe 6)
zts21287e	Macht des Instinkts (Stufe 1)
zts21288e	Macht des Instinkts (Stufe 2)
zts21289e	Macht des Instinkts (Stufe 3)
zts21290e	Macht des Instinkts (Stufe 4)
zts21291e	Macht des Instinkts (Stufe 5)
zts21292e	Macht des Instinkts (Stufe 6)
zts21293e	Macht der Heilung (Stufe 1)
zts21294e	Macht der Heilung (Stufe 2)
zts21295e	Macht der Heilung (Stufe 3)
zts21296e	Macht der Heilung (Stufe 4)
zts21297e	Macht der Heilung (Stufe 5)
zts21298e	Macht der Heilung (Stufe 6)
zts21299e	Macht der reinigenden Rüstung (Stufe 1)
zts21300e	Macht der reinigenden Rüstung (Stufe 2)
zts21301e	Macht der reinigenden Rüstung (Stufe 3)
zts21302e	Macht der reinigenden Rüstung (Stufe 4)
zts21303e	Macht der reinigenden Rüstung (Stufe 5)
zts21304e	Macht der reinigenden Rüstung (Stufe 6)
zts21305e	Macht der Regeneration (Stufe 1)
zts21306e	Macht der Regeneration (Stufe 2)
zts21307e	Macht der Regeneration (Stufe 3)
zts21308e	Macht der Regeneration (Stufe 4)
zts21309e	Macht der Regeneration (Stufe 5)
zts21310e	Macht der Regeneration (Stufe 6)
zts21311e	Macht des Flammenkreises (Stufe 1)
zts21312e	Macht des Flammenkreises (Stufe 2)
zts21313e	Macht des Flammenkreises (Stufe 3)
zts21314e	Macht des Flammenkreises (Stufe 4)
zts21315e	Macht des Flammenkreises (Stufe 5)
zts21316e	Macht des Flammenkreises (Stufe 6)
zts21317e	Macht der Reinheit (Stufe 1)
zts21318e	Macht der Reinheit (Stufe 2)
zts21319e	Macht der Reinheit (Stufe 3)
zts21320e	Macht der Reinheit (Stufe 4)
zts21321e	Macht der Reinheit (Stufe 5)
zts21322e	Macht der Reinheit (Stufe 6)
zts21323e	Macht des Fluchwiderstands (Stufe 1)
zts21324e	Macht des Fluchwiderstands (Stufe 2)
zts21325e	Macht des Fluchwiderstands (Stufe 3)
zts21326e	Macht des Fluchwiderstands (Stufe 4)
zts21327e	Macht des Fluchwiderstands (Stufe 5)
zts21328e	Macht des Fluchwiderstands (Stufe 6)
zts21329e	Macht des Vampirfluchs (Stufe 1)
zts21330e	Macht des Vampirfluchs (Stufe 2)
zts21331e	Macht des Vampirfluchs (Stufe 3)
zts21332e	Macht des Vampirfluchs (Stufe 4)
zts21333e	Macht des Vampirfluchs (Stufe 5)
zts21334e	Macht des Vampirfluchs (Stufe 6)
zts21335e	Macht der Umwandlung (Stufe 1)
zts21336e	Macht der Umwandlung (Stufe 2)
zts21337e	Macht der Umwandlung (Stufe 3)
zts21338e	Macht der Umwandlung (Stufe 5)
zts21339e	Nervengift (Stufe 2)
zts21340e	Nervengift (Stufe 3)
zts21341e	Nervengift (Stufe 4)
zts21342e	Die heldenhafte Kampftechnik Tart Hapendams
zts21343e	Erhöht die erhaltene Heldenerfahrung um 75%.
zts21344e	Asgobas' Weisheit
zts21345e	Erhöht die erhaltenen Heldenlevel-EXP.
zts21346e	Segen des Lebens
zts21347e	Die magische Kraft des Lands der Lebenden stellt HP wieder her.
zts21348e	Weisheit des Lebens
zts21349e	Die Kreaturen des Lands der Lebenden können dich viel lehren.
zts21350e	Zorn des Lebens
zts21351e	Die Wut der wilden Kreaturen des Lands der Lebenden erfüllt dich.
zts21352e	Elemente des Lebens
zts21353e	Die magische Kraft des Lands der Lebenden verstärkt vier Elemente.
zts21354e	Rüstung des Lebens
zts21355e	Die magische Kraft des Lands der Lebenden schützt dich besser als die härteste Rüstung.
zts21356e	Wissen des Lebens
zts21357e	Verwirrtheit
zts21358e	Der Fluch des Altars schwächt dich.
zts21359e	Trägheit
zts21360e	Wahre Gestalt
zts21361e	Tollpatschigkeit
zts21362e	Lethargie
zts21363e	Vergiftung
zts21364e	Verbessertes Aufladen
zts21365e	Adelswürde
zts21366e	Du fühlst dich erhaben wie ein Adeliger.
zts21367e	Magische Eierschale
zts21368e	Eine magische Eierschale bietet dir Schutz.
zts21369e	Laurenas starker Fluch
zts21370e	Laurena verflucht die Charaktere im Raid. Sie können nicht mehr ihr volles Potenzial entfalten.
zts21371e	Adrenalin
zts21372e	Adrenalin fließt durch deine Adern und erhöht deine Bewegungsgeschwindigkeit.
zts21373e	Kraftschub
zts21374e	Die Angriffskraft ist für eine Weile erhöht.
zts21375e	Starker Kraftschub
zts21376e	Retro-Flügel
zts21377e	Retro-Flügel-Effekt
zts21378e	Erschüttert
zts21379e	Ein Debuff, der von Explosionen ausgelöst wird.
zts21380e	Magie-Schusswunde
zts21381e	Eine Wunde von einem magischen Schuss.
zts21382e	Elementarfluch
zts21383e	Ein Fluch des Waldes.
zts21384e	Mana-Eisschild
zts21385e	Ein Schild aus gefrorener magischer Kraft.
zts21392e	Energie des Angelmeisters
zts21393e	Die Chance, einen seltenen Fisch zu angeln, ist erhöht.
zts21394e	Segen des Waschbärvogels
zts21395e	Effekt, der dir vom zahmen Waschbärvogel verliehen wird.
zts21396e	Durch Bambus verwundet
zts21397e	Der Verzehr von Bambus regeneriert HP und MP.
zts21398e	Segen des Babypandas
zts21399e	Effekt, der dir vom Babypanda verliehen wird.
zts21400e	Caligors Rüstung
zts21401e	Caligors dicke Rüstung verringert erlittenen Schaden.
zts21402e	Nahrhafter Bambus
zts21403e	Buff des 15. Jahrestages
zts21404e	Gedämpft (F)
zts21405e	Gedämpft (E)
zts21406e	Gedämpft (D)
zts21407e	Gedämpft (C)
zts21408e	Gedämpft (B)
zts21409e	Gedämpft (A)
zts21410e	Gedämpft (S)
zts21411e	Neutralisierte Rüstung (F)
zts21412e	Neutralisierte Rüstung (E)
zts21413e	Neutralisierte Rüstung (D)
zts21414e	Neutralisierte Rüstung (C)
zts21415e	Neutralisierte Rüstung (B)
zts21416e	Neutralisierte Rüstung (A)
zts21417e	Neutralisierte Rüstung (S)
zts21418e	Überhitzt (F)
zts21419e	Überhitzt (E)
zts21420e	Überhitzt (D)
zts21421e	Überhitzt (C)
zts21422e	Überhitzt (B)
zts21423e	Überhitzt (A)
zts21424e	Überhitzt (S)
zts21425e	Leicht überhitzt (F)
zts21426e	Leicht überhitzt (E)
zts21427e	Leicht überhitzt (D)
zts21428e	Leicht überhitzt (C)
zts21429e	Leicht überhitzt (B)
zts21430e	Leicht überhitzt (A)
zts21431e	Leicht überhitzt (S)
zts21432e	Leicht gedämpft (F)
zts21433e	Leicht gedämpft (E)
zts21434e	Leicht gedämpft (D)
zts21435e	Leicht gedämpft (C)
zts21436e	Leicht gedämpft (B)
zts21437e	Leicht gedämpft (A)
zts21438e	Leicht gedämpft (S)
zts21439e	Durchbrochene Rüstung (F)
zts21440e	Durchbrochene Rüstung (E)
zts21441e	Durchbrochene Rüstung (D)
zts21442e	Durchbrochene Rüstung (C)
zts21443e	Durchbrochene Rüstung (B)
zts21444e	Durchbrochene Rüstung (A)
zts21445e	Durchbrochene Rüstung (S)
zts21446e	Druck auf dem Kessel (F)
zts21447e	Druck auf dem Kessel (E)
zts21448e	Druck auf dem Kessel (D)
zts21449e	Druck auf dem Kessel (C)
zts21450e	Druck auf dem Kessel (B)
zts21451e	Druck auf dem Kessel (A)
zts21452e	Druck auf dem Kessel (S)
zts21453e	Hans Dampf (F)
zts21454e	Hans Dampf (E)
zts21455e	Hans Dampf (D)
zts21456e	Hans Dampf (C)
zts21457e	Hans Dampf (B)
zts21458e	Hans Dampf (A)
zts21459e	Hans Dampf (S)
zts21460e	Begleitet von Halitus-15 (F)
zts21461e	Begleitet von Halitus-15 (E)
zts21462e	Begleitet von Halitus-15 (D)
zts21463e	Begleitet von Halitus-15 (C)
zts21464e	Begleitet von Halitus-15 (B)
zts21465e	Begleitet von Halitus-15 (A)
zts21466e	Begleitet von Halitus-15 (S)
zts21467e	Begleitet vom Halitus-Prototypen (F)
zts21468e	Begleitet vom Halitus-Prototypen (E)
zts21469e	Begleitet vom Halitus-Prototypen (D)
zts21470e	Begleitet vom Halitus-Prototypen (C)
zts21471e	Begleitet vom Halitus-Prototypen (B)
zts21472e	Begleitet vom Halitus-Prototypen (A)
zts21473e	Begleitet vom Halitus-Prototypen (S)
zts21474e	Goldene Adlerschwingen
zts21475e	"Goldene Adlerschwingen"-Effekt
zts21476e	Segen der Goldenen Adlerschwingen
zts21477e	Der Segen der Goldenen Adlerschwingen macht dich agiler.
zts21478e	Glänzende Lanze
zts21479e	Du hast deine Lanze auf Hochglanz poliert.
zts21480e	Spitze Lanze
zts21481e	Deine Lanze hat eine starke Spitze.
zts21482e	Nadelspitze Lanze
zts21483e	Deine Lanze ist spitz wie nie zuvor.
zts21484e	Vorgeheizt
zts21485e	Deine Waffe wird langsam warm.
zts21486e	Heiß
zts21487e	Deine Waffe wird heiß.
zts21488e	Glühend
zts21489e	Deine Waffe wird höllisch heiß.
zts21490e	Überhitzt
zts21491e	Die Temperatur deiner Waffe hat das Maximum erreicht. Du kannst keine Skills mehr verwenden, die die Hitze erhöhen.
zts21492e	Großes Gravitationsfeld
zts21493e	Deine Gravitationssphäre ist mit viel Grav-Energie aufgeladen.
zts21494e	Großes Antigravitationsfeld
zts21495e	Deine Gravitationssphäre ist mit viel Antigrav-Energie aufgeladen.
zts21496e	Gravitationsgleichgewicht
zts21497e	Grav- und Antigrav-Energie halten sich in deiner Gravitationssphäre die Waage.
zts21498e	Durchbohrte Rüstung
zts21499e	Deine Rüstung wurde durchbohrt.
zts21500e	Vollständig durchbohrte Rüstung
zts21501e	Deine Rüstung wurde gründlich durchbohrt.
zts21502e	Schwere Wunde
zts21503e	Du wurdest von einer Lanze erwischt.
zts21504e	Drakonium-Schild
zts21505e	Schützt deinen Körper mit einem massiven Schild.
zts21506e	Schützendes Licht
zts21507e	Du wirst durch die Kraft des Lichts geschützt.
zts21508e	Reinigendes Licht
zts21509e	Du wirst durch das heilige Licht geheilt.
zts21510e	Nachladen
zts21511e	Du lädst stärkere Granaten nach.
zts21512e	Drakonium-Energieschild
zts21513e	Ein Energieschild aus Drachenmagie schützt dich.
zts21514e	Hoher Druck
zts21515e	Aufgrund der hohen Schwerkraft kannst du dich kaum bewegen.
zts21516e	Energieumwandlung
zts21517e	Stärkt deinen Körper durch Umwandlung der Hitze in deiner Waffe.
zts21518e	Verbrannt von Drachenatem
zts21519e	Du wurdest von Feuer getroffen, das Drachenmagie enthält.
zts21520e	Erhöhte Feuerkraft
zts21521e	Deine Feuerkraft wird durch Hitze verstärkt.
zts21522e	Gravitationsfeld
zts21523e	Aktiviert ein starkes Gravitationsfeld.
zts21524e	Gravitationsfolgen
zts21525e	Du befindest dich innerhalb eines Gravitationsfeldes.
zts21526e	Hypergravitation
zts21527e	Erhöht die Kraft der Gravitationssphäre. Kann Überladung verursachen.
zts21528e	Antigravitationsfeld
zts21529e	Ein Antigravitationsfeld, das einen Teil deines erlittenen HP-Schadens durch MP ersetzt.
zts21530e	Reflexion durch Antigravitation
zts21531e	Antigravitation reflektiert alle Angriffe.
zts21532e	Reagierendes Antigravitationsfeld
zts21533e	Das Antigravitationsfeld reagiert automatisch auf gegnerische Angriffe.
zts21534e	Schwerelosigkeit
zts21535e	Du kennst dich mit den Auswirkungen von Schwerelosigkeit aus.
zts21536e	Ungeschicktheit
zts21537e	Du bewegst dich ungeschickt, weil du dich mit den Auswirkungen von Schwerelosigkeit nicht auskennst.
zts21538e	Folgen starker Gravitation
zts21539e	Du befindest dich innerhalb eines starken Gravitationsfeldes.
zts21540e	Auftanken
zts21541e	Verwandelt magische Kraft in Treibstoff für die Roboterarme.
zts21542e	Magie aufladen
zts21543e	Beendet das Auftanken und lädt eine Zeitlang die Drachenmagie auf.
zts21544e	Bodenerschütterung
zts21545e	Frontalblock
zts21546e	Gegnerische Angriffe werden mit den massiven Drakonium-Armen abgeblockt.
zts21547e	Magische Barriere
zts21548e	Die magische Energie der Roboterarme schützt vor gegnerischen Angriffen.
zts21549e	Zerschmetterter Körper
zts21550e	Deine Knochen wurden durch einen harten Schlag zerschmettert.
zts21551e	Wütender Angriff
zts21552e	Das Ziel wird unaufhörlich angegriffen.
zts21553e	Magischer Schock
zts21554e	Die starke Drachenmagie wirkt sich verheerend auf deinen Körper aus.
zts21555e	Verbesserte magische Barriere
zts21556e	Treibstoff-Überschuss
zts21557e	Es ist genug Treibstoff da, um die Leistung zu verbessern.
zts21558e	Verbesserter Treibstoff-Überschuss
zts21559e	Überladenes Gravitationsfeld
zts21560e	Du besitzt zu viel Gravitationsenergie.
zts21561e	Überladenes Antigravitationsfeld
zts21562e	Du besitzt zu viel Antigravitationsenergie.
zts21563e	Es ist genug Treibstoff da, um die Leistung zu verbessern. Ist der Treibstoff verbraucht, wird dieser Effekt durch [Treibstoff-Überschuss] ersetzt.
zts21564e	Schutz des uralten Eisdrachen
zts21565e	Du solltest dich in den blauen Bereich begeben.
zts21566e	Schutz des uralten Feuerdrachen
zts21567e	Du solltest dich in den roten Bereich begeben.
zts21568e	Schutz des uralten Sonnendrachen
zts21569e	Du solltest dich in den gelben Bereich begeben.
zts21570e	Schutz des uralten Monddrachen
zts21571e	Du solltest dich in den schwarzen Bereich begeben.
zts21572e	Drakonium-Spiegelschild
zts21573e	Ein zusätzlicher, sehr starker Drakonium-Schild, der jedoch nur kurze Zeit bestehen bleibt.
zts21574e	Ancelloans mysteriöse Kraft
zts21575e	Die mysteriöse Kraft Ancelloans erfüllt dich.
zts21576e	Du kannst dich kaum bewegen, da der Boden bebt.
zts21577e	Mit Geschenken überhäuft
zts21578e	Die Menge an Geschenken verlangsamt dich.
zts21579e	Kampfstil des Lebkuchenmännchens
zts21580e	Du nimmst die Kampfstellung des Lebkuchenmännchens ein.
zts21581e	Treffsicherheit des Lebkuchenmännchens
zts21582e	Du besitzt die Treffsicherheit des Lebkuchenmännchens.
zts21583e	Zauberkraft des Lebkuchenmännchens
zts21584e	Du hast die magische Kraft des Lebkuchenmännchens inne.
zts21585e	Neujahrssegen des Hasen
zts21586e	Tintenrüstung
zts21587e	Eine magische Rüstung aus schwarzer Tinte schützt dich.
zts21588e	Schattenwunde
zts21589e	Die Energie der dunklen Schatten verursacht eine tiefe Wunde.
zts21590e	Segen des Schwarzmalhasen
zts21591e	Schattenenergie
zts21592e	Schattenenergie erfüllt dich.
zts21593e	Süße Schokolade
zts21594e	Die süße Schokolade verleiht dir einen Energieschub.
zts21595e	Unbekannte Pilzkrankheit
zts21596e	Segen des Goldenen Pilzlings
zts21597e	Die Hitrate und die HP sind reduziert.
zts21598e	Heilige Energie stärkt deinen Körper.
zts21599e	Der Tod lauert schon.
zts21600e	Wettlauf mit dem Tod
zts21601e	Niemand kann dem Tod entrinnen.
zts21602e	Heilige Verstärkung
zts21603e	Heilige Macht durchströmt dich.
zts21604e	Macht des heiligen Totems
zts21605e	Das Licht des heiligen Totems verstärkt deine Waffen.
zts21606e	Gleißendes Licht
zts21607e	Das Licht fügt dem Bösen Schaden zu.
zts21608e	Schwache heilige Macht
zts21609e	Die Macht des heiligen Lichts nimmt zu.
zts21610e	Erwachte heilige Macht
zts21611e	Entfesselte heilige Macht
zts21612e	Schläfrig
zts21613e	Müdigkeit überkommt dich, weshalb du dich nicht verteidigen kannst.
zts21614e	Heiliges Totem
zts21615e	Ein Totem in Form eines Kreuzes.
zts21616e	Heilige Rüstung
zts21617e	Ein heiliger Schild schützt dich.
zts21618e	Eine unbekannte Pilzerkrankung.
zts21619e	Verbesserter Drachenatem
zts21620e	Mächtiges Drachenfeuer verstärkt deine Waffe.
zts21621e	Schwache Erleuchtung
zts21622e	Schwacher Segen Gottes
zts21623e	Illusion (PvP)
zts21624e	Schwacher dunkler Verfall
zts21625e	Dunkelenergie lässt die Seele verfaulen.
zts21626e	Dunkler Verfall
zts21627e	Drohgebärden
zts21628e	Das Haustier macht sich kampfbereit.
zts21629e	Drohgebärden 1
zts21630e	Drohgebärden 2
zts21631e	Drohgebärden 3
zts21632e	Du hast einen Blackout und kannst nichts tun.
zts21633e	Blackout 1
zts21634e	Blackout 3
zts21635e	Blackout 5
zts21636e	Abwehrhaltung
zts21637e	Das Haustier nimmt eine defensive Haltung ein.
zts21638e	Abwehrhaltung 1
zts21639e	Abwehrhaltung 2
zts21640e	Abwehrhaltung 3
zts21641e	Erste Hilfe
zts21642e	Dein Körper regeneriert sich.
zts21643e	Drohgebärden 4
zts21644e	Drohgebärden 5
zts21645e	Drohgebärden 6
zts21646e	Abwehrhaltung 4
zts21647e	Abwehrhaltung 5
zts21648e	Abwehrhaltung 6
zts21649e	Erste Hilfe 1
zts21650e	Erste Hilfe 2
zts21651e	Erste Hilfe 3
zts21652e	Erste Hilfe 4
zts21653e	Erste Hilfe 5
zts21654e	Erste Hilfe 6
zts21655e	Verbessertes Essenz extrahieren
zts21656e	Mit diesem Fortgeschrittenen-Skill kannst du mehr als eine Essenz erhalten.
zts21657e	Peitschenknall
zts21658e	Du knallst mit deiner Peitsche.
zts21659e	Baumschwingen
zts21660e	Baumschwingen-Effekt
zts21661e	Ast von Mutter Natur
zts21662e	Die Kraft von Mutter Natur erfüllt dich.
zts21663e	Fluch von Mutter Natur
zts21664e	Mutter Natur hat dich mit einem Fluch belegt.
zts21665e	Spezialgift (F)
zts21666e	Du bist vergiftet.
zts21667e	Spezialgift (E)
zts21668e	Spezialgift (D)
zts21669e	Spezialgift (C)
zts21670e	Spezialgift (B)
zts21671e	Spezialgift (A)
zts21672e	Spezialgift (S)
zts21673e	Fesselnde Ranken (F)
zts21674e	Wegen der Ranken kannst du dich nicht bewegen.
zts21675e	Fesselnde Ranken (E)
zts21676e	Fesselnde Ranken (D)
zts21677e	Fesselnde Ranken (C)
zts21678e	Fesselnde Ranken (B)
zts21679e	Fesselnde Ranken (A)
zts21680e	Fesselnde Ranken (S)
zts21681e	Würgeranken (F)
zts21682e	Ranken rauben dir den Atem.
zts21683e	Würgeranken (E)
zts21684e	Würgeranken (D)
zts21685e	Würgeranken (C)
zts21686e	Würgeranken (B)
zts21687e	Würgeranken (A)
zts21688e	Würgeranken (S)
zts21689e	Tödliche Samen (F)
zts21690e	Parasitäre Samen breiten sich in deinem Körper aus.
zts21691e	Tödliche Samen (E)
zts21692e	Tödliche Samen (D)
zts21693e	Tödliche Samen (C)
zts21694e	Tödliche Samen (B)
zts21695e	Tödliche Samen (A)
zts21696e	Tödliche Samen (S)
zts21697e	Stärkende Ranken
zts21698e	Die Ranken stehlen Gegnern Kraft.
zts21699e	Begleitet von Waldelfenschützin Forga (F)
zts21700e	Begleitet von Waldelfenschützin Forga (E)
zts21701e	Begleitet von Waldelfenschützin Forga (D)
zts21702e	Begleitet von Waldelfenschützin Forga (C)
zts21703e	Begleitet von Waldelfenschützin Forga (B)
zts21704e	Begleitet von Waldelfenschützin Forga (A)
zts21705e	Begleitet von Waldelfenschützin Forga (S)
zts21706e	Du bist schwer verwundet und verlierst Blut.
zts21707e	Segen des Verfolgerfisches
zts21708e	Du wurdest durch einen Stromschlag gelähmt.
zts21709e	Segen der Qualle
zts21710e	Photonenabsorption
zts21711e	Wucherungsfolgen
zts21712e	Verschmutzte Wunde
zts21713e	Wegen der verschmutzten Wunde kannst du dich kaum bewegen.
zts21714e	Verseuchtes Wasser
zts21715e	Du bist vergiftet von verseuchtem Wasser.
zts21716e	Umwindende Ranken
zts21717e	Pollutus' Ranken wickeln sich um dich.
zts21718e	Gefängnis aus verseuchtem Wasser
zts21719e	Unbesiegbarer Körper
zts21720e	Waffe verbessern
zts21721e	Rüstungsplatte verbessern
zts21722e	Generator verbessern
zts21723e	Überlegenes Schildmodul
zts21724e	Notfallreparatur
zts21725e	Waffe verstärken
zts21726e	Rüstung verstärken
zts21727e	Schnelle Bewegung
zts21728e	Schildmodul
zts21729e	Notfallerholung
zts21730e	Aufgerissene Wunde
zts21731e	Explosionsschaden
zts21732e	Ziel erfasst!
zts21733e	Stromschlag!
zts21734e	Starker Stromschlag!
zts21735e	Bombe mit Bewegungsauslöser
zts21738e	Buff des 16. Jahrestages
zts21739e	Weich und fluffig
zts21740e	Segen des Schokotörtchens zum 16. Jahrestag
zts21741e	Segen des Regenbogentörtchens zum 16. Jahrestag
zts21742e	Törtchen-Party
zts21743e	Törtchen-Fan
zts21744e	Segen des Schneemannkopfs
zts21745e	Der Segen des Schneemannkopfs.
zts21746e	Starker Unkrautvernichter
zts21747e	Äußerst effektiv gegen Ranken.
zts21748e	Starker Unkrautvernichter
zts21749e	Rüstungsriss
zts21750e	Eine rotierende Klinge zerfetzt die Rüstung.
zts21751e	Starkes Durchbohren
zts21752e	Ein schneller Pfeil durchbohrt das Ziel.
zts21753e	Stoffwechselstörung
zts21754e	Der Stoffwechsel arbeitet nur noch langsam und macht seltsame Dinge.
zts21755e	Elektroschockiert
zts21756e	Von einem starken Stromschlag erwischt.
zts21757e	Schwachstellentreffer
zts21758e	Von einem präzisen Armbrustschuss getroffen.
zts21759e	Dampfschock
zts21760e	Geschockt von einer Dampfklinge.
zts21761e	Geistschock
zts21762e	Der Energiefluss im Gehirn wird unterbrochen.
zts21763e	Hydraulisches Gelenk
zts21764e	Arbeitet mit der Kraft einer hydraulischen Maschine.
zts21765e	Qualen erdulden
zts21766e	Banditen sind Schmerzen gewöhnt.
zts21767e	Dampfsegen
zts21768e	Gesegnet von der Kraft des Dampfes.
zts21769e	Maschinenhafte Verteidigung
zts21770e	Mechanisch wirkende Kampfkunst, die an die Bewegung einer Maschine erinnert.
zts21771e	Steampunk-Schwingen
zts21772e	Rost im Getriebe
zts21773e	Rostiges Getriebe funktioniert nur bedingt.
zts21774e	Wie geschmiert!
zts21775e	Das flutscht!
zts21776e	Perfekter Schild
zts21777e	Dieser starke Schild verhindert jeglichen Schaden durch Attacken. Er verschwindet, wenn alle Module entfernt wurden.
