zts1e	Nuovo item
zts2047e	Abbigliamento casual 6 (m)
zts2048e	Straccio Casuale 6 per Donna
zts2049e	Cappello Ratto
zts2050e	Cappello da ratto particolarmente carino.[n][n]
zts2051e	Cappello Arancia
zts2052e	Questo cappello previene la formazione della forfora, massaggia il cuoio capelluto e dona splendore ai tuoi capelli.[n][n]
zts2053e	Cappello Vaso di fiori chic
zts2054e	Questo meraviglioso cappello pesa più del normale e causa mal di schiena.[n][n]
zts2055e	Cappello Guscio di noce
zts2056e	Un cappello a guscio di noce, piccolo e leggero.[n][n]
zts2057e	Cappello Fondatore blu
zts2058e	In passato lo indossavano i funzionari. Crea un'atmosfera di tradizione.
zts2059e	Cappello Fondatore verde
zts2060e	Cappello Fondatore rosso
zts2061e	N (Evento)
zts2062e	O (Evento)
zts2063e	S ( evento)
zts2064e	1 (Evento)
zts2065e	Y (Evento)
zts2066e	E (Evento)
zts2067e	A (Evento)
zts2068e	R (Evento)
zts2069e	Medaglia del 1° anniversario
zts2070e	Cappello Panda (7 giorni)
zts2071e	Un grazioso cappello da panda.[n]La durata si calcola a partire dal momento in cui si usa.[n]Attacchi incrementati +5%.[n]MP max. +200[n][n]
zts2072e	Costume Orso bruno (7 giorni)
zts2073e	Un bel costume da orso bruno.[n]La durata di utilizzo si calcola dal momento in cui si indossa.[n]Valori di difesa incrementati +5%[n]HP max. +200[n][n]
zts2074e	Costume Orso polare (7 giorni)
zts2075e	Un graziosissimo costume da orso polare.[n]La durata di utilizzo si calcola dal momento in cui si indossa.[n]Valori di difesa +5%[n] HP max. +200[n][n]
zts2076e	Costume Panda (7 giorni)
zts2077e	Un graziosissimo costume da panda.[n]La durata si calcola a partire dal momento in cui si usa.[n]+5% su tutti i valori di difesa[n] HP max. +200[n][n]
zts2078e	Costume Orsacchiotto (7 giorni)
zts2079e	Un dolcissimo costume da orsacchiotto.[n]La durata di utilizzo si calcola dal momento in cui si indossa.[n]Valori di difesa +5%[n]HP max. +200[n][n]
zts2080e	Cappello Orso bruno (7 giorni)
zts2081e	Un grazioso cappello da orso bruno.[n]La durata di utilizzo si calcola dal momento in cui si indossa.[n]Incrementa gli attacchi del 5%[n]MP max. +200[n][n]
zts2082e	Cappello Orso Polare (7 giorni)
zts2083e	Un grazioso cappello da orso polare.[n]La durata di utilizzo si calcola dal momento in cui si indossa.[n]Incrementa gli attacchi del 5%[n]MP max. +200[n][n]
zts2084e	Cappello Orsacchiotto (7 giorni)
zts2085e	Un grazioso cappello da orsacchiotto.[n]La durata di utilizzo si calcola dal momento in cui si indossa.[n]Incrementa gli attacchi del 5%[n]Max. MP +200 [n][n]
zts2086e	Cappello da ratto particolarmente carino.[n][n]
zts2087e	Abbigliamento Hip hop (7 giorni)
zts2088e	Un outfit davvero stiloso.[n]La durata di utilizzo si calcola dal momento in cui si indossa.[n]Valori di difesa +5%[n]HP max. +200[n][n]
zts2089e	Abbigliamento sportivo Noirblack (7 giorni)
zts2090e	Abbigliamento sportivo Sunny (7 giorni)
zts2091e	Abbigliamento sportivo rosa corallo (7 giorni)
zts2092e	Abbigliamento sportivo Fiamma (7 giorni)
zts2093e	Abbigliamento sportivo Bluesky (7 giorni)
zts2094e	Abbigliamento sportivo Fashion (7 giorni)
zts2095e	Abbigliamento sportivo rosa caldo (7 giorni)
zts2096e	Abbigliamento in jeans (7 giorni)
zts2097e	Outfit casual.[n]Il tempo di utilizzo si calcola dal momento in cui si indossa.[n]Valori di difesa +5%[n]HP max. +200[n][n]
zts2098e	Uniforme scolastica verde (7 giorni)
zts2099e	Abbigliamento militare (7 giorni)
zts2100e	Uniforme scolastica gialla (7 giorni)
zts2101e	Abbigliamento Guardaboschi (7 giorni)
zts2102e	Uniforme scolastica lilla (7 giorni)
zts2103e	Abbigliamento Fuoco (7 giorni)
zts2104e	Abbigliamento Heavy metal (7 giorni)
zts2105e	Abbigliamento Esploratore (7 giorni)
zts2106e	Questo cappello previene la formazione della forfora, massaggia il cuoio capelluto e dona splendore ai tuoi capelli.[n][n]
zts2107e	Questo meraviglioso cappello pesa più del normale e causa mal di schiena.[n][n]
zts2108e	Costume Orso bruno (30 giorni)
zts2109e	Costume Orso polare (30 giorni)
zts2110e	Costume Panda (30 giorni)
zts2111e	Costume Orsacchiotto (30 giorni)
zts2112e	Abbigliamento Hip hop (30 giorni)
zts2113e	Abbigliamento sportivo Noirblack (30 giorni)
zts2114e	Abbigliamento sportivo Sunny (30 giorni)
zts2115e	Abbigliamento sportivo rosa corallo (30 giorni)
zts2116e	Abbigliamento sportivo Fiamma (30 giorni)
zts2117e	Abbigliamento sportivo Bluesky (30 giorni)
zts2118e	Abbigliamento sportivo Fashion (30 giorni)
zts2119e	Abbigliamento sportivo rosa caldo (30 giorni)
zts2120e	Abbigliamento in jeans (30 giorni)
zts2121e	Uniforme scolastica verde (30 giorni)
zts2122e	Abbigliamento militare (30 giorni)
zts2123e	Uniforme scolastica gialla (30 giorni)
zts2124e	Abbigliamento Guardaboschi (30 giorni)
zts2125e	Uniforme scolastica lilla (30 giorni)
zts2126e	Abbigliamento Fuoco (30 giorni)
zts2127e	Straccio Casuale 4 per Donna (30 giorni)
zts2128e	Abbigliamento Heavy metal (30 giorni)
zts2129e	Straccio Casuale 5 per Donna (30 giorni)
zts2130e	Abbigliamento Esploratore (30 giorni)
zts2131e	Straccio Casuale 6 per Donna (30 giorni)
zts2132e	Costume Orso Bruno (permanente)
zts2133e	Costume Orso Polare (permanente)
zts2134e	Costume Panda (permanente)
zts2135e	Costume Orsacchiotto (permanente)
zts2136e	Abbigliamento Hip hop (permanente)
zts2137e	Abbigliamento sportivo Noirblack (permanente)
zts2138e	Abbigliamento sportivo Sunny (permanente)
zts2139e	Abbigliamento sportivo rosa corallo (permanente)
zts2140e	Abbigliamento sportivo Fiamma (permanente)
zts2141e	Abbigliamento sportivo Bluesky (permanente)
zts2142e	Abbigliamento sportivo Fashion (permanente)
zts2143e	Abbigliamento sportivo rosa caldo (permanente)
zts2144e	Abbigliamento in jeans (permanente)
zts2145e	Uniforme scolastica verde (permanente)
zts2146e	Abbigliamento militare (permanente)
zts2147e	Uniforme scolastica gialla (permanente)
zts2148e	Abbigliamento Guardaboschi (permanente)
zts2149e	Uniforme scolastica lilla (permanente)
zts2150e	Abbigliamento Fuoco (permanente)
zts2151e	Straccio Casuale 4 per Donna (permanente)
zts2152e	Abbigliamento Heavy metal (permanente)
zts2153e	Straccio Casuale 5 per Donna (permanente)
zts2154e	Abbigliamento Esploratore (permanente)
zts2155e	Straccio Casuale 6 per Donna (permanente)
zts2156e	Cappello Panda (30 giorni)
zts2157e	Cappello Orso bruno (30 giorni)
zts2158e	Cappello Orso polare (30 giorni)
zts2159e	Cappello Orsacchiotto (30 giorni)
zts2160e	Cappello Panda (permanente)
zts2161e	Cappello Orso bruno (permanente)
zts2162e	Cappello Orso polare (permanente)
zts2163e	Cappello Orsacchiotto (permanente)
zts2164e	Incrementa temporaneamente HP e MP.[n]Guarisce NosMate e Compagni.[n][n]
zts2165e	Guarisce te e il tuo NosMate.[n][Attenzione][n]Questo item scompare al termine dell'evento.[n][n]
zts2166e	Non appena usi questo oggetto, si attiveranno i seguenti effetti per i prossimi 15 giorni:[n][n]Ogni tuo inventario si amplia di 4 slot.[n]Ottieni il 10% di punti esperienza in più.[n]I valori di difesa e attacco del tuo personaggio incrementano del 10%.[n]Il tuo compagno e il tuo NosMate ottengono il 10% di punti esperienza in più.[n][n][Attenzione][n]Se si usa insieme allo Zaino dell'avventuriero, gli slot nell'inventario non raddoppiano. Questo item non si può mettere nel Deposito.[n][n]
zts2167e	Un grazioso cappello da ratto.[n]Incrementa gli attacchi del 5%[n]MP max. +200[n][n]
zts2168e	Questo cappello previene la formazione della forfora, massaggia il cuoio capelluto e dona splendore ai tuoi capelli.[n]Incrementa gli attacchi del 5%[n] MP max. +200[n][n]
zts2169e	Questo meraviglioso cappello pesa più del normale e causa mal di schiena.[n]Incrementa gli attacchi del 5%[n]MP max. +200[n][n]
zts2170e	Piccolo cappello a guscio di noce.[n]Incrementa gli attacchi del 5% [n]MP max. +200[n][n]
zts2171e	In passato lo indossavano i funzionari. Crea un'atmosfera di tradizione.[n]Incrementa gli attacchi del 5%[n]MP max. +200[n][n]
zts2174e	Con l'aiuto del tuo Compagno puoi usare 50 slot in più nell'Inventario.[n](10 giorni)[n][n]
zts2175e	Con l'aiuto del tuo Compagno puoi usare 50 slot in più nell'Inventario.[n](30 giorni)[n][n]
zts2176e	Con l'aiuto del tuo Compagno puoi usare 50 slot in più nell'Inventario.[n](60 giorni)[n][n]
zts2177e	Sfera di cristallo sacra per la reputazione
zts2178e	Incrementa di 200 i punti reputazione.[n]Il valore massimo non può essere superato.[n][n]
zts2179e	Lettera di Mimi Mentor
zts2180e	Lettera di Anni
zts2181e	Lettera di raccomandazione di Anni
zts2182e	Uovo di Lateor
zts2183e	Un uovo in cui riposa un prezioso amico.[n][n]
zts2184e	Lettera di raccomandazione di Leika
zts2185e	Avventuriero di NosCamp di prima categoria[n][n]
zts2186e	Diario
zts2187e	Campeggia un teschio sulla copertina.[n][n]
zts2188e	Primo rapporto di perlustrazione
zts2189e	Primo indizio
zts2190e	La pagina è strappata ed è illeggibile.[n][n]
zts2191e	Secondo indizio
zts2192e	Terzo indizio
zts2193e	Vecchia tavola
zts2194e	Questa tavola descrive la funzione della Barriera magica.[n][n]
zts2195e	Rapporto di perlustrazione strappato
zts2196e	Rapporto di perlustrazione della Betorun Tundra
zts2197e	Questo è il rapporto che hai scritto tu.[n][n]
zts2198e	Secondo rapporto di perlustrazione
zts2199e	Libro magico di Mukraju
zts2200e	Pila di rapporti
zts2201e	Devi scrivere questo rapporto.[n][n]
zts2202e	Scrigno magico
zts2203e	In questo scrigno si trova un oggetto magico.[n]Esso contiene un item a caso o un costume.[n][n]
zts2204e	Evita commenti sospetti in presenza della persona che recapita la lettera.[n]Mimi Mentor[n][n]
zts2205e	Non riesco più a sostentarmi. Ho aperto un altro conto in cui verso ogni mese una somma consistente.[n]Per favore aumentami lo stipendio.[n]Anni[n][n]
zts2206e	Fai attenzione alla persona che consegna questo messaggio.[n]La tua vecchia amica Anni[n][n]
zts2207e	Io so riconoscere i forestieri.[n]I nuovi avventurieri sembrano dei sempliciotti. Quindi non ti preoccupare.[n][n]
zts2208e	Fermate gli invasori fino a quando il nostro maestro non si sarà svegliato[n](Il resto è stato strappato.)[n][n]
zts2209e	C'è scritto che Maestro Morcos[n]attaccherà la Cittadella Cuore Gelido.[n][n]
zts2210e	Il libro è posseduto da un potere maligno.[n] Esso descrive un metodo per respingere la maledizione.[n][n]
zts2211e	Cappello Ratto (permanente)
zts2212e	Cappello Arancia (permanente)
zts2213e	Cappello Vaso di fiori chic (permanente)
zts2214e	Cappello Guscio di noce (permanente)
zts2215e	Cappello Fondatore blu (permanente)
zts2216e	Cappello Fondatore verde (permanente)
zts2217e	Cappello Fondatore rosso (permanente)
zts2218e	Cappello Ratto (7 giorni)
zts2219e	Cappello Ratto (30 giorni)
zts2220e	Cappello Arancia (7 giorni)
zts2221e	Cappello Arancia (30 giorni)
zts2222e	Cappello Vaso di fiori chic (7 giorni)
zts2223e	Cappello Vaso di fiori chic (30 giorni)
zts2224e	Cappello Guscio di noce (7 giorni)
zts2225e	Cappello Guscio di noce (30 giorni)
zts2226e	Cappello Fondatore blu (7 giorni)
zts2227e	Cappello Fondatore blu (30 giorni)
zts2228e	Cappello Fondatore verde (7 giorni)
zts2229e	Cappello Fondatore verde (30 giorni)
zts2230e	Cappello Fondatore rosso (7 giorni)
zts2231e	Cappello Fondatore rosso (30 giorni)
zts2232e	Amuleto della benedizione (utilizzabile 2 volte)
zts2233e	Se usi questo item, la probabilità di vincere una scommessa aumenta del 10%. Inoltre,[n]in caso di insuccesso, il tuo equipaggiamento sarà protetto.[n]Si può usare per le armi e le armature ordinarie[n](si può utilizzare al massimo 2 volte)[n][n]
zts2234e	Amuleto della protezione (utilizzabile 2 volte)
zts2235e	Se usi questo item, in caso di insuccesso, il tuo equipaggiamento sarà protetto.[n]Si può usare per le armi e le armature ordinarie[n](si può utilizzare al massimo 2 volte)[n][n]
zts2236e	Amuleto della forza
zts2237e	Incrementa la forza di attacco del 20%.[n][n]
zts2238e	Amuleto della fermezza
zts2239e	Incrementa la forza di difesa del 20%.[n][n]
zts2240e	Fata delle uova
zts2241e	Chiave della fortuna
zts2242e	Con questa chiave puoi ricevere diverse ricompense.[n]Sarà la fortuna a scegliere per te![n][n]
zts2243e	Scrigno del tesoro leggendario
zts2244e	In questo scrigno leggendario si nasconde un tesoro.[n]Ottieni uno dei seguenti item:[n]1 Pergamena protettiva per l'equipaggiamento[n]1 Opossum malato[n]1 Maialino portafortuna per l'anno nuovo[n]1 Cibo speciale per animali[n]1 Pergamena della liberazione[n]1 Supporto per Carta speciale[n][n]
zts2245e	Scrigno del tesoro misterioso
zts2246e	Questo scrigno misterioso contiene un tesoro![n]Ottieni uno dei seguenti item:[n]2 Amuleti della benedizione[n]1 Cappello Orso bruno[n]1 Costume Orso bruno[n]1 Cappello Panda[n]1 Costume Panda[n]1 Pozione speciale media[n][n]
zts2247e	Scrigno del tesoro antico
zts2248e	Questo scrigno contiene un antico tesoro![n]Ottieni uno dei seguenti item:[n]1 Benedizione dell'angelo custode[n]1 Acqua di fonte di Cylloan[n]1 Zaino dell'avventuriero[n]1 Zaino del compagno[n]1 Amuleto della forza[n]1 Amuleto della fermezza[n]1 Cestino per animali[n]1 Coupon durabilità[n][n]
zts2249e	Scrigno del tesoro prezioso
zts2250e	Questo scrigno contiene un tesoro![n]Ottieni uno dei seguenti oggetti:[n]1 Perla Animale domestico[n]1 Perla Compagno[n]1 Amuleto della protezione (utilizzabile 2 volte)[n]1 Pergamena della liberazione[n][n]
zts2251e	Scrigno del tesoro di alta qualità
zts2252e	Questo scrigno contiene un tesoro![n]Ottieni uno dei seguenti oggetti:[n]1 Coupon ricompensa[n]1 Amplificatore della fata[n]1 Coupon produzione[n][n]
zts2253e	Uovo di Pasqua giallo
zts2254e	Uovo di Pasqua con motivo rosso.[n][n]
zts2255e	Uovo di Pasqua blu
zts2256e	Uovo di Pasqua con motivo blu.[n][n]
zts2257e	Uovo di Pasqua bianco
zts2258e	Uovo di Pasqua con motivo bianco.[n][n]
zts2259e	Uovo di Pasqua con motivo giallo.[n][n]
zts2260e	Anima di pollo
zts2261e	Anima dotata di un misterioso potere.[n][n]
zts2262e	Uovo sodo
zts2263e	Incrementa temporaneamente HP e MP.[n]Guarisce NosMate e Compagni.[n]Questo oggetto si può utilizzare durante il combattimento.[n][n]
zts2264e	Item dell'evento White Day.[n][Attenzione][n]Questo item scompare al termine dell'evento.[n][n]
zts2265e	Item dell'evento White Day.[n]Mostra questo regalo alla persona che ti piace per consegnarglielo.[n]Se la persona lo accetta, ottieni una Benedizione di San Valentino.[n]Se lo rifiuta, il personaggio piange per un minuto.[n][Attenzione][n]Questo item scompare al termine dell'evento.[n][n]
zts2266e	Uovo di Pasqua rosso
zts2267e	Incrementa temporaneamente HP e MP.[n]Guarisce NosMate e Compagni.[n]Item dell'evento White Day.[n][Attenzione][n]Questo item scompare al termine dell'evento.[n][n]
zts2268e	Dander piccolo
zts2269e	Semino
zts2270e	Pii
zts2271e	Vampy di fuoco debole
zts2272e	Pedone
zts2273e	Jelly rosa stanco
zts2274e	Perla con Vampy
zts2275e	Boing
zts2276e	Regalo di compleanno
zts2277e	Il regalo perfetto per il gran giorno di un amico.[n][n]
zts2278e	Regalo per la fusione
zts2279e	Regalo per la fusione dei server di NosTale.[n]Ottieni un item a caso.[n]
zts2280e	Carta speciale – Elemento fuoco[n]I guerrieri signoreggiano nel campo di battaglia con il potere della spada. Grazie alle loro arti belliche incendiarie, nessuno può resistergli nel corpo a corpo.[n][n]
zts2281e	Carta speciale - Elemento acqua[n]Gli occhi di questo spadaccino sprigionano odio. Chiunque incroci il cammino di questo potente guerriero proverà la lama della sua invincibile spada.[n][n]
zts2282e	Carta speciale - Elemento acqua[n]Entra in battaglia scagliando le sue frecce mortali sugli avversari. La sua straordinaria velocità, inoltre, impedisce ai nemici di intuire i suoi attacchi.[n][n]
zts2283e	Carta speciale - Elemento ombra[n]Dietro la maschera si cela un guerriero crudele mosso da istinti sanguinari. Gli avversari che si trovano nelle sue vicinanze non possono permettersi di distrarsi.[n][n]
zts2284e	Carta speciale - Elemento fuoco[n]Questi maghi portano il simbolo della distruzione e della decadenza. La loro forza annientatrice è animata dai potenti incantesimi del fuoco.[n][n]
zts2285e	Carta speciale - Elemento luce[n]Il guardiano della luce, dell'ordine e dell'equilibrio. Questo mago di profonda saggezza agisce secondo il volere divino di Erenia e sconfigge i suoi avversari grazie alle forze del bene.[n][n]
zts2286e	Carta speciale - Elemento fuoco[n]Il ritorno di una leggenda.[n]Jajamaru appare nel mondo di NosTale[n]per salvare la principessa Sakura.[n]
zts2287e	Carta speciale - Elemento luce[n]Con la sua ferrea forza di volontà e la sua fede, il potente spadaccino regola gli equilibri tra il bene e il male. Contro questi guardiani della giustizia il male non ha alcun potere.[n][n]
zts2288e	Carta speciale - Elemento ombra[n][n]Con il potere oscuro questo guerriero spinge l'avversario a seguire il sentiero dell'immoralità. I nemici si dimostrano impotenti nei suoi confronti e si piegano al suo volere.[n][n]
zts2289e	Carta speciale - Elemento fuoco[n]La sua natura distruttiva si rivela rovinosa per gli avversari che si imbattono in lui. Ardente di ferocia, elimina i suoi nemici in modo spietato.[n][n]
zts2290e	Carta speciale - Elemento luce[n][n]Grazie al suo sapere e all'istinto animale, riesce ad ambientarsi nella natura senza sforzo. Con la sua potenza disumana travolge ogni avversario senza problemi.[n][n]
zts2291e	Carta speciale - Elemento acqua[n]Il suo cuore algido gli permette di ghiacciare il proprio corpo nelle situazioni di pericolo e di incrementare così la sua resistenza contro gli attacchi d'acqua. Egli è il signore del gelo e dei freddi.[n][n]
