zts1e	Genel efektler
zts21130e	Karanlýk enerji Paimon'u sarar ve onu korur. Alev Druidi'nin hayaleti yenildiðinde, kaybolur.
zts21131e	Gölge Üzerindeki Güç
zts21132e	Paimon'u güçlendiren büyü efekti. Vudu Rahibi'nin hayaleti yenildiðinde, kaybolur.
zts21133e	Ork Kahramanlarýnýn Gücü
zts21134e	Paimon tarafýndan serbest býrakýlan Ork kahramanlarýnýn enerjisi onu zayýflatýr.
zts21135e	Kötünün zayýflatýlmýþ gücü.
zts21136e	Paimon'un uþaklarýnýn çaðrýlmasý daha uzun sürer.
zts21137e	Kükreme bedenini güçlendirir.
zts21138e	Huzur
zts21139e	Þelalenin þýkýrtýsý, savaþçýnýn öfkesini yatýþtýrýr.
zts21140e	Ruh Kalkaný
zts21141e	Kinci ruh seni korur. BP hasarýn bir kýsmýnýn yerine geçer.
zts21142e	Rakibin ruhunu emerek güç kazanýrsýn. Bu etki, bir saldýrý becerisi kullandýðýnda veya baþka bir bölgeye gittiðinde sonlanýr.
zts21143e	Doða yaralarýný sürekli iyileþtirir. Güneþ Kurdu yenilmiþse, tekrar canlanýr. Ancak NosMate'n ve Güneþ Kurdu'n bu güçlendiriciden ek YP almaz.
zts21144e	Çevik ve alýmlý
zts21145e	Rakip saldýrýlarýndan ustaca kaçýnýyorsun.
zts21146e	Velutzi'nin Kutsamasý
zts21147e	Yavrudino Velutzi tarafýndan sana saðlanan etki.
zts21148e	Uysal kraliçe arýnýn kutsamasý
zts21149e	Uysal kraliçe arýnýn sana saðladýðý efekt.
zts21150e	14. Yýl Dönümü Güçlendiricisi
zts21151e	Yumuþacýk Kanguru Kesesi
zts21152e	Yumuþacýk kanguru kesesinde kendini emin ellerde hissedersin.
zts21153e	Kaldýr yumruklarý!
zts21154e	Kanguru, yumruklarýný koruyucu þekilde senin önünde tutuyor.
zts21155e	Zayýf Hayat Kalkaný
zts21156e	Hafifçe zayýflatýlmýþ etkiye sahip hayat kalkaný.
zts21157e	Týbbi tarif
zts21158e	Lütfen doktorun önerdiði þekilde kullanýn.
zts21159e	Ejderha Kutsamasý
zts21160e	Bir Ejderhanýn kutsamasýný aldýn.
zts21161e	Ateþ Ejderhasý Kutsamasý
zts21162e	Bir Ateþ Ejderhasýnýn kutsamasýný aldýn.
zts21163e	Buz Ejderhasý Kutsamasý
zts21164e	Bir Buz Ejderhasýnýn kutsamasýný aldýn.
zts21165e	Ay Iþýðý Ejderhasý Kutsamasý
zts21166e	Bir Ay Iþýðý Ejderhasýnýn kutsamasýný aldýn.
zts21167e	Gök Ejderhasý Kutsamasý
zts21168e	Bir Gök Ejderhasýnýn kutsamasýný aldýn.
zts21169e	Ateþ Nefesi
zts21170e	Ateþ Ejderhasýnýn alevleri hedefi kavurur.
zts21171e	Buz Nefesi
zts21172e	Buz Ejderhasýnýn soðuk nefesi hedefi dondurur.
zts21173e	Ay Gölgesi
zts21174e	Ay Iþýðý Ejderhasýnýn gölgesi hedefi zayýflatýr.
zts21175e	Göksel Iþýk
zts21176e	Gök Ejderhasýnýn ýþýðý hedefi kör eder.
zts21177e	Ejderha Darbesi
zts21178e	Ejderha pullarýný bile delip geçebilecek bir darbenin etkileri sana acý çektiriyor.
zts21179e	Ejderha Oku
zts21180e	Ejderha kemiklerinden yapýlmýþ keskin bir ok senin kanýný akýtýyor.
zts21181e	Ejderha Laneti
zts21182e	Bir Ejderha ruhundan doðmuþ korkunç bir lanet sana musallat oluyor.
zts21183e	Soðuk Isýrmasý
zts21184e	Soðuk ateþ vücudunu felç eder.
zts21185e	Ejderha Kristali Enerjisi
zts21186e	Ejderha kristalinin kuvvetli enerjisi seni kuvvetten düþürür.
zts21187e	Ejderha Kemiði Parçasý
zts21188e	Ejderha kemiði parçalarýnýn sebep olduðu yaralar seni zayýf düþürüyor.
zts21189e	Don Nefesi
zts21190e	Buz Ejderhasýnýn dondurucu nefesi seni felç eder.
zts21191e	Ejderha Pulu Kalkaný
zts21192e	Zýrhýn daha da dirençli.
zts21193e	Hýzlýlýk
zts21194e	Zýrhýn enerjisi seni çevikleþtirir.
zts21195e	Buz Ejderhasýnýn Büyülü Gücü
zts21196e	Buz Ejderhasýnýn büyüsü seni korur.
zts21197e	Ejderha Kývraklýðý
zts21198e	Zýrhýn Ejderha büyüsü seni daha becerikli yapar.
zts21199e	Korkunç Varlýk
zts21200e	Ejderhanýn ezici gücü nedeniyle zar zor hareket edebiliyorsun.
zts21201e	Hafif Ejderha Zehri
zts21202e	Valehir'in zehri damarlarýnda dolaþýyor. Etkilerinden kurtulmak için zehir direnci iksirini kullan. Valehir'in rakiplerinden biri bu debufftan mustarip olursa, Valehir güçlendirici alýr [Çürüme Gücü].
zts21203e	Ölümsüz Ejderhanýn Vebasý
zts21204e	Valehir'in güçlü zehri duyularýný köreltir.
zts21205e	Korku Sisi
zts21206e	Kalýn bir sis seni ürpertir. Zombi Ejderhasýnýn enerjisini kullanýrsan, ortadan kaybolur.
zts21207e	Çürüme Gücü
zts21208e	Kurbanlarýndan biri [Hafif Ejderha Zehri] debuffundan mustarip olursa, Çürüme Gücü Valehir'i güçlendirir.
zts21209e	Sis Kalkaný
zts21210e	Kalýn sis Valehir'i yaralanmaz yapar.
zts21211e	Donmuþ Kale Duvarý
zts21214e	Zayýf Buz Zincirleri
zts21215e	Vücudun, Alzanor'un buz büyüsüyle buz zincirlere vuruldu.
zts21216e	Sert Soðuk
zts21217e	Alzanor'un gücü kelimenin tam anlamýyla damarlarýndaki kaný donduruyor.
zts21218e	Ýliklerine kadar ýslak
zts21219e	Buz eridiði ve sen de iliklerine kadar donduðun için tüm güç vücudundan çekiliyor.
zts21220e	Güçsüz
zts21221e	Alzanor tüm don büyüsünü tüketti ve bu nedenle zayýf ve savunmasýz.
zts21222e	Don Saptýrýcý
zts21223e	Alzanor'un buz büyüsünü emer. Alzanor'un saldýrý hasarýný engeller.
zts21225e	Gölge Ateþi
zts21226e	Asgobas'ýn ateþten nefesi ve gölgesi seni kavurur.
zts21227e	Büyü Geri Dönüþümü
zts21228e	Asgobas havaya yükselir ve kendini güçlendirmek için orada taze büyü emer.
zts21229e	Parazit Ejderha Ev Sahibi
zts21230e	Ýçinde Asgobas'ýn bir yumurtasý var.
zts21231e	Ejderha Paraziti
zts21232e	Alzanor vücudunu buza gömer ve kendini iyileþtirir.
zts21233e	Alzanor'un tüm Buz Golemleri yenildiðinde bu etki sona erer.
zts21234e	Aðýrlýðý nedeniyle hareket edemiyorsun.
zts21235e	Ejderha Lordu'nun laneti
zts21236e	Ejderha Lordu Asgobas sana lanet okumuþ. Ejderha Lordunun Öfkesi ile karþýlaþtýðýnda kaldýrýlýr.
zts21237e	Ejderha Lordu'nun Zayýf Laneti
zts21238e	Ejderha Lordu Asgobas sana lanet okumuþ.
zts21239e	Ejderha Lordu'nun Zayýf Büyüsü
zts21240e	Asgobas, onun büyüsüyle güçlenir.
zts21241e	Ejderha Lordu'nun Büyüsü
zts21242e	Ejderha Lordu'nun Kuvvetli Büyüsü
zts21243e	Ejderha Lordu'nun Nihai Büyüsü
zts21244e	Ölümsüz Ejderhanýn Büyüsü
zts21245e	Ölümsüz Ejderhanýn Büyüsü Asgobas'ý güçlendiriyor. Bu etki yalnýzca büyülü ölümsüz ejderha yakýndayken çalýþýr.
zts21246e	Bu Ateþ Ejderhasýnýn enerjisidir.
zts21247e	Bu Buz Ejderhasýnýn enerjisidir.
zts21248e	Kaplanýn yeni yýl kutsamasý
zts21249e	Ay kanatlar
zts21250e	Ay kanatlar efekti
zts21251e	Ay gücü
zts21252e	Ayýn ve yýldýzlarýn güçlerini alýyorsun.
zts21253e	Büyülü Beyaz Yeni Yýl Kaplaný enerjisi
zts21254e	Büyülü Beyaz Yeni Yýl Kaplaný kutsamasýnýn gücünü elde edersin
zts21255e	Büyülü Beyaz Yeni Yýl Kaplaný kutsamasý
zts21256e	Sana Büyülü Beyaz Yeni Yýl Kaplaný tarafýndan saðlanan efekt.
zts21257e	Ejderha Lordu’nun BP yenilemesi
zts21258e	Ejderha Lordu sürekli BP yeniler.
zts21259e	Sinir güçlendirici
zts21260e	Okaliptüs yapraklarý seni rahatlatýr.
zts21261e	Okaliptüs zehri
zts21262e	Sinirlerini yatýþtýrýr.
zts21263e	Koala ayýsýnýn kutsamasý
zts21264e	Uykuya hazýr
zts21265e	Koala rakiplerini uyutmak için okaliptüs yapraklarý kullanýr.
zts21266e	Küçük evcil kar topu kutsamasý
zts21267e	Alev laneti
zts21268e	Güçlü alev laneti
zts21269e	Kudretli alev laneti
zts21270e	Kan nakli (1. basamak)
zts21271e	Kan nakli (2. basamak)
zts21272e	Kan nakli (3. basamak)
zts21273e	Kan nakli (4. basamak)
zts21274e	Kan nakli (5. basamak)
zts21275e	Kan nakli (6. basamak)
zts21276e	Alelacele hareket
zts21277e	Rakip düþünerek hareket edemez.
zts21278e	Kar fýrtýnasý
zts21279e	Dönüþümün gücü (4. basamak)
zts21280e	Dönüþümün gücü (6. basamak)
zts21281e	Yýlmazlýðýn gücü (1. basamak)
zts21282e	Yýlmazlýðýn gücü (2. basamak)
zts21283e	Yýlmazlýðýn gücü (3. basamak)
zts21284e	Yýlmazlýðýn gücü (4. basamak)
zts21285e	Yýlmazlýðýn gücü (5. basamak)
zts21286e	Yýlmazlýðýn gücü (6. basamak)
zts21287e	Ýçgüdünün gücü (1. basamak)
zts21288e	Ýçgüdünün gücü (2. basamak)
zts21289e	Ýçgüdünün gücü (3. basamak)
zts21290e	Ýçgüdünün gücü (4. basamak)
zts21291e	Ýçgüdünün gücü (5. basamak)
zts21292e	Ýçgüdünün gücü (6. basamak)
zts21293e	Þifanýn gücü (1. basamak)
zts21294e	Þifanýn gücü (2. basamak)
zts21295e	Þifanýn gücü (3. basamak)
zts21296e	Þifanýn gücü (4. basamak)
zts21297e	Þifanýn gücü (5. basamak)
zts21298e	Þifanýn gücü (6. basamak)
zts21299e	Arýndýran zýrhýn gücü (1. basamak)
zts21300e	Arýndýran zýrhýn gücü (2. basamak)
zts21301e	Arýndýran zýrhýn gücü (3. basamak)
zts21302e	Arýndýran zýrhýn gücü (4. basamak)
zts21303e	Arýndýran zýrhýn gücü (5. basamak)
zts21304e	Arýndýran zýrhýn gücü (6. basamak)
zts21305e	Yenilemenin gücü (1. basamak)
zts21306e	Yenilemenin gücü (2. basamak)
zts21307e	Yenilemenin gücü (3. basamak)
zts21308e	Yenilemenin gücü (4. basamak)
zts21309e	Yenilemenin gücü (5. basamak)
zts21310e	Yenilemenin gücü (6. basamak)
zts21311e	Alev çemberinin gücü (1. basamak)
zts21312e	Alev çemberinin gücü (2. basamak)
zts21313e	Alev çemberinin gücü (3. basamak)
zts21314e	Alev çemberinin gücü (4. basamak)
zts21315e	Alev çemberinin gücü (5. basamak)
zts21316e	Alev çemberinin gücü (6. basamak)
zts21317e	Arýnmanýn gücü (1. basamak)
zts21318e	Arýnmanýn gücü (2. basamak)
zts21319e	Arýnmanýn gücü (3. basamak)
zts21320e	Arýnmanýn gücü (4. basamak)
zts21321e	Arýnmanýn gücü (5. basamak)
zts21322e	Arýnmanýn gücü (6. basamak)
zts21323e	Lanet direncinin gücü (1. basamak)
zts21324e	Lanet direncinin gücü (2. basamak)
zts21325e	Lanet direncinin gücü (3. basamak)
zts21326e	Lanet direncinin gücü (4. basamak)
zts21327e	Lanet direncinin gücü (5. basamak)
zts21328e	Lanet direncinin gücü (6. basamak)
zts21329e	Vampir lanetinin gücü (1. basamak)
zts21330e	Vampir lanetinin gücü (2. basamak)
zts21331e	Vampir lanetinin gücü (3. basamak)
zts21332e	Vampir lanetinin gücü (4. basamak)
zts21333e	Vampir lanetinin gücü (5. basamak)
zts21334e	Vampir lanetinin gücü (6. basamak)
zts21335e	Dönüþümün gücü (1. basamak)
zts21336e	Dönüþümün gücü (2. basamak)
zts21337e	Dönüþümün gücü (3. basamak)
zts21338e	Dönüþümün gücü (5. basamak)
zts21339e	Sinir zehri (Seviye 2)
zts21340e	Sinir zehri (Seviye 3)
zts21341e	Sinir zehri (Seviye 4)
zts21342e	Tart Hapendam'ýn kahramanca dövüþ tekniði
zts21343e	Edinilen kahraman deneyimini %75 artýrýr.
zts21344e	Asgobas’ýn bilgeliði
zts21345e	Alýnan kahraman seviyesi EXP’sini yükseltir.
zts21346e	Hayat kutsamasý
zts21347e	Yaþayanlarýn Ülkesi’nin büyülü gücü YP’ni yeniler.
zts21348e	Hayat bilgeliði
zts21349e	Yaþayanlarýn Ülkesi yaratýklarý sana çok sey öðretebilir.
zts21350e	Hayat öfkesi
zts21351e	Yaþayanlarýn Ülkesi’ndeki vahþi yaratýklarýn öfkesi seni sarýyor.
zts21352e	Hayatýn elementleri
zts21353e	Yaþayanlarýn Ülkesi’nin büyülü gücü dört elementi güçlendirir.
zts21354e	Hayat zýrhý
zts21355e	Yaþayanlarýn Ülkesi’nin büyülü gücü seni en sert zýrhtan bile daha iyi korur.
zts21356e	Hayat bilgisi
zts21357e	Karýþýklýk
zts21358e	Sunaðýn laneti seni zayýflatýr.
zts21359e	Aðýrlýk
zts21360e	Gerçek endam
zts21361e	Sakarlýk
zts21362e	Miskinlik
zts21363e	Zehirlenme
zts21364e	Geliþtirilmiþ yükleme
zts21365e	Soyluluk Onuru
zts21366e	Kendini bir soylu gibi yüce görüyorsun.
zts21367e	Sihirli yumurta kabuðu
zts21368e	Sihirli yumurta kabuðu sana koruma saðlar.
zts21369e	Laurena’nýn güçlü laneti
zts21370e	Laurena akýndaki karakterleri lanetler. Potansiyellerini tam olarak kullanamazlar.
zts21371e	Adrenalin
zts21372e	Damarlarýndan adrenalin akar ve hareket hýzýný yükseltir.
zts21373e	Güç patlamasý
zts21374e	Saldýrý gücü bir süreliðine yükseldi.
zts21375e	Büyük güç patlamasý
zts21376e	Retro kanatlar
zts21377e	Retro kanatlar efekti
zts21378e	Sarsýlmýþ
zts21379e	Patlamalardan meydana gelen bir debuff.
zts21380e	Büyülü vuruþ yarasý
zts21381e	Büyülü vuruþta meydana gelen yara.
zts21382e	Elementer laneti
zts21383e	Ormanýn bir laneti.
zts21384e	Büyü enerjisi buz kalkaný
zts21385e	Donmuþ büyülü güç kalkaný.
zts21392e	Usta Balýkçý’nýn enerjisi
zts21393e	Nadir bir balýk tutma þansý daha yüksek.
zts21394e	Rakun kuþu kutsamasý
zts21395e	Sana evcil rakun kuþundan saðlanan efekt.
zts21396e	Bambuyla yaralandý
zts21397e	Bambu yemek YP ve BP yeniler.
zts21398e	Yavru Panda Kutsamasý
zts21399e	Yavru Panda tarafýndan saðlanan efekt.
zts21400e	Caligor'un zýrhý
zts21401e	Caligor’un kalýn zýrhý alýnan hasarý düþürür.
zts21402e	Besleyici bambu
zts21403e	15. Yýl Güçlendiricisi
zts21404e	Buðulanmýþ (F)
zts21405e	Buðulanmýþ (E)
zts21406e	Buðulanmýþ (D)
zts21407e	Buðulanmýþ (C)
zts21408e	Buðulanmýþ (B)
zts21409e	Buðulanmýþ (A)
zts21410e	Buðulanmýþ (S)
zts21411e	Nötralize Zýrh (F)
zts21412e	Nötralize Zýrh (E)
zts21413e	Nötralize Zýrh (D)
zts21414e	Nötralize Zýrh (C)
zts21415e	Nötralize Zýrh (B)
zts21416e	Nötralize Zýrh (A)
zts21417e	Nötralize Zýrh (S)
zts21418e	Aþýrý ýsýnmýþ (F)
zts21419e	Aþýrý ýsýnmýþ (E)
zts21420e	Aþýrý ýsýnmýþ (D)
zts21421e	Aþýrý ýsýnmýþ (C)
zts21422e	Aþýrý ýsýnmýþ (B)
zts21423e	Aþýrý ýsýnmýþ (A)
zts21424e	Aþýrý ýsýnmýþ (S)
zts21425e	Biraz fazla ýsýnmýþ (F)
zts21426e	Biraz fazla ýsýnmýþ (E)
zts21427e	Biraz fazla ýsýnmýþ (D)
zts21428e	Biraz fazla ýsýnmýþ (C)
zts21429e	Biraz fazla ýsýnmýþ (B)
zts21430e	Biraz fazla ýsýnmýþ (A)
zts21431e	Biraz fazla ýsýnmýþ (S)
zts21432e	Hafif buðulanmýþ (F)
zts21433e	Hafif buðulanmýþ (E)
zts21434e	Hafif buðulanmýþ (D)
zts21435e	Hafif buðulanmýþ (C)
zts21436e	Hafif buðulanmýþ (B)
zts21437e	Hafif buðulanmýþ (A)
zts21438e	Hafif buðulanmýþ (S)
zts21439e	Delinmiþ Zýrh (F)
zts21440e	Delinmiþ Zýrh (E)
zts21441e	Delinmiþ Zýrh (D)
zts21442e	Delinmiþ Zýrh (C)
zts21443e	Delinmiþ Zýrh (B)
zts21444e	Delinmiþ Zýrh (A)
zts21445e	Delinmiþ Zýrh (S)
zts21446e	Kazan üzerindeki basýnç (F)
zts21447e	Kazan üzerindeki basýnç (E)
zts21448e	Kazan üzerindeki basýnç (D)
zts21449e	Kazan üzerindeki basýnç (C)
zts21450e	Kazan üzerindeki basýnç (B)
zts21451e	Kazan üzerindeki basýnç (A)
zts21452e	Kazan üzerindeki basýnç (S)
zts21453e	Hans Ýþbitiren (F)
zts21454e	Hans Ýþbitiren (E)
zts21455e	Hans Ýþbitiren (D)
zts21456e	Hans Ýþbitiren (C)
zts21457e	Hans Ýþbitiren (B)
zts21458e	Hans Ýþbitiren (A)
zts21459e	Hans Ýþbitiren (S)
zts21460e	Soluk-15 eþliðinde (F)
zts21461e	Soluk-15 eþliðinde (E)
zts21462e	Soluk-15 eþliðinde (D)
zts21463e	Soluk-15 eþliðinde (C)
zts21464e	Soluk-15 eþliðinde (B)
zts21465e	Soluk-15 eþliðinde (A)
zts21466e	Soluk-15 eþliðinde (S)
zts21467e	Soluk prototipi eþliðinde (F)
zts21468e	Soluk prototipi eþliðinde (E)
zts21469e	Soluk prototipi eþliðinde (D)
zts21470e	Soluk prototipi eþliðinde (C)
zts21471e	Soluk prototipi eþliðinde (B)
zts21472e	Soluk prototipi eþliðinde (A)
zts21473e	Soluk prototipi eþliðinde (S)
zts21474e	Altýn Kartal Kanatlarý
zts21475e	"Altýn Kartal Kanatlarý" Efekti
zts21476e	Altýn Kartal Kanatlarý Kutsamasý
zts21477e	Altýn Kartal Kanatlarý Kutsamasý seni daha çevik hale getirir.
zts21478e	Parlayan mýzrak
zts21479e	Mýzraðýný göz kamaþtýracak þekilde parlattýn.
zts21480e	Sivri mýzrak
zts21481e	Mýzraðýnýn sivri bir ucu var.
zts21482e	Ýðne ucu mýzraðý
zts21483e	Mýzraðýn hiç bu kadar sivri olmamýþtý.
zts21484e	Önceden ýsýtýlmýþ
zts21485e	Silahýn yavaþ yavaþ ýsýnýyor.
zts21486e	Sýcak
zts21487e	Silahýn ýsýnýyor.
zts21488e	Akkor
zts21489e	Silahýn cehennem gibi sýcak oluyor.
zts21490e	Aþýrý ýsýnmýþ
zts21491e	Silahýnýn ýsýsý en yüksek seviyeye ulaþtý. Sýcaklýðý artýracak hiçbir beceriyi kullanamazsýn.
zts21492e	Büyük yer çekimi alaný
zts21493e	Yer çekimi küren çok fazla yer çekimi enerjisiyle yüklü.
zts21494e	Büyük yer çekimi karþýtý alaný
zts21495e	Yer çekimi küren çok fazla yer çekimi karþýtý enerjisiyle yüklü.
zts21496e	Yer çekimi dengesi
zts21497e	Yer çekimi enerjisi ve yer çekimi karþýtý enerji, yer çekimi kürende dengede duruyor.
zts21498e	Delinmiþ Zýrh
zts21499e	Zýrhýn delindi.
zts21500e	Delik deþik edilmiþ zýrh
zts21501e	Zýrhýn delik deþik edildi.
zts21502e	Aðýr yaralar
zts21503e	Bir mýzrakla yakalandýn.
zts21504e	Drakonium Kalkaný
zts21505e	Devasa bir kalkanla vücudunu korur.
zts21506e	Koruyucu ýþýk
zts21507e	Iþýðýn gücüyle korunuyorsun.
zts21508e	Arýndýrýcý ýþýk
zts21509e	Kutsal ýþýkla iyileþiyorsun.
zts21510e	Yeniden yükle
zts21511e	Daha kuvvetli el bombalarýný yeniden yüklüyorsun.
zts21512e	Drakonium enerji kalkaný
zts21513e	Ejderha büyüsünden yapýlmýþ bir enerji kalkaný seni koruyor.
zts21514e	Yüksek basýnç
zts21515e	Yüksek yer çekimi nedeniyle zar zor hareket edebiliyorsun.
zts21516e	Enerji dönüþümü
zts21517e	Silahýndaki ýsýyý dönüþtürerek vücudunu kuvvetlendirir.
zts21518e	Ejderha nefesiyle yanmýþ
zts21519e	Ejderha büyüsü içeren ateþ tarafýndan vuruldun.
zts21520e	Artýrýlmýþ ateþ gücü
zts21521e	Ateþ gücün ýsýyla kuvvetleniyor.
zts21522e	Yer çekimi alaný
zts21523e	Kuvvetli bir yer çekimi alanýný etkinleþtirir.
zts21524e	Yer çekimi sonuçlarý
zts21525e	Bir yer çekimi alanýnýn içindesin.
zts21526e	Aþýrý yer çekimi
zts21527e	Yer çekimi küresinin gücünü artýrýr. Aþýrý yüklenmeye yol açabilir.
zts21528e	Yer çekimi karþýtý alaný
zts21529e	Aldýðýn YP hasarýnýn bir kýsmýný BP ile deðiþtiren bir yer çekimi karþýtý alaný
zts21530e	Yer çekimi karþýtýndan dolayý yansýma
zts21531e	Yer çekimi karþýtý tüm saldýrýlarý yansýtýyor.
zts21532e	Tepki veren yer çekimi karþýtý alaný
zts21533e	Yer çekimi karþýtý alaný rakip saldýrýlarýna otomatik olarak tepki veriyor.
zts21534e	Aðýrlýksýzlýk
zts21535e	Aðýrlýksýzlýðýn sonuçlarýný iyi biliyorsun.
zts21536e	Sakarlýk
zts21537e	Aðýrlýksýzlýðýn etkilerini iyi bilmediðinden beceriksizce hareket ediyorsun.
zts21538e	Kuvvetli yer çekiminin sonuçlarý
zts21539e	Kuvvetli bir yer çekimi alanýnýn içindesin.
zts21540e	Depoyu doldur
zts21541e	Büyülü gücü robotik kollar için yakýta dönüþtürür.
zts21542e	Büyü yükle
zts21543e	Yeniden yüklemeyi durdurur ve bir süreliðine ejderha büyüsünü yükler.
zts21544e	Yer sarsýntýsý
zts21545e	Ön engelleme
zts21546e	Rakip saldýrýlarý devasa Drakonium kollarýyla engellenir.
zts21547e	Büyü bariyeri
zts21548e	Robotik kollarýn büyülü enerjisi rakip saldýrýlarýndan korur.
zts21549e	Parçalanmýþ vücut
zts21550e	Sert bir darbeyle kemiklerin paramparça oldu.
zts21551e	Sinirli saldýrý
zts21552e	Hedefe durmaksýzýn saldýrýlýyor.
zts21553e	Büyülü þok
zts21554e	Güçlü ejderha büyüsü vücudunun üzerinde yýkýcý bir etkiye sahip.
zts21555e	Ýyileþtirilmiþ büyü bariyeri
zts21556e	Yakýt fazlasý
zts21557e	Performansý iyileþtirmek için yeterli yakýt var.
zts21558e	Ýyileþtirilmiþ yakýt fazlasý
zts21559e	Aþýrý yüklenmiþ yer çekimi alaný
zts21560e	Çok fazla yer çekimi enerjisine sahipsin.
zts21561e	Aþýrý yüklenmiþ yer çekimi karþýt alaný
zts21562e	Çok fazla yer çekimi karþýtý enerjisine sahipsin.
zts21563e	Performansý iyileþtirmek için yeterli yakýt var. Yakýt harcandýðýnda, bu etki [Yakýt fazlasý] ile deðiþtirilir.
zts21564e	Kadim buz ejderhasýnýn korumasý
zts21565e	Mavi bölgeye yönelmelisin.
zts21566e	Kadim ateþ ejderhasýnýn korumasý
zts21567e	Kýrmýzý bölgeye yönelmelisin.
zts21568e	Kadim güneþ ejderhasýnýn korumasý
zts21569e	Sarý bölgeye yönelmelisin.
zts21570e	Kadim ay ejderhasýnýn korumasý
zts21571e	Siyah bölgeye yönelmelisin.
zts21572e	Drakonium ayna kalkaný
zts21573e	Yalnýzca kýsa bir süre dayanan, çok kuvvetli ek bir Drakonium kalkaný.
zts21574e	Ancelloan'ýn gizemli gücü
zts21575e	Ancelloan'ýn gizemli gücü senin içine doluyor.
zts21576e	Yer sallandýðýndan zar zor hareket edebiliyorsun.
zts21577e	Hediyelerle dolup taþýyor
zts21578e	Hediye miktarý seni yavaþlatýyor.
zts21579e	Zencefilli kurabiye adamýnýn dövüþ tarzý
zts21580e	Zencefilli kurabiye adamýnýn dövüþ duruþunu üstleniyorsun.
zts21581e	Zencefilli kurabiye adamýnýn niþancýlýðý
zts21582e	Zencefilli kurabiye adamýnýn niþancýlýðýna sahipsin.
zts21583e	Zencefilli kurabiye adamýnýn sihir gücü
zts21584e	Zencefilli kurabiye adamýnýn sihir gücüne sahipsin.
zts21585e	Tavþanýn yeni yýl kutsamasý
zts21586e	Mürekkep zýrhý
zts21587e	Kara mürekkepten büyülü bir zýrh seni korur.
zts21588e	Gölge yarasý
zts21589e	Karanlýk gölgenin enerjisi derin bir yaraya yol açar.
zts21590e	Kara leke tavþanýnýn kutsamasý
zts21591e	Gölge enerjisi
zts21592e	Gölge enerjisi seni kaplýyor.
zts21593e	Tatlý çikolata
zts21594e	Tatlý çikolata sana enerji artýþý verir.
zts21595e	Bilinmeyen mantar hastalýðý
zts21596e	Altýn mantar kutsamasý
zts21597e	Ýsabet oraný ve YP düþürülür.
zts21598e	Kutsal enerji bedenini güçlendirir.
zts21599e	Ölüm pusuya yatmýþ.
zts21600e	Ölümle yarýþ
zts21601e	Kimse ölümden kaçamaz.
zts21602e	Kutsal güçlendirme
zts21603e	Kutsal güç senin içinden akýyor.
zts21604e	Kutsal totemin gücü
zts21605e	Kutsal totemin ýþýðý silahlarýný güçlendirir.
zts21606e	Göz kamaþtýran ýþýk
zts21607e	Iþýk kötüye hasar verir.
zts21608e	Zayýf kutsal güç
zts21609e	Kutsal ýþýðýn gücü artar.
zts21610e	Uyanmýþ kutsal güç
zts21611e	Serbest býrakýlan kutsal güç
zts21612e	Uykulu
zts21613e	Üstüne yorgunluk çöktüðünden kendini savunamazsýn.
zts21614e	Kutsal totem
zts21615e	Haç þeklinde bir totem
zts21616e	Kutsal zýrh
zts21617e	Kutsal bir kalkan seni korur.
zts21618e	Bilinmeyen bir mantar hastalýðý.
zts21619e	Geliþtirilmiþ Ejderha Nefesi
zts21620e	Güçlü ejderha ateþi silahýný kuvvetlendirir.
zts21621e	Zayýf Aydýnlanma
zts21622e	Zayýf Tanrý Kutsamasý
zts21623e	Ýllüzyon (PvP)
zts21624e	Zayýf karanlýk çürüme
zts21625e	Karanlýk Enerji ruhu çürütür.
zts21626e	Karanlýk çürüme
zts21627e	Tehditkar hareketler
zts21628e	Evcil hayvan dövüþmeye hazýrlanýyor.
zts21629e	Tehditkar hareketler 1
zts21630e	Tehditkar hareketler 2
zts21631e	Tehditkar hareketler 3
zts21632e	Baygýnlýk geçiriyorsun ve hiçbir þey yapamýyorsun.
zts21633e	Baygýnlýk 1
zts21634e	Baygýnlýk 3
zts21635e	Baygýnlýk 5
zts21636e	Savunuculuk
zts21637e	Evcil hayvan savunma pozisyonu alýyor.
zts21638e	Savunuculuk 1
zts21639e	Savunuculuk 2
zts21640e	Savunuculuk 3
zts21641e	Ýlk Yardým
zts21642e	Vücudun yenileniyor.
zts21643e	Tehditkar hareketler 4
zts21644e	Tehditkar hareketler 5
zts21645e	Tehditkar hareketler 6
zts21646e	Savunuculuk 4
zts21647e	Savunuculuk 5
zts21648e	Savunuculuk 6
zts21649e	Ýlk Yardým 1
zts21650e	Ýlk Yardým 2
zts21651e	Ýlk Yardým 3
zts21652e	Ýlk Yardým 4
zts21653e	Ýlk Yardým 5
zts21654e	Ýlk Yardým 6
zts21655e	Geliþtirilmiþ esans çýkar
zts21656e	Bu geliþmiþ beceri sayesinde bir esanstan daha fazlasýný alabilirsin.
zts21657e	Kýrbaç þaklamasý
zts21658e	Kýrbacýný þaklatýyorsun.
zts21659e	Aðaç kanatlarý
zts21660e	Aðaç kanatlarý efekti
zts21661e	Tabiat ananýn dalý
zts21662e	Tabiat ananýn gücü içine doluyor.
zts21663e	Tabiat ananýn laneti
zts21664e	Tabiat ana seni lanetledi.
zts21665e	Özel Zehir (F)
zts21666e	Zehirlendin.
