zts1e	Effet général
zts21480e	Lance pointue
zts21481e	L'extrémité de ta lance est très pointue.
zts21482e	Lance acérée
zts21483e	Ta lance n'a jamais été aussi pointue.
zts21484e	Préchauffe
zts21485e	Ton arme commence à chauffer.
zts21486e	Chauffe
zts21487e	Ton arme devient brulante.
zts21488e	Ardeur
zts21489e	Ton arme devient incandescente.
zts21490e	Surchauffe
zts21491e	Ton arme a atteint la température maximale. Tu ne peux plus utiliser de compétences augmentant la chaleur.
zts21492e	Vaste champ gravitationnel
zts21493e	La sphère de gravité est remplie d'énergie gravitationnelle.
zts21494e	Vaste champ antigravitationnel
zts21495e	La sphère de gravité est remplie d'énergie antigravitationnelle.
zts21496e	Équilibre gravitationnel
zts21497e	La gravité et l'antigravité sont à l'équilibre dans ta sphère de gravité.
zts21498e	Armure percée
zts21499e	Ton armure est perforée.
zts21500e	Armure transpercée
zts21501e	Ton armure est transpercée de part en part.
zts21502e	Grave blessure
zts21503e	Tu t'es fait toucher par une lance.
zts21504e	Bouclier draconique
zts21505e	Tu protèges ton corps avec un énorme bouclier.
zts21506e	Lumière protectrice
zts21507e	La force de la lumière te protège.
zts21508e	Lumière purificatrice
zts21509e	Tu guéris grâce à la lumière sacrée.
zts21510e	Recharge
zts21511e	Tu recharges des grenades plus puissantes.
zts21512e	Bouclier d'énergie draconique
zts21513e	Un bouclier d'énergie en magie draconique te protège.
zts21514e	Haute pression
zts21515e	La pesanteur importante entrave tes mouvements.
zts21516e	Conversion d'énergie
zts21517e	Tu renforces ton corps en convertissant la chaleur de ton arme.
zts21518e	Brulure du dragon
zts21519e	Tu t'es fait toucher par des flammes imprégnées de magie draconique.
zts21520e	Puissance accrue
zts21521e	La chaleur renforce ta puissance de feu.
zts21522e	Champ gravitationnel
zts21523e	Un champ gravitationnel puissant est activé.
zts21524e	Influence gravitationnelle
zts21525e	Tu te trouves à l'intérieur d'un champ gravitationnel.
zts21526e	Hypergravité
zts21527e	La puissance de la sphère de gravité augmente. Ceci peut provoquer une surcharge.
zts21528e	Champ antigravitationnel
zts21529e	Un champ antigravitationnel remplace une partie des HP perdus en subissant des dégâts par des MP.
zts21530e	Renvoi antigravitationnel
zts21531e	L'antigravité renvoie toutes les attaques.
zts21532e	Champ antigravitationnel réactif
zts21533e	Le champ antigravitationnel réagit automatiquement aux attaques adverses.
zts21534e	Apesanteur
zts21535e	Tu maitrises les effets de l'apesanteur.
zts21536e	Maladresse
zts21537e	Tes mouvements sont gauches parce que tu ne connais pas bien les effets de l'apesanteur.
zts21538e	Forte influence gravitationnelle
zts21539e	Tu te trouves à l'intérieur d'un champ gravitationnel puissant.
zts21540e	Ravitaillement
zts21541e	La force magique est convertie en carburant pour les bras robotisés.
zts21542e	Recharge magique
zts21543e	Le ravitaillement prend fin et la magie draconique se recharge un certain temps.
zts21544e	Séisme
zts21545e	Blocage frontal
zts21546e	Les énormes bras draconiques bloquent les attaques adverses.
zts21547e	Barrière magique
zts21548e	L'énergie magique des bras robotisés repousse les attaques adverses.
zts21549e	Corps fracassé
zts21550e	Un coup violent t'a fracassé les os.
zts21551e	Attaque furibonde
zts21552e	La cible est attaquée sans relâche.
zts21553e	Choc magique
zts21554e	La puissante magie draconique est dévastatrice pour ton corps.
zts21555e	Barrière magique renforcée
zts21556e	Surplus de carburant
zts21557e	Il y a assez de carburant pour améliorer les performances.
zts21558e	Surplus de carburant amélioré
zts21559e	Champ gravitationnel surchargé
zts21560e	Tu as trop d'énergie gravitationnelle.
zts21561e	Champ antigravitationnel surchargé
zts21562e	Tu as trop d'énergie antigravitationnelle.
zts21563e	Il y a assez de carburant pour améliorer les performances. Une fois le carburant épuisé, cet effet est remplacé par le surplus de carburant.
zts21564e	Protection du dragon givré ancestral
zts21565e	Tu devrais rejoindre la zone bleue.
zts21566e	Protection du dragon igné ancestral
zts21567e	Tu devrais rejoindre la zone rouge.
zts21568e	Protection du dragon solaire ancestral
zts21569e	Tu devrais rejoindre la zone jaune.
zts21570e	Protection du dragon lunaire ancestral
zts21571e	Tu devrais rejoindre la zone noire.
zts21572e	Bouclier miroir draconique
zts21573e	Ce bouclier draconique supplémentaire très résistant ne reste en place que peu de temps.
zts21574e	Force mystérieuse d'Ancelloan
zts21575e	La force mystérieuse d'Ancelloan t'emplit.
zts21576e	Tu peux à peine bouger, car le sol tremble.
zts21577e	Trop de cadeaux
zts21578e	Le nombre de cadeaux te ralenti.
zts21579e	Style de combat pain d'épice
zts21580e	Tu adoptes la posture du bonhomme en pain d'épice.
zts21581e	Précision pain d'épice
zts21582e	Tu adoptes la précision du bonhomme en pain d'épice.
zts21583e	Magie pain d'épice
zts21584e	Tu adoptes la magie du bonhomme en pain d'épice.
zts21585e	Bénédiction du Nouvel An lapine
zts21586e	Armure d'encre
zts21587e	Une armure magique d'encre noire te protège.
zts21588e	Blessure des ombres
zts21589e	L'énergie des ombres ténébreuses cause une blessure profonde.
zts21590e	Bénédiction du lapin noir
zts21591e	Énergie de l'ombre
zts21592e	L'énergie de l'ombre t'imprègne.
zts21593e	Chocochoc
zts21594e	Le chocochoc te confère un pic d'énergie.
zts21595e	Maladie fongique inconnue
zts21596e	Bénédiction du mycète doré
zts21597e	La précision et les HP diminuent.
zts21598e	L'énergie sacrée renforce ton corps.
zts21599e	La mort est proche.
zts21600e	Course contre la mort
zts21601e	Personne n'échappe à la mort.
zts21602e	Renforcement sacré
zts21603e	Le pouvoir sacré te submerge.
zts21604e	Pouvoir du totem sacré
zts21605e	La lumière du totem sacré renforce tes armes.
zts21606e	Lumière éblouissante
zts21607e	La lumière inflige des dégâts au mal.
zts21608e	Pouvoir sacré faible
zts21609e	Le pouvoir de la lumière sacrée grandit.
zts21610e	Pouvoir sacré éveillé
zts21611e	Pouvoir sacré libéré
zts21612e	Somnolent
zts21613e	La fatigue te submerge, ce qui t'empêche de te défendre.
zts21614e	Totem sacré
zts21615e	Ce totem ressemble à une croix.
zts21616e	Armure sacrée
zts21617e	Un bouclier sacré te protège.
zts21618e	C'est une maladie fongique inconnue.
zts21619e	Souffle de dragon amélioré
zts21620e	Le puissant feu du dragon améliore ton arme.
zts21621e	Illumination faible
zts21622e	Bénédiction divine faible
zts21623e	Illusion (PvP)
zts21624e	Sombre déclin faible
zts21625e	L'énergie ténébreuse corrompt l'âme.
zts21626e	Sombre déclin
zts21627e	Menaces
zts21628e	Le familier se prépare à l'attaque.
zts21629e	Menaces 1
zts21630e	Menaces 2
zts21631e	Menaces 3
zts21632e	Tu subis une syncope qui t'immobilise.
zts21633e	Syncope 1
zts21634e	Syncope 3
zts21635e	Syncope 5
zts21636e	Attitude défensive
zts21637e	Le familier adopte une attitude défensive.
zts21638e	Attitude défensive 1
zts21639e	Attitude défensive 2
zts21640e	Attitude défensive 3
zts21641e	Premiers secours
zts21642e	Ton corps se rétablit.
zts21643e	Menaces 4
zts21644e	Menaces 5
zts21645e	Menaces 6
zts21646e	Attitude défensive 4
zts21647e	Attitude défensive 5
zts21648e	Attitude défensive 6
zts21649e	Premiers secours 1
zts21650e	Premiers secours 2
zts21651e	Premiers secours 3
zts21652e	Premiers secours 4
zts21653e	Premiers secours 5
zts21654e	Premiers secours 6
zts21655e	Extraire l'essence améliorée
zts21656e	Cette compétence avancée te permet d'obtenir plus d'une essence.
zts21657e	Claquement de fouet
zts21658e	Tu fais claquer ton fouet.
zts21659e	Ailes arborescentes
zts21660e	Effet des ailes arborescentes
zts21661e	Branche de mère Nature
zts21662e	La force de mère Nature t'anime.
zts21663e	Malédiction de mère Nature
zts21664e	Mère Nature t'a maudit.
zts21665e	Poison spécial (F)
zts21666e	Tu es empoisonné.
zts21667e	Poison spécial (E)
zts21668e	Poison spécial (D)
zts21669e	Poison spécial (C)
zts21670e	Poison spécial (B)
zts21671e	Poison spécial (A)
zts21672e	Poison spécial (S)
zts21673e	Plantes ligotantes (F)
zts21674e	Ces plantes t'empêchent de bouger.
zts21675e	Plantes ligotantes (E)
zts21676e	Plantes ligotantes (D)
zts21677e	Plantes ligotantes (C)
zts21678e	Plantes ligotantes (B)
zts21679e	Plantes ligotantes (A)
zts21680e	Plantes ligotantes (S)
zts21681e	Plantes étrangleuses (F)
zts21682e	Ces plantes t'empêchent de respirer.
zts21683e	Plantes étrangleuses (E)
zts21684e	Plantes étrangleuses (D)
zts21685e	Plantes étrangleuses (C)
zts21686e	Plantes étrangleuses (B)
zts21687e	Plantes étrangleuses (A)
zts21688e	Plantes étrangleuses (S)
zts21689e	Graines mortelles (F)
zts21690e	Ces graines parasitaires se propagent dans ton corps.
zts21691e	Graines mortelles (E)
zts21692e	Graines mortelles (D)
zts21693e	Graines mortelles (C)
zts21694e	Graines mortelles (B)
zts21695e	Graines mortelles (A)
zts21696e	Graines mortelles (S)
zts21697e	Plantes fortifiantes
zts21698e	Ces plantes absorbent la force des adversaires.
zts21699e	En compagnie de Forga l'archère elfe sylvestre (F)
zts21700e	En compagnie de Forga l'archère elfe sylvestre (E)
zts21701e	En compagnie de Forga l'archère elfe sylvestre (D)
zts21702e	En compagnie de Forga l'archère elfe sylvestre (C)
zts21703e	En compagnie de Forga l'archère elfe sylvestre (B)
zts21704e	En compagnie de Forga l'archère elfe sylvestre (A)
zts21705e	En compagnie de Forga l'archère elfe sylvestre (S)
zts21706e	Tu es grièvement blessé et perds du sang.
zts21707e	Bénédiction du poisson poursuiveur
zts21708e	Tu as été paralysé par un choc électrique.
zts21709e	Bénédiction de la méduse
zts21710e	Absorption photonique
zts21711e	Conséquences de la prolifération
zts21712e	Blessure infectée
zts21713e	La blessure s'est infectée et entrave tes mouvements.
zts21714e	Eau contaminée
zts21715e	L'eau contaminée t'a empoisonné.
zts21716e	Sarments enlacés
zts21717e	Les sarments de Pollutus t'enlacent.
zts21718e	Prison d'eau contaminée
zts21719e	Corps invincible
zts21720e	Améliorer l'arme
zts21721e	Améliorer le plastron de l'armure
zts21722e	Améliorer le générateur
zts21723e	Module de bouclier supérieur
zts21724e	Réparation d'urgence
zts21725e	Renforcer l'arme
zts21726e	Renforcer l'armure
zts21727e	Mouvement rapide
zts21728e	Module de bouclier
zts21729e	Récupération d'urgence
zts21730e	Blessure béante
zts21731e	Dégâts d'explosion
zts21732e	Cible acquise !
zts21733e	Choc électrique !
zts21734e	Choc électrique puissant !
zts21735e	Bombe avec détecteur de mouvements
zts21738e	Buff du 16e anniversaire
zts21739e	Doux et moelleux
zts21740e	Bénédiction du cupcake au chocolat du 16e anniversaire
zts21741e	Bénédiction du cupcake arc-en-ciel du 16e anniversaire
zts21742e	Cupcakes en fête
zts21743e	Fan de cupcakes
zts21744e	Bénédiction de la tête du bonhomme de neige
zts21745e	C'est la bénédiction de la tête du bonhomme de neige.
zts21746e	Désherbant puissant
zts21747e	Il est particulièrement efficace face aux plantes grimpantes.
zts21748e	Désherbant puissant
zts21749e	Faille d'armure
zts21750e	Une lame rotative lacère l'armure.
zts21751e	Perforation puissante
zts21752e	Une flèche rapide perfore la cible.
zts21753e	Trouble métabolique
zts21754e	Le métabolisme travaille au ralenti et n'en fait qu'à sa tête.
zts21755e	Électrochoqué
zts21756e	Un puissant choc électrique est infligé.
zts21757e	Point faible touché
zts21758e	Victime d'un tir d'arbalète précis.
zts21759e	Choc fumant
zts21760e	Victime d'un choc infligé par une lame à vapeur.
zts21761e	Choc spirituel
zts21762e	Le flux d'énergie qui alimente le cerveau est interrompu.
zts21763e	Articulation hydraulique
zts21764e	Elle travaille avec la force d'une machine hydraulique.
zts21765e	Souffrir en silence
zts21766e	La douleur n'a pas de secret pour les bandits.
zts21767e	Bénédiction à vapeur
zts21768e	Béni par le pouvoir de la vapeur.
zts21769e	Défense mécanique
zts21770e	Cet art martial saccadé s'inspire des mouvements d'une machine.
zts21771e	Ailes steampunk
zts21772e	Moteur rouillé
zts21773e	Un moteur rouillé ne fonctionne pas bien.
zts21774e	Tout baigne !
zts21775e	Comme sur des roulettes !
zts21776e	Bouclier parfait
zts21777e	Ce bouclier puissant bloque tous les dégâts. Il disparait quand tous les modules ont été supprimés.
