zts1e	Nouvel objet
zts1482e	Cet objet te téléporte au Pic du crépuscule[n]où se trouve le portail de la Terre des morts.
zts1483e	Forme un groupe pour participer à la bataille de l'arc-en-ciel.[n]Seuls la tête de famille et l'assistant de famille peuvent s'en servir.[n]Cet objet fait de toi le chef d'équipe.[n]En tant que chef du raid, tu peux cliquer sur d'autres joueurs[n]et les inviter grâce au bouton « Équipe ».[n]Va voir Titus Trip pour[n]te lancer dans la bataille.[n][n]
zts1484e	Entrepôt géant (permanent)
zts1485e	Tu profites de 56 emplacements.[n]L'objet est permanent.[n][n][n]
zts1486e	Tu peux utiliser les 56 emplacements.[n][n]
zts1487e	Il s'agit de la fée du Feu.[n][n]Plus tu portes cette fée sur toi au combat, plus la force d'attaque de son élément augmentera.[n](Au combat contre des monstres de niveau +/-15)[n]Elle renforcera en même temps la force élémentaire de ton personnage.[n]La fée peut augmenter ta puissance élémentaire de jusqu'à 70 %.[n]En revanche, elle n'accumule pas de points d'EXP en éliminant des monstres de NosVille.[n][n]
zts1488e	Il s'agit de la fée de l'Eau.[n][n]Plus tu portes cette fée sur toi au combat, plus la force d'attaque de son élément augmentera.[n](Au combat contre des monstres de niveau +/-15)[n]Elle renforcera en même temps la force élémentaire de ton personnage.[n]La fée peut augmenter ta puissance élémentaire de jusqu'à 70 %.[n]En revanche, elle n'accumule pas de points d'EXP en éliminant des monstres de NosVille.[n][n]
zts1489e	Il s'agit de la fée de la Lumière.[n][n]Plus tu portes cette fée sur toi au combat, plus la force d'attaque de son élément augmentera.[n](Au combat contre des monstres de niveau +/-15)[n]Elle renforcera en même temps la force élémentaire de ton personnage.[n]La fée peut augmenter ta puissance élémentaire de jusqu'à 70 %.[n]En revanche, elle n'accumule pas de points d'EXP en éliminant des monstres de NosVille.[n][n]
zts1490e	Il s'agit de la fée de l'Obscurité.[n][n]Plus tu portes cette fée sur toi au combat, plus la force d'attaque de son élément augmentera.[n](Au combat contre des monstres de niveau +/-15)[n]Elle renforcera en même temps la force élémentaire de ton personnage.[n]La fée peut augmenter ta puissance élémentaire de jusqu'à 70 %.[n]En revanche, elle n'accumule pas de points d'EXP en éliminant des monstres de NosVille.[n][n]
zts1491e	Cet objet protège avec une certaine probabilité du cri de mandragore.[n][n]
zts1492e	Cet objet protège avec une forte probabilité des syncopes.[n][n]
zts1493e	Cet objet protège avec une forte probabilité des saignements.[n][n]
zts1494e	La fée du Feu grandit jusqu'au niveau 70.[n]
zts1495e	La fée de l'Eau grandit jusqu'au niveau 70.[n]
zts1496e	La fée de la Lumière grandit jusqu'au niveau 70.[n]
zts1497e	La fée de l'Obscurité grandit jusqu'au niveau 70.[n]
zts1498e	NotUse
zts1499e	NotUse
zts1500e	NotUse
zts1501e	NotUse
zts1502e	NotUse
zts1503e	NotUse
zts1504e	NotUse
zts1505e	Nouvelle canne 1
zts1506e	Nouvelle canne 2
zts1507e	Nouvelle armure (magique)
zts1508e	Nouvelle armure (distance)
zts1509e	Nouvelle armure (rapproché)
zts1510e	Lame épineuse
zts1511e	Schiavona
zts1512e	Tranchoir héroïque
zts1513e	Arbalète de héros
zts1514e	Arc élémentaire
zts1515e	Arc de la destruction
zts1516e	Arme enchantée héroïque
zts1517e	Baguette magique séraphin
zts1518e	Baguette magique de Taracen
zts1519e	Bandage oculaire 1
zts1520e	Bandage oculaire 2
zts1521e	Bandage oculaire 3
zts1522e	Bombe Aveuglante 4
zts1523e	Bombe Aveuglante 5
zts1524e	Masque 1
zts1525e	Masque 2
zts1526e	Masque 3
zts1527e	Masque 4
zts1528e	Masque 5
zts1529e	Bandage oculaire 2.1
zts1530e	Bandage oculaire 2.2
zts1531e	Bandage oculaire 2.3
zts1532e	Bombe Aveuglante 2-4
zts1533e	Bombe Aveuglante 2-5
zts1534e	Gants de bataille brillants
zts1535e	Gants de maille brillants
zts1536e	Gants de rapidité brillants
zts1537e	Gants de résistance brillants
zts1538e	Gants de tempête brillants
zts1539e	Gants enflammés brillants
zts1540e	Gants divins brillants
zts1541e	Gants mortels brillants
zts1542e	Bottes de protection brillantes
zts1543e	Bottes en métal lourd brillantes
zts1544e	Bottes du vent brillantes
zts1545e	Bottes d'acier brillantes
zts1546e	Bottes de vague brillantes
zts1547e	Bottes de feu brillantes
zts1548e	Souliers de l'illumination brillants
zts1549e	Chaussures brillantes de l'Obscurité
zts1550e	Coffre au trésor (niveau 1)
zts1551e	Coffre au trésor (niveau 2)
zts1552e	Coffre au trésor (niveau 3)
zts1553e	Coffre au trésor (niveau 4)
zts1554e	Coffre au trésor (niveau 5)
zts1555e	Carte de spécialiste du Croisé
zts1556e	Carte de spécialiste du Berserk
zts1557e	Carte de spécialiste du Destructeur
zts1558e	Carte de spécialiste du Garde-chasse
zts1559e	Carte de spécialiste du Mage de glace
zts1560e	Carte de spécialiste du Mage ténébreux
zts1561e	Plan de construction (niveau 1)
zts1562e	Plan de construction (niveau 2)
zts1563e	Combinaison de bottes (type A)
zts1564e	Combinaison de bottes (type B)
zts1565e	Combinaison de gants (type A)
zts1566e	Combinaison de gants (type B)
zts1567e	Recette de consommables
zts1568e	Potion de guérison divine
zts1569e	Potion de mana divine
zts1570e	Potion de récupération divine
zts1571e	Potion de rétablissement des points de spécialiste de base
zts1572e	Potion d'attaque
zts1573e	Potion de défense
zts1574e	Potion d'énergie
zts1575e	Potion d'augmentation de l'expérience
zts1576e	Brique de construction
zts1577e	Graine de la vie
zts1578e	Œuf de poule
zts1579e	Carpe
zts1580e	Orichalque
zts1581e	Feuille rare
zts1582e	Vermisseau
zts1583e	Maquereau
zts1584e	Marteau
zts1585e	Hache
zts1586e	Minerai de mithril
zts1587e	Aiguille
zts1588e	Diamant
zts1589e	Branche de la forêt vierge
zts1590e	Baleine
zts1591e	Pierre mystérieuse
zts1592e	Pomme
zts1593e	Plume d'or
zts1594e	Bobine
zts1595e	Pierre du Feu
zts1596e	Pierre de l'Eau
zts1597e	Pierre de la Lumière
zts1598e	Pierre de l'Obscurité
zts1599e	Métal légendaire
zts1600e	Bois légendaire
zts1601e	Tissu légendaire
zts1602e	Cuir légendaire
zts1603e	Carrière simple
zts1604e	Scierie simple
zts1605e	Stand de tir de base
zts1606e	Vivier simple
zts1607e	Carrière intermédiaire
zts1608e	Scierie intermédiaire
zts1609e	Stand de tir intermédiaire
zts1610e	Vivier intermédiaire
zts1611e	Carrière supérieure
zts1612e	Scierie supérieure
zts1613e	Stand de tir supérieur
zts1614e	Vivier supérieur
zts1615e	L'objet sert à construire des bâtiments utiles.[n]Double-clique dessus pour voir la liste.[n][n]
zts1616e	Cet objet sert à ériger des bâtiments imposants.[n]Double-clique dessus pour afficher la liste détaillée.[n][n]
zts1617e	Cet objet sert à fabriquer plusieurs chaussures.[n]Double-clique dessus pour afficher la liste détaillée.[n][n]
zts1618e	Cet objet sert à fabriquer plusieurs chaussures.[n]Double-clique dessus pour afficher la liste détaillée.[n][n]
zts1619e	Cet objet sert à fabriquer plusieurs gants.[n]Double-clique dessus pour afficher la liste détaillée.[n][n]
zts1620e	Cet objet sert à fabriquer plusieurs gants.[n]Double-clique dessus pour afficher la liste détaillée.[n][n]
zts1621e	Cet objet sert à fabriquer plusieurs consommables.[n]Double-clique dessus pour afficher la liste détaillée.[n][n]
zts1622e	Son utilisation restaure à 100 % tes HP et ceux de ton NosMate.[n][n]
zts1623e	Son utilisation restaure à 100 % tes MP et ceux de ton NosMate.[n][n]
zts1624e	Son utilisation restaure à 100 % tes HP et MP ainsi que ceux de ton NosMate.[n][n]
zts1625e	Les points de spécialiste augmentent de 10 000.[n][n]
zts1626e	La force d'attaque augmente de 20 % pendant 10 minutes.[n][n]
zts1627e	La force de défense augmente de 20 % pendant 10 minutes.[n][n]
zts1628e	Les HP et MP augmentent de 10 % pendant 10 minutes.[n][n]
zts1629e	Les points d'EXP augmentent de 20 % pendant 10 minutes.[n][n]
zts1630e	Cœur d'Altair
zts1631e	Cet objet sert à fabriquer le cadeau de Chilsug.[n][Attention][n]Cet objet disparaîtra à la fin de l'évènement.[n][n]
zts1632e	Larme de Wega
zts1633e	Cet objet sert à fabriquer le cadeau de Chilsug.[n][Attention][n]Cet objet disparaîtra à la fin de l'évènement.[n][n]
zts1634e	Plume
zts1635e	Cet objet sert à fabriquer le cadeau de Chilsug.[n][Attention][n]Cet objet disparaîtra à la fin de l'évènement.[n][n]
zts1636e	Cadeau de Chilsug
zts1637e	Offre ce cadeau pour une occasion particulière. Une fois le cadeau accepté, tu bénéficieras pendant 50 minutes d'une bénédiction.[n][Attention][n]Cet objet disparaîtra à la fin de l'évènement.[n][n]
zts1638e	Cœur glacé
zts1639e	Pâquerette
zts1640e	Iris
zts1641e	Clochette
zts1642e	Squame de Fever
zts1643e	Poussière de mites
zts1644e	Poussière d'esprits
zts1645e	Chewing-gum
zts1646e	Corne de grondeur
zts1647e	Cristal des âmes
zts1648e	Feuille d'érable dorée
zts1649e	Étamine dorée
zts1650e	Moustache de maman taupe
zts1651e	Bouteille d'eau pleine
zts1652e	Queue de raton volatile
zts1653e	Bon de durabilité
zts1654e	Tu peux utiliser cet objet en cliquant sur le bouton « Utiliser le bon »[n]dans la fenêtre de gestion de production du mini-jeu. [n]Une fois le bon utilisé, le délai d'utilisation du mini-jeu est prolongé sans que tu aies à dépenser de pièces d'or.
zts1655e	Bon de récompense
zts1656e	Cet objet te sera demandé au moment où tu reçois la récompense du mini-jeu.[n]Quand cet objet est utilisé, tu es doublement récompensé.[n][n]
zts1657e	Bon de fabrication
zts1658e	Double-clique dessus pour l'activer.[n]Cet objet peut être utilisé quand les points de fabrication sont à 0.[n]Tes points de fabrication sont complètement rétablis.
zts1659e	Double-clique dessus pour l'activer.[n]Tes points de fabrication sont restaurés de 500.[n]
zts1660e	Sac à dos de l'aventurier (10 jours)
zts1661e	Sac à dos de l'aventurier (30 jours)
zts1662e	Sac à dos de l'aventurier (60 jours)
zts1663e	Sac à dos du partenaire (10 jours)
zts1664e	Sac à dos du partenaire (30 jours)
zts1665e	Sac à dos du partenaire (60 jours)
zts1666e	Panier pour familier (10 jours)
zts1667e	Panier pour familier (30 jours)
zts1668e	Panier pour familier (60 jours)
zts1669e	Kit de voyage pour 10 jours
zts1670e	Kit de voyage pour 30 jours
zts1671e	Kit de voyage pour 60 jours
zts1672e	Bénédiction d'Erenia
zts1673e	Bénédiction de l'ange gardien
zts1674e	Bénédiction de Zénas
zts1675e	Kit de bénédiction
zts1676e	Masque furieux A
zts1677e	Masque furieux B
zts1678e	Masque furieux C
zts1679e	Masque silencieux A
zts1680e	Masque silencieux B
zts1681e	Masque silencieux C
zts1682e	Bandage oculaire de l'abîme A
zts1683e	Bandage oculaire de l'abîme B
zts1684e	Bandage oculaire de l'abîme C
zts1685e	Ratufu brun
zts1686e	Ratufu gladiateur
zts1687e	Ratufu destructeur de vermine
zts1688e	Eau trouble
zts1689e	Boîte à énigmes A
zts1690e	Boîte à énigmes B
zts1691e	Boîte à énigmes C
zts1692e	Eau polluée
zts1693e	Eau impure
zts1694e	Eau pure
zts1695e	Foie de chien de l'enfer
zts1696e	Renforcement féérique
zts1697e	Booster d'énergie
zts1698e	Cet objet te permet d'utiliser pendant 30 jours l'option suivante :[n]12 emplacements sont ajoutés à chaque inventaire (équipement, principal et etc), soit 36 emplacements de plus au total.[n]L'objet ne peut pas être utilisé avec une médaille.[n][n]
zts1699e	Grâce à ton NosMate, tu peux[n]ouvrir ton entrepôt partout[n]et à tout moment. Quand l'animal succombe,[n]l'objet ne peut plus être utilisé.[n][Attention][n]Un entrepôt doit être installé dans ton minipays.[n][n][n]
zts1700e	Ton NosMate obtient 100 % de points d'EXP en plus.[n]Sa vitesse de déplacement augmente de 2.[n](Durée : 1 heure)[n]
zts1701e	Bénédiction d'Ancelloan
zts1702e	Les points d'EXP de combat et de métier augmentent de 100 % pendant 1 heure.[n]L'objet ne peut pas être utilisé en même temps qu'une médaille.[n][n]
zts1703e	Eau sacrée de la résurrection
zts1704e	Cet objet te permet d'utiliser pendant 10 jours l'option suivante :[n]12 emplacements sont ajoutés à chaque inventaire (équipement, principal et etc), soit 36 emplacements de plus au total.[n]L'objet ne peut pas être utilisé avec une médaille.[n][n]
zts1705e	Cet objet te permet d'utiliser pendant 60 jours l'option suivante :[n]12 emplacements sont ajoutés à chaque inventaire (équipement, principal et etc), soit 36 emplacements de plus au total.[n]L'objet ne peut pas être utilisé avec une médaille.[n][n]
zts1706e	Loopuster
zts1707e	Épée brisée
zts1708e	Bergarce
zts1709e	Séraphin
zts1710e	Caipéru
zts1711e	Écaracci
zts1712e	Baguette magique du seigneur Mukraju
zts1713e	Baguette d'Aurélius
zts1714e	Rénobir
zts1715e	Cailander
zts1716e	Suphirudin
zts1717e	Ridyarce
zts1718e	Gants de Roobraph
zts1719e	Gants de l'exécuteur
zts1720e	Souliers nébuleux
zts1721e	Bottes de Kuru'kelron
zts1722e	Collier de Diareason
zts1723e	Collier de Rudiselrun
zts1724e	Collier de Kedenoss
zts1725e	Anneau de Diareason
zts1726e	Anneau de Rudiselrun
zts1727e	Anneau de Kedenoss
zts1728e	Bracelet de Diareason
zts1729e	Bracelet de Rudiselrun
zts1730e	Bracelet de Kedenoss
zts1731e	Azuris
zts1732e	Casque de chevalier
zts1733e	Masque de chevalier
zts1734e	Cet objet augmente les HP de 800.[n]Si tu ramasses tous les objets évènementiels N.O.S, tu obtiens un paquet-cadeau.[n][Attention][n]Cet objet disparaîtra à la fin de l'évènement.[n][n]
zts1735e	Cet objet augmente les MP de 800.[n]Si tu ramasses tous les objets évènementiels N.O.S, tu obtiens un paquet-cadeau.[n][Attention][n]Cet objet disparaîtra à la fin de l'évènement.[n][n]
zts1736e	Cet objet augmente les HP et les MP de 1 000.[n]Si tu ramasses tous les objets évènementiels N.O.S, tu obtiens un paquet-cadeau.[n][Attention][n]Cet objet disparaîtra à la fin de l'évènement.[n][n]
zts1737e	Si tu ramasses tous les objets évènementiels N.O.S, tu obtiens un paquet-cadeau.[n][Attention][n]Cet objet disparaîtra à la fin de l'évènement.[n][n]
zts1738e	Tous les points d'EXP obtenus augmentent de 100 % pendant 1 heure.[n][n]
zts1739e	Cet objet est utilisable une fois par jour et par compte.[n]Tu obtiens un paquet-cadeau.[n][Attention][n]Cet objet disparaîtra à la fin de l'évènement.[n][n]
zts1740e	Si tu ramasses tous les objets évènementiels N.O.S, tu obtiens un paquet-cadeau.[n]Cet objet est utilisable une fois par jour et par compte.[n][Attention][n]Cet objet disparaîtra à la fin de l'évènement.[n][n]
zts1741e	Tant que le renforcement féérique est activé, tu ne peux pas changer de fée.[n][n]
zts1742e	Ce paquet-cadeau renferme un petit présent. Double-clique sur la boîte pour l'ouvrir et obtenir l'un des nombreux cadeaux qu'elle contient. Cet objet disparaîtra à la fin de l'évènement.[n][n]
zts1743e	Gâteau vert
zts1744e	Gâteau rouge
zts1745e	Gâteau blanc
zts1746e	Espace-temps du basilic
zts1747e	Espace-temps du chevalier infernal
zts1748e	Espace-temps du treekun
zts1749e	Espace-temps de Chrysos
zts1750e	Parchemin d'armure d'Amir
zts1751e	Parchemin d'arme A d'Amir
zts1752e	Parchemin d'arme B d'Amir
zts1753e	Spécifications de l'arme d'Amir
zts1754e	Couverture du livre de spécifications d'arme d'Amir
zts1755e	Halite
zts1756e	Crinière bleue
zts1757e	Fruit avarié
zts1758e	Fruit doré
zts1759e	Locomotive
zts1760e	Écorce impure
zts1761e	Écorce dorée
zts1762e	Racine maudite
zts1763e	Écrou géant
zts1764e	Flèche impure
zts1765e	Fer à yak
zts1766e	Jambe de taupe-criquet
zts1767e	Champignon en or
zts1768e	Vis géante
zts1769e	Pointe d'épée
zts1770e	Molaire géante
zts1771e	Mousse dorée
zts1772e	Queue de taupe
zts1773e	Perle de cristal
zts1774e	Perle funeste
zts1775e	Perle violette
zts1776e	Perle de sang
zts1777e	Perle de citrouille
zts1778e	Perle dorée
zts1779e	Pince de crabe
zts1780e	Antenne lumineuse
zts1781e	Engrenage
zts1782e	Écorce pourrie
zts1783e	Racine impure
zts1784e	Queue de rat
zts1785e	Antenne luisante
zts1786e	Cette épée a été forgée de la main du légendaire forgeron Schilbong dans les profondeurs ténébreuses des mines des nains. Appartenant jadis au maître des anges, elle avait le pouvoir d'unir l'Obscurité et la Lumière.[n][n]
zts1787e	Une énergie aussi inquiétante que puissante se dégage de la lame aciérée de cette arme.[n][n]
zts1788e	La prière protectrice d'un Épéiste légendaire préserve cette arbalète et son détenteur des attaques à distance.[n][n]
zts1789e	L'arc tire sa force d'une plume d'ange enchantée.[n][n]
zts1790e	Forgée selon des procédés extrêmement complexes par un ange, cette arme est censée protéger les héros des attaques ennemies.[n][n]
zts1791e	Fabriquée par un ange à six ailes du nom de Séraphin, cette baguette magique bénie des anges confère une puissance extrême.[n][n]
zts1792e	Grâce au manifeste d'un esprit terrifiant gravé sur cette épée, tu te sens constamment protégé.[n][n]
zts1793e	Cette épée à la lame brisée dégage une aura mystérieuse qui te pousse à te surpasser.[n][n]
zts1794e	Aussi vives et dangereuses qu'une tornade, les flèches de cette arme percent le cœur de l'ennemi pour lui infliger des dégâts mortels.[n][n]
