zts1e	Dinlenme
zts3235e	Bu eðitim canavarý, evcil hayvanlarý eðitim seviyesi 60'a kadar geliþtirebilir.
zts3236e	Eðitimi sýfýrla
zts3237e	Seçilmiþ evcil hayvanýn eðitim seviyesini 0'a geri döndürür.
zts3238e	Hafif kýrbaç darbesi
zts3239e	Bir müttefiki ehlileþtirmeye çalýþýyorsun.
zts3240e	Bunun mümkün olup olmadýðýný bilmiyorsun.
zts3241e	Tehditkar hareketler
zts3242e	Evcil hayvan dövüþmeye hazýrlanýyor ve saldýrý gücünü artýrýyor.
zts3243e	Tehditkar hareketler 1
zts3244e	Tehditkar hareketler 2
zts3245e	Tehditkar hareketler 3
zts3246e	Tehditkar hareketler 4
zts3247e	Tehditkar hareketler 5
zts3248e	Tehditkar hareketler 6
zts3249e	Toplu bayýlma
zts3250e	Yakýndaki düþmanlarýn bilinçlerini kaybettirir.
zts3251e	Toplu bayýlma 1
zts3252e	Toplu bayýlma 2
zts3253e	Toplu bayýlma 3
zts3254e	Toplu bayýlma 4
zts3255e	Toplu bayýlma 5
zts3256e	Toplu bayýlma 6
zts3257e	Açgözlü ýsýrma
zts3258e	Evcil hayvan açgözlülükle rakipleri ýsýrýr.
zts3259e	Açgözlü ýsýrma 1
zts3260e	Açgözlü ýsýrma 2
zts3261e	Açgözlü ýsýrma 3
zts3262e	Açgözlü ýsýrma 4
zts3263e	Açgözlü ýsýrma 5
zts3264e	Açgözlü ýsýrma 6
zts3265e	Savunuculuk
zts3266e	Evcil hayvan bir savunma pozisyonu alýr ve savunmayý artýrýr.
zts3267e	Savunuculuk 1
zts3268e	Savunuculuk 2
zts3269e	Savunuculuk 3
zts3270e	Savunuculuk 4
zts3271e	Savunuculuk 5
zts3272e	Savunuculuk 6
zts3273e	Ýlk Yardým
zts3274e	Vücudun yenileniyor.
zts3275e	Ýlk Yardým 1
zts3276e	Ýlk Yardým 2
zts3277e	Ýlk Yardým 3
zts3278e	Ýlk Yardým 4
zts3279e	Ýlk Yardým 5
zts3280e	Ýlk Yardým 6
zts3281e	Evcil hayvan eðitmeni kullanýmý 1
zts3282e	Tüm saldýrý ve savunmalar 25 artar.
zts3283e	Evcil hayvan eðitmeni kullanýmý 2
zts3284e	Evcil hayvan eðitmeni kullanýmý 3
zts3285e	Eðitim canavarý 15 dakika kalýr.
zts3286e	Eðitim canavarý 30 dakika kalýr.
zts3287e	Eðitim canavarý 60 dakika kalýr.
zts3288e	Zehirli ok
zts3289e	Hedefe zehirli bir ok atar.
zts3290e	Vurulan rakip zehirlenir.
zts3291e	Sarmaþýk oku
zts3292e	Ýçinden sarmaþýk çýkan bir ok atar.
zts3293e	Sarmaþýklar hedefi sarar.
zts3294e	Ölümcül tohumlar
zts3295e	Etrafa asalak tohumlar yayar.
zts3311e	Küçük pasta darbesi
zts3312e	Küçük pastanýn gücüyle hedefe saldýrýr.
zts3313e	Techron'un Kas Araþtýrmasý
zts3314e	Maksimum YP'yi 14.000 artýrýr.
zts3315e	Techron'un Biliþsel Araþtýrmasý
zts3316e	Hüneri 220 artýrýr.
zts3317e	Techron'un Beyin Araþtýrmasý
zts3318e	Zihin gücünü 220 artýrýr.
zts3319e	Techron'un Kemik Araþtýrmasý
zts3320e	Bedensel gücü 220 artýrýr.
zts3321e	Techron'un Büyü Araþtýrmasý
zts3322e	Maksimum BP'yi 14.000 artýrýr.
zts3323e	Peri Dostluðu (2)
zts3324e	Tüm element dirençlerini 20 artýrýr.
zts3325e	Maksimum YP'yi 13.000 artýrýr.
zts3326e	Hüneri 200 artýrýr.
zts3327e	Zihin gücünü 200 artýrýr.
zts3328e	Bedensel gücü 200 artýrýr.
zts3329e	Maksimum BP'yi 13.000 artýrýr.
