zts1e	Abenteurerausbildung für Anfänger
zts1251e	Du hast alle vergifteten Kaktusfeigen verteilt. Berichte Hamid davon!
zts1252e	Erledige Kommandant Neil und hole die Befehlsliste!
zts1253e	Du hast die Befehlsliste des Kommandanten gestohlen. Berichte Hamid davon!
zts1254e	Bringe die gefälschte Befehlsliste zu Neils Postkasten in Neils Lager.
zts1255e	Die gefälschte Befehlsliste liegt bereit. Berichte Hamid davon!
zts1256e	Bringe Hamids Bericht zu Hafenwache Tom!
zts1257e	Die Bitte von Wahrsager Nuki (täglich)
zts1258e	Wahrsager Nuki aus der Wüstenadlerstadt bittet dich, heißen Stoff zu besorgen. Als Gegenleistung wird er für dich Tarotkarten auslegen.
zts1259e	Wahrsager Nuki aus der Wüstenadlerstadt bittet dich, Kupfermünze der Räuberbande zu besorgen. Als Gegenleistung wird er für dich Tarotkarten auslegen.
zts1260e	Wahrsager Nuki aus der Wüstenadlerstadt bittet dich, heißes Leder zu besorgen. Als Gegenleistung wird er für dich Tarotkarten auslegen.
zts1261e	Wahrsager Nuki aus der Wüstenadlerstadt bittet dich, heiße Metallklumpen zu besorgen. Als Gegenleistung wird er für dich Tarotkarten auslegen.
zts1262e	Wahrsager Nuki aus der Wüstenadlerstadt  bittet dich, heißes Holz zu besorgen. Als Gegenleistung wird er für dich Tarotkarten auslegen.
zts1263e	Gehe zu Hamid, der sich in Neils Lagerumfeld versteckt hält!
zts1264e	Finde Shane, der in Neils Lager gefangen gehalten!
zts1265e	Erledige Neils Schlüsselmeister in Neils Lager und beschaffe den Schlüssel!
zts1266e	Du hast den Schlüssel der Wüstenräuber erbeutet. Bringe ihn zu Shane!
zts1267e	Erledige Neils Wärter in Neils Lager und beschaffe seinen Schlüssel!
zts1268e	Du hast den Schlüssel des Wärters erbeutet. Bringe ihn zu Shane!
zts1269e	Erledige Neils Elite-Jäger!
zts1270e	Du hast Neils Elite-Jäger erledigt. Berichte Hafenwache Tom davon!
zts1271e	Untersuche die verlorenen Handelswaren, die in der Hafenumgebung zurückgelassen wurden!
zts1272e	Du hast die verlorenen Handelswaren gefunden. Bringe sie zu Hafenwache Tom!
zts1273e	Untersuche die zerstörten Handelswaren in Neils Lagerumfeld!
zts1274e	Du hast die zerstörten Handelswaren gefunden. Bringe sie zu Hamid!
zts1275e	Untersuche die geplünderten Handelswaren in Neils Lager!
zts1276e	Du hast die geplünderten Handelswaren gefunden. Bringe sie zu Hafenwache Tom!
zts1277e	Gehe zur Hafenumgebung und jage Meersand-Fische, um minderwertige Handelsgüter zu erbeuten!
zts1278e	Du hast die gestohlenen Handelsgüter gesammelt. Bringe sie zu Leuchtturmwärter Chilton!
zts1279e	Erledige die Samurai von Neils Spähtrupp, die sich auf dem Weg in Neils Lagerumfeld befinden, und erbeute durchschnittliche Handelsgüter!
zts1280e	Du hast die gestohlenen Handelsgüter erbeutet. Bringe sie nun zu Hamid, der sich am Eingang zu Neils Lager aufhält!
zts1281e	Erledige Neils Elite-Samurai die sich in Neils Lager aufhalten und erbeute hochwertige Handelsgüter!
zts1282e	Du hast alle gestohlenen Handelsgüter gesammelt. Gehe nun zu Leuchtturmwärter Chilton um deine Belohnung zu erhalten!
zts1283e	Gehe zu Hazel, die sich im Akamurlager aufhält!
zts1284e	Die gestohlenen Handelswaren
zts1285e	Erledige die Sturmsand-Stachelkriecher im östlichen und die Staubsand-Fische im westlichen Händlerlager!
zts1286e	Du hast die Handelswaren beschafft. Bring sie zu Hazel!
zts1287e	Erledige die Spione von Kerus Spähtrupp in Kerus Lagerumfeld und erbeute den zerbrochenen Handelsartikel!
zts1288e	Du hast den zerbrochenen Handelsartikel eingesammelt. Bringe ihn zu Hazel!
zts1289e	Untersuche die zerstörte Akamurfahne in Kerus Lagerumfeld.
zts1290e	Du hast die Fahne untersucht. Berichte Hazel davon!
zts1291e	Untersuche die Handelswaren in Kerus Lager!
zts1292e	Bringe die gefundenen Handelswaren zu Hazel ins Akamurlager!
zts1293e	Suche die fehlenden Handelswaren in Kerus Lager!
zts1294e	Bringe den Bericht zu Präsident Noah!
zts1295e	Jage Sturmsand-Basilisken im Händlerlager Ost!
zts1296e	Du hast alle Sturmsand-Basilisken erledigt. Berichte Hazel davon!
zts1297e	Jage Staubsand-Prota im Händlerlager West!
zts1298e	Du hast alle Staubsand-Prota erledigt. Berichte Hazel davon!
zts1299e	Jage Sturmsand-Skorpione in Melkis Lagerumfeld!
zts1300e	Du hast alle Sturmsand-Skorpione erledigt. Berichte Hazel davon!
zts1301e	Jage Sturmsand-Prädatoren in Kerus Lagerumfeld.
zts1302e	Die Jagd auf die Sturmsand-Skorpione ist beendet. Berichte Hazel davon!
zts1303e	Gehe zu Hazel!
zts1304e	Gehe zu Mursha, der sich in Kerus Lager aufhält!
zts1305e	Erledige Kerus Elite-Assassinen und sammle Wüstenräuber-Masken.
zts1306e	Du hast alle Wüstenräuber-Masken gesammelt. Bringe sie zu Repräsentant Mursha!
zts1307e	Erledige Kerus Elite-Jäger und sammle Wüstenräuber-Embleme!
zts1308e	Du hast alle Wüstenräuber-Embleme gesammelt. Bringe sie zu Mursha!
zts1309e	Erledige Kommandant Keru und erbeute sein Siegel!
zts1310e	Du hast Kerus Siegel erbeutet. Bringe es zu Mursha!
zts1311e	Bringe Murshas geheime Nachricht zu Hazel ins Akamurlager!
zts1312e	Überbringe Hazels Nachricht an Präsident Noah im Akamurlager!
zts1313e	Bringe die Truhe mit Befehlslisten zu Hazel!
zts1314e	Gehe zu Melkis Lager und erledige Melkis Elite-Zündler!
zts1315e	Gehe in Melkis Lager zum Gefangenen Humad!
zts1316e	Erledige Melkis Wärter und besorge dessen Schlüssel!
zts1317e	Du hast den Schlüssel erhalten. Befreie nun den Gefangenen Humad!
zts1318e	Erledige Melkis Elite-Samurai!
zts1319e	Du hast alle Monster erledigt. Berichte Hazel davon!
zts1320e	Bringe Hazels Bericht zu Präsident Noah!
zts1321e	Jage Sturmsand-Prota im Händlerlager Ost!
zts1322e	Du hast alle Sturmsand-Protas erledigt. Gehe nun zu Hazel und berichte ihr davon!
zts1323e	Erledige die Sturmsand-Kriecher im Händlerlager Ost und die Samurai von Melkis Spähtrupp in Melkis Lagerumfeld!
zts1324e	Du hast alle Kreaturen erledigt. Gehe nun zu Hazel und berichte ihr davon!
zts1325e	Erledige Kommandant Melki und Melkis Elite-Jäger!
zts1326e	Jage Staubsand-Mantis im Händlerlager West!
zts1327e	Du hast alle Staubsand-Mantis erledigt. Gehe nun zu Hazel und berichte ihr davon!
zts1328e	Erledige Zündler von Kerus Spähtrupp, du findest sie in Kerus Lagerumfeld!
zts1329e	Du hast die Zündler von Kerus Spähtrupp erledigt. Gehe zu Hazel und berichte ihr davon!
zts1330e	Gehe zu Kerus Lager und erledige den Kommandanten und seine Elite-Samurai!
zts1331e	Sprich mit Repräsentantin Semia!
zts1332e	Gehe zu Kerus Lager und erledige Kommandant Keru, um seinen eiligen Bericht zu erlangen!
zts1333e	Du hast Kerus eiligen Bericht erhalten. Bringe ihn zu Repräsentantin Semia!
zts1334e	Gehe zu Wache Putran in Gartons Lagerumfeld!
zts1335e	Erledige die Assassinen von Gartons Spähtrupp in Gartons Lagerumfeld!
zts1336e	Die Assassinen von Gartons Spähtrupp sind erledigt. Berichte Wache Putran davon!
zts1337e	Erledige die Gartons Elite-Jäger in Gartons Lager!
zts1338e	Gartons Elite-Jäger sind erledigt. Berichte Wache Putran davon!
zts1339e	Gehe zu Gartons Lager und erledige Kommandant Garton, um seinen eiligen Bericht zu erlangen!
zts1340e	Du hast den eiligen Bericht der Patrouille B erhalten. Bringe ihn zu Wache Putran!
zts1341e	Bringe den eiligen Bericht der Patrouille B zu Repräsentantin Semia ins Akamurquartier!
zts1342e	Gehe in die Zone des Chaos und rede mit Xavier!
zts1343e	Berichte Repräsentantin Semia von deinem Gespräch mit Xavier!
zts1344e	Gehe zu Nephi und überbringe Repräsentantin Semias Bericht!
zts1345e	Gehe zur Zone des Chaos und rede mit Velmon!
zts1346e	Erledige Shorans Transport-Assassine und Shorans Transport-Jäger!
zts1347e	Die Spione sind erledigt. Gehe zu Repräsentant Rushaldin!
zts1348e	Suche den verdächtigen Trank und bringe ihn zu Repräsentant Rushaldin.
zts1349e	Du hast den verdächtigen Trank erhalten. Bringe ihn zu Repräsentant Rushaldin!
zts1350e	Erledige die Zündler von Shays Spähtrupp und Assassinen von Shorans Spähtrupp im Räuberlagerumfeld!
zts1351e	Du hast die Wüstenräuber erledigt. Berichte Repräsentant Rushaldin davon!
zts1352e	Bringe den Brief zu Repräsentantin Semia ins Akamurquartier!
zts1353e	Gehe zum Wüstenräuberlager und rede mit Repräsentant Rushaldin.
zts1354e	Bringe den Brief zu Repräsentantin Semia!
zts1355e	Überbringe Velmon den Brief von Repräsentantin Semia!
zts1356e	Erledige Kommandant Keru und Kerus Elite-Jäger in Kerus Lager!
zts1357e	Untersuche Kerus merkwürdige Truhe in Kerus Lager!
zts1358e	Bringe den Plan zu Velmon in der Zone des Chaos!
zts1359e	Erledige Kommandant Garton und Gartons Elite-Assassinen in Gartons Lager!
zts1360e	Untersuche Gartons merkwürdige Truhe in Gartons Lager!
zts1361e	Überbringe Xavier die Pläne!
zts1362e	Bringe die Pläne zu Repräsentantin Semia im Akamurquartier!
zts1363e	Überbringe Repräsentantin Semia das Auftragsschreiben!
zts1364e	Erledige Samurais von Shays Spähtrupp im Räuberlagerumfeld und Shorans Transport-Zündler im Wüstenräuberlager!
zts1365e	Du hast die Wüstenräuber erledigt. Berichte Repräsentantin Semia davon!
zts1366e	Erledige Shorans Geleit-Samurai und Shays Geleit-Jäger im Räuberinnenhof!
zts1367e	Erledige die Kommandanten Shoran und Shay, die sich im Räuberzentrum aufhalten!
zts1368e	Gehe zu Repräsentantin Semia um genauere Informationen über die gestohlenen Relikte zu erhalten!
zts1369e	Suche in Kerus Lager nach der Truhe, die die gestohlenen Relikte enthält!
zts1370e	Du hast die gestohlenen Relikte des Astertempels gefunden. Bringe sie zu Repräsentantin Semia!
zts1371e	Suche in Gartons Lager die Truhe, die die gestohlenen Relikte enthält!
zts1372e	Suche die Truhe im Wüstenräuberlager, welche die gestohlenen Relikte enthält!
zts1373e	Bringe die Relikte zu Hohepriester Eladin im Astertempel!
zts1374e	Suche den Gefangenen Sharif im Wüstenräuberlager!
zts1375e	Erledige Shays Transport-Assassine, die sich in der Umgebung aufhalten!
zts1376e	Du hast die Wüstenräuber erledigt. Berichte Gefangenen Sharif davon!
zts1377e	Erledige den Wärter und den Schlüsselmeister der Wüstenräuber, um die Schlüssel zu erhalten!
zts1378e	Befreie den Gefangenen Sharif mit den Schlüsseln!
zts1379e	Erledige Samurai von Shorans Spähtrupp im Räuberlagerumfeld!
zts1380e	Bringe das zerbrochene Reliktstück zu Repräsentantin Semia!
zts1381e	Rede mit Priesterin Vera!
zts1382e	Bringe das zerbrochene Reliktstück zu Nephi!
zts1383e	Erledige die Gebetsmönche im Asterinnenhof!
zts1384e	Du hast die Gebetsmönche im Innenhof erledigt. Berichte Priesterin Vera davon!
zts1385e	Erledige die Anführer und Klagegeister im Asterinnenhof!
zts1386e	Du hast die Geister erledigt. Berichte Priesterin Vera davon!
zts1387e	Erledige die Priester der Agonie im Asterzentrum!
zts1388e	Erledige die Anführer und Geister der Unruhe im Asterzentrum!
zts1389e	Untersuche das zerstörte Relikt im Asterzentrum!
zts1390e	Du hast ein Relikt gefunden. Bringe es zu Priesterin Vera!
zts1391e	Bringe den Bericht zu Hohepriester Eladin!
zts1392e	Erledige die Gebetsgeister im Asterinnenhof und sammle die Geisteressenz!
zts1393e	Du hast die Geisteressenzen eingesammelt. Bringe sie zu Priesterin Vera!
zts1394e	Erledige die Anführer der Klage im Asterinnenhof und sammle Geisteressenz!
zts1395e	Erledige die Mönche der Agonie im Asterzentrum und sammle Geisteressenz!
zts1396e	Erledige die Mönche der Unruhe im Asterzentrum und sammle Geisteressenz!
zts1397e	Bringe die Tasche zu Hohepriester Eladin!
zts1398e	Gehe ins Akamurquartier und frage Nephi nach der Bestellung!
zts1399e	Gehe zu Repräsentantin Semia und frage sie nach der Bestellung!
zts1400e	Suche die versiegelte Truhe in Gartons Lager!
zts1401e	Du hast die Waren des Astertempels gefunden. Bringe sie zu Repräsentantin Semia!
zts1402e	Bringe die Waren zu Hohepriester Eladin in den Astertempel!
zts1403e	Suche Priesterin Nora im Asterinnenhof!
zts1404e	Suche den toten Priester im Asterinnenhof und zünde dort ein Räucherstäbchen an!
zts1405e	Du hast das Räucherstäbchen angezündet. Berichte Priesterin Nora davon!
zts1406e	Suche den toten Mönch im Asterinnenhof und zünde dort ein Räucherstäbchen an!
zts1407e	Suche den toten Kleriker im Asterzentrum und zünde dort ein Räucherstäbchen an!
zts1408e	Suche den toten Schatzsucher im Asterzentrum und zünde dort ein Räucherstäbchen an!
zts1409e	Bringe den Brief von Priesterin Nora zu Priesterin Vera!
zts1410e	Bringe Priesterin Noras Brief zu Hohepriester Eladin!
zts1411e	Befrage Hohepriester Eladin über die zerbrochenen Relikte!
zts1412e	Untersuche die zerbrochenen Reliktstücke im Asterinnenhof!
zts1413e	Du hast das Reliktstück eingesammelt. Bringe es Priesterin Vera!
zts1414e	Untersuche die Zerbrochenen Reliktstücke im Asterinnenhof!
zts1415e	Untersuche die zerbrochenen Reliktstücke im Asterzentrum!
zts1416e	Untersuche die zerbrochenen Reliktstücke im Asterzentrum!
zts1417e	Erledige die Priester der Unruhe im Asterzentrum und besorge dir das zerrissene Schriftstück!
zts1418e	Du hast das zerrissene Schriftstück gefunden. Bringe es zu Priesterin Vera!
zts1419e	Frage Serena nach den Schatzsuchern!
zts1420e	Gehe zu Gartons Lager und erledige die Zündler von Gartons Spähtrupp, um den Bericht des Tempelplatzes zu erhalten!
zts1421e	Du hast den Bericht eingesammelt. Bringe ihn zu Serena!
zts1422e	Du hast den Bericht eingesammelt. Bringe ihn zu Michol, der sich am Tempelplatz aufhält!
zts1423e	Erledige Wüstensand-Riesen und Wüstensand-Stürme auf dem Tempelplatz!
zts1424e	Du hast alle Monster erledigt: Berichte Michol davon!
zts1425e	Erledige Staubsand-Riesen und sammle Fragmente der Schrifttafel!
zts1426e	Du hast die Fragmente der Schrifttafel eingesammelt: Bringe sie zu Michol!
zts1427e	Überbringe den Bericht zu Serena!
zts1428e	Untersuche die Ruinen und erledige die Monster!
zts1429e	Erledige Treibsand-Geister und sammle Berichte des Tempelplatzes!
zts1430e	Du hast die Berichte eingesammelt: Bringe sie zu Michol!
zts1431e	Bringe den Bericht zu Riana!
zts1432e	Suche die erste Schrifttafel nördlich des Brunnens!
zts1433e	Du hast die Schrifttafel erhalten. Bringe sie zu Michol!
zts1434e	Suche die zweite Schrifttafel nordwestlich des Brunnens!
zts1435e	Suche die dritte Schrifttafel westlich des Brunnens!
zts1436e	Erledige Treibsand-Zwerge und sammle zerbrochene Schrifttafeln!
zts1437e	Du hast alle zerbrochenen Schrifttafeln eingesammelt. Kehre zu Michol zurück!
zts1438e	Bringe die Schrifttafeln zu Serena im Schatzsucherlager!
zts1439e	Erledige die Windsand-Gladiatoren und Windsand-Magier im Rashidinnenhof!
zts1440e	Erledige Vulkansand-Schützen im Rashidinnenhof!
zts1441e	Erledige Flugsand-Magier im Rashidzentrum!
zts1442e	Erledige Trockensand-Geister und Trockensand-Schützen im Rashidzentrum!
zts1443e	Erledige Windsand-Schützen im Rashidzentrum und sammle die Reliktstücke!
zts1444e	Du hast die Reliktstücke gesammelt. Bringe sie zu Michol!
zts1445e	Erledige Vulkansand-Gladiatoren im Rashidinnenhof und sammle die Reliktstücke!
zts1446e	Erledige Flugsand-Schützen im Rashidtempel und sammle die Reliktstücke!
zts1447e	Erledige Trockensand-Magier im Rashidinnenhof und sammle die Reliktstücke!
zts1448e	Bringe die Reliktstücke zu Serena!
zts1449e	Suche die zerbrochene Schrifttafel im Rashidinnenhof!
zts1450e	Du hast eine zerbrochene Schrifttafel gefunden: Bringe sie zu Michol!
zts1451e	Suche die zerbrochene Schrifttafel in den Untergrundhöhlen des Rashidinnenhofs!
zts1452e	Suche die zerbrochene Schrifttafel in der Gebetshalle des Rashidinnenhofs!
zts1453e	Suche die zerbrochene Schrifttafel im Rashidzentrum!
zts1454e	Erledige Trockensand-Gladitoren im Rashidzentrum, um den Rucksack des Schatzsuchers zu erhalten!
zts1455e	Du hast den Rucksack des Schatzsuchers gefunden: Bringe ihn zu Michol!
zts1456e	Bringe den Rucksack des Schatzsuchers zu Serena ins Schatzsucherlager!
zts1457e	Bringe Xaviers Brief zu Velmon!
zts1458e	Erledige die Geistersand-Kriecher im Umfeld des Chaos und sammle Sandessenzen!
zts1459e	Du hast die Essenzen eingesammelt. Bringe sie zu Velmon!
zts1460e	Erledige die Geistersand-Kriecher in der verlorenen Wüste und sammle Sandessenzen!
zts1461e	Gehe zu Gartons Lager und erledige Gartons Elite-Jäger, um den Rum zu erhalten!
zts1462e	Du hast den Rum erhalten. Bringe ihn zu Velmon in die Zone des Chaos!
zts1463e	Suche die Truhe mit Feenstaub in Gartons Lager!
zts1464e	Du hast den Feenstaub eingesammelt. Bringe ihn zu Velmon!
zts1465e	Bringe den Rum zu Repräsentantin Semia ins Akamurquartier!
zts1466e	Bringe Xavier den verpackten Rum!
zts1467e	Berichte es Velmon!
zts1468e	Erledige Kerus Elite-Assassinen und Gartons Elite-Samurai und sammle die Fragmente vom Brief an den Wüstenräuberanführer!
