zts1e	Efectos Generales
zts21539e	Estás dentro un campo gravitatorio fuerte.
zts21540e	Tanquear
zts21541e	Convierte poder mágico en combustible para los brazos robóticos.
zts21542e	Recarga mágica
zts21543e	Finaliza Tanquear y recarga la magia de dragón durante un rato.
zts21544e	Temblores de tierra
zts21545e	Bloqueo frontal
zts21546e	Los descomunales brazos de Dragonio bloquean los ataques enemigos.
zts21547e	Barrera mágica
zts21548e	La energía mágica de los brazos robóticos te protege de los ataques enemigos.
zts21549e	Cuerpo destrozado
zts21550e	Un golpe fuerte te destroza los huesos.
zts21551e	Ataque furioso
zts21552e	El objetivo recibe ataques sin parar.
zts21553e	Shock mágico
zts21554e	La magia de dragón oscura tiene efectos desastrosos en tu cuerpo.
zts21555e	Barrera mágica mejorada
zts21556e	Excedente de combustible
zts21557e	Hay suficiente combustible como para mejorar la potencia.
zts21558e	Excedente de combustible mejorado
zts21559e	Campo gravitatorio sobrecargado
zts21560e	Tienes demasiada energía gravitatoria.
zts21561e	Campo antigravitatorio sobrecargado
zts21562e	Tienes demasiada energía antigravitatoria.
zts21563e	Hay suficiente combustible para mejorar la potencia. Si se acaba el combustible, el efecto se sustituirá por "Excedente de combustible".
zts21564e	Protección del dragón de hielo ancestral
zts21565e	Tienes que dirigirte al área azul.
zts21566e	Protección del dragón de fuego ancestral
zts21567e	Tienes que dirigirte al área roja.
zts21568e	Protección del dragón de sol ancestral
zts21569e	Tienes que dirigirte al área amarilla.
zts21570e	Protección del dragón de luna ancestral
zts21571e	Tienes que dirigirte al área negra.
zts21572e	Escudo espejado de Dragonio
zts21573e	Otro escudo de Dragonio, muy robusto, que dura un tiempo limitado.
zts21574e	Poder misterioso de Ancelloan
zts21575e	Sientes cómo te inunda el misterioso poder de Ancelloan.
zts21576e	Apenas puedes moverte debido a los temblores del suelo.
zts21577e	Montañas de regalos
zts21578e	La cantidad de regalos te ralentiza.
zts21579e	Técnica del hombrecillo de jengibre
zts21580e	Tomas la postura de combate del hombrecillo de jengibre.
zts21581e	Puntería del hombrecillo de jengibre
zts21582e	Gozas de la increíble puntería del hombrecillo de jengibre.
zts21583e	Poder del hombrecillo de jengibre
zts21584e	Canalizas toda la magia del hombrecillo de jengibre.
zts21585e	Bendición de Año Nuevo de la liebre
zts21586e	Armadura de tinta
zts21587e	Una armadura mágica protectora hecha con tinta negra.
zts21588e	Herida sombría
zts21589e	La energía de las tinieblas oscuras te hace una herida muy profunda.
zts21590e	Bendición de la liebre azabache
zts21591e	Energía espectral
zts21592e	Te imbuyes de energía espectral.
zts21593e	Chocolate dulce
zts21594e	El chocolate dulce te aporta un subidón de energía.
zts21595e	Enfermedad fúngica desconocida
zts21596e	Bendición del hongo dorado
zts21597e	Reduce el índice de acierto y los HP.
zts21598e	La energía sagrada refuerza tu cuerpo.
zts21599e	La muerte acecha.
zts21600e	Carrera con la muerte
zts21601e	Nadie escapa de la muerte.
zts21602e	Refuerzo sagrado
zts21603e	Un poder sagrado fluye por tus venas.
zts21604e	Poder del tótem sagrado
zts21605e	La luz del tótem sagrado refuerza tus armas.
zts21606e	Luz resplandeciente
zts21607e	La luz inflige daño a los malos.
zts21608e	Poder sagrado débil
zts21609e	El poder de la luz sagrada va creciendo.
zts21610e	Poder sagrado renaciente
zts21611e	Poder sagrado desatado
zts21612e	Somnolencia
zts21613e	Te inunda el cansancio, así que no puedes defenderte.
zts21614e	Tótem sagrado
zts21615e	Un tótem con forma de cruz.
zts21616e	Armadura sagrada
zts21617e	Te protege un escudo sagrado.
zts21618e	Una micosis desconocida.
zts21619e	Aliento de dragón mejorado
zts21620e	Un aliento de dragón más fuerte potencia tu arma.
zts21621e	Iluminación débil
zts21622e	Bendición divina débil
zts21623e	Espejismo (PvP)
zts21624e	Decadencia oscura débil
zts21625e	Una energía oscura corrompe el alma.
zts21626e	Decadencia oscura
zts21627e	Gestos amenazantes
zts21628e	La mascota se prepara para el combate.
zts21629e	Gestos amenazantes 1
zts21630e	Gestos amenazantes 2
zts21631e	Gestos amenazantes 3
zts21632e	Sufres aturdimiento y no puedes hacer nada.
zts21633e	Aturdimiento 1
zts21634e	Aturdimiento 3
zts21635e	Aturdimiento 5
zts21636e	Posición defensiva
zts21637e	La mascota adopta una posición defensiva.
zts21638e	Posición defensiva 1
zts21639e	Posición defensiva 2
zts21640e	Posición defensiva 3
zts21641e	Primeros auxilios
zts21642e	Tu cuerpo se regenera.
zts21643e	Gestos amenazantes 4
zts21644e	Gestos amenazantes 5
zts21645e	Gestos amenazantes 6
zts21646e	Posición defensiva 4
zts21647e	Posición defensiva 5
zts21648e	Posición defensiva 6
zts21649e	Primeros auxilios 1
zts21650e	Primeros auxilios 2
zts21651e	Primeros auxilios 3
zts21652e	Primeros auxilios 4
zts21653e	Primeros auxilios 5
zts21654e	Primeros auxilios 6
zts21655e	Extraer esencia mejorada
zts21656e	Con esta habilidad avanzada podrás obtener más de una esencia.
zts21657e	Chasquido de látigo
zts21658e	Chasqueas tu látigo.
zts21659e	Columpio arbóreo
zts21660e	Efecto de columpio arbóreo
zts21661e	Rama de la Madre Naturaleza
zts21662e	El poder de la Madre Naturaleza te llena.
zts21663e	Maldición de la Madre Naturaleza
zts21664e	La Madre Naturaleza te ha lanzado una maldición.
zts21665e	Veneno especial (F)
zts21666e	Te han envenenado.
zts21667e	Veneno especial (E)
zts21668e	Veneno especial (D)
zts21669e	Veneno especial (C)
zts21670e	Veneno especial (B)
zts21671e	Veneno especial (A)
zts21672e	Veneno especial (S)
zts21673e	Zarcillos inmovilizadores (F)
zts21674e	Los zarcillos de impiden moverte.
zts21675e	Zarcillos inmovilizadores (E)
zts21676e	Zarcillos inmovilizadores (D)
zts21677e	Zarcillos inmovilizadores (C)
zts21678e	Zarcillos inmovilizadores (B)
zts21679e	Zarcillos inmovilizadores (A)
zts21680e	Zarcillos inmovilizadores (S)
zts21681e	Zarcillos estranguladores (F)
zts21682e	Los zarcillos te dejan sin aliento.
zts21683e	Zarcillos estranguladores (E)
zts21684e	Zarcillos estranguladores (D)
zts21685e	Zarcillos estranguladores (C)
zts21686e	Zarcillos estranguladores (B)
zts21687e	Zarcillos estranguladores (A)
zts21688e	Zarcillos estranguladores (S)
zts21689e	Semillas mortales (F)
zts21690e	Unas semillas parásitas se propagan por tu cuerpo.
zts21691e	Semillas mortales (E)
zts21692e	Semillas mortales (D)
zts21693e	Semillas mortales (C)
zts21694e	Semillas mortales (B)
zts21695e	Semillas mortales (A)
zts21696e	Semillas mortales (S)
zts21697e	Zarcillos fortalecedores
zts21698e	Los zarcillos roban fuerza al enemigo.
zts21699e	Acompañado por la arquera Elfa Silvana Forga (F)
zts21700e	Acompañado por la arquera Elfa Silvana Forga (E)
zts21701e	Acompañado por la arquera Elfa Silvana Forga (D)
zts21702e	Acompañado por la arquera Elfa Silvana Forga (C)
zts21703e	Acompañado por la arquera Elfa Silvana Forga (B)
zts21704e	Acompañado por la arquera Elfa Silvana Forga (A)
zts21705e	Acompañado por la arquera Elfa Silvana Forga (S)
zts21706e	Te han herido gravemente y pierdes sangre.
zts21707e	Bendición del pescado perseguidor
zts21708e	Has sido paralizado por una descarga eléctrica
zts21709e	Bendición de la medusa
zts21710e	Absorción de fotones
zts21711e	Consecuencias de la proliferación
zts21712e	Herida infectada
zts21713e	Apenas puedes moverte debido a la herida infectada.
zts21714e	Agua insalubre
zts21715e	Te has envenenado al beber agua insalubre.
zts21716e	Zarcillos retorcidos
zts21717e	Los zarcillos de Poluto se enredan a tu alrededor.
zts21718e	Prisión de agua insalubre
zts21719e	Cuerpo invencible
zts21720e	Mejorar arma
zts21721e	Mejorar placa de armadura
zts21722e	Mejorar generador
zts21723e	Módulo blindado superior
zts21724e	Reparación de emergencia
zts21725e	Reforzar arma
zts21726e	Reforzar armadura
zts21727e	Movimiento rápido
zts21728e	Módulo blindado
zts21729e	Recuperación de emergencia
zts21730e	Herida desgarrada
zts21731e	Daños de explosión
zts21732e	¡Objetivo impactado!
zts21733e	¡Descarga eléctrica!
zts21734e	¡Descarga eléctrica potente!
zts21735e	Bomba con disparador de movimiento
zts21738e	Potenciador del 16.º aniversario
zts21739e	Suave y mullido
zts21740e	Bendición del pastelito de chocolate por el 16.º aniversario
zts21741e	Bendición del pastelito arcoíris por el 16.º aniversario
zts21742e	Fiesta de pastelitos
zts21743e	Fan de los pastelitos
zts21744e	Bendición de la cabeza de muñeco de nieve
zts21745e	La Bendición de la cabeza de muñeco de nieve.
zts21746e	Aniquilador de malas hierbas fuerte
zts21747e	Especialmente efectivo contra los zarcillos.
zts21748e	Aniquilador de malas hierbas fuerte
zts21749e	Rotura de armadura
zts21750e	Una cuchilla rotativa hace trizas la armadura.
zts21751e	Perforación fuerte
zts21752e	Una veloz flecha perfora el objetivo.
zts21753e	Trastorno metabólico
zts21754e	El metabolismo funciona lentamente y hace cosas muy extrañas.
zts21755e	Electrochocado
zts21756e	Impactado por una intensa corriente eléctrica.
zts21757e	Impacto en puntos débiles
zts21758e	Impactado por un preciso disparo de ballesta.
zts21759e	Choque de vapor
zts21760e	Sufre un choque por una cuchilla a vapor.
zts21761e	Choque mental
zts21762e	El flujo de energía que llega al cerebro se ve interrumpido.
zts21763e	Articulación hidráulica
zts21764e	Funciona con la potencia de una máquina hidráulica.
zts21765e	Soportar la agonía
zts21766e	Los bandidos están acostumbrados al dolor.
zts21767e	Bendición vaporosa
zts21768e	Recibe la bendición de la potencia del vapor.
zts21769e	Defensa mecánica
zts21770e	Un arte marcial de aspecto mecánico, que se asemeja a los movimientos de una máquina.
zts21771e	Alas steampunk
zts21772e	Engranajes oxidados
zts21773e	Los engranajes oxidados solo funcionan a medias.
zts21774e	Bien engrasado
zts21775e	¡Va como la seda!
zts21776e	Escudo perfecto
zts21777e	Este sólido escudo evita todo el daño de los ataques. Desaparece cuando todos los módulos se hayan retirado.
