zts1e	Training for Rookie Adventurers
zts2899e	A Fishing Jolly in the Tropical Sea (Daily)
zts2900e	Let's go fishing in Moritius Harbour! (Level 30)
zts2901e	A Fishing Jolly at the Tropical River (Daily)
zts2902e	Let's go fishing on the Woodland Path! (Level 35)
zts2903e	A Fishing Jolly in the Polluted Forest (Daily)
zts2904e	Let's go fishing in the Polluted Forest! (Level 40)
zts2905e	A Fishing Jolly at the Spirit River (Daily)
zts2906e	Let's go fishing in the Spirit Forest! (Level 45)
zts2907e	A Fishing Jolly in the Lava Region (Daily)
zts2908e	Let's go fishing in Valakus' Claws, Phoenix Wings and on Katol's Street! (Level 50)
zts2909e	Listen to Wade's plea. Reward: Angler Specialist Card, 5x Bait, 5x Fishing Line
zts2910e	Catch the Biggest Fish (1/10)
zts2911e	Catch the biggest Silver Piranha in NosVille.
zts2912e	Ask Wade about the next fishing quest.
zts2913e	Catch the Biggest Fish (2/10)
zts2914e	Catch the biggest Red Starfish in Port Alveus Square.
zts2915e	Catch the Biggest Fish (3/10)
zts2916e	Catch the biggest Bespectacled Carp in Maple Woods.
zts2917e	Catch the Biggest Fish (4/10)
zts2918e	Catch the biggest Deep-Sea Pollock in Mortaz Desert Harbour.
zts2919e	Catch the Biggest Fish (5/10)
zts2920e	Catch the biggest Squid in Tart Hapendam.
zts2921e	Catch the Biggest Fish (6/10)
zts2922e	Catch the biggest Snakehead in Akamur Camp.
zts2923e	Catch the Biggest Fish (7/10)
zts2924e	Catch the biggest Tuna in Port Moritius.
zts2925e	Catch the Biggest Fish (8/10)
zts2926e	Catch the biggest Red Sunfish by the Woodland Path.
zts2927e	Catch the Biggest Fish (9/10)
zts2928e	Catch the biggest Red Snakehead in the Polluted Forest.
zts2929e	Catch the Biggest Fish (10/10)
zts2930e	Catch the biggest Lava Shark in Valakus' Claws.
zts2931e	Show off in front of Wade with the biggest Lava Shark.
zts2932e	Take a look at Wade's gift.
zts2933e	Fetch the material from the place Mimi Mentor told you about. (Time-Space)
zts2934e	Catch the biggest Silver Piranha in NosVille. Reward at end of quest series: 2,000,000 Gold, 20,000 fame, 'Caught the Biggest' title.
zts2935e	Catch the biggest Silver Piranha in NosVille. Reward at end of quest series: 2,000,000 Gold, 20,000 fame, 'Caught the Biggest' title.
zts2936e	The Search for Bigfoot
zts2937e	Complete the Snowman Raid and the raid against Maru the Millennial Tiger to receive evidence of Bigfoot. Reward: 'Bigfoot' title
zts2938e	Colourful Eggs and Word Games
zts2939e	Defeat the Chicken Queen and the Mad March Hare to become a Pun Master.
zts2940e	The Talking Mouse
zts2941e	Listen to Terry's request.
zts2942e	The First Ingredient
zts2943e	Find an ingredient.
zts2944e	Big Lettuce
zts2945e	Harvest Big Lettuce.
zts2946e	Meat, Meat, All You Can Eat
zts2947e	Bring Terry different types of meat.
zts2948e	Only the Best
zts2949e	Ask Eva Energy where to get Pork Chops.
zts2950e	Don't Make a Pig's Ear
zts2951e	Defeat a Pig get a Pork Chop.
zts2952e	All Things Nice
zts2953e	Visit the Maple Woods and bring back Terry's spices.
zts2954e	Deliver the three spices to Terry.
zts2955e	Roast Pork
zts2956e	Taste Terry's pork roast.
zts2957e	Royal Meals on Wheels 1
zts2958e	Bring Terry the meals for the royal family of Savero. Completion rewards: Royal Chef of Honour, Flame Crystal, Mysterious Medal of Honour
zts2959e	Royal Meals on Wheels 2
zts2960e	Bring Terry the meals for the royal family of Savero.
zts2961e	Royal Meals on Wheels 3
zts2962e	Royal Meals on Wheels 4
zts2963e	Royal Meals on Wheels 5
zts2964e	Royal Meals on Wheels 6
zts2965e	Royal Meals on Wheels 7
zts2966e	The Last Meal
zts2967e	Royal Chef of Honour
zts2968e	Amateur Rotisserie Chef
zts2969e	Show your cooking skills to become an Amateur Rotisserie Chef.
zts2970e	I'm an Amateur Rotisserie Chef!
zts2971e	Professional Rotisserie Chef
zts2972e	Show your cooking skills to become a Professional Rotisserie Chef.
zts2973e	I'm a Professional Rotisserie Chef!
zts2974e	Rotisserie Masterchef
zts2975e	Show your cooking skills to become a Rotisserie Masterchef.
zts2976e	I'm a Rotisserie Masterchef!
zts2977e	Amateur Stew Chef
zts2978e	Show your cooking skills to become an Amateur Stew Chef.
zts2979e	I'm an Amateur Stew Chef!
zts2980e	Professional Stew Chef
zts2981e	I'm a Professional Stew Chef!
zts2982e	Stew Masterchef
zts2983e	Show your cooking skills to become a Stew Masterchef.
zts2984e	I'm a Stew Masterchef!
zts2985e	Amateur Stir Fry Chef
zts2986e	Show your cooking skills to become an Amateur Stir Fry Chef.
zts2987e	I'm an Amateur Stir Fry Chef!
zts2988e	Professional Stir Fry Chef
zts2989e	Show your cooking skills to become a Professional Stir Fry Chef.
zts2990e	I'm a Professional Stir Fry Chef!
zts2991e	Stir Fry Masterchef
zts2992e	Show your cooking skills to become a Stir Fry Masterchef.
zts2993e	I'm a Stir Fry Masterchef!
zts2994e	Chef Practice (Daily)
zts2995e	Prepare 2x Roast Pork.
zts2996e	Roast Practice (Daily)
zts2997e	Improve your skills preparing roast meals.
zts2998e	Stew Practice (Daily)
zts2999e	Improve your skills preparing stews.
zts3000e	Stir Fry Practice (Daily)
zts3001e	Improve your skills preparing stir fries.
zts3002e	Simple Meals 1 (Daily)
zts3003e	Bring Terry the simple roasts he wants.
zts3004e	Simple Meals 2 (Daily)
zts3005e	Bring Terry the simple stews he wants.
zts3006e	Simple Meals 3 (Daily)
zts3007e	Bring Terry the simple stir fries he wants.
zts3008e	Advanced Cooking 1 (Daily)
zts3009e	Bring Terry the medium roasts he wants.
zts3010e	Advanced Cooking 2 (Daily)
zts3011e	Bring Terry the medium stews he wants.
zts3012e	Advanced Cooking 3 (Daily)
zts3013e	Bring Terry the medium stir fries he wants.
zts3014e	Prepare a filleted fish.
zts3015e	Cooking for Experts (Daily)
zts3016e	Bring Terry the desired high-level stir fry.
zts3025e	Searching for Ancient Heroes
zts3026e	Pikidir is bound to know more about it. Talk to him.
zts3027e	Pikidir sends you to NosVille to gather more information. You decide to speak to Mimi Mentor first.
zts3028e	An Unexpected Tip
zts3029e	Fabian Frost is said to have reported on an ancient ruin that was only discovered recently. Ask him about it.
zts3030e	Fabian tells you that he learned about it from the chief of Glacernon. He should know more about it.
zts3031e	Looking for Clues
zts3032e	Aurelius tells you how to get to the ruins. Go there and take a look around.
zts3033e	You make your way to the ruins but are held up by monsters. Defeat them to continue your mission.
zts3034e	The monster problem has been taken care of. The path to the ruins is now clear.
zts3035e	Heroes of the Past
zts3036e	You must make contact with the Ancient Heroes.
zts3037e	Ask Pikidir if he knows how you might be able to do this.
zts3038e	Double plagues, stir and sizzle...
zts3039e	Defeat monsters and gather ingredients for the Ritual Brew.
zts3040e	Collect berries for the Ritual Brew.
zts3041e	Collect fruit for the Ritual Brew.
zts3042e	... the cauldron bubbles, the fires fizzle!
zts3043e	Report to Pikidir that you have gathered all the ingredients.
zts3044e	Hero Dream
zts3045e	Drink some of the Ritual Brew.
zts3046e	Remembering the Dream
zts3047e	You try to remember what you experienced in the dream.
zts3048e	The Aforementioned Alchemist
zts3049e	You remember an alchemist who lives in the desert. Ask Malcolm Mix if he knows anyone matching the description.
zts3050e	Go to Desert Eagle City and find the alchemist mentioned by the Ancient Heroes.
zts3051e	The Heroes and the Alchemist
zts3052e	The alchemist beckons you over. Go and speak with her.
zts3053e	Ancient Fire Magic
zts3054e	Defeat Kertos, Valakus and Grenigas, and then return to the Backstreet Alchemist.
zts3055e	Ancient Sandstones
zts3056e	Loot Ancient Sandstones from the Sand Giants in the desert.
zts3057e	Ancient Elements
zts3058e	Take the materials to the alchemist.
zts3059e	Heroes, Old and New
zts3060e	Meet the Ancient Heroes.
zts3061e	The Voodoo Priestess' Ring
zts3062e	Ask Pikidir about his daughter's ring.
zts3063e	Of Heroes and Villains
zts3064e	Use the ring to seal Paimon away with the Ancient Heroes.
zts3065e	One Last Battle
zts3066e	Report what happened to Pikidir.
zts3067e	The Heroes' Noble Souls
zts3068e	Pay a visit to Chief Tator and listen to what he has to say.
zts3069e	Use the heroes' ancient power.
zts3070e	Return of Evil (Daily)
zts3071e	Weaken Paimon's power that is holding the Spirit Forest firmly in its grasp.
zts3072e	The Light That Fell from the Sky
zts3073e	Find out what the light is all about.
zts3074e	The Fallen Dragon
zts3075e	Find a remedy for the girl.
zts3076e	The Unknown Girl
zts3077e	Look for materials for the remedy.
zts3078e	Take the materials to Carven.
zts3079e	Wait a short time for the remedy to take effect.
zts3080e	Soul Healing
zts3081e	Pikidir from the island of Moritius might have some advice.
zts3082e	Collect the material for Pikidir.
zts3083e	Return to the girl and perform the ritual.
zts3084e	Returning Home
zts3085e	Return to the place where you found Ain.
zts3086e	Accompany Ain back to her homeland. She is in the Chief of Krem's house.
zts3087e	Introduce yourself to the mayor of Dragonveil.
zts3088e	Talk to Rancher Emily.
zts3089e	Secure the Route
zts3090e	Eliminate the monsters in the Lakeside Gorge.
zts3091e	You did it! Now go back to Emily.
zts3092e	Conversation with the Captain
zts3093e	Talk to Captain Enrico.
zts3094e	Training Recruits
zts3095e	Go to the training site.
zts3096e	Train the new recruits.
zts3097e	Report to the captain.
zts3098e	Weapons Shortage
zts3099e	Go to Quartermaster Marto.
zts3100e	Defeat monsters in the Gravel Gorge and collect Dratanium.
zts3101e	Talk to Quartermaster Marto again.
zts3102e	Take the Dratanium to Marto.
zts3103e	Chaos at Dragon Ranch
zts3104e	Go through the Lakeside Gorge to Dragon Ranch.
zts3105e	Defend Dragon Ranch against the monster hordes.
zts3106e	Enrico urgently needs your help. Go to him.
zts3107e	The Missing Soldiers
zts3108e	Rescue the missing recruits.
zts3109e	Defeat the nearby monsters.
zts3110e	Protect the recruits.
zts3111e	You rescued the recruits. Now report to the captain.
zts3112e	The Council Meets
zts3113e	Attend the hastily convened meeting.
zts3114e	New Weapons for Dragonveil
zts3115e	Let Ain tell you what materials to collect.
zts3116e	Take the materials to Ain.
zts3117e	Go to the ancient dragon's cave and collect Dragon's Breath and Dragon Crystals.
zts3118e	Take the materials from the Ancient Dragon's Lair to Ain.
zts3119e	Attack on the Convoy
zts3120e	Quartermaster Marto is looking for you. Go to him.
zts3121e	Talk to Transport Supervisor Pavio to find out more.
zts3122e	Protect the convoy in the Gravel Gorge.
zts3123e	Completed! Now return to the city.
zts3124e	The Stolen Weapons
zts3125e	The captain needs your help again. Go to him.
zts3126e	Use Ain's tracking device to find the stolen weapons.
zts3127e	The tracking device leads you to the Dragon's Lair.
zts3128e	The tracking device leads you to the Dragon's Lair.
zts3129e	Defeat the monsters blocking your path.
zts3130e	Completed! Now go to the next location.
zts3131e	Some weird looking Draconians are guarding the box. Take them down.
zts3132e	Take a closer look at the box.
zts3133e	Take the weapons from the box to Ain.
zts3134e	Like a Shadow in the Night
zts3135e	Talk to the captain about the spies.
zts3136e	Thinning the Herd
zts3137e	Talk to Rancher Emily.
zts3138e	Go to Dragon Ranch.
zts3139e	Defeat the monsters and the mischievous triceratops that are attacking the herd.
zts3140e	You defeated the monsters and the mischievous triceratops. Now go back to Emily.
zts3141e	Ask the captain what the spies found out.
zts3142e	Search the City
zts3143e	Search the locations the captain told you about.
zts3144e	Search the locations the captain told you about.
zts3145e	Search the next location.
zts3146e	You found a secret entrance. It appears that the traitors are hiding there.
zts3147e	Drakov's Dark Schemes
zts3148e	Work with the soldiers to defeat the last members of the Drakov.
zts3149e	A fresh attack is imminent
zts3150e	Attend the meeting.
zts3151e	A New Tracking Device
zts3152e	Collect the materials for a tracking device which you can use to track the ice dragon and the zombie dragon.
zts3153e	Collect the materials for a tracking device which you can use to track the zombie dragon.
zts3154e	Take the materials to Ain.
zts3155e	The Zombie Dragon's Lair
zts3156e	Go to the location shown on the tracking device.
zts3157e	It appears to be the zombie dragon's lair. Look for the dragon inside.
zts3158e	Gruesome Cave
zts3159e	You need a potion so you can withstand the zombie dragon's venom.
zts3160e	Strong Anti-Venom Potion
zts3161e	Collect the materials for the anti-venom potion.
zts3162e	Take the materials to Ain.
zts3163e	The End of the Zombie Dragon
zts3164e	Defeat the zombie dragon. Then return to Ain.
zts3165e	Collect the materials for a tracking device which you can use to track the ice dragon.
zts3166e	The Ice Dragon's Lair
zts3167e	Go to the location shown on the tracking device.
zts3168e	The Wrong Location
zts3169e	Go to the ice dragon's lair.
zts3170e	The End of the Ice Dragon
zts3171e	Defeat the ice dragon. Then return to Ain.
zts3172e	The Calm Before the Storm
zts3173e	Look for a task to complete before the attack.
zts3174e	Materials for the Defenders
zts3175e	Collect materials to reinforce the defensive positions.
zts3176e	Eat, Rinse, Repeat
zts3177e	Collect food for the soldiers.
zts3178e	Ask Ain how she's getting on with the weapons.
zts3179e	The Attack
zts3180e	Defend the city against Asgobas' Army.
zts3181e	Ask the captain about the damage.
zts3182e	After the Attack
zts3183e	Ain wants to talk to you. Go to her.
zts3184e	Completion
zts3185e	A New Energy Source
zts3186e	Ask Ain what materials she needs.
zts3187e	Take all the necessary materials to Ain.
zts3188e	Take the materials for the cooling system to Ain.
zts3189e	Punchy Potion
zts3190e	Ask the Draconian alchemist what materials he needs.
zts3191e	Give the required materials to the Draconian alchemist.
zts3192e	Find someone to test the new potion on.
zts3193e	Inject the new remedy into the casualty.
zts3194e	Ask the captain if the potion works.
zts3195e	Collect materials so that more potions can be produced.
zts3196e	Religious Fanatic
zts3197e	Ask the quartermaster where to find the stolen weapons.
zts3198e	Go to the Dragon's Lair and search for the stolen weapons.
zts3199e	Defeat the last members of the Drakov who stole the weapons.
zts3200e	Report to the captain.
zts3201e	Go to the place where the last Drakov members are meeting.
zts3202e	Defeat the last members of the Drakov.
zts3203e	Take the materials required for the new alloy to Ain.
zts3204e	Ask the Draconian alchemist for fire-resistant material.
zts3205e	Tell Ain what you learned about the fire-resistant material.
zts3206e	Collect the fire-resistant material.
zts3207e	Undead Ice Dragon
zts3208e	Go to the Ice Dungeon and search for the missing scouts.
zts3209e	Look for the missing soldier. Enquire about his health.
zts3210e	Defeat the monsters near the Ice Dungeon.
zts3211e	Enter the lair of the undead ice dragon Alzanor.
zts3212e	Defeat the ice dragon. Then go back and see the captain.
zts3213e	Revenant Zombie Dragon
zts3214e	Explore the Dragon's Lair.
zts3215e	Defeat the monster hordes in the Dragon's Lair.
zts3216e	Disrupt and defeat the Drakov soldiers.
zts3217e	Enter the lair of the revenant zombie dragon Valehir.
zts3218e	Defeat the zombie dragon. Then go back and see the captain.
zts3219e	Aggressive Triceratops
zts3220e	Ask Rancher Emily about the current situation.
zts3221e	Go to Dragon Ranch.
zts3222e	Defeat the aggressive triceratops at Dragon Ranch.
zts3223e	Report to Emily.
zts3224e	Secure the Transport Route
zts3225e	Ask Pavio what's going on.
zts3226e	Go to the route through the gorge.
zts3227e	Defeat the monsters on the way through the gorge.
zts3228e	Tell Pavio that the transport route is now secure.
zts3229e	The Last Drakovs
zts3230e	Defeat the last members of the Drakov.
zts3231e	Forge the Draconium while it is hot.
zts3232e	Get Draconium for Ain.
zts3233e	Food Shortage
zts3234e	Collect food for the soldiers
zts3235e	Mineral Shortage
zts3236e	Defeat the monsters on the way through the gorge.
zts3237e	Maintaining Public Order
zts3238e	Defeat the dangerous monsters.
zts3239e	Report to the captain.
zts3240e	Dangerous Transport Route
zts3241e	Protect the convoy.
zts3242e	Go back to Pavio and accept your reward.
zts3243e	Supplies of Anti-Venom Potions
zts3244e	Collect the materials for the anti-venom potion.
zts3245e	Take the materials to the Draconian alchemist.
zts3246e	Supplies of Anti-Cold Potions
zts3247e	Collect the materials for the anti-cold potion.
zts3248e	Training Recruits
zts3249e	Train the new recruits.
zts3250e	Crisis at Dragon Ranch
zts3251e	Protect Dragon Ranch from the monsters.
zts3252e	Tell Emily that the ranch is now secure again.
zts3253e	Endless Cold
zts3254e	Defeat the revenant ice dragon Alzanor.
zts3255e	Defeat the revenant zombie dragon Valehir.
zts3256e	Unstable Energy Source
zts3257e	Collect the materials required for the new energy source.
zts3258e	Go to the Dragon's Lair that is shown on the tracking device.
zts3259e	Defeat the zombie dragon. Then return to Ain.
zts3260e	Unstable Weapons
zts3261e	Obtain materials to upgrade the weapons.
zts3262e	Wait until Ain is done.
zts3263e	The Search for the Contenders
zts3264e	The weapons are finished. I should go looking for the contenders now.
zts3265e	The Remaining Tasks
zts3266e	Defeat the monsters at Dragon Ranch.
zts3267e	The Remaining Tasks 2
zts3268e	Get back the materials that were stolen by the gremlins.
zts3269e	Done! Return to Shania.
zts3270e	Shania's Power
zts3271e	Go to the Dragon Ranch and fight against Shania.
zts3272e	The Replacement
zts3273e	Go to Captain Enrico and ask for information.
zts3274e	The Hidden Master
zts3275e	Meet the contender who will use the robotic arms.
zts3276e	Complex Machine
zts3277e	Obtain the required materials.
zts3278e	Take the materials to Ain.
zts3279e	I have to fight against Ain.
zts3280e	The Abducted Contenders
zts3281e	The contenders have been kidnapped. Go to the Captain.
zts3282e	Go to the place where the contenders were kidnapped.
zts3283e	Defeat all enemies there.
zts3284e	The abducted contenders are saved. I should return to the town.
zts3285e	The Finished Weapon
zts3286e	The robotic arms are finished. Time to return to Ain's lab.
zts3287e	A Destructive Weapon
zts3288e	Go to the Frozen Lake and fight against Aldo.
zts3289e	The Prepared Marksman
zts3290e	Go to Gail's training site.
zts3291e	I have to fight against Gail.
zts3292e	Return to the town with Gail.
zts3293e	Training in Danger
zts3294e	Go to Captain Enrico.
zts3295e	Head to the Gorge Path where the training site is located.
zts3296e	A Tragic End
zts3297e	The contenders got injured during the Drakovs' attack. I need to save them.
zts3298e	Bloody Revenge
zts3299e	Defeat the remaining Drakovs.
zts3300e	Return to the Captain and report back.
zts3301e	Research Results
zts3302e	Return to Ain and find out if she managed to find a solution.
zts3303e	Take the materials to Ain for the new device.
zts3304e	The Souls of the Contenders
zts3305e	Wait a moment until Ain is done.
zts3306e	Your specialist card contains the soul of the contender. It now belongs to you.
zts3307e	Soul Blessing
zts3308e	Ain said the Soul Blessing needed to be improved in order to upgrade the weapon. Take the mentioned materials to Ain.
zts3309e	The Soul Blessing contains power.
zts3310e	Take the materials to Ain.
zts3311e	A Curious Rabbit
zts3312e	Listen to Lucy's story.
zts3313e	Search for the Mysterious Monster
zts3314e	Go to Western Krem.
zts3315e	Ask about the huge monster.
zts3316e	Find out more about the rumours of the Giant Warepard.
zts3317e	Go to Eastern Krem and search for clues.
zts3318e	The Monster's Cave
zts3319e	Enter the cave where the monster is hiding.
zts3320e	The monster has escaped! Quick, after it!
zts3321e	How to Become a Pet Trainer
zts3322e	You have defeated the monster. Return to NosVille to collect your reward.
zts3323e	Learn how to improve pets.
zts3324e	Now try it yourself.
zts3325e	The Long Path to Becoming an Expert
zts3326e	Tame 1-star pets.
zts3327e	Show Lucy the tamed pet.
zts3328e	The Long Path to Becoming an Expert 2
zts3329e	Tame 2-star pets.
zts3330e	The Long Path to Becoming an Expert 3
zts3331e	Increase a 1-star pet's training level to 10.
zts3332e	Go and see Lucy.
zts3333e	The Long Path to Becoming an Expert 4
zts3334e	Increase a 2-star pet's training level to 20.
zts3335e	The Long Path to Becoming an Expert 5
zts3336e	Increase a 3-star pet's training level to 30.
zts3337e	The Long Path to Becoming an Expert 6
zts3338e	Increase a 4-star pet's training level to 40.
zts3339e	Exchange Pet Essence (1 Star) (Daily)
zts3340e	Exchange Pet Essence (1 Star) for Pet Essence (2 Star).
zts3341e	Exchange Pet Essence (2 Star) (Daily)
zts3342e	Exchange Pet Essence (2 Star) for Pet Essence (3 Star).
zts3343e	Exchange Pet Essence (3 Star) (Daily)
zts3344e	Exchange Pet Essence (3 Star) for Pet Essence (4 Star).
zts3345e	Fish Fillet Supplies (Daily)
zts3346e	Bring Lucy Fish Fillets.
zts3347e	Practice Makes Perfect (Daily)
zts3348e	Tame animals to stay in practice.
zts3349e	The Long Path to Becoming an Expert 7
zts3350e	Increase a 5-star pet's training level to 50.
zts3351e	The Long Path to Becoming an Expert 8
zts3352e	Increase a 6-star pet's training level to 60.
zts3353e	Talk to Teodor Topp once you've completed the Chicken King Raid once.
zts3354e	Complete the Mother Cuby Raid once.
zts3355e	Complete the Ginseng Raid once.
zts3356e	Complete the Dark Castra Raid once.
zts3357e	Complete the Robber Gang Raid twice.
zts3358e	Complete the Fafnir Raid once.
zts3359e	Complete the Fafnir Raid twice.
