zts1e	Entraînement pour aventurier novice
zts1334e	Va voir le garde Putran près du Camp de Garton.
zts1335e	Élimine les assassins de la troupe d'éclaireurs de Garton près du Camp de Garton.
zts1336e	Tu as éliminé les assassins de la troupe d'éclaireurs de Garton. Informes-en le garde Putran.
zts1337e	Élimine les chasseurs d'élite de Garton dans le Camp de Garton.
zts1338e	Tu as éliminé les chasseurs d'élite de Garton. Informes-en le garde Putran.
zts1339e	Va au Camp de Garton et élimine le commandant Garton afin de récupérer son rapport urgent.
zts1340e	Tu as réussi à récupérer le rapport urgent de la patrouille B. Apporte-le au garde Putran.
zts1341e	Transmets le rapport urgent de la patrouille B à la représentante Semia au Quartier d'Akamur.
zts1342e	Va dans la Zone du chaos et parle à Xavier.
zts1343e	Fais un rapport à la représentante Semia sur ta discussion avec Xavier.
zts1344e	Apporte le rapport de la représentante Semia à Nephi.
zts1345e	Va dans la Zone du chaos et parle à Velmon.
zts1346e	Élimine des assassins et des chasseurs de transport de Shoran.
zts1347e	Tu as éliminé les espions. Va voir le représentant Rushaldin.
zts1348e	Trouve le breuvage suspect et apporte-le au représentant Rushaldin.
zts1349e	Tu as récupéré le breuvage suspect. Apporte-le au représentant Rushaldin.
zts1350e	Élimine les bombardiers de la troupe d'éclaireurs de Shay et les assassins de la troupe d'éclaireurs de Shoran près du camp des voleurs.
zts1351e	Tu as éliminé les voleurs du désert. Informes-en le représentant Rushaldin.
zts1352e	Apporte la lettre à la représentante Semia au Quartier d'Akamur.
zts1353e	Va au Camp des voleurs du désert et parle au représentant Rushaldin.
zts1354e	Apporte la lettre à la représentante Semia.
zts1355e	Apporte la lettre de la représentante Semia à Velmon.
zts1356e	Élimine le commandant Kerus et les chasseurs d'élite de Kerus dans le Camp de Kerus.
zts1357e	Inspecte le coffre étrange de Kerus dans le Camp de Kerus.
zts1358e	Apporte le plan à Velmon dans la Zone du chaos.
zts1359e	Élimine le commandant Garton et les assassins d'élite de Garton dans le Camp de Garton.
zts1360e	Inspecte le coffre étrange de Garton dans le Camp de Garton.
zts1361e	Apporte les plans à Xavier.
zts1362e	Apporte les plans à la représentante Semia au Camp d'Akamur.
zts1363e	Apporte la lettre de mission à la représentante Semia.
zts1364e	Élimine des samouraïs de la troupe d'éclaireurs de Shay près du Camp des voleurs et des bombardiers de transport de Shoran dans le Camp des voleurs du désert.
zts1365e	Tu as éliminé les voleurs du désert. Informes-en la représentante Semia.
zts1366e	Élimine les samouraïs d'escorte de Shoran et les chasseurs d'escorte de Shay dans le Patio des voleurs.
zts1367e	Élimine les commandants Shoran et Shay dans le Centre des voleurs.
zts1368e	Va voir la représentante Semia afin d'obtenir des informations plus précises sur les reliques volées.
zts1369e	Cherche les coffres contenant les reliques volées dans le Camp de Kerus.
zts1370e	Tu as trouvé les reliques volées du Temple d'Aster. Apporte-les à la représentante Semia.
zts1371e	Trouve le coffre contenant les reliques volées dans le Camp de Garton.
zts1372e	Cherche le coffre contenant les reliques volées dans le Camp des voleurs du désert.
zts1373e	Apporte les reliques au grand prêtre Eladin dans le Temple d'Aster.
zts1374e	Cherche le prisonnier Sharif dans le Camp des voleurs du désert.
zts1375e	Élimine des assassins de transport de Shay dans les environs.
zts1376e	Tu as éliminé les voleurs du désert. Informes-en le prisonnier Sharif.
zts1377e	Élimine le gardien et le maître des clés des voleurs du désert pour récupérer les clés.
zts1378e	Libère le prisonnier Sharif à l'aide des clés.
zts1379e	Élimine les samouraïs de la troupe d'éclaireurs de Shoran près du camp des voleurs.
zts1380e	Apporte le morceau de relique brisé à la représentante Semia.
zts1381e	Parle à la prêtresse Vera.
zts1382e	Apporte le morceau de relique brisé à Nephi.
zts1383e	Élimine les moines de la prière dans le Patio d'Aster.
zts1384e	Tu as éliminé les moines de la prière dans le patio. Informes-en la prêtresse Vera.
zts1385e	Élimine les maîtres et les fantômes des lamentations dans le Patio d'Aster.
zts1386e	Tu as éliminé les fantômes. Informes-en la prêtresse Vera.
zts1387e	Élimine les prêtres de l'agonie dans le Centre d'Aster.
zts1388e	Élimine les maîtres et les fantômes de l'agitation dans le Centre d'Aster.
zts1389e	Inspecte la relique brisée dans le Centre d'Aster.
zts1390e	Tu as trouvé une relique. Apporte-la à la prêtresse Vera.
zts1391e	Transmets le rapport au grand prêtre Eladin.
zts1392e	Élimine les fantômes de la prière dans la Patio d'Aster et récupère l'essence de fantômes.
zts1393e	Tu as récupéré l'essence de fantômes. Apporte-la à la prêtresse Vera.
zts1394e	Élimine les maîtres et les fantômes des lamentations dans le Patio d'Aster et récupère l'essence de fantômes.
zts1395e	Élimine les moines de l'agonie dans le Centre d'Aster et récolte de l'essence de fantômes.
zts1396e	Élimine les moines de l'agitation dans le Centre d'Aster et récolte de l'essence de fantômes.
zts1397e	Apporte le sac au grand prêtre Eladin.
zts1398e	Va au Quartier d'Akamur et interroge Nephi sur la commande.
zts1399e	Va voir la représentante Semia et interroge-la sur la commande.
zts1400e	Cherche le coffre scellé dans le Camp de Garton.
zts1401e	Tu as trouvé les marchandises du Temple d'Aster. Apporte-les à la représentante Semia.
zts1402e	Apporte les marchandises au grand prêtre Eladin dans le Temple d'Aster.
zts1403e	Va voir la prêtresse Nora dans le Patio d'Aster.
zts1404e	Cherche le prêtre mort dans le Patio d'Aster et allume de l'encens.
zts1405e	Tu as allumé le bâton d'encens. Informes-en la prêtresse Nora.
zts1406e	Cherche le moine mort dans le Patio d'Aster et allume un bâton d'encens.
zts1407e	Cherche le clerc mort dans le Centre d'Aster et allume un bâton d'encens.
zts1408e	Cherche le chasseur de trésors mort dans le Centre d'Aster et allume un bâton d'encens.
zts1409e	Apporte la lettre de la prêtresse Nora à la prêtresse Vera.
zts1410e	Apporte la lettre de la prêtresse Nora au grand prêtre Eladin.
zts1411e	Questionne le grand prêtre Eladin au sujet des reliques brisées.
zts1412e	Examine les morceaux de relique brisés dans le Patio d'Aster.
zts1413e	Tu as récupéré le morceau de relique. Apporte-le à la prêtresse Vera.
zts1414e	Examine les morceaux de relique brisés dans le Patio d'Aster.
zts1415e	Examine les morceaux de relique brisés dans le Centre d'Aster.
zts1416e	Examine les morceaux de relique brisés dans le Centre d'Aster.
zts1417e	Élimine les prêtres de l'agitation dans le Centre d'Aster et récupère le document déchiré.
zts1418e	Tu as trouvé le document déchiré. Apporte-le à la prêtresse Vera.
zts1419e	Interroge Serena sur les chasseurs de trésors.
zts1420e	Va au Camp de Garton et élimine la troupe d'éclaireurs bombardiers de Garton afin de récupérer le rapport du Temple oublié.
zts1421e	Tu as récupéré le rapport. Apporte-le à Serena.
zts1422e	Tu as récupéré le rapport. Apporte-le à Michol au Temple oublié.
zts1423e	Élimine les géants des sables désertiques et les tempêtes des sables désertiques au Temple oublié.
zts1424e	Tu as éliminé tous les monstres. Informes-en Michol.
zts1425e	Élimine les géants des sables poussiéreux et récupère les fragments de la tablette en pierre.
zts1426e	Tu as rassemblé les fragments de la tablette. Apporte-les à Michol.
zts1427e	Apporte le rapport à Serena.
zts1428e	Inspecte les ruines et élimine les monstres.
zts1429e	Élimine les fantômes des sables mouvants et récupère les rapports du Temple oublié.
zts1430e	Tu as récupéré les rapports. Apporte-les à Michol.
zts1431e	Apporte le rapport à Riana.
zts1432e	Cherche la première tablette d'écriture au nord du puits.
zts1433e	Tu as récupéré la tablette d'écriture. Apporte-la à Michol.
zts1434e	Cherche la deuxième tablette d'écriture au nord-ouest du puits.
zts1435e	Cherche la troisième tablette d'écriture à l'ouest du puits.
zts1436e	Élimine les nains des sables mouvants et récupère des tablettes d'écriture brisées !
zts1437e	Tu as récupéré toutes les tablettes d'écriture brisées. Retourne voir Michol.
zts1438e	Apporte les tablettes à Serena dans le Camp des chasseurs de trésors.
zts1439e	Élimine les gladiateurs et les mages des sables venteux dans le Patio de Rashid.
zts1440e	Élimine les tireurs des sables volcaniques dans le Patio de Rashid.
zts1441e	Élimine les mages des sables aériens du Centre de Rashid.
zts1442e	Élimine les fantômes et les tireurs des sables arides dans le Centre de Rashid.
zts1443e	Élimine les tireurs des sables venteux dans le Centre de Rashid et récupère les morceaux de relique.
zts1444e	Tu as récupéré les morceaux de relique. Apporte-les à Michol.
zts1445e	Élimine les gladiateurs des sables volcaniques dans le Patio de Rashid et récupère les morceaux de relique.
zts1446e	Élimine les tireurs des sables aériens dans le Temple de Rashid et récupère les morceaux de relique.
zts1447e	Élimine les mages des sables arides dans le Patio de Rashid et récupère les morceaux de relique.
zts1448e	Apporte les morceaux de relique à Serena.
zts1449e	Cherche la tablette d'écriture brisée dans le Patio de Rashid.
zts1450e	Tu as trouvé une tablette d'écriture brisée. Apporte-la à Michol.
zts1451e	Cherche la tablette d'écriture brisée dans les grottes souterraines du Patio de Rashid.
zts1452e	Cherche la tablette d'écriture brisée dans le hall des prières du Patio de Rashid.
zts1453e	Cherche la tablette d'écriture brisée dans le Centre de Rashid.
zts1454e	Élimine les gladiateurs des sables arides dans le Centre de Rashid et récupère le sac à dos du chasseur de trésors.
zts1455e	Tu as trouvé le sac à dos du chasseur de trésors. Apporte-le à Michol.
zts1456e	Apporte le sac à dos du chasseur de trésors à Serena dans le Camp des chasseurs de trésors.
zts1457e	Apporte la lettre de Xavier à Velmon.
zts1458e	Élimine les rampants des sables fantomatiques et récupère l'essence de sable.
zts1459e	Tu as récupéré l'essence de sable. Apporte-la à Velmon.
zts1460e	Élimine les rampants des sables fantomatiques dans le Désert perdu et récupère de l'essence de sable.
zts1461e	Va au Camp de Garton et élimine les chasseurs d'élite de Garton pour récupérer le rhum.
zts1462e	Tu as récupéré le rhum. Apporte-le à Velmon dans la Zone du chaos.
zts1463e	Trouve le coffre à poussière de fées dans le Camp de Garton !
zts1464e	Tu as récupéré la poussière de fées. Apporte-la à Velmon !
zts1465e	Apporte le rhum à la représentante Semia au Quartier d'Akamur.
zts1466e	Apporte le rhum bien emballé à Xavier.
zts1467e	Informes-en Velmon.
zts1468e	Élimine les assassins d'élite de Kerus et les samouraïs d'élite de Garton, puis récupère les fragments de la lettre au chef des voleurs du désert.
zts1469e	Tu as récupéré tous les fragments de la lettre. Apporte-les à la représentante Semia.
zts1470e	Élimine les embrochants des sables désertiques dans le Désert perdu.
zts1471e	Va voir Velmon dans la Zone du chaos.
zts1472e	Élimine les mantes des sables fantomatiques dans la Zone du chaos.
zts1473e	Tu as éliminé les mantes des sables fantomatiques. Informes-en Velmon.
zts1474e	Questionne Xavier sur la lettre des voleurs du désert.
zts1475e	Retourne voir Velmon.
zts1476e	Apporte la lettre à Velmon.
zts1477e	Élimine les basilics des sables fantomatiques dans les Environs du chaos !
zts1478e	Tu as éliminé tous les basilics des sables fantomatiques. Informes-en Velmon !
zts1479e	Va voir le représentant Rushaldin dans le Camp des voleurs du désert.
zts1480e	Élimine des assassins de transport de Shoran dans les environs !
zts1481e	Tu as éliminé les assassins de transport de Shoran. Va en informer le représentant Rushaldin !
zts1482e	Trouve Kamil, retenu prisonnier dans le Patio des voleurs.
zts1483e	Élimine les assassins et les bombardiers d'escorte de Shoran dans le Patio des voleurs.
zts1484e	Tu as éliminé les troupes de Shoran. Informes-en Kamil.
zts1485e	Élimine les commandants Shoan et Shay dans le Centre des voleurs.
zts1486e	Tu as éliminé les commandants. Informes-en Kamil.
zts1487e	Apporte le sceau des voleurs du désert à Velmon.
zts1488e	Apporte le sceau des voleurs du désert à Xavier.
zts1489e	Chasse des scorpions des sables fantomatiques et des basilics des sables désertiques dans le Désert perdu et dans les Environs du chaos.
zts1490e	Tu as éliminé toutes les créatures. Informes-en Velmon.
zts1491e	Élimine les assassins de la troupe d'éclaireurs de Keru dans les Environs du Camp de Keru.
zts1492e	Tu as éliminé la troupe d'éclaireurs. Informes-en Velmon.
zts1493e	Élimine le commandant Kerus et les samouraïs d'élite de Kerus dans le Camp de Kerus.
zts1494e	Tu as éliminé toutes les créatures. Informes-en Velmon.
zts1495e	Élimine l'agent de la troupe d'éclaireurs de Garton sur le Chemin du Temple.
