zts1e	Abenteurerausbildung für Anfänger
zts2355e	Umherziehender Alchemist (5)
zts2356e	Großer Ältester der Goten
zts2357e	Großer Ältester der Goten (2)
zts2358e	Großer Ältester der Goten (3)
zts2359e	Großer Ältester der Goten (4)
zts2360e	Malcolm Mix
zts2361e	Bring die Materialien zu Malcolm Mix.
zts2362e	Alles erledigt
zts2363e	Bring dem großen Ältesten der Goten die glänzende Pergamentrolle.
zts2364e	Zum vergessenen Turm
zts2365e	Zum vergessenen Turm (2)
zts2366e	Besiege Yertirand.
zts2367e	Zum vergessenen Turm (3)
zts2368e	Zum vergessenen Turm (4)
zts2369e	Der Untergang des Bösen
zts2370e	Besiege den verdorbenen Yertirand.
zts2371e	Das Ende der Reise
zts2372e	Der Anfang einer Versöhnung
zts2373e	Nach Walhalla
zts2374e	Sprich mit Barnis Seele.
zts2375e	Der Weg zur Aufgegebenen Katakombe
zts2376e	Bring Dr. Maunz 2.000.000 Gold.
zts2377e	Meistere die Kampfkunst
zts2378e	Besuche die Cuarry-Bibliothek
zts2379e	Erlerne die Kampfkunst
zts2380e	Sprich mit Lagerleiter Jerico
zts2381e	Grundausbildung für Kampfkünstler
zts2382e	Eigne dir die Geduld eines Kampfkünstlers an
zts2383e	Richtiges Training!
zts2384e	Erlerne den fortgeschrittenen Skill
zts2385e	Die vergessenen Veteranen
zts2386e	Untersuche die vergessenen Veteranen
zts2387e	Geh zum Nebelwald unterhalb der Steinklippe
zts2388e	Geh zur Erinnerungshöhle
zts2389e	Die Erinnerung des Veteranen
zts2390e	Neue Informationen
zts2391e	Gehe zur Cuarry-Bibliothek.
zts2392e	Sprich mit Tei Ken.
zts2393e	Mal der alten Meister
zts2394e	Der zweite Meister
zts2395e	Finde den zweiten Meister.
zts2396e	Finde heraus, wo sich Mystische Künste versteckt.
zts2397e	Mystischer Tempel
zts2398e	Drachenfaust vs. Mystische Künste
zts2399e	Lebe wohl, Mystische Künste!
zts2400e	Besiege die Monster des Winters.
zts2402e	Schließe den Raid von Schneemann Flocke und den Raid Verdächtiger Tiger 5-mal erfolgreich ab.
zts2403e	Amoras Geschichte
zts2404e	Gehe zu Commander Ray Ramos im Fernonvorposten.
zts2405e	Rays Bitte
zts2406e	Erstatte Ray Ramos Bericht.
zts2407e	Sprich mit Amora.
zts2408e	Suche Offizier Chris im Timespacestein.
zts2409e	Zutaten für den Kuchen besorgen (Osterevent)
zts2410e	Bring Eva Energy 10 geläuterte Eier.
zts2411e	Die Zutaten reichen nicht! (Osterevent)
zts2412e	Bring Soraya Style 10 geläuterte Eier.
zts2413e	Die Geschichte des Osterhasen (Osterevent)
zts2414e	Bring Schluri ein Stück Osterkuchen und höre dir die Geschichte des Osterhasen an.
	Récupère du matériel pour la clé.
zts2267e	Formation
zts2268e	Réussis le raid.
zts2269e	Poitrine de porc
zts2270e	Récupère de la poitrine de porc et une bonne boisson.
zts2271e	Poitrine de porc fumée
zts2272e	Fais griller la poitrine de porc crue.
zts2273e	La destruction des monstres
zts2274e	Élimine les monstres.
zts2275e	De la nourriture stimulant l'endurance
zts2276e	Récupère de la bave visqueuse.
zts2277e	Masque familier
zts2278e	Indice (1)
zts2279e	La réponse
zts2280e	Va parler à Frigg.
zts2281e	Une situation délicate
zts2282e	Trop préoccupé
zts2283e	Un mauvais pressentiment
zts2284e	Va voir Ragnar encore une fois.
zts2285e	Apporte de la nourriture à Ragnar.
zts2286e	Un argument douteux
zts2287e	L'ambition de Ragnar
zts2288e	La loi de la jungle
zts2289e	Le diplomate
zts2290e	Préparatifs
zts2291e	Élimine tous les monstres 5 fois dans le raid de Fafnir.
zts2292e	Des malentendus et des explications
zts2293e	Apporte le cadeau à Utegarda.
zts2294e	Risque ta vie !
zts2295e	Le rituel du guerrier
zts2296e	Le rituel du guerrier (2)
zts2297e	La légende des Goths
zts2298e	Les Ratufus de la légende
zts2299e	Rends-toi au village.
zts2300e	La dernière issue
zts2301e	Trouve quelqu'un qui en sait plus sur les Ratufus de la légende.
zts2302e	Le conseil caché.
zts2303e	Parle avec Yertirand.
zts2304e	Installation !
zts2305e	Si ça n'existe pas, il faut le créer
zts2306e	Récupère les matériaux.
zts2307e	Si ça n'existe pas, il faut le créer (2)
zts2308e	Alibi
zts2309e	Alibi (2)
zts2310e	Découvre cet endroit.
zts2311e	Alibi (3)
zts2312e	Escroc
zts2313e	La deuxième mission
zts2314e	Réussis le raid de la Ferme des moutons.
zts2315e	Test de bon fonctionnement
zts2316e	Réussis le raid « Éviter le météore ».
zts2317e	Test de travail d'équipe
zts2318e	Réussis le raid du roi des Ratufus.
zts2319e	Gagne la reconnaissance des Goths.
zts2320e	Rencontre l'Ancien des Goths.
zts2321e	Parle avec l'Ancien des Goths.
zts2322e	Conviction
zts2323e	Conspiration
zts2324e	Yertirand a disparu
zts2325e	Rends-toi là-bas.
zts2326e	Yertirand a disparu (2)
zts2327e	Yertirand a disparu (3)
zts2328e	Source d'information
zts2329e	Parle avec Jennifer.
zts2330e	Source d'information (2)
zts2331e	Rends-toi à Tart Hapendam.
zts2332e	Trouve la garde
zts2333e	Parle avec la garde.
zts2334e	Trouve la garde (2)
zts2335e	Rends-toi à la Cité des aigles du désert.
zts2336e	Marchand
zts2337e	Parle avec le marchand.
zts2338e	Marchand (2)
zts2339e	Marchand (3)
zts2340e	Apporte la fleur de glace au marchand.
zts2341e	Marchand (4)
zts2342e	Apporte 200 000 pièces d'or au marchand.
zts2343e	Alchimiste d'arrière-cour
zts2344e	Parle avec l'alchimiste d'arrière-cour.
zts2345e	Alchimiste d'arrière-cour (2)
zts2346e	Alchimiste d'arrière-cour (3)
zts2347e	Apporte à l'alchimiste d'arrière-cour tout ce dont elle a besoin.
zts2348e	Alchimiste d'arrière-cour (4)
zts2349e	Alchimiste vagabond
zts2350e	Parle à l'alchimiste vagabond.
zts2351e	Alchimiste vagabond (2)
zts2352e	Alchimiste vagabond (3)
zts2353e	Alchimiste vagabond (4)
zts2354e	Apporte des pièces à l'alchimiste vagabond.
zts2355e	Alchimiste vagabond (5)
zts2356e	Grand doyen des Goths
zts2357e	Grand doyen des Goths (2)
zts2358e	Grand doyen des Goths (3)
zts2359e	Grand doyen des Goths (4)
zts2360e	Malcolm Mix
zts2361e	Apporte les matériaux à Malcolm Mix.
zts2362e	Tout est terminé
zts2363e	Apporte le parchemin lumineux au grand doyen des Goths.
zts2364e	Vers la Tour oubliée
zts2365e	Vers la Tour oubliée (2)
zts2366e	Élimine Yertirand.
zts2367e	Vers la Tour oubliée (3)
zts2368e	Vers la Tour oubliée (4)
zts2369e	La chute du mal
zts2370e	Élimine Yertirand corrompu.
zts2371e	La fin du voyage
zts2372e	Le début d'une réconciliation
zts2373e	Vers le Valhala
zts2374e	Va parler à l'âme de Barni.
zts2375e	Le chemin menant aux Catacombes abandonnées
zts2376e	Apporte 2 000 000 de pièces d'or au Dr Miaou.
