zts1e	새로운아이템
zts4709e	노스몰에서 구매한 아이템이 들어 있는 상자.[n]상자를 열면 아래의 품목중 임의의 1종을 획득한다.[n][얻을 수 있는 아이템][n]할로윈 변신 스크롤 10개[n]잭오랜턴 인장 5개[n]타로카드 [광대] 1개[n]타로카드 [마법사]  1개[n]타로카드 [연인] 1개[n]타로카드 [은둔자]  1개[n]타로카드 [죽음] 1개[n]타로카드 [악마] 1개[n]타로카드 [탑] 1개[n]타로카드 [별] 1개[n]타로카드 [달] 1개[n]타로카드 [태양] 1개[n]
zts4710e	마법 스쿠터가 들어있는 상자[n][주의사항][n]마법 스쿠터를 상자에서 꺼내면 더 이상 거래할 수 없습니다.[n][n]
zts4711e	마법 융단 상자
zts4712e	마법 융단이 들어있는 상자[n][주의사항][n]마법 융단을 상자에서 꺼내면 더 이상 거래할 수 없습니다.[n][n]
zts4713e	할로윈 보물상자(대만,말련)
zts4714e	노스몰에서 구매한 아이템이 들어 있는 상자.[n]상자를 열면 아래의 품목중 임의의 1종을 획득한다.[n][얻을 수 있는 아이템][n]펌프킨토리 구슬 1개[n]할로윈 변신 스크롤 12개[n]영혼 부활석 1개[n]파트너 보관 구슬 1개[n]카드상급보호스크롤 3개[n]안셀로안의 축복 3개[n]페어리 부스터 5개[n]실로안의 샘물 60개[n]파트너용 탕약 3개[n]모험가의 배낭 10일 1개[n]체면상승 물약 10개[n]
zts4715e	할로윈 보물상자(TW)
zts4716e	할로윈 보물상자(JP)
zts4717e	할로윈 보물상자(HK)
zts4718e	노스몰에서 구매한 아이템이 들어 있는 상자.[n]상자를 열면 아래의 품목중 임의의 1종을 획득한다.[n][얻을 수 있는 아이템][n]지름신의 축복 부적 1개[n]2회용 지름신의 보호 부적 1개[n]장비 보호 스크롤 2개[n]상급 카드 보호스크롤 2개[n]하급 카드 보호스크롤 3개[n]할로윈 변신 스크롤 1개[n]펌프킨토리 구슬 1개[n]에너지 상승 물약 10개[n]천사의 날개 99개[n]안셀로안의 축복 3개[n]검객토리 구슬 1개[n]무에타리토리 구슬 1개[n]공격력 상승 물약 10개[n]방어력 상승 물약 10개[n]큰 HP 회복제 99개[n]큰 MP 회복제 99개[n]향긋한 향수 5개[n]영혼 부활석 1개[n]스페셜 카드 캐리어 1개[n]수호신의 축복 5개[n]큰 스페셜 충전제 1개[n]중간 스페셜 충전제 1개[n]작은 스페셜 충전제 2개[n]포인트 초기화 물약 1개[n]모험가의 배낭 60일 1개[n]모험가의 배낭 30일 1개[n]모험가의 배낭 10일 1개[n]매우큰 전체 회복제 99개[n]
zts4719e	할로윈 보물상자(MY)
zts4720e	노스몰에서 구매한 아이템이 들어 있는 상자.[n]상자를 열면 아래의 품목중 임의의 1종을 획득한다.[n][얻을 수 있는 아이템][n]펌프킨토리 구슬 1개[n]할로윈 변신 스크롤 12개[n]영혼 부활석 1개[n]파트너 보관 구슬 1개[n]상급 카드 보호스크롤 3개[n]안셀로안의 축복 3개[n]페어리 부스터 5개[n]실로안의 샘물 60개[n]파트너용 탕약 3개[n]모험가의 배낭 10일 1개[n]체면상승 물약 10개[n]
zts4721e	할로윈 보물상자(TH)
zts4722e	노스몰에서 구매한 아이템이 들어 있는 상자.[n]상자를 열면 아래의 품목중 임의의 1종을 획득한다.[n][얻을 수 있는 아이템][n]펌프킨토리 구슬 1개[n]할로윈 변신 스크롤 1개[n]작은 스페셜 충전제 1개[n]매우큰 전체 회복제 50개[n]천사의 날개 10개[n]보름달의 수정 10개[n]장비 보호 스크롤 1개[n]
zts4723e	할로윈 보물상자(GSP)
zts4724e	노스몰에서 구매한 아이템이 들어 있는 상자.[n]상자를 열면 아래의 품목중 임의의 1종을 획득한다.[n][얻을 수 있는 아이템][n]펌프킨토리 구슬 1개[n]할로윈 변신 스크롤 20개[n]스페셜리스트 메달 1개[n]가방 30일 패키지 1개[n]
zts4725e	타로카드 뽑기상자(JP)
zts4726e	할로윈 보물상자에서 얻을 수 있는 타로카드 뽑기상자.[n]1장의 타로카드가 랜덤으로 나온다.[n]
zts4727e	밀라노 마을 북서쪽에 있는 잭오랜턴 은신처를 통해 잭오랜턴 레이드를 수행할 수 있다.[n]권장레벨 : 20-99[n][사용방법][n]사용시 원정대 리더가 될수 있다.[n]리더가 된후 다른사람 클릭후 원정대 영입버튼을[n]누르면 원정대로 가입시킬수 있다.[n]원정대원들과 함께 레이드맵 입구로 가서 리더가 입장하면[n]모두 자동으로 입장하게 된다.[n][주의사항][n]권장레벨 이상의 사람은 원정대에 참여는 가능하지만[n]패널티를 받는다.[n](하트개수 증가 없음, 원정성공시 보물상자 받지 못함)[n][이벤트 아이템][n]이 아이템은 이벤트 종료시 사라진다.[n][n]
zts4728e	마을 NPC들에게 Trick! of Treat!! 를 하고 받은 과자주머니.[n]모아서 브룩힐드의 하마꿍 집사에게 가져가면 할로윈 이벤트 선물과 교환 받을 수 있다.[n][이벤트 아이템][n]이 아이템은 이벤트 종료시 사라진다.[n][n]
zts4729e	노스몰에서 구매한 아이템이 들어 있는 상자.[n]상자를 열면 아래의 품목중 임의의 1종을 획득한다.[n][얻을 수 있는 아이템][n]펌프킨토리 구슬 1 개[n]마법 스쿠터 상자 1 개[n]안셀로안의 축복 5개[n]할로윈 변신 스크롤 30 장[n]화이트 데빌 코스튬(30일)[n]신사모 모자(30일)[n]팅커벨 코스튬(30일)[n][n]
zts4730e	마법 스쿠터 상자(태국)
zts4731e	마법 스쿠터를 얻을 수 있는 상자.[n]상자를 열면 아래의 품목중 임의의 1종을 획득한다.[n][얻을 수 있는 아이템][n]마법 스쿠터 상자[n]타로카드 팩[n]안셀로안의 축복[n]페어리 부스터[n]작은 스페셜 충전제[n]매우큰 전체 회복제[n]천사의 날개[n]보름달의 수정[n]장비 보호 스크롤[n]
zts4732e	마법 융단 상자(태국)
zts4733e	마법 융단을 얻을 수 있는 상자.[n]상자를 열면 아래의 품목중 임의의 1종을 획득한다.[n][얻을 수 있는 아이템][n]마법 융단[n]타로카드 팩[n]안셀로안의 축복[n]페어리 부스터[n]작은 스페셜 충전제[n]매우큰 전체 회복제[n]천사의 날개[n]보름달의 수정[n]장비 보호 스크롤[n]
zts4734e	아쿠아토리 티니박스(TH)
zts4735e	아쿠아 토리를 얻을 수 있는 상자.[n]상자를 열면 아래의 품목중 임의의 1종을 획득한다.[n][얻을 수 있는 아이템][n]아쿠아토리 구슬[n]작은 스페셜 충전제[n]매우큰 전체 회복제[n]체면상승 물약[n]천사의 날개[n]수호신의 축복[n]우정의 날개[n][n]
zts4736e	아쿠아토리 박스(TH)
zts4737e	아쿠아 토리를 얻을 수 있는 상자.[n]상자를 열면 아래의 품목중 임의의 1종을 획득한다.[n][얻을 수 있는 아이템][n]아쿠아토리 구슬[n]신년 복돼지 구슬[n]복 쥐 구슬[n]페어리 부스터[n]장비 보호 스크롤[n]등급고정 해제 스크롤[n]똑똑한 펫먹이[n]큰 스페셜 충전제[n][n]
zts4738e	신기한 박스(GSP 고가형)
zts4739e	놀라운 아이템을 얻을 수 있는 박스.[n]상자를 열면 아래의 품목중 임의의 1종을 획득한다.[n][얻을 수 있는 아이템][n]감기걸린토리 구슬[n]무에타이토리 구슬[n]페가수스 펫 구슬[n]큐티 레빗 펫 구슬[n]검객토리 구슬[n]토리토리 구슬[n]검투사토리 구슬[n]블랙토리 구슬[n]아쿠아토리 구슬[n]산타토리EX 구슬[n]샐라임[n]운디네[n]튜리크[n]에페리얼[n]우정의 날개[n]안셀로안의 축복[n]장비 보호 스크롤[n]모험가의 배낭 30일[n]파트너의 배낭 30일[n]펫의 배달바구니 30일[n][n]
zts4740e	신기한 박스(GSP 중가형)
zts4741e	놀라운 아이템을 얻을 수 있는 박스.[n]상자를 열면 아래의 품목중 임의의 1종을 획득한다.[n][얻을 수 있는 아이템][n]무에타이토리 구슬[n]페가수스 펫 구슬[n]큐티 레빗 펫 구슬[n]검객토리 구슬[n]토리토리 구슬[n]검투사토리 구슬[n]블랙토리 구슬[n]아쿠아토리 구슬[n]산타토리EX 구슬[n]샐라임[n]운디네[n]튜리크[n]에페리얼[n]우정의 날개[n]안셀로안의 축복[n]장비 보호 스크롤[n]모험가의 배낭 30일[n]파트너의 배낭 30일[n]펫의 배달바구니 30일[n][n]
zts4742e	신기한 박스(GSP 저가형)
zts4743e	놀라운 아이템을 얻을 수 있는 박스.[n]상자를 열면 아래의 품목중 임의의 1종을 획득한다.[n][얻을 수 있는 아이템][n]페가수스 펫 구슬[n]큐티 레빗 펫 구슬[n]검객토리 구슬[n]토리토리 구슬[n]검투사토리 구슬[n]블랙토리 구슬[n]아쿠아토리 구슬[n]산타토리EX 구슬[n]샐라임[n]운디네[n]튜리크[n]에페리얼[n]우정의 날개[n]안셀로안의 축복[n]장비 보호 스크롤[n]모험가의 배낭 30일[n]파트너의 배낭 30일[n]펫의 배달바구니 30일[n][n]
zts4744e	초보자 셋트(GSP)
zts4745e	초보 모험가를 위한 셋트.[n]상자를 열면 아래의 품목을 모두 얻을 수 있다.[n][얻을 수 있는 아이템][n]안셀로안의 축복[n]큰 HP 회복제[n]혼돈의 씨앗[n]자기소개서[n][n]
zts4746e	숙련자 셋트(GSP)
zts4747e	숙련된 모험가를 위한 셋트.[n]상자를 열면 아래의 품목을 모두 얻을 수 있다.[n][얻을 수 있는 아이템][n]지름신의 보호 부적[n]포인트 초기화 물약[n]작은 스페셜 충전제[n]장비 보호 스크롤[n][n]
zts4748e	푸른 하늘 마법박스(TW)
zts4749e	푸른 하늘 마법박스.[n]상자를 열면 아래의 품목중 임의의 1종을 획득한다.[n][얻을 수 있는 아이템][n]푸른 소녀 벨레 모자(7일)[n]푸른 소녀 벨레 모자(30일)[n]푸른 소녀 벨레 모자(영구)[n]푸른 소녀 선원복(7일)[n]푸른 소녀 선원복(30일)[n]푸른 소녀 선원복(영구)[n]무에타이 토리[n]푸른 소년 선원복(영구)[n]푸른 소년 선원복(30일)[n]푸른 소년 선원복(7일)[n]푸른 소년 해군 모자(영구)[n]푸른 소년 해군 모자(30일)[n]푸른 소년 해군 모자(7일)[n]푸른 하늘 여성 셋트 보물상자[n]푸른 하늘 남성 셋트 보물상자[n][n]
zts4750e	푸른 하늘 여성 셋트 보물상자
zts4751e	푸른 하늘 여성 셋트(영구) 코스츔을 얻을 수 있다.[n][n]
zts4752e	푸른 하늘 남성 셋트 보물상자
zts4753e	푸른 하늘 남성 셋트(영구) 코스츔을 얻을 수 있다.[n][n]
zts4754e	스페셜리스트 시공의 돌[n]제한레벨 : 30이상[n]시공의돌 조각을 이용하여 언제든지 시공의 돌로 입장할 수 있다.[n]시공의돌을 완료하면 스페셜리스트를 획득할 수 있다.[n]혼자서만 입장이 가능하다.[n]
zts4755e	스페셜리스트 시공의 돌[n]제한레벨 : 40이상[n]시공의돌 조각을 이용하여 언제든지 시공의 돌로 입장할 수 있다.[n]시공의돌을 완료하면 스페셜리스트를 획득할 수 있다.[n]혼자서만 입장이 가능하다.[n]
zts4756e	스페셜리스트 시공의 돌[n]제한레벨 : 50이상[n]시공의돌 조각을 이용하여 언제든지 시공의 돌로 입장할 수 있다.[n]시공의돌을 완료하면 스페셜리스트를 획득할 수 있다.[n]혼자서만 입장이 가능하다.[n]
zts4757e	스페셜리스트 시공의 돌[n]제한레벨 :60이상[n]시공의돌 조각을 이용하여 언제든지 시공의 돌로 입장할 수 있다.[n]시공의돌을 완료하면 스페셜리스트를 획득할 수 있다.[n]혼자서만 입장이 가능하다.[n]
zts4758e	스페셜리스트 시공의 돌[n]제한레벨 : 60이상[n]시공의돌 조각을 이용하여 언제든지 시공의 돌로 입장할 수 있다.[n]시공의돌을 완료하면 스페셜리스트를 획득할 수 있다.[n]혼자서만 입장이 가능하다.[n]
zts4759e	노스몰에서 구매한 아이템이 들어 있는 상자.[n]상자를 열면 아래의 품목중 임의의 1종을 획득한다.[n][얻을 수 있는 아이템][n]할로윈 변신 스크롤 10개[n]타로카드 [광대] 1개[n]타로카드 [마법사]  1개[n]타로카드 [연인] 1개[n]타로카드 [은둔자]  1개[n]타로카드 [죽음] 1개[n]타로카드 [악마] 1개[n]타로카드 [탑] 1개[n]타로카드 [별] 1개[n]타로카드 [달] 1개[n]타로카드 [태양] 1개[n]
zts4760e	페가수스 구슬
zts4761e	봉인항아리
zts4762e	몬스터가 봉인되어 있는 항아리.[n][n]마을이나 일반 필드, 자신의 미니랜드에서 사용하면 봉인되어 있던 몬스터가 소환된다.[n][n]소환된 몬스터를 쓰러트리면 많은 경험치와 함께 일정확률로 봉인된 보물상자를 획득할 수 있다.[n][n][주의 사항][n][n]미니랜드에 소환된 몬스터는 미니랜드에 아무도 없을 때 미니랜드의 주인이 접속을 해제하면 사라진다.[n][n][이벤트 아이템][n][n]이 아이템은 이벤트 종료 시 사라진다.[n][n]
zts4763e	봉인항아리(이벤트)
zts4764e	몬스터가 봉인되어 있는 항아리.[n]마을이나 일반 필드, 자신의 미니랜드에서 사용하면 봉인되어 있던 몬스터가 소환된다.[n]소환된 몬스터를 쓰러트리면 많은 경험치와 함께 일정확률로 봉인된 보물상자를 획득할 수 있다.[n][주의 사항][n]미니랜드에 소환된 몬스터는 미니랜드에 아무도 없을 때 미니랜드의 주인이 접속을 해제하면 사라진다.[n][이벤트 아이템][n]이 아이템은 이벤트 종료 시 사라진다.[n][n]
zts4765e	프로즌 변신 스크롤
zts4766e	아이템을 사용하면 겨울 분위기에 어울리는 프로즌 크라운의 몬스터로 변신한다. 변신 성공시 1개를 소모한다.[n][변신해제 방법][n]변신 상태에서 변신에 사용한 아이템을 다시 사용하면 아이템 소모 없이 변신이 해제된다.[n]변신 상태에서 사망하거나 접속을 해제해도 변신이 해제된다.[n][n]
zts4767e	프로즌 변신 스크롤(이벤트)
zts4768e	아이템을 사용하면 겨울 분위기에 어울리는 프로즌 크라운의 몬스터로 변신한다. 변신 성공시 1개를 소모한다.[n][변신해제 방법][n]변신 상태에서 변신에 사용한 아이템을 다시 사용하면 아이템 소모 없이 변신이 해제된다.[n]변신 상태에서 사망하거나 접속을 해제해도 변신이 해제된다.[n][이벤트 아이템][n]이 아이템은 이벤트 종료 시 사라진다.[n][n]
zts4769e	노스몰에서 구매한 아이템이 들어 있는 상자.[n][n]
zts4770e	신년 보물상자
zts4771e	노스몰에서 구매한 아이템이 들어 있는 상자.[n]상자를 열면 아래의 품목중 임의의 1종을 획득한다.[n][얻을 수 있는 아이템][n]마법 융단 상자 1개[n]페가수스 펫 구슬 1개[n]산타토리 구슬 1개[n]봉인항아리 50 개[n]프로즌변신스크롤 30 장[n]안셀로안의 축복 8개[n][n]
zts4772e	새해맞이 선물상자
zts4773e	새해가 되는 순간을 노스테일과 함께한 당신을 위한 선물 상자[n][이벤트 아이템][n][n]
zts4774e	봉인된 보물상자
zts4775e	봉인된 몬스터에게서 획득한 상자.[n]일정 확률로 희귀한 아이템 1종을 획득할 수 있다.[n][n]
zts4776e	작은 크리스마스 선물
zts4777e	산타클로스에게 받은 크리스마스 특별 선물상자.[n]상자를 열어서 다양한 선물을 획득할 수 있다.[n]주의 : 이 아이템은 이벤트 종료시 사라진다[n][n]
zts4778e	큰 크리스마스 선물
zts4779e	산타클로스에게 받은 크리스마스 특별 선물상자.[n]상자를 열어서 다양한 선물을 획득할 수 있다.[n]주의 : 이 아이템은 이벤트 종료시 사라진다.[n][n]
zts4780e	해피 뉴이어 황금상자
zts4781e	신년 기념 황금색 보물상자. 상자를 열어서 다양한 선물을 획득할 수 있다.[n]주의 : 이 아이템은 이벤트 종료시 사라진다.[n][n]
zts4782e	초보자 선물상자
zts4783e	노스테일 초보자를 위한 선물 모음이 들어있는 상자[n]
zts4784e	미니게임 상자
zts4785e	미니랜드에 설치할 수 있는 미니게임이 들어있는 상자. 상자를 열면 여러가지 미니게임 설치물 중 1개를 얻을 수 있다.[n]
zts4786e	푸른색 수정원석
zts4787e	녹색 수정원석
zts4788e	노란색 수정원석
zts4789e	파자마 카드(이벤트)
zts4790e	아버지는 말하셨지- 인생을 즐겨라!!![n][n]즐기면서 사는 인생- 다시 시작이다!![n]
