zts1e	밀라노 장비상점 (사용)
zts5186e	운석인지 비석인지.. 그게 떨어지는 바람에 생겨난건데, 어찌나 단단한지 내가 가진 곡괭이로는 도무지 부숴지지가 않아!
zts5187e	우, 운석이라고 하셨나요? 그런일이... 운석이 떨어진 곳이 어디죠?
zts5188e	저기 움푹 패인곳 보이나? 저 곳인데, 지금은 이것들 때문에 길이 막혀서 지나갈 수 없을 걸세.
zts5189e	이것만 부순다면.. (뭔가 더 단단한게 필요하겠어..) 방법이 있을 것 같아요! 잠시만요.
zts5190e	부탁드릴게 있어서 왔어요.
zts5191e	뭔데?
zts5192e	운석파편을 치워야 하는데, 곡괭이로는 도무지 부숴지지가 않아서요
zts5193e	그런거라면 커다란 쇠망치 정도는 필요하겠구만. 재료만 가져다주게, 금새 만들어주지!
zts5194e	감사합니다. 근데, 재료라면…?
zts5195e	금속과 나무가 있어야지! 질 좋은 걸로 구해와야 하네!
zts5196e	재료 구해왔어요. 여기요
zts5197e	호오! 아주 좋은 걸로 구해왔군! 충분하겠어. 잠시만 기다려보게.
zts5198e	.. 시간 경과 ..
zts5199e	웃샤! 자, 다 되었네!
zts5200e	히야! 역시 대단하세요! 정말 뭐든지 부술 수 있을 것 같은걸요?
zts5201e	하하! 좋은 일에 사용한다기에 신경 좀 썼지!
zts5202e	정말 감사합니다. 안녕히계세요.
zts5203e	이거라면 운석파편을 부술 수 있지 않을까요?
zts5204e	오~!! 이런 쇠망치라면 부술 수 있고 말고! 고맙네.
zts5205e	뭘요. 저도 좀 도와드릴게요.
zts5206e	화끈한 친구로구만! 빨리 치우세나.
zts5207e	휴~.
zts5208e	자네 정말 힘이 좋구만! 덕분에 쉽게 일을 마쳤네.
zts5209e	정말 수고가 많으셨어요. 그럼 전 운석을 확인하러 가봐야 겠어요.
zts5210e	그래. 운석이라면 비석처럼 생긴 걸 찾으면 될거네. 아참! 요즘 이 근처에서 이상한 기운이 느껴지니 조심해서 가게나.
zts5211e	…?
zts5212e	헉, 헉! 이 녀석들 원래 이렇게 강한 녀석들이 아닌데… 좀 이상한걸?
zts5213e	운석 때문인가…? 운석을 빨리 조사해 봐야겠어!
zts5214e	드디어 운석에 왔다! 잉? 정말 비석처럼 생겼자나??
zts5215e	아… 왜이러지… 좀 어지럽네…
zts5216e	무언가에 홀린 듯 운석에 손을 댄 순간, 눈 앞에 새하얗게 변하며 영상이 스쳐지나갔다.
zts5217e	…… 여긴 어디지? 저 사람들은..?
zts5218e	저 못생긴 사람이 악당인 것 같네. 여자를 납치하려는 건가? 그럼... 빨간 옷을 입은 사람은 여자를 구하려고??
zts5219e	친절하게도 서로 이름을 불러주는군.. 악당이 나마주, 빨간 옷이 자자마루, 여자가 사쿠라 공주라 이거지?
zts5220e	저 둘... 굉장히 강해보여... 어라라? 저 녀석 도망친다! 갑자기 게이트가 생겨나다니…
zts5221e	저 비석에서 게이트가 나왔었지? 어라? 저 비석은! 운석과 같은 모양이잖아?!
zts5222e	저 비석을 좀 살펴봐야겠어..
zts5223e	이건 뭐지?? 돌인 것 같은데.. 신기하게 생겼네?
zts5224e	비석 근처에 떨어져 있던 돌을 집어드는 순간, 눈 앞에 펼쳐진 영상이 사라졌다.
zts5225e	...! 돌을 가지고 있다!! 단순한 영상이 아니었나..
zts5226e	이 돌이 영상과 연관이 있는 거라면... 어쩌면 그 들과 다시 만날 수 있을 지 모르겠는걸..
zts5227e	이 비석의 구멍에 꼭 맞는다! 역시, 어디서 본 것 같은 문장이더라니..
zts5228e	구멍이 몇 개 더 있는 걸로 봐서.. 이 곳을 잘 기억해 놔야겠어.
zts5229e	에릴에게 경위를 설명했다.
zts5230e	카드에 사람이?? 그런 일이 있을 수 있나요?
zts5231e	무슨 일이 벌어졌는지 알겠어요?
zts5232e	음… 저는 도움이 안될 것 같은걸요? 그런 일이라면 셀빅씨한테 물어보세요. 도움이 되어 주실지도 몰라요.
zts5233e	그렇군요… 잘 알겠습니다.
zts5234e	셀빅에게 경위를 설명했다.
zts5235e	흠….
zts5236e	뭔지 아시겠어요?
zts5237e	네, 그런 카드가 있다는 것은 들었습니다만…. 그런데, 봉인된 사람을 원래대로 돌아오게 한다는 것은….
zts5238e	방법이 있다면 가르쳐 주세요! 뭐라도 좋아요!
zts5239e	흠…. 일시적인 거라면… 카드에서 잠시 나오게 할 수는 있을 것 같긴한데….
zts5240e	정말이에요!?
zts5241e	네. 그렇지만, 정령의 정수라는 아이템이 필요해요. 그런 물건이라면 라울씨가 알고 있을테니 한 번 물어보세요.
zts5242e	알겠습니다. 고마워요.
zts5243e	라울! 라울!! 어디 있어요!!
zts5244e	네, 네. 여기 있어요. 무슨 일이신지..?
zts5245e	정령의 정수! 정령의 정수가 필요해요!! 어딜 가면 구할 수 있죠??
zts5246e	지, 진정하세요. 정령의 정수라면 제가 만들어드릴 수 있어요.
zts5247e	아! 다행이다. 너무 급했죠.. 죄송해요. 지금 만들어 주실 수 있으세요?
zts5248e	만드는 거야 어렵지 않지만… 재료가… 그 재료라는게 쉽게 구할 수 있는게 아니라서….
zts5249e	어떻게든 구해보겠어요! 뭐가 필요한지 말씀해주세요.
zts5250e	음.. 맑은물과 요정의 인분이 필요한데.. 맑은물은 오늘 아침에 가져다 놓은게 있지만, 요정의 인분은 요정과 친하지 않으면 구할 수 없어요.
zts5251e	아..! 혹시.. 요정과 친한 벨로치카씨라면..
zts5252e	맞아! 라울씨 금방 돌아올께요. 급해서 그러니.. 미리 준비 좀 해주세요.
zts5253e	네, 넵!!
zts5254e	벨! 로! 치! 카! 씨!!
zts5255e	어휴~ 정신없어. 좀 조용히 해주세요. 요정들이 놀라겠어요!
zts5256e	죄, 죄송해요. 너무 급해서 그만….
zts5257e	벨로치카는 그렇게 속 좁은 사람이 아니랍니다~ 그런데 무슨 일로 이렇게 급하게 찾아오셨어요?
zts5258e	요정의 인분이 필요한데.. 벨로치카씨라면 가지고 있지 않으세요?
zts5259e	지금은 가지고 있지 않지만, 요정들에게 부탁한다면 구할 수는 있어요.
zts5260e	정말이요!? 좀 구할 수 있을까요? 부탁이에요.
zts5261e	<pname>님도 아시겠지만, 요정들은 워낙 기분파라서.. 맛있는 음식을 해준다면 요정의 인분을 줄거에요.
zts5262e	그런데.. 마침 요리에 쓸 향신료가 다 떨어져버렸는데.. 향기로운 풀잎 5장 정도만 가져다 주실 수 있나요?
zts5263e	넵! 그런 일이라면 식은 죽 먹기죠! 옛썰~!
zts5264e	여기 가져왔어요!
zts5265e	와아~! 이걸로 요정들과 즐거운 점심 식사를 할 수 있겠네요! 요정들에게 말해볼게요. 잠시만요.
zts5266e	여기, 약속드린 요정의 인분이요.
zts5267e	감사합니다!
zts5268e	아뇨~ 덕분에 요정들과 즐거운 점심 식사를 할 수 있었는걸요~
zts5269e	(이제 재료가 다 모인 거겠지? 빨리 자자마루를 구해야돼!!)
zts5270e	오셨군요. 기다리고 있었습니다.
zts5271e	급해요! 빨리 만들어주세요.
zts5272e	자, 잠깐만 기다려주세요….
zts5273e	조, 좋아! 됐어요. 여기….
zts5274e	아! 고마워요. 무리한 주문을 해서 미안해요….
zts5275e	아, 아니에요. 도움이 되었다니 저도 기쁩니다.
zts5276e	(이 것만 있으면… 자자마루를 원래대로 되돌릴 수 있을 거야! 셀빅씨한테 가보자!)
zts5277e	셀빅씨! 정령의 정수를 가져왔어요! 이제 어떻게 하면 되는거죠?
zts5278e	간단해요. 정령의 정수를 그 카드에 뿌리세요.
zts5279e	이, 이렇게요?
zts5280e	네. 처, 천천히요! 어디까지나 일시적으로만 나오게 할 수 있다는 것, 명심하세요! 시간이 많지 않아요.
zts5281e	정령의 정수를 카드에 뿌리니 조금씩 연기가 나기 시작했다. 잠시 후….
zts5282e	아아… 여기는..? 고맙소.. 정황은 카드 속에서 다 들은 바이오. 시간이 많지 않은 듯 하니.. 염치없지만.. 내 부탁 좀 들어주겠소?
zts5283e	네! 기꺼이 돕겠어요!
zts5284e	고맙소... 이계로 와서 그대와 같은 친우를 만나게 되다니.. 그 무엇보다 기쁘다오!
zts5285e	저 역시…
zts5286e	혹시 근처에 못 보던 게이트가 생겨나지 않았소? 내가 살던 곳과 같은 기운이 강하게 느껴지고 있소!
zts5287e	새로운 게이트라면... 북부 평원에서 발견되었다는 보고가 있습니다.
zts5288e	역시! 그 곳을 통하면 내가 살던 곳으로 갈 수 있을거요. 그 곳에 공주의 머리장식을 숨겨두었다오. 그걸 좀 찾아주시겠소?
zts5289e	머리장식 이라니..? 특별한 건가요?
zts5290e	그렇소, 그 머리장식에는 공주의 힘이 깃들어 있다오. 덕분에 내가 이 곳까지 올 수 있었던 거요.
zts5291e	아..
zts5292e	그리고... 전에 느꼈을 테지만, 나마주는 이 몸의 힘으로만 쓰러뜨릴 수 있소.
zts5293e	비록 카드에 봉인된 몸이지만.. 카드에 담긴 이 몸의 힘을 그대가 사용해 주시겠소? 이 힘을 그대에게 맡기겠소.
zts5294e	부탁하오. 이 몸의 힘을 이용해서 공주를 구해주시오.
zts5295e	알겠어요...! 꼭 공주를 구해내고 말겠어요!
zts5296e	이 몸의 힘에 익숙해지도록 수련을 해야 할 것이오... 부.. 탁.. 하.. 오…
zts5297e	자자마루는 다시 카드에 봉인되어 버렸다.
zts5298e	자자마루.. 걱정하지 말아요!  꼭 사쿠라 공주를 구해내겠어요. 당신과 함께....!!
zts5299e	플레어이님, 잠시만요.
zts5300e	네? 무슨 일이신지..?
zts5301e	<pname>에게 너무도 깨끗한 힘이 느껴져요..
zts5302e	하핫! 쑥쓰럽게 왜 그러세요~
zts5303e	아, 그게 아니라.. 가지고 계신 악세서리에서…
zts5304e	….
zts5305e	아! 그 머리장식 이군요! 잠깐 보여주실 수 있으세요?
zts5306e	네, 그러세요.
zts5307e	이렇게 맑은 힘이라니…! 어? 그런데... 이 느낌은... 이 힘의 주인… 어딘가에 갇혀있지 않나요?
zts5308e	네! 갇혀있어요! 어떻게 아셨죠?
zts5309e	저는 악세서리에 담긴 기운이라면, 모든 것을 알 수 있어요.
zts5310e	그렇다면, 봉인되어 있는 주인을 원래대로 돌려주실 수는 없으세요?
zts5311e	악세서리에 주인의 힘이 가득 담겨 있다면.. 하지만, 이 머리장식에는 그다지 많은 힘이 남아있지 않아요..
zts5312e	이런... 그럼 방법이 없는 건가요?
zts5313e	방법은 알고 있지만... 불가능해요.
zts5314e	왜죠? 뭐든지 해 보이겠어요! 알려주세요.
zts5315e	뭐든지요..? 음.. 마법사의 탑을 알고 계신가요?
zts5316e	마법사의 탑이라면.. 버려진?
zts5317e	네. 그 곳은 흑마법사에 의해 탄생된 마물들이 득실거리는 곳이죠.
zts5318e	그 곳에서 뭘 하면 되는거죠?
zts5319e	흑마법사들은 마물에게 생명을 불어 넣기 위해 영혼의결정을 사용했어요. 그 마물을 죽이면 영혼의결정을 얻을 수 있는데.. 마물들이 워낙 강해서..
zts5320e	영혼의결정... 구해오겠어요!
zts5321e	영혼의결정으로 보석을 만들어야 하는데, 결정은 아주 작아요. 최대한 많이 모아 주세요.
zts5322e	헉, 헉! 이 정도면 되겠지..? 사쿠라공주…
zts5323e	갇혀있다는 분.. 굉장히 소중한 분인가봐요.. 이렇게 까지 수고를 해주시다니..
zts5324e	소중한 친구의 부탁입니다. 꼭 지켜내야해요!
zts5325e	그렇군요.. 그 약속, 꼭 지킬 수 있게 해드릴게요! 잠시만요.
zts5326e	영혼의보석을 만들었어요. 이걸 머리장식에 넣으면, 힘은 금새 모일거에요.
zts5327e	아..! 빨리.. 부탁해요.
zts5328e	그럼, 지금 넣을게요. 조심하세요.
zts5329e	...?
zts5330e	영혼의보석를 머리장식에 넣자, 머리장식을 중심으로 엄청난 힘이 모여들기 시작했다.
zts5331e	어, 엄청난 기운이네요.
zts5332e	이제 다 됐어요.
zts5333e	사쿠라공주는..? 바로 나오는거 아니었나요?
zts5334e	갇혀있는 분의 이름이 사쿠라인가요? 그 분의 이름을 불러보세요. 응답이 있을거에요.
zts5335e	그렇군요. 감사합니다. 정말 고마워요!
zts5336e	사쿠라공주의 봉인을 풀어라
zts5337e	자자마루 퀘스트 받기
zts5338e	흠…. 일시적인 거라면… 카드에서 잠시 나오게 할 수 있을 것 같긴한데….
zts5339e	자신있게 말은 했지만… 나마주, 보통내기가 아닌데….
zts5340e	<pname>!! 뭘 망설이는거야! 자자마루가 나와 함께 하고 있어!
zts5341e	자자마루.. 지켜봐주세요! 당신과의 약속, 꼭 지켜내겠어요!
zts5342e	<pname>님, 잠시만요.
zts5343e	<pname>님에게 너무도 깨끗한 힘이 느껴져요..
zts5344e	자자마루 시공
zts5345e	휴~ 놀래라.. 갑자기 이런 곳으로 들어오게 될 줄이야.. 넌?! 나마주!!
zts5346e	헥?! 넌 누구냐? 그리고, 내 이름은 어찌 아느냐?
zts5347e	앗, 거기 당신! 나 지금 붙잡혀 있는 거야! 도와줘!
zts5348e	(이번엔 내가 보이나 본데?? 그나저나.. 자자마루는 아직 쫓아오지 못한건가..?)
zts5349e	(여기서 싸운다는건, 상대의 힘이 어느 정도인지 모르니 위험한 일이란 말이지..) 일단은 물러나주지..! 날 방해하는건 용서하지 않겠다!!
zts5350e	어, 어! 기다렷! 순식간에 도망쳐 버렸다.. 어쌔신 만큼이나 날쌘걸..?
zts5351e	이건.. 돌?! 일부러 흘리고 가는건가...? 이번 건 모양이 좀 특이하네.. 이 문장은?! 어디서 본 것 같다!
zts5352e	찾았다! 나마주!
zts5353e	아~ 날 구하러 와 준거야?
zts5354e	너 이놈, 그 때 그…! 방해하지 말라고 경고 했을텐데!! 너희들이 해치워버렷!
zts5355e	휴~ 꽤나 끈질긴 녀석들어었어… 시간이 너무 지체되 버렸는걸.. 서둘러 쫒아가자!
zts5356e	이 녀석 어디로 도망간거야! 으잉?! 이건 검이 부딪히는 소리?? 누군가 싸우고 있다. 가보자!!
zts5357e	어? 저 사람은.. 자자마루? (게이트를 넘지 못한 자자마루가 어떻게 여기에..) 지금은 시간이 없다! 도와주자.
zts5358e	그대가 누구인지는 모르겠으나, 도와줘서 정말 고맙소.
zts5359e	아뇨, 무사해서 다행입니다.
zts5360e	그럼, 이 몸은 급해서 이만... 이 은혜는 잊지 않겠소!
zts5361e	앗! 자, 잠깐! 같이 가요!
zts5362e	나마주! 드디어 만났군!!
zts5363e	뭐, 뭐얏!? 자자마루 니가 어떻게 여기에 있는 거지??
zts5364e	자자마루!? 어머! 도대체 뭐하는 거얏! 빨리 날 구하란 말야!
zts5365e	저도 도울께요. 자자마루!
zts5366e	그대는...!? 마음은 고맙소만.. 그대의 공격이 나마주에게 먹혀들지…
zts5367e	(이, 이럴수가..! 내 공격이 전혀 먹혀들지 않아!!)
zts5368e	나마주는 특별한 힘을 가진 자요. 나 이외에는 저 녀석을 처치할 수 없소... 그대는 공주를 보호해주시오.
zts5369e	으아...악!
zts5370e	흥! 어떠냐, 나마주!!
zts5371e	억울하단 말이지, 자자마루...! 여기까지 인가…
zts5372e	(도움이 되진 못했지만.. 이렇게 끝낼 수 있다면 다행이지..)
zts5373e	긴 세월, 끝내지 못한 싸움. 드디어 이 곳에서 종지부를 찍게 되는 구나! 마지막이닷!
zts5374e	그때, 기다렸다는 듯이 웃음을 띄는 나마주. 뭔가 위험하다고 느낀 찰라, 나맞다유의 손에 들린 카드에 자자마루가 흡수되고 만다…
zts5375e	자자마루를 어떻게 한거야!?
zts5376e	저 카드로 인간을 봉인할 수 있다는 거지~ 제대로 걸려 들어 가지곤... 멍청한 자자마루! 낄낄!!
zts5377e	(나 혼자서는 나마주를 막을 수 없어... 지금은 도망가는 수밖에... 다음번엔 꼭 공주를 구해내겠어!)
zts5378e	사쿠라공주, 꼭 다시 데리러 오겠어요! 조금만 참아요!
zts5379e	그래, 니 놈이 있다는 걸 잊고 있었군! 저 놈을 잡아라!! 기분 좋은 하루군. 낄낄낄!!
zts5380e	너 이놈! 잊지 않겠다!!
zts5381e	헥!? 이 녀석, 카드를 가지고 갔나? 하긴 , 이미 봉인되었는데 지깟놈이 뭘 할 수 있겠나. 낄낄낄!!
