zts1e	New Item
zts1457e	Bamboo leaves for Event
zts1458e	Fragrant pocket
zts1459e	Event rice
zts1460e	Seal for Holiday event
zts1462e	Food for Smart pet
zts1463e	When your pet eats this item, it gains the ability to pick up dropped items automatically. [n] (Working only in D mode and it picks up the owner's items only ) [n] The player can still pick up items themselves [n] The item comes into the owner's inventory [n][n] If the pet is put into the bead, this function is cancelled
zts1464e	If used, you are not affected [n] by the poison of Foggy Giant. [n] Used for quest, so keep it well. [n][n]
zts1465e	Through festival venue in Milano [n] you can do ' Raid'. [n] Recommend Lv. : 20 - 99 [n] [How to use] The user becomes the team leader. [n] After being a leader, click other character [n] and click 'invitation' button. [n] Go to Raid entrance [n] If the leader enters [n] all members will enter the raid automatically. [n] [warning] The character with higher Lv. than the recommended Lv. [n] can enter the raid, but will get the penalty. [n] (Heart is not increased, No treasure box in time of success) [n][n]
zts1466e	Cannot be traded by users. [n]
zts1467e	If used, it protects from Mandragora's scream at a certain probability. [n] It can not be traded between users. [n]
zts1468e	If used, it protects from passing out. [n] It can not be traded between users. [n][n]
zts1469e	If used, it protects from blooding. [n] It can not be traded between users. [n]
zts1470e	It can not be traded between users. [n][n]
zts1471e	If used, it protects from Mandragora's scream at a certain probability. [n] It can not be traded between users. [n]
zts1472e	If used, it protects from blooding. [n] It can not be traded between users. [n]
zts1473e	Bead of Tri-angle fairy
zts1474e	When you bring Tri-angle fairy as your pet, [n] fairy does not need food. [n] (Instead MP of Tri-angle fairy consumed) [n]
zts1475e	When you bring Tri-angle fairy as your pet, [n] fairy does not need food. [n] (Instead MP of Tri-angle fairy consumed) [n]
zts1476e	Fountain of Savior
zts1477e	Respawns the character[n] when it dies in the Land of death
zts1478e	Scroll of Teleport to Twilight Cliff
zts1479e	Teleports the character[n] to the twilight cliff which links to the Land of death
zts1480e	Respawns the character[n] when it dies in the Land of death
zts1481e	Application form of Land conquest battle
zts1482e	Teleports the character[n] to the twilight cliff which links to the land of death
zts1483e	Forms the group to join Land conquest battle.[n] Can be used only by family head and assistant [n] The character using it becomes a leader [n] Leader clicks others [n] and they become the member. [n] Apply at TimeCircle and [n] can join the battle at starting time.[n][n]
zts1484e	2nd story warehouse in super size (Permanent)
zts1485e	Can use all 56 slots [n]
zts1486e	Can use all 56 slots [n][n]
zts1487e	Spirit of Fire and grows up to Lv.70 [n]
zts1488e	Spirit of Water and grows up to Lv.70 [n]
zts1489e	Spirit of Light and grows up to Lv.70 [n]
zts1490e	Spirit of Darkness and grows up to Lv.70 [n]
zts1491e	If used, it protects from Mandragora's scream at a certain probability [n][n]
zts1492e	If used, it protects from passing out [n][n]
zts1493e	If used, it protects from blooding. [n]
zts1494e	Spirit of Fire and grows up to Lv.70 [n]
zts1495e	Spirit of Water and grows up to Lv.70 [n]
zts1496e	Spirit of Light and grows up to Lv.70 [n]
zts1497e	Spirit of Darkness and grows up to Lv.70 [n]
zts1498e	NotUse
zts1499e	NotUse
zts1500e	NotUse
zts1501e	NotUse
zts1502e	NotUse
zts1503e	NotUse
zts1504e	NotUse
zts1505e	NotUse
zts1506e	NotUse
zts1507e	NotUse
zts1508e	NotUse
zts1509e	NotUse
zts1510e	Thronblade
zts1511e	Eglance
zts1512e	Darkscramer
zts1513e	hero's crossbow
zts1514e	Elemental bow
zts1515e	Hazard bow
zts1516e	Wing spell gun
zts1517e	Seraphim staff
zts1518e	Taracen staff
zts1519e	Eye bandage 1
zts1520e	Eye bandage 2
zts1521e	Eye bandage 3
zts1522e	Eye bandage 4
zts1523e	Eye bandage 5
zts1524e	Mask 1
zts1525e	Mask 2
zts1526e	Mask 3
zts1527e	Mask 4
zts1528e	Mask 5
zts1529e	Eye bandage 2-1
zts1530e	Eye bandage 2-2
zts1531e	Eye bandage 2-3
zts1532e	Eye bandage 2-4
zts1533e	Eye bandage 2-5
zts1534e	Shining battle gauntlets
zts1535e	Shining chain gauntlets
zts1536e	Shining fast gloves
zts1537e	Shining resistance gloves
zts1538e	Shining storm gloves
zts1539e	Shining flame gloves
zts1540e	Shining divine gloves
zts1541e	Shining death gloves
zts1542e	Shining protection boots
zts1543e	Shining heavy metal boots
zts1544e	Shining wind boots
zts1545e	Shining steel boots
zts1546e	Shining wave shoes
zts1547e	Shining fire shoes
zts1548e	Shining shine shoes
zts1549e	Shining shadow shoes
zts1550e	Compensation box level 1
zts1551e	Compensation box level 2
zts1552e	Compensation box level 3
zts1553e	Compensation box level 4
zts1554e	Compensation box level 5
zts1555e	Crusader card
zts1556e	Berserker card
zts1557e	Destroyer card
zts1559e	Blue magician card
zts1560e	Dark gunner card
zts1561e	The First Grade Building Recipe
zts1562e	The Second Grade Building Recipe
zts1563e	Recipe A for boots
zts1564e	Recipe B for boots
zts1565e	Recipe A for gloves
zts1566e	Recipe B for gloves
zts1567e	Consumables Recipe
zts1568e	Strong HP Recovery Potion
zts1569e	Strong MP Recovery Potion
zts1570e	Strong All Recovery Potion
zts1571e	Basic SP Recovery Potion
zts1572e	Attack enhancement potion
zts1573e	Armor enhancement potion
zts1574e	Energy increase potion
zts1575e	Experience increase potion
zts1576e	Construction brick
zts1577e	Seed of life
zts1578e	Chicken egg
zts1579e	Carp
zts1580e	Oriharcon
zts1581e	Rare Leaf
zts1582e	Chubby Worm
zts1583e	Mackerel
zts1584e	Hammer
zts1585e	Ax
zts1586e	Mithril Ore
zts1587e	Needle
zts1588e	Diamond
zts1589e	The branch of the Worldly Wood
zts1590e	Whale
zts1591e	Mysterious Stone
zts1592e	Apple
zts1593e	Golden Feather
zts1594e	Bobbin
zts1595e	Pyro-Stone
zts1596e	Aqua-Stone
zts1597e	Proton-Stone
zts1598e	Darkness-Stone
zts1599e	Legendary Metal Rule
zts1600e	Legendary Wood
zts1601e	Legendary Cloth
zts1602e	Legendary Leather
zts1603e	Shabby Stone Pit
zts1604e	Shabby Lumber Mill
zts1605e	Shabby Shooting Field
zts1606e	Shabby Fishing Lot
zts1607e	Useful Stone Pit
zts1608e	Useful Lumber Mill
zts1609e	Useful Shooting Field
zts1610e	Useful Fishing Lot
zts1611e	Excellent Stone Pit
zts1612e	Excellent Lumber Mill
zts1613e	Excellent Shooting Field
zts1614e	Excellent Fishing Lot
zts1615e	Can make useful buildings. Double click to see the list [n][n]
zts1616e	Can make Excellent buildings. Double click to see the list[n][n]
zts1617e	Can produce various shoes. Double click to see the list.[n][n]
zts1618e	Can produce various shoes. Double click to see the list.[n][n]
zts1619e	Can produce various gloves. Double click to see the list.[n][n]
zts1620e	Can produce various gloves. Double click to see the list.[n][n]
zts1621e	Produce various consumables. Double click to see the list[n][n]
zts1622e	When used, 100% HP recovery on you and your Nosmate[n][n]
zts1623e	When used, 100% MP recovery on you and your Nosmate[n][n]
zts1624e	When used, 100% HP & MP recovery on you and your Nosmate[n][n]
zts1625e	Fills up 10,000 on basic SP when used. [n][n]
zts1626e	20% enhancement on attack for 10 minutes [n][n]
zts1627e	20% enhancement on armor for 10 minutes [n][n]
zts1628e	20% enhancement on HP & MP for 10 minutes [n][n]
zts1629e	20% enhancement on experience for 10 minutes [n][n]
zts1630e	The Altair's heart
zts1631e	It is a material for making a gift set of the seventh of July.[n] It will disappear, when the event is ended.[n][n]
zts1632e	The Vega's tear
zts1633e	It is a material for making a gift set of the seventh of July.[n] It will disappear, when the event is ended.[n][n]
zts1634e	Feather of bird
zts1635e	It is a material for making a gift set of the seventh of July.[n] It will disappear, when the event is ended.[n][n]
zts1636e	Gift set of the seventh of July
zts1637e	Select an opposite gender character and give it to him/her by double clicking.[n] If the opposite gender character accept it, blessing of the seventh of July will be working for 50 minutes.[n] ] It will disappear, when the event is ended.[n][n]
zts1638e	Cool heart
zts1639e	Purity wild flower
zts1640e	Passionate wild flower
zts1641e	Small bell
zts1642e	Peober's skin
zts1643e	Moth's dust
zts1644e	Spirit's dust
zts1645e	Bubble gum
zts1646e	Rolli's cornu
zts1647e	Brave soul's crystalloid
zts1648e	Golden maple leaf
zts1649e	Golden color stamen
zts1650e	Mother mole's whisker
zts1651e	Filled water bottle
zts1652e	Racoony bird's brush
zts1653e	Durability recharge coupon
zts1654e	Can use [n] by pressing the use coupon button on land management window. when use [n], increase durability of production field without gold consumption
zts1655e	Coupon for Double production
zts1656e	When kept, you will be asked for use during the mini game reward. When used [n], you will be rewarded 2 times more. [n][n][n]
zts1657e	Coupon for Production Point
zts1658e	Double-click to use. [n] Can be used when Production Point is 0. [n] Fills up Production Points completely
zts1659e	Double-click to use. [n] Increases Production Points by 500.
zts1660e	Adventurer's knapsack for 10days
zts1661e	Adventurer's knapsack for 30days
zts1662e	Adventurer's knapsack for 60days
zts1663e	Partner's backpack 10 days
zts1664e	Partner's backpack 30 days
zts1665e	Partner's backpack 60 days
zts1666e	Pet's delivery basket 10 days
zts1667e	Pet's delivery basket 30 days
zts1668e	Pet's delivery basket 60 days
zts1669e	Backpack set 10days
zts1670e	Backpack set 30days
zts1671e	Backpack set 60days
zts1672e	Blessing of Erenia
zts1673e	Blessings of Guardian Angel
zts1674e	Blessing of Zenas
zts1675e	Blessing set
zts1676e	Fierce mask A
zts1677e	Fierce mask B
zts1678e	Fierce mask C
zts1679e	Silence mask A
zts1680e	Silence mask B
zts1681e	Silence mask C
zts1682e	Eye bandage of abyss A
zts1683e	Eye bandage of abyss B
zts1684e	Eye bandage of abyss C
zts1685e	Bead of Bushtail
zts1686e	Bead of Gladiator Bushtail
zts1687e	Bead of Black Bushtail
zts1688e	A little polluted water
zts1689e	Mysterious box A
zts1690e	Mysterious box B
zts1691e	Mysterious box C
zts1692e	Polluted water
zts1693e	Very polluted water
zts1694e	Clean water
zts1695e	Liver of a dark evil dog
zts1696e	Fairy booster
zts1697e	Energy booster
zts1698e	When used, you are granted with the next capability for 10 days. [n] 13 inventory spaces are added to each inventory of equipment, main and ETC. They total 39 additonal inventory spaces. [n] Cannot be used with medals. [n][n]
zts1699e	Can open warehouse anytime, anywhere with the Pet. [n] Cannot use when pet is dead. [n]Cannot be used when warehouse is not installed.[n]
zts1700e	50% enhancement on Nosmate's war experience level achievement. [n]Nosmate's movement speed increased by 2 [n] (For 1 hour)[n]
zts1701e	Blessing of Ancelloan
zts1702e	Battle experience and job experience are increased by 100% [n]It can't be used with medal. [n] (It is available for 1 hour)
zts1703e	Holy water of respawn
zts1704e	When used you are granted with the next capability for 10 days. [n] 13 inventory spaces are added to each inventory of equipment, main and ETC. They total 39 additonal inventory spaces. [n] Cannot be used with medals. [n][n]
zts1705e	When used you are granted with the next capability for 60 days. [n] 13 inventory spaces are added to each inventory of equipment, main and ETC. They total 39 additonal inventory spaces. [n] Cannot be used with medals. [n][n]
zts1706e	Loopuster
zts1707e	Rockbreak
zts1708e	Bergarce
zts1709e	Seraphion
zts1710e	Caipe'ru
zts1711e	Eca'ra'cci
zts1712e	Mook'Razue
zts1713e	Fair'losue
zts1714e	Renobi'r
zts1715e	Cai'lander
zts1716e	Suphi'rudin
zts1717e	Ridy'arce
zts1718e	Roob'raph glove
zts1719e	Ignore gauntlet
zts1720e	Hazerumble shoes
zts1721e	Ku'ru'kelron boots
zts1722e	Diareason necklace
zts1723e	Rudise'selrun necklace
zts1724e	Kedenoss necklace
zts1725e	Diareason ring
zts1726e	Rudise'selrun ring
zts1727e	Kedenoss ring
zts1728e	Diareason bracelet
zts1729e	Rudise'selrun bracelet
zts1730e	Kedenoss bracelet
zts1731e	Magical darling
zts1732e	Helmet of a black knight
zts1733e	Mask of a black knight
zts1734e	800 HP increase when in use.[n] Get a present box after collecting all N.O.S.! Items.[n] It dissapears when the event has ended. [n][n]
zts1735e	800 MP increase when in use.[n] Get a present box after collecting all N.O.S.! Items.[n] It dissapears when the event has ended. [n][n]
zts1736e	1000 MP & HP increase when in use.[n] Get a present box after collecting all N.O.S.! Items.[n] It dissapears when the event has ended. [n][n]
zts1737e	When you have all N.O.S items, and use this[n] you will get a present box. [n] This item dissapears when the event has ended[n][n]
zts1738e	Battle experience and job experience are increased by 100%[n] (It is available for 1 hour.)[n]
zts1739e	This item can be used once a day per account. [n] You will get a present box upon use. [n] This item dissapears when the event has ended[n][n]
zts1740e	When you have all N.O.S items, and use this[n] you will get a present box. This item can be used once a day per account. [n] This item dissapears when the event has ended[n][n]
zts1741e	When you use the fairy booster, you can't change the fairy until it's duration has expired.[n][n]
zts1742e	Gives you various presents when double-clicked.[n] This item goes away when the event is ended. [n][n]
zts1743e	Green cake
zts1744e	Red cake
zts1745e	White cake
zts1746e	Challenge! Basilisk
zts1747e	Challenge! Giant knight
zts1748e	Challenge! Trikung Trikung
zts1749e	Challenge! Crisos
zts1750e	Amir's torn cloth print
zts1751e	Amir's torn weapon drawing A
zts1752e	Amir's torn weapon drawing B
zts1753e	Amir's weapon specification
zts1754e	Amir's weapon specification book cover
zts1755e	Halite
zts1756e	Blue mane
zts1757e	Polluted fruit
zts1758e	Golden fruit
zts1759e	Locomotive
zts1760e	Polluted wood bark
zts1761e	Gold bark
zts1762e	Doomed root
zts1763e	Giant nut
zts1764e	Stained arrow tip
zts1765e	Yak's hoof
zts1766e	Mole cricket's rear leg
zts1767e	Gold mushroom
zts1768e	Giant bolt
zts1769e	Broken sword
zts1770e	Giant molar tooth
zts1771e	Gold moss
zts1772e	Mole's tail
zts1773e	Crystal pearl
zts1774e	Doomed pearl
zts1775e	Violet pearl
zts1776e	Blood pearl
zts1777e	Pumpkin pearl
zts1778e	Gold pearl
zts1779e	Giant claw
zts1780e	Lightening aerial
zts1781e	Gearwheel
zts1782e	Fir bark
zts1783e	Polluted root
zts1784e	Rat's tail
zts1785e	Aerial
zts1786e	Splits darkness and lucidity with the sword of hellfire and ice.[n]
zts1787e	An ominous feel comes from it's sharpened blade. [n]
zts1788e	You can feel the protection of the great warrior.[n]
zts1789e	The bow contains strong power from being made with Angel feathers.
zts1790e	Made from the hand of Angel handcraft, with simple operation.[n]
zts1791e	A stick with blessings of angels.[n] Contains Strong Power.[n]
zts1792e	With the written manifesto of the sacred spirit on the sword, you feel it's sacred spirit always with you[n]
zts1793e	The more you attack, the stronger and more furious your attacks become.[n]
zts1794e	Penetrates the enemy like a tornado.[n]
zts1795e	Makes your heart lucid, with its water spirit and blessings.[n]
zts1796e	Has a sign of the great emperor.[n]
zts1797e	Originally treasure of the fairies, you can feel their power within.[n]
zts1798e	Contains the passion of an evil magician.[n] It encourages you to attack the enemy.[n]
zts1799e	Contains the passion of a noble magician.[n] It encourages you to endure.[n]
zts1800e	Used by a famous noble, it has its own dignity.[n]
zts1801e	An armor with its fabulous fringes made of golden threads, it has the dignity of knights.[n]
zts1802e	Guardian sign of the High Elf is carved on the surface. It has a calm effect on it's owner.[n]
zts1803e	Guardian sign of a Noble Guardian is carved on the surface. It dignifies it's owner.[n]
zts1804e	Allowed only to: 65 - 99[n] Can enter from [3rd level of Underground Tunnel] map.[n] No limitations on individual nor party type.[n]
zts1805e	Challenge! Giant knight A
zts1806e	Allowed only to: 65 - 99[n] Can enter from [Deep inside of Fir Woods] map.[n] No limitations on individual nor party type.[n]
zts1807e	Challenge! Giant Knight B
zts1808e	Challenge! Giant Knight C
zts1809e	Challenge! Trikung Trikung A
zts1810e	Allowed only to: 65 - 99[n] Can enter from [Fir Woods] map.[n] No limitations on individual nor party type.[n]
zts1811e	Challenge! Trikung Trikung B
zts1812e	Challenge! Trikung Trikung C
zts1813e	Challenge! Crisos A
zts1814e	Allowed only to: 65 - 99[n] Can enter from [Maple Woods] map.[n] No limitations on individual nor party type.[n]
zts1815e	Challenge! Crisos B
zts1816e	Challenge! Crisos C
